Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Search,Women 35-44,60 days,0.06,9824.9,5.37,Chicago,French,450,6865,6,Foodies,2022-08-02
NexGen Systems,Influencer,Women 35-44,30 days,0.12,9661.3,7.24,Chicago,Mandarin,384,2851,5,Fashionistas,2022-08-14
NexGen Systems,Influencer,Women 25-34,15 days,0.1,12680.8,3.49,Los Angeles,Spanish,674,17769,6,Foodies,2022-08-24
Innovate Industries,Influencer,Women 35-44,45 days,0.07,16169.74,3.15,Boston,French,1688,17128,5,Tech Enthusiasts,2022-08-05
NexGen Systems,Influencer,Women 25-34,15 days,0.15,13004.54,2.37,Miami,German,530,16735,10,Foodies,2022-08-14
DataTech Solutions,Influencer,Women 35-44,60 days,0.09,6323.49,6.6,Chicago,English,1740,19860,9,Tech Enthusiasts,2022-08-26
TechCorp,Search,Women 35-44,30 days,0.09,19053.79,6.23,Miami,English,458,16128,8,Foodies,2022-08-15
TechCorp,Influencer,Men 18-24,30 days,0.04,11938.66,3.92,Seattle,German,527,18628,2,Health & Wellness,2022-08-29
Innovate Industries,Display,All Ages,30 days,0.02,19772.71,3.74,Washington,French,945,11684,10,Health & Wellness,2022-08-14
TechCorp,Email,Women 35-44,15 days,0.12,5559.88,4.18,San Francisco,French,695,12547,10,Tech Enthusiasts,2022-08-03
Alpha Innovations,Influencer,Women 25-34,60 days,0.14,7415.81,5.44,Washington,Mandarin,1564,18528,4,Health & Wellness,2022-08-07
TechCorp,Search,Women 25-34,30 days,0.06,14711.7,4.42,Washington,Spanish,903,5904,9,Fashionistas,2022-08-20
Alpha Innovations,Influencer,Women 25-34,30 days,0.15,5433.78,7.13,Washington,Spanish,825,14009,4,Tech Enthusiasts,2022-08-22
TechCorp,Influencer,Men 25-34,30 days,0.07,16560.32,6.0,Seattle,German,1786,2500,3,Fashionistas,2022-08-19
Innovate Industries,Display,Men 25-34,45 days,0.13,7419.56,7.21,Washington,German,314,19568,7,Health & Wellness,2022-08-24
NexGen Systems,Email,Women 25-34,60 days,0.11,11777.71,3.02,Los Angeles,Spanish,742,11205,6,Health & Wellness,2022-08-29
Alpha Innovations,Influencer,All Ages,15 days,0.03,6100.27,6.06,Miami,Mandarin,286,18659,1,Outdoor Adventurers,2022-08-30
Innovate Industries,Email,Men 25-34,45 days,0.01,12653.67,2.16,Los Angeles,German,1773,4752,9,Foodies,2022-08-17
Alpha Innovations,Influencer,Women 25-34,60 days,0.06,5952.08,6.3,New York,English,1112,12557,9,Tech Enthusiasts,2022-08-02
TechCorp,Influencer,Men 25-34,15 days,0.03,17646.27,2.32,San Francisco,Spanish,107,18852,6,Health & Wellness,2022-08-11
Innovate Industries,Influencer,Women 35-44,30 days,0.05,6545.53,7.26,Washington,Mandarin,317,17920,9,Tech Enthusiasts,2022-08-19
TechCorp,Influencer,Women 25-34,45 days,0.04,6566.71,4.13,Boston,Spanish,1872,14271,7,Fashionistas,2022-08-30
DataTech Solutions,Search,Men 25-34,30 days,0.02,8107.95,4.92,New York,French,1708,7623,2,Foodies,2022-08-26
DataTech Solutions,Influencer,Women 25-34,60 days,0.08,19464.1,2.52,Miami,German,1342,17257,2,Tech Enthusiasts,2022-08-25
TechCorp,Influencer,Men 18-24,30 days,0.14,16004.35,7.03,Chicago,French,584,5178,1,Tech Enthusiasts,2022-08-02
NexGen Systems,Search,Men 18-24,30 days,0.14,18421.94,6.6,Las Vegas,Mandarin,1607,9391,3,Outdoor Adventurers,2022-08-12
Alpha Innovations,Email,All Ages,30 days,0.13,8608.14,6.67,Las Vegas,English,1448,19324,1,Health & Wellness,2022-08-07
NexGen Systems,Social Media,All Ages,15 days,0.05,15093.55,4.9,Nueva Orleans,French,158,15733,8,Fashionistas,2022-08-23
DataTech Solutions,Display,Women 25-34,15 days,0.13,16102.63,6.41,Las Vegas,Spanish,732,3243,6,Outdoor Adventurers,2022-08-26
TechCorp,Display,Men 18-24,45 days,0.06,15928.14,3.15,Miami,German,839,14665,9,Tech Enthusiasts,2022-08-15
NexGen Systems,Display,Women 35-44,45 days,0.12,13322.37,4.04,Miami,German,1554,5112,1,Foodies,2022-08-02
Alpha Innovations,Email,Men 18-24,45 days,0.06,10243.18,6.03,San Francisco,Spanish,1898,16990,8,Fashionistas,2022-08-26
Innovate Industries,Influencer,Men 25-34,60 days,0.03,8167.26,5.46,Los Angeles,Mandarin,1882,6977,10,Health & Wellness,2022-08-18
Alpha Innovations,Influencer,Men 25-34,15 days,0.09,8831.77,5.35,Los Angeles,Mandarin,582,8866,6,Foodies,2022-08-14
Innovate Industries,Search,Women 25-34,60 days,0.06,13616.69,7.05,Nueva Orleans,Mandarin,1507,1987,6,Tech Enthusiasts,2022-08-19
Alpha Innovations,Search,All Ages,60 days,0.03,12188.78,2.03,Boston,German,438,3475,9,Health & Wellness,2022-08-29
NexGen Systems,Social Media,Women 35-44,45 days,0.08,18420.19,3.37,Seattle,German,1348,1070,8,Fashionistas,2022-08-21
Innovate Industries,Display,Men 25-34,30 days,0.1,11235.42,3.53,Miami,Mandarin,727,3822,6,Outdoor Adventurers,2022-08-28
TechCorp,Social Media,Women 25-34,60 days,0.02,9460.75,7.05,Nueva Orleans,English,1678,7539,10,Foodies,2022-08-05
Alpha Innovations,Display,All Ages,45 days,0.1,5954.71,2.83,Washington,Spanish,1776,10849,10,Health & Wellness,2022-08-20
Alpha Innovations,Display,Women 25-34,30 days,0.15,10274.04,2.44,Los Angeles,German,264,17136,5,Outdoor Adventurers,2022-08-01
Innovate Industries,Search,Men 25-34,30 days,0.1,13222.82,6.23,Miami,English,1051,12584,3,Foodies,2022-08-14
NexGen Systems,Influencer,Women 25-34,45 days,0.1,12819.65,3.95,Nueva Orleans,Mandarin,1504,1053,7,Health & Wellness,2022-08-20
Alpha Innovations,Email,Women 25-34,15 days,0.02,19504.67,5.71,Miami,French,263,2854,3,Outdoor Adventurers,2022-08-26
TechCorp,Search,Women 35-44,15 days,0.02,10849.45,7.7,Chicago,English,1567,15177,1,Fashionistas,2022-08-04
