Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Display,Women 25-34,30 days,0.01,8493.72,6.52,Washington,German,820,8533,8,Tech Enthusiasts,2022-04-29
NexGen Systems,Search,Men 18-24,30 days,0.02,10805.99,6.44,Miami,Mandarin,944,8812,7,Health & Wellness,2022-04-27
TechCorp,Social Media,Men 18-24,60 days,0.13,19416.71,2.03,Las Vegas,French,184,10226,2,Health & Wellness,2022-04-01
DataTech Solutions,Social Media,All Ages,30 days,0.13,7458.89,7.6,New York,Mandarin,435,6192,8,Fashionistas,2022-04-23
Alpha Innovations,Social Media,Women 35-44,45 days,0.11,8344.58,2.62,New York,Spanish,1073,4630,4,Fashionistas,2022-04-17
Alpha Innovations,Social Media,Women 25-34,45 days,0.02,14959.66,5.91,Los Angeles,Mandarin,132,2317,4,Outdoor Adventurers,2022-04-01
TechCorp,Search,All Ages,45 days,0.03,10176.99,4.14,Chicago,English,607,5352,8,Fashionistas,2022-04-18
Alpha Innovations,Display,Women 35-44,45 days,0.07,13096.99,4.33,Boston,French,141,11631,7,Outdoor Adventurers,2022-04-09
DataTech Solutions,Display,Women 25-34,30 days,0.15,19338.48,6.45,Los Angeles,German,619,8804,3,Foodies,2022-04-23
DataTech Solutions,Display,All Ages,60 days,0.01,10727.54,3.03,Nueva Orleans,German,426,16465,4,Fashionistas,2022-04-18
Alpha Innovations,Email,Women 25-34,60 days,0.13,12076.21,3.8,Las Vegas,French,1642,14928,8,Foodies,2022-04-08
TechCorp,Search,Men 25-34,45 days,0.13,18902.22,6.31,Las Vegas,German,230,17894,6,Fashionistas,2022-04-25
Innovate Industries,Influencer,Women 35-44,30 days,0.03,10616.42,7.02,Los Angeles,Mandarin,495,17138,2,Health & Wellness,2022-04-01
NexGen Systems,Social Media,Women 25-34,30 days,0.11,18082.38,2.19,Washington,French,608,16776,2,Outdoor Adventurers,2022-04-22
Alpha Innovations,Email,Men 18-24,30 days,0.01,16569.5,4.48,Chicago,German,1454,19851,2,Outdoor Adventurers,2022-04-09
Innovate Industries,Display,Men 25-34,15 days,0.03,11227.12,5.98,Las Vegas,Spanish,207,3629,8,Outdoor Adventurers,2022-04-01
Alpha Innovations,Display,Women 25-34,30 days,0.09,13433.06,6.68,New York,French,1168,3517,8,Foodies,2022-04-22
TechCorp,Influencer,All Ages,45 days,0.06,5229.52,3.09,Los Angeles,German,324,2497,4,Tech Enthusiasts,2022-04-28
NexGen Systems,Influencer,All Ages,30 days,0.06,5929.77,7.17,Washington,English,218,18931,6,Fashionistas,2022-04-20
NexGen Systems,Search,All Ages,60 days,0.07,14425.15,3.17,Boston,Mandarin,324,2533,1,Health & Wellness,2022-04-25
TechCorp,Influencer,Women 35-44,60 days,0.09,5714.21,5.16,Las Vegas,Spanish,1618,5409,10,Fashionistas,2022-04-05
NexGen Systems,Social Media,All Ages,45 days,0.08,16193.27,2.14,Los Angeles,English,839,4811,6,Outdoor Adventurers,2022-04-17
TechCorp,Social Media,Women 25-34,45 days,0.1,12073.56,2.8,Boston,German,1934,2683,8,Outdoor Adventurers,2022-04-02
Alpha Innovations,Search,Men 25-34,45 days,0.05,14154.77,6.9,Boston,English,1454,15712,10,Fashionistas,2022-04-17
Alpha Innovations,Display,Men 18-24,30 days,0.07,9012.74,3.17,Seattle,French,404,14797,9,Foodies,2022-04-24
Alpha Innovations,Search,Men 18-24,60 days,0.03,19395.03,3.37,Los Angeles,German,276,9232,8,Outdoor Adventurers,2022-04-29
TechCorp,Display,Women 35-44,30 days,0.12,5879.3,6.76,Seattle,English,220,7395,9,Foodies,2022-04-29
Innovate Industries,Search,Men 18-24,15 days,0.05,9720.2,2.96,Chicago,French,219,18636,1,Tech Enthusiasts,2022-04-29
NexGen Systems,Social Media,Men 18-24,30 days,0.1,10656.19,2.72,New York,French,437,7600,7,Health & Wellness,2022-04-19
Alpha Innovations,Social Media,Women 35-44,45 days,0.06,14605.89,4.03,Nueva Orleans,French,420,19561,7,Health & Wellness,2022-04-14
Alpha Innovations,Email,Men 25-34,30 days,0.08,6216.36,7.75,Miami,French,494,5129,2,Tech Enthusiasts,2022-04-28
Alpha Innovations,Email,Women 25-34,45 days,0.07,11245.12,5.61,Miami,English,1014,16591,9,Tech Enthusiasts,2022-04-04
NexGen Systems,Email,Men 18-24,15 days,0.04,6447.83,6.82,Boston,German,1654,7007,5,Outdoor Adventurers,2022-04-07
Innovate Industries,Search,Men 18-24,30 days,0.01,7590.0,6.94,Las Vegas,English,1349,2691,3,Foodies,2022-04-20
Innovate Industries,Email,All Ages,15 days,0.04,9915.99,7.59,Seattle,German,758,5711,3,Tech Enthusiasts,2022-04-13
Alpha Innovations,Search,All Ages,60 days,0.11,6202.71,6.61,Las Vegas,French,1701,19290,5,Health & Wellness,2022-04-08
TechCorp,Display,Women 25-34,15 days,0.08,11441.93,3.97,San Francisco,French,1476,17482,8,Foodies,2022-04-08
Innovate Industries,Search,Women 25-34,45 days,0.07,12540.88,2.19,Chicago,French,1092,12001,7,Health & Wellness,2022-04-25
TechCorp,Display,Women 25-34,45 days,0.12,6853.1,7.78,Miami,French,308,9557,3,Foodies,2022-04-01
Alpha Innovations,Search,Men 18-24,45 days,0.04,18117.09,4.34,San Francisco,German,741,7413,5,Fashionistas,2022-04-19
Innovate Industries,Influencer,Women 25-34,15 days,0.05,8302.59,2.42,Boston,French,901,16038,10,Health & Wellness,2022-04-13
DataTech Solutions,Search,All Ages,30 days,0.11,8716.3,2.04,Washington,German,703,14279,9,Tech Enthusiasts,2022-04-12
Alpha Innovations,Email,Women 25-34,15 days,0.03,11384.6,6.81,Seattle,Spanish,1697,6029,5,Foodies,2022-04-26
TechCorp,Search,Women 35-44,30 days,0.03,16184.58,4.78,Nueva Orleans,French,1604,1422,3,Outdoor Adventurers,2022-04-10
Alpha Innovations,Influencer,All Ages,60 days,0.13,5576.35,3.66,Washington,French,1357,17011,4,Health & Wellness,2022-04-25
Alpha Innovations,Influencer,Women 35-44,30 days,0.04,7083.51,3.86,Chicago,Spanish,1055,3080,10,Outdoor Adventurers,2022-04-06
Alpha Innovations,Influencer,Women 35-44,60 days,0.03,8411.36,3.41,Washington,French,507,3578,6,Fashionistas,2022-04-29
DataTech Solutions,Social Media,All Ages,60 days,0.11,13318.19,2.05,New York,Spanish,617,3156,5,Outdoor Adventurers,2022-04-28
Alpha Innovations,Search,Men 18-24,45 days,0.14,12837.03,7.74,San Francisco,Spanish,715,15159,1,Outdoor Adventurers,2022-04-27
Innovate Industries,Email,Women 25-34,60 days,0.03,6889.35,3.09,Chicago,German,1098,13129,7,Fashionistas,2022-04-04
DataTech Solutions,Email,Women 25-34,45 days,0.02,10190.99,3.14,New York,English,1784,11285,10,Fashionistas,2022-04-21
Innovate Industries,Email,Women 25-34,60 days,0.03,16883.25,3.96,San Francisco,French,459,12044,7,Fashionistas,2022-04-11
Innovate Industries,Display,Women 35-44,30 days,0.11,12907.08,4.83,Seattle,French,256,16961,6,Foodies,2022-04-01
Alpha Innovations,Social Media,Men 18-24,30 days,0.02,8050.7,6.22,Nueva Orleans,English,1472,8722,6,Outdoor Adventurers,2022-04-28
DataTech Solutions,Display,Women 35-44,30 days,0.07,7403.19,5.39,New York,German,1262,17574,5,Tech Enthusiasts,2022-04-22
Innovate Industries,Social Media,Women 35-44,60 days,0.14,11842.03,3.62,Seattle,Spanish,653,7985,2,Outdoor Adventurers,2022-04-27
DataTech Solutions,Influencer,Women 25-34,45 days,0.06,14988.8,6.63,San Francisco,Mandarin,335,10136,3,Tech Enthusiasts,2022-04-18
DataTech Solutions,Influencer,Men 25-34,45 days,0.04,19742.06,3.56,New York,Spanish,1309,10552,8,Tech Enthusiasts,2022-04-09
NexGen Systems,Email,All Ages,60 days,0.05,10501.66,2.77,Las Vegas,English,482,9265,9,Outdoor Adventurers,2022-04-18
Alpha Innovations,Social Media,Women 25-34,30 days,0.03,6468.33,5.66,Boston,German,1464,17477,1,Health & Wellness,2022-04-14
TechCorp,Search,All Ages,60 days,0.1,7512.35,6.89,Washington,German,118,19484,9,Tech Enthusiasts,2022-04-02
DataTech Solutions,Search,Women 35-44,15 days,0.08,17179.24,6.24,Nueva Orleans,English,587,8599,7,Foodies,2022-04-17
NexGen Systems,Search,Women 25-34,45 days,0.11,16950.31,7.52,Las Vegas,English,630,5300,4,Outdoor Adventurers,2022-04-25
NexGen Systems,Search,Women 25-34,15 days,0.11,8488.78,5.21,Chicago,French,201,16250,9,Health & Wellness,2022-04-12
Innovate Industries,Search,Men 25-34,30 days,0.09,18554.97,6.7,Nueva Orleans,Spanish,1167,17911,9,Health & Wellness,2022-04-25
DataTech Solutions,Influencer,All Ages,60 days,0.1,6539.79,6.25,Seattle,French,700,17649,8,Foodies,2022-04-20
NexGen Systems,Influencer,All Ages,45 days,0.06,15304.82,6.62,Miami,Spanish,1368,14613,10,Foodies,2022-04-15
NexGen Systems,Social Media,All Ages,30 days,0.03,11396.22,6.18,Las Vegas,Mandarin,822,3620,6,Fashionistas,2022-04-14
Innovate Industries,Email,Women 25-34,15 days,0.07,13760.54,6.4,Chicago,German,709,15376,8,Outdoor Adventurers,2022-04-09
