Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,Women 35-44,45 days,0.02,17619.06,2.1,New York,German,575,16301,8,Foodies,2022-04-27
Innovate Industries,Display,Women 35-44,30 days,0.07,8442.29,4.73,Seattle,Spanish,1466,5733,6,Health & Wellness,2022-04-21
Innovate Industries,Display,Men 18-24,45 days,0.02,8329.1,5.7,Seattle,English,1639,14854,6,Foodies,2022-04-18
Alpha Innovations,Search,All Ages,45 days,0.14,11396.8,7.38,Boston,Mandarin,975,19905,5,Outdoor Adventurers,2022-04-01
NexGen Systems,Search,Women 35-44,45 days,0.03,10013.05,7.75,Las Vegas,Spanish,1829,17401,9,Fashionistas,2022-04-24
NexGen Systems,Display,Men 18-24,45 days,0.08,13812.08,7.74,Los Angeles,Mandarin,750,3700,4,Tech Enthusiasts,2022-04-26
DataTech Solutions,Email,Men 18-24,60 days,0.03,16005.97,5.73,New York,English,839,2923,5,Tech Enthusiasts,2022-04-24
NexGen Systems,Search,Men 25-34,45 days,0.09,16756.96,5.93,San Francisco,Mandarin,1103,2101,1,Health & Wellness,2022-04-23
NexGen Systems,Influencer,Women 25-34,30 days,0.07,12541.85,6.94,Miami,English,839,18401,4,Fashionistas,2022-04-15
TechCorp,Search,Men 25-34,60 days,0.02,10530.2,6.52,New York,Spanish,1017,11573,8,Tech Enthusiasts,2022-04-05
NexGen Systems,Social Media,Men 18-24,45 days,0.07,10636.61,4.5,Seattle,English,1644,6388,5,Health & Wellness,2022-04-28
TechCorp,Email,Men 18-24,60 days,0.06,15487.56,4.93,Las Vegas,German,1113,6548,4,Tech Enthusiasts,2022-04-20
DataTech Solutions,Display,Women 35-44,15 days,0.09,15926.94,4.22,Washington,French,929,2166,9,Tech Enthusiasts,2022-04-22
Alpha Innovations,Search,Men 25-34,60 days,0.09,10887.58,7.41,Nueva Orleans,English,486,14501,6,Fashionistas,2022-04-23
Alpha Innovations,Influencer,All Ages,60 days,0.02,5156.55,7.88,New York,Mandarin,1097,17604,3,Outdoor Adventurers,2022-04-13
TechCorp,Email,Men 25-34,45 days,0.14,8222.54,5.56,Chicago,French,1404,14890,6,Outdoor Adventurers,2022-04-24
Innovate Industries,Email,Men 25-34,60 days,0.02,12900.82,2.58,Boston,German,706,18260,9,Fashionistas,2022-04-15
NexGen Systems,Display,Men 25-34,30 days,0.1,6487.9,2.83,Los Angeles,German,1072,2681,5,Health & Wellness,2022-04-04
TechCorp,Influencer,Men 25-34,30 days,0.1,15908.08,4.37,Las Vegas,French,1498,14440,5,Outdoor Adventurers,2022-04-14
TechCorp,Influencer,Men 25-34,60 days,0.1,16715.03,6.53,Miami,Spanish,1788,6427,5,Foodies,2022-04-28
NexGen Systems,Display,Women 35-44,45 days,0.03,7937.76,3.83,Boston,Spanish,1499,3198,10,Foodies,2022-04-12
DataTech Solutions,Search,All Ages,45 days,0.02,9859.48,7.89,Nueva Orleans,Mandarin,1626,7043,5,Tech Enthusiasts,2022-04-07
NexGen Systems,Social Media,Men 25-34,45 days,0.12,9748.83,7.32,Boston,Mandarin,438,5574,2,Tech Enthusiasts,2022-04-28
Innovate Industries,Display,All Ages,15 days,0.14,17868.42,2.2,Seattle,French,635,7528,7,Tech Enthusiasts,2022-04-07
NexGen Systems,Social Media,Men 25-34,30 days,0.14,8674.51,5.8,Nueva Orleans,Mandarin,232,15720,8,Tech Enthusiasts,2022-04-04
Innovate Industries,Social Media,Women 35-44,45 days,0.05,14928.96,6.29,San Francisco,German,1958,15430,1,Tech Enthusiasts,2022-04-08
DataTech Solutions,Email,All Ages,45 days,0.04,7188.56,5.45,Seattle,Spanish,495,2440,7,Health & Wellness,2022-04-18
Innovate Industries,Influencer,Women 35-44,15 days,0.11,15373.09,3.23,New York,English,233,14853,9,Health & Wellness,2022-04-26
Alpha Innovations,Social Media,Women 35-44,30 days,0.14,13542.31,2.78,Seattle,Mandarin,1542,6583,6,Health & Wellness,2022-04-24
DataTech Solutions,Search,Men 25-34,30 days,0.02,11628.49,2.63,Washington,Spanish,1447,4678,7,Tech Enthusiasts,2022-04-03
NexGen Systems,Influencer,Women 35-44,15 days,0.1,14019.47,6.14,Seattle,Spanish,700,10546,5,Tech Enthusiasts,2022-04-04
Alpha Innovations,Social Media,Men 25-34,15 days,0.05,17896.17,6.86,New York,Mandarin,214,18103,3,Health & Wellness,2022-04-20
TechCorp,Social Media,Men 18-24,60 days,0.1,10499.65,3.63,Seattle,Spanish,1161,11405,6,Tech Enthusiasts,2022-04-27
TechCorp,Search,Women 25-34,30 days,0.14,8594.5,5.02,Chicago,German,685,13980,1,Foodies,2022-04-25
TechCorp,Display,Women 35-44,30 days,0.15,13943.9,4.64,Nueva Orleans,French,325,13529,2,Foodies,2022-04-07
Innovate Industries,Display,All Ages,45 days,0.12,6775.61,4.49,Las Vegas,French,1558,17041,9,Tech Enthusiasts,2022-04-03
Alpha Innovations,Email,Women 35-44,45 days,0.03,13409.69,3.36,San Francisco,English,119,18342,5,Health & Wellness,2022-04-06
TechCorp,Social Media,Men 25-34,30 days,0.01,18599.1,7.98,Chicago,Mandarin,976,3301,4,Tech Enthusiasts,2022-04-02
TechCorp,Influencer,Women 35-44,45 days,0.08,15609.58,3.34,Los Angeles,German,1851,12351,3,Tech Enthusiasts,2022-04-24
Innovate Industries,Influencer,Women 25-34,45 days,0.11,19638.95,3.41,Boston,German,1953,11051,5,Foodies,2022-04-05
TechCorp,Display,Women 35-44,15 days,0.11,8157.62,6.6,Chicago,French,780,11297,10,Foodies,2022-04-02
DataTech Solutions,Search,All Ages,15 days,0.08,10803.89,2.81,Seattle,English,1631,17870,9,Foodies,2022-04-14
DataTech Solutions,Social Media,All Ages,60 days,0.12,6348.3,3.9,San Francisco,Mandarin,231,7878,8,Tech Enthusiasts,2022-04-15
Alpha Innovations,Email,Women 35-44,30 days,0.14,9377.13,3.26,Boston,Spanish,799,8521,8,Health & Wellness,2022-04-04
TechCorp,Social Media,Men 18-24,15 days,0.04,13766.55,7.92,Chicago,German,851,14839,4,Foodies,2022-04-16
Innovate Industries,Influencer,Men 18-24,15 days,0.11,7872.63,2.74,Seattle,German,1833,12052,10,Tech Enthusiasts,2022-04-22
DataTech Solutions,Display,Women 25-34,45 days,0.15,17225.77,6.56,Washington,German,1123,9480,2,Outdoor Adventurers,2022-04-14
Alpha Innovations,Social Media,Women 25-34,30 days,0.06,12453.39,5.05,Washington,English,878,6623,10,Health & Wellness,2022-04-14
Innovate Industries,Search,Women 25-34,15 days,0.11,9826.12,5.02,Boston,German,1345,15309,10,Foodies,2022-04-11
NexGen Systems,Search,Men 25-34,30 days,0.05,10179.34,5.29,San Francisco,English,1444,12482,8,Health & Wellness,2022-04-14
NexGen Systems,Search,All Ages,60 days,0.03,11903.34,2.15,Chicago,English,707,11881,4,Health & Wellness,2022-04-03
DataTech Solutions,Email,Women 25-34,45 days,0.13,10187.8,5.58,Washington,German,1566,9650,3,Foodies,2022-04-20
