Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,Women 25-34,15 days,0.14,9691.16,7.31,Seattle,French,1214,12380,8,Tech Enthusiasts,2024-01-25
DataTech Solutions,Influencer,Women 25-34,60 days,0.11,15536.91,5.56,Seattle,Spanish,569,3589,5,Foodies,2024-01-23
DataTech Solutions,Email,Men 25-34,60 days,0.09,10529.62,5.09,Boston,Spanish,1083,8221,6,Outdoor Adventurers,2024-01-10
DataTech Solutions,Social Media,Women 25-34,30 days,0.12,5697.69,3.78,Miami,Mandarin,1201,11325,4,Fashionistas,2024-01-22
DataTech Solutions,Search,All Ages,30 days,0.02,19950.87,4.44,San Francisco,German,1652,14538,6,Health & Wellness,2024-01-01
TechCorp,Email,Women 35-44,60 days,0.12,17401.77,4.17,Los Angeles,German,662,5353,8,Outdoor Adventurers,2024-01-17
NexGen Systems,Influencer,Women 25-34,15 days,0.13,9585.19,3.15,Nueva Orleans,Spanish,1127,19187,6,Tech Enthusiasts,2024-01-10
DataTech Solutions,Email,Women 35-44,45 days,0.02,13974.89,2.53,Seattle,French,996,13127,9,Tech Enthusiasts,2024-01-15
DataTech Solutions,Email,Men 18-24,15 days,0.03,7793.67,4.12,Miami,Spanish,1661,1605,1,Tech Enthusiasts,2024-01-13
NexGen Systems,Email,Women 35-44,30 days,0.01,14998.46,5.55,Washington,Spanish,1243,1014,4,Tech Enthusiasts,2024-01-26
TechCorp,Email,Women 25-34,30 days,0.03,12081.22,3.04,Nueva Orleans,Mandarin,371,4431,3,Fashionistas,2024-01-16
DataTech Solutions,Search,All Ages,15 days,0.06,14272.27,5.3,Boston,German,276,7646,6,Foodies,2024-01-15
Innovate Industries,Social Media,Women 25-34,30 days,0.07,18247.64,4.84,Chicago,French,1949,2516,2,Fashionistas,2024-01-02
Innovate Industries,Email,Men 18-24,15 days,0.03,13657.05,5.1,San Francisco,English,948,4622,3,Fashionistas,2024-01-13
Alpha Innovations,Influencer,All Ages,45 days,0.04,10111.9,6.95,Seattle,English,973,9249,5,Tech Enthusiasts,2024-01-10
Alpha Innovations,Display,Women 25-34,45 days,0.03,17521.08,4.74,Las Vegas,Mandarin,917,3641,7,Outdoor Adventurers,2024-01-03
Alpha Innovations,Search,Women 25-34,60 days,0.1,19366.57,5.13,Los Angeles,Mandarin,728,15549,5,Tech Enthusiasts,2024-01-03
