Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Women 25-34,45 days,0.05,8180.87,3.34,Los Angeles,English,350,9770,8,Foodies,2022-04-13
DataTech Solutions,Social Media,Women 25-34,15 days,0.03,15705.28,4.98,Nueva Orleans,Spanish,1311,8374,4,Health & Wellness,2022-04-27
Innovate Industries,Display,Men 25-34,45 days,0.06,8084.19,6.52,San Francisco,Spanish,1903,9072,6,Fashionistas,2022-04-15
Alpha Innovations,Influencer,Women 25-34,15 days,0.13,11696.7,4.36,Seattle,French,818,8147,6,Tech Enthusiasts,2022-04-22
NexGen Systems,Influencer,Women 25-34,15 days,0.03,9445.16,4.56,Seattle,French,996,4095,7,Foodies,2022-04-21
NexGen Systems,Search,Women 25-34,15 days,0.09,8274.11,6.72,Washington,Spanish,298,17218,10,Outdoor Adventurers,2022-04-10
Innovate Industries,Search,Women 35-44,15 days,0.09,9367.09,2.18,Boston,Spanish,642,6556,7,Fashionistas,2022-04-10
DataTech Solutions,Influencer,Men 25-34,45 days,0.02,17771.09,3.52,New York,French,1226,4231,10,Tech Enthusiasts,2022-04-20
DataTech Solutions,Influencer,All Ages,60 days,0.1,19309.75,5.22,New York,English,922,6144,2,Fashionistas,2022-04-14
Innovate Industries,Influencer,Men 25-34,15 days,0.07,10601.48,7.04,New York,English,1008,8240,1,Health & Wellness,2022-04-25
Innovate Industries,Influencer,All Ages,60 days,0.02,14517.32,7.92,Miami,Spanish,1697,19021,4,Fashionistas,2022-04-08
Alpha Innovations,Email,Men 18-24,45 days,0.1,15372.29,4.55,Los Angeles,Spanish,1947,11112,2,Fashionistas,2022-04-03
Alpha Innovations,Search,Men 18-24,60 days,0.09,17022.51,5.14,Miami,Mandarin,385,6488,2,Health & Wellness,2022-04-26
TechCorp,Email,Women 25-34,60 days,0.12,9417.25,3.09,New York,Mandarin,600,11280,3,Fashionistas,2022-04-17
Alpha Innovations,Social Media,Men 18-24,15 days,0.03,8516.21,6.48,Boston,German,730,11042,10,Health & Wellness,2022-04-16
DataTech Solutions,Display,Men 25-34,45 days,0.06,14379.01,7.69,Seattle,German,1070,8666,9,Tech Enthusiasts,2022-04-26
DataTech Solutions,Display,Men 18-24,45 days,0.14,15815.83,7.59,San Francisco,Mandarin,1573,4241,10,Outdoor Adventurers,2022-04-06
TechCorp,Influencer,Women 25-34,45 days,0.14,7305.43,4.25,New York,Mandarin,1521,1664,3,Health & Wellness,2022-04-29
DataTech Solutions,Display,Men 25-34,15 days,0.1,6577.16,4.33,Las Vegas,German,414,14929,2,Foodies,2022-04-04
Innovate Industries,Search,Women 25-34,60 days,0.02,7967.07,5.03,Miami,English,799,9565,2,Outdoor Adventurers,2022-04-29
DataTech Solutions,Display,Women 25-34,45 days,0.07,18698.25,7.34,Nueva Orleans,French,617,10389,2,Fashionistas,2022-04-17
DataTech Solutions,Search,All Ages,15 days,0.12,7603.7,6.36,San Francisco,English,709,9169,10,Fashionistas,2022-04-28
Innovate Industries,Display,Men 25-34,45 days,0.03,6059.91,6.12,Las Vegas,Spanish,1555,17000,2,Foodies,2022-04-22
Alpha Innovations,Social Media,All Ages,30 days,0.1,19209.84,2.98,Las Vegas,German,1845,11636,2,Tech Enthusiasts,2022-04-04
TechCorp,Email,Men 25-34,45 days,0.13,16770.54,4.92,New York,German,667,2837,3,Tech Enthusiasts,2022-04-06
Alpha Innovations,Email,Men 18-24,15 days,0.06,7216.53,7.92,Boston,Spanish,1415,6566,5,Health & Wellness,2022-04-10
NexGen Systems,Influencer,Women 25-34,45 days,0.03,13355.98,3.83,New York,French,358,16349,4,Health & Wellness,2022-04-19
DataTech Solutions,Display,Women 35-44,30 days,0.04,8607.04,3.06,Los Angeles,Mandarin,838,1005,9,Fashionistas,2022-04-27
NexGen Systems,Social Media,Women 35-44,30 days,0.04,11314.84,5.05,Miami,French,238,11790,6,Foodies,2022-04-19
NexGen Systems,Social Media,All Ages,30 days,0.06,17328.63,6.08,New York,Mandarin,396,18598,10,Health & Wellness,2022-04-07
TechCorp,Email,All Ages,15 days,0.02,9091.43,3.29,Washington,Mandarin,547,14821,5,Outdoor Adventurers,2022-04-27
TechCorp,Social Media,Men 18-24,60 days,0.03,17134.58,6.96,Miami,English,1257,11495,3,Tech Enthusiasts,2022-04-11
NexGen Systems,Display,All Ages,45 days,0.02,10417.59,4.55,Nueva Orleans,Mandarin,960,10677,3,Foodies,2022-04-26
Alpha Innovations,Social Media,All Ages,60 days,0.13,19040.89,7.12,Chicago,French,947,6609,4,Outdoor Adventurers,2022-04-05
DataTech Solutions,Influencer,All Ages,15 days,0.04,10342.19,4.87,Los Angeles,Mandarin,406,5615,7,Foodies,2022-04-26
NexGen Systems,Search,Men 18-24,60 days,0.07,5616.21,2.5,Washington,French,1435,13083,5,Fashionistas,2022-04-20
NexGen Systems,Influencer,Men 25-34,45 days,0.03,9047.05,6.27,Nueva Orleans,German,1139,19585,10,Fashionistas,2022-04-07
TechCorp,Email,Men 25-34,30 days,0.15,17972.95,3.03,Washington,Spanish,1215,1704,10,Fashionistas,2022-04-29
DataTech Solutions,Email,Women 25-34,15 days,0.07,19908.67,2.71,San Francisco,German,1249,6568,3,Outdoor Adventurers,2022-04-14
NexGen Systems,Social Media,Men 18-24,15 days,0.08,13024.43,5.39,Miami,English,1018,15851,5,Tech Enthusiasts,2022-04-21
