Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Social Media,Women 35-44,45 days,0.03,9486.59,7.15,Los Angeles,Mandarin,686,10332,4,Health & Wellness,2023-06-24
TechCorp,Display,Women 35-44,30 days,0.12,10983.52,6.6,Boston,Spanish,900,6725,4,Tech Enthusiasts,2023-06-29
DataTech Solutions,Social Media,Women 35-44,60 days,0.02,9653.38,7.46,Las Vegas,English,763,15232,5,Health & Wellness,2023-06-15
NexGen Systems,Influencer,All Ages,60 days,0.05,5845.84,3.63,San Francisco,French,242,12966,8,Fashionistas,2023-06-16
Innovate Industries,Display,Women 35-44,30 days,0.07,16974.73,6.92,San Francisco,French,1837,4833,2,Foodies,2023-06-25
DataTech Solutions,Email,All Ages,45 days,0.03,5345.56,4.23,San Francisco,Spanish,859,18454,8,Fashionistas,2023-06-10
Alpha Innovations,Social Media,Men 25-34,30 days,0.08,12196.31,7.91,Washington,Mandarin,460,17491,1,Foodies,2023-06-15
NexGen Systems,Influencer,Women 25-34,60 days,0.12,17617.41,2.13,Boston,Mandarin,1712,14466,10,Outdoor Adventurers,2023-06-29
NexGen Systems,Influencer,Women 35-44,60 days,0.14,8663.6,6.23,Las Vegas,French,897,15696,8,Foodies,2023-06-17
DataTech Solutions,Email,Men 25-34,45 days,0.01,16293.29,4.66,Miami,Spanish,1910,7626,7,Foodies,2023-06-19
NexGen Systems,Influencer,Women 35-44,30 days,0.11,12006.03,7.3,Nueva Orleans,German,762,10288,9,Tech Enthusiasts,2023-06-23
Alpha Innovations,Search,All Ages,45 days,0.04,8740.83,4.98,San Francisco,Mandarin,1353,12349,1,Outdoor Adventurers,2023-06-19
Innovate Industries,Social Media,Women 25-34,60 days,0.02,11590.51,3.08,Miami,Spanish,1075,19292,3,Tech Enthusiasts,2023-06-20
Innovate Industries,Search,All Ages,60 days,0.03,15064.76,6.17,Los Angeles,German,1911,2227,2,Health & Wellness,2023-06-16
Alpha Innovations,Display,Women 25-34,15 days,0.03,19474.38,3.95,Chicago,English,928,13120,4,Outdoor Adventurers,2023-06-12
DataTech Solutions,Display,Men 18-24,15 days,0.11,17054.71,2.56,Washington,German,563,5419,5,Health & Wellness,2023-06-23
NexGen Systems,Search,Men 18-24,60 days,0.05,15453.45,7.13,Nueva Orleans,French,966,7395,9,Foodies,2023-06-19
Innovate Industries,Influencer,Men 18-24,30 days,0.03,5998.6,6.64,Miami,French,1643,10778,3,Tech Enthusiasts,2023-06-16
TechCorp,Social Media,Men 18-24,45 days,0.07,5106.11,6.79,Nueva Orleans,Spanish,1651,18995,9,Fashionistas,2023-06-12
NexGen Systems,Email,Men 25-34,45 days,0.08,8052.69,6.63,Nueva Orleans,German,1671,10163,1,Health & Wellness,2023-06-18
DataTech Solutions,Search,Men 25-34,30 days,0.1,13733.68,5.85,San Francisco,Spanish,222,6029,8,Outdoor Adventurers,2023-06-06
DataTech Solutions,Email,All Ages,30 days,0.02,10169.19,5.59,Miami,Mandarin,1785,19972,8,Foodies,2023-06-14
Alpha Innovations,Social Media,Women 25-34,15 days,0.13,5233.17,3.35,Los Angeles,Mandarin,363,11805,4,Tech Enthusiasts,2023-06-07
Innovate Industries,Social Media,Women 35-44,45 days,0.12,11626.08,4.66,Seattle,English,1750,19027,9,Foodies,2023-06-04
TechCorp,Display,Women 25-34,30 days,0.14,18832.19,5.17,New York,Mandarin,617,14152,1,Fashionistas,2023-06-06
Innovate Industries,Search,Men 25-34,15 days,0.1,8720.55,5.27,New York,Mandarin,159,3204,6,Foodies,2023-06-24
NexGen Systems,Display,Women 35-44,45 days,0.1,16186.49,5.04,San Francisco,English,1286,9049,5,Fashionistas,2023-06-23
Alpha Innovations,Social Media,Women 25-34,15 days,0.14,13041.79,5.12,Boston,Spanish,144,1096,1,Foodies,2023-06-03
NexGen Systems,Social Media,Men 25-34,45 days,0.01,8326.9,6.81,Nueva Orleans,French,738,15070,5,Fashionistas,2023-06-08
NexGen Systems,Search,Men 25-34,30 days,0.15,10571.36,2.77,Miami,German,127,6367,4,Outdoor Adventurers,2023-06-25
DataTech Solutions,Influencer,All Ages,45 days,0.14,14430.87,3.79,Nueva Orleans,English,1174,9229,7,Fashionistas,2023-06-24
Innovate Industries,Search,Women 35-44,15 days,0.05,18031.5,5.34,Boston,Mandarin,1064,6251,3,Health & Wellness,2023-06-11
Alpha Innovations,Email,Women 25-34,30 days,0.04,11114.31,7.95,San Francisco,Mandarin,1720,14371,4,Fashionistas,2023-06-02
DataTech Solutions,Display,Men 25-34,30 days,0.09,16099.32,2.24,Miami,French,911,2656,5,Outdoor Adventurers,2023-06-04
Alpha Innovations,Social Media,Men 25-34,60 days,0.1,14194.22,6.7,Chicago,Spanish,1788,12500,7,Health & Wellness,2023-06-12
DataTech Solutions,Search,Women 25-34,30 days,0.1,16666.29,2.42,Washington,German,997,15110,2,Tech Enthusiasts,2023-06-23
DataTech Solutions,Social Media,Women 35-44,45 days,0.12,5408.27,6.32,Washington,Mandarin,754,3481,7,Fashionistas,2023-06-13
NexGen Systems,Search,Men 18-24,15 days,0.05,12617.89,7.03,Washington,Spanish,639,15579,6,Outdoor Adventurers,2023-06-09
Alpha Innovations,Search,Women 35-44,60 days,0.14,11630.27,3.86,Nueva Orleans,German,1651,6358,8,Tech Enthusiasts,2023-06-17
Innovate Industries,Email,Women 35-44,60 days,0.15,19125.66,7.68,Boston,French,1437,2790,5,Foodies,2023-06-26
Alpha Innovations,Influencer,Women 25-34,60 days,0.13,16925.17,3.01,New York,German,1803,11009,4,Outdoor Adventurers,2023-06-20
Alpha Innovations,Influencer,Men 25-34,15 days,0.09,13026.97,3.14,New York,German,1849,1549,7,Health & Wellness,2023-06-19
Alpha Innovations,Influencer,All Ages,60 days,0.06,5370.35,7.96,Miami,German,1208,4705,10,Foodies,2023-06-01
Alpha Innovations,Email,Women 35-44,15 days,0.11,5467.16,3.93,New York,French,237,18518,2,Fashionistas,2023-06-09
TechCorp,Search,Men 18-24,15 days,0.07,17484.41,5.57,Chicago,Mandarin,1745,19663,7,Health & Wellness,2023-06-04
Alpha Innovations,Search,All Ages,30 days,0.09,13676.75,5.83,Las Vegas,Mandarin,356,9963,8,Tech Enthusiasts,2023-06-03
DataTech Solutions,Display,Women 35-44,30 days,0.05,5287.03,4.31,Las Vegas,Mandarin,691,1354,10,Outdoor Adventurers,2023-06-17
Alpha Innovations,Search,Men 25-34,30 days,0.12,6819.9,5.12,Chicago,French,628,17745,6,Tech Enthusiasts,2023-06-25
Alpha Innovations,Display,Women 35-44,45 days,0.06,13553.64,2.3,Las Vegas,French,193,4531,1,Health & Wellness,2023-06-26
Innovate Industries,Display,All Ages,45 days,0.11,12473.45,3.49,Washington,Mandarin,619,15661,6,Foodies,2023-06-16
Innovate Industries,Search,Men 18-24,15 days,0.02,8923.18,6.57,Washington,Spanish,572,18446,9,Fashionistas,2023-06-18
Alpha Innovations,Influencer,Women 25-34,30 days,0.1,12657.12,6.23,San Francisco,German,1088,2084,10,Foodies,2023-06-09
Innovate Industries,Email,All Ages,60 days,0.04,9875.72,3.78,San Francisco,German,1218,14394,3,Foodies,2023-06-01
TechCorp,Influencer,Women 35-44,30 days,0.05,7256.03,5.94,Seattle,German,409,18889,2,Tech Enthusiasts,2023-06-21
Alpha Innovations,Influencer,Women 25-34,30 days,0.04,8678.4,2.81,New York,English,1222,8892,5,Fashionistas,2023-06-06
Innovate Industries,Email,Men 25-34,15 days,0.14,13647.68,3.44,New York,German,1534,7948,8,Health & Wellness,2023-06-27
TechCorp,Email,Men 25-34,30 days,0.08,11929.44,4.21,Washington,Mandarin,1430,18826,8,Tech Enthusiasts,2023-06-14
Alpha Innovations,Influencer,Women 35-44,60 days,0.13,17287.14,7.03,Boston,German,1527,4704,7,Fashionistas,2023-06-24
NexGen Systems,Influencer,Men 25-34,60 days,0.11,14509.47,6.79,Los Angeles,Mandarin,1591,7115,10,Outdoor Adventurers,2023-06-12
NexGen Systems,Display,Women 25-34,30 days,0.06,19175.8,4.7,Las Vegas,French,380,17463,7,Tech Enthusiasts,2023-06-02
Innovate Industries,Display,Women 25-34,45 days,0.09,9733.42,4.13,Nueva Orleans,Mandarin,1213,5688,8,Health & Wellness,2023-06-26
