Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Display,Women 35-44,15 days,0.03,9255.32,6.65,New York,Mandarin,1074,5814,7,Health & Wellness,2024-02-25
TechCorp,Display,Women 35-44,60 days,0.06,7026.21,2.48,New York,Spanish,1986,19732,6,Foodies,2024-02-06
Innovate Industries,Email,All Ages,60 days,0.11,8995.42,5.78,San Francisco,Mandarin,1222,11914,1,Health & Wellness,2024-02-22
Innovate Industries,Display,Women 25-34,15 days,0.07,6027.18,6.3,Miami,French,1905,3941,8,Tech Enthusiasts,2024-02-27
NexGen Systems,Search,All Ages,30 days,0.04,19205.65,3.66,Nueva Orleans,French,1403,18847,2,Tech Enthusiasts,2024-02-19
Alpha Innovations,Display,Men 25-34,15 days,0.08,8967.19,4.79,Boston,German,976,10868,3,Health & Wellness,2024-02-02
Alpha Innovations,Display,Men 25-34,15 days,0.11,11013.33,7.55,Boston,Spanish,919,4508,6,Tech Enthusiasts,2024-02-27
Innovate Industries,Social Media,Women 25-34,15 days,0.09,18759.29,6.97,New York,French,488,13810,2,Outdoor Adventurers,2024-02-11
Innovate Industries,Social Media,Men 18-24,60 days,0.1,18457.69,7.13,Chicago,German,1497,15339,4,Fashionistas,2024-02-24
DataTech Solutions,Social Media,Women 35-44,45 days,0.09,6188.11,4.77,San Francisco,French,741,3191,8,Foodies,2024-02-11
Alpha Innovations,Search,Women 35-44,45 days,0.15,15844.13,5.3,Nueva Orleans,English,363,10932,4,Fashionistas,2024-02-07
TechCorp,Influencer,Men 18-24,60 days,0.15,11750.99,6.65,Los Angeles,Spanish,310,16841,10,Fashionistas,2024-02-08
DataTech Solutions,Email,All Ages,60 days,0.02,16714.69,6.97,Los Angeles,English,1569,1803,7,Fashionistas,2024-02-08
NexGen Systems,Search,Men 18-24,15 days,0.05,17511.52,5.66,Washington,French,697,5864,6,Fashionistas,2024-02-05
Alpha Innovations,Influencer,Women 25-34,45 days,0.11,6872.62,5.96,San Francisco,Mandarin,602,15266,8,Tech Enthusiasts,2024-02-13
Innovate Industries,Social Media,Women 35-44,30 days,0.08,7542.73,4.02,Los Angeles,Mandarin,1417,9196,7,Tech Enthusiasts,2024-02-25
Alpha Innovations,Social Media,Men 18-24,30 days,0.11,6488.16,6.48,Chicago,English,1931,4649,7,Fashionistas,2024-02-01
NexGen Systems,Search,Women 35-44,45 days,0.12,15406.81,3.29,Nueva Orleans,French,387,12279,6,Outdoor Adventurers,2024-02-16
NexGen Systems,Influencer,All Ages,45 days,0.08,5871.78,2.15,San Francisco,Spanish,1789,1251,6,Foodies,2024-02-08
DataTech Solutions,Search,Women 35-44,60 days,0.1,13674.35,2.47,Washington,English,1487,1556,9,Fashionistas,2024-02-28
TechCorp,Influencer,Women 35-44,15 days,0.07,15510.56,5.45,Boston,English,276,6926,3,Fashionistas,2024-02-07
Innovate Industries,Social Media,Women 35-44,15 days,0.05,10311.12,2.83,Seattle,Spanish,772,4612,9,Foodies,2024-02-13
NexGen Systems,Social Media,Men 18-24,30 days,0.15,16783.66,7.46,Chicago,German,669,5085,2,Foodies,2024-02-16
Innovate Industries,Influencer,Men 25-34,45 days,0.03,11282.01,7.09,Nueva Orleans,Spanish,1565,16148,7,Fashionistas,2024-02-27
Innovate Industries,Email,All Ages,60 days,0.11,14218.38,4.64,New York,German,838,14980,4,Tech Enthusiasts,2024-02-17
DataTech Solutions,Email,All Ages,15 days,0.15,15613.86,2.23,San Francisco,French,1998,10739,7,Fashionistas,2024-02-22
DataTech Solutions,Display,All Ages,60 days,0.12,18738.65,2.14,Chicago,Spanish,974,19468,1,Outdoor Adventurers,2024-02-06
Alpha Innovations,Social Media,Men 18-24,45 days,0.14,10871.92,2.53,Chicago,German,266,4800,5,Foodies,2024-02-06
Innovate Industries,Influencer,Men 18-24,60 days,0.02,10738.6,4.83,Los Angeles,French,1492,6625,7,Tech Enthusiasts,2024-02-18
TechCorp,Search,Women 25-34,15 days,0.11,12964.2,7.54,Seattle,Mandarin,1295,9246,7,Outdoor Adventurers,2024-02-27
Innovate Industries,Influencer,Women 35-44,45 days,0.14,7350.65,4.21,Nueva Orleans,Mandarin,357,2993,7,Health & Wellness,2024-02-14
Innovate Industries,Social Media,Men 25-34,45 days,0.14,14083.18,7.29,Washington,French,584,1425,2,Foodies,2024-02-13
NexGen Systems,Display,Men 25-34,30 days,0.11,9158.2,4.55,Las Vegas,French,224,9156,4,Foodies,2024-02-04
Alpha Innovations,Influencer,Women 35-44,60 days,0.09,13588.05,5.04,Los Angeles,English,1771,3498,10,Health & Wellness,2024-02-25
Alpha Innovations,Search,Men 18-24,30 days,0.04,7887.31,3.34,San Francisco,Spanish,1187,9561,9,Tech Enthusiasts,2024-02-23
TechCorp,Email,Women 25-34,60 days,0.08,13941.67,5.5,Boston,Spanish,537,6663,5,Health & Wellness,2024-02-11
TechCorp,Social Media,All Ages,15 days,0.04,8344.6,7.93,Nueva Orleans,French,1484,16178,1,Tech Enthusiasts,2024-02-09
Innovate Industries,Social Media,Women 35-44,45 days,0.05,6791.41,4.91,Nueva Orleans,Mandarin,118,1087,4,Foodies,2024-02-19
Alpha Innovations,Display,Women 25-34,30 days,0.14,16060.87,3.8,Nueva Orleans,French,267,11353,9,Outdoor Adventurers,2024-02-05
NexGen Systems,Social Media,Women 35-44,30 days,0.06,12011.16,5.34,New York,English,1100,10902,6,Tech Enthusiasts,2024-02-16
Alpha Innovations,Email,Men 18-24,30 days,0.08,17593.61,2.99,Chicago,German,1506,1115,7,Health & Wellness,2024-02-22
TechCorp,Social Media,All Ages,60 days,0.03,7720.15,5.08,Boston,German,1611,12962,2,Tech Enthusiasts,2024-02-23
TechCorp,Display,Women 35-44,60 days,0.05,9262.83,4.24,San Francisco,Mandarin,1290,13930,8,Foodies,2024-02-28
DataTech Solutions,Influencer,All Ages,30 days,0.11,5830.05,2.13,Chicago,Mandarin,848,18485,4,Fashionistas,2024-02-20
NexGen Systems,Search,All Ages,15 days,0.11,16404.9,2.75,Boston,Mandarin,442,6777,8,Outdoor Adventurers,2024-02-10
DataTech Solutions,Display,Men 25-34,45 days,0.12,18837.89,7.72,New York,French,157,17216,9,Tech Enthusiasts,2024-02-14
Alpha Innovations,Email,Women 25-34,60 days,0.04,6129.27,4.18,Washington,German,1585,7851,9,Health & Wellness,2024-02-10
Alpha Innovations,Search,Men 18-24,60 days,0.14,5431.5,3.49,Boston,German,131,18106,5,Outdoor Adventurers,2024-02-18
Innovate Industries,Social Media,Men 25-34,15 days,0.03,10677.19,3.74,New York,Spanish,1593,3610,9,Foodies,2024-02-23
TechCorp,Email,Women 35-44,45 days,0.12,10363.85,6.87,Nueva Orleans,German,1617,5570,5,Foodies,2024-02-02
DataTech Solutions,Email,Men 18-24,30 days,0.01,9395.47,3.86,Nueva Orleans,Spanish,149,8278,2,Tech Enthusiasts,2024-02-08
NexGen Systems,Email,Men 25-34,45 days,0.04,11543.74,7.9,New York,Spanish,1347,13341,8,Outdoor Adventurers,2024-02-04
DataTech Solutions,Influencer,Women 35-44,15 days,0.09,9755.87,4.49,Chicago,Spanish,416,7054,7,Tech Enthusiasts,2024-02-21
DataTech Solutions,Email,Women 25-34,60 days,0.14,6758.44,7.11,San Francisco,French,1560,16651,1,Tech Enthusiasts,2024-02-28
NexGen Systems,Search,Women 25-34,45 days,0.11,5973.42,6.65,Los Angeles,French,206,12378,2,Fashionistas,2024-02-26
NexGen Systems,Display,All Ages,60 days,0.14,8090.33,7.12,Chicago,English,1479,19849,5,Health & Wellness,2024-02-08
DataTech Solutions,Search,Women 25-34,15 days,0.1,15797.29,5.47,Boston,English,193,16659,10,Outdoor Adventurers,2024-02-02
Innovate Industries,Display,Men 18-24,45 days,0.12,19593.8,2.15,New York,German,103,13769,10,Health & Wellness,2024-02-28
Innovate Industries,Email,All Ages,15 days,0.02,16460.09,3.95,San Francisco,French,1665,7887,1,Fashionistas,2024-02-19
Innovate Industries,Social Media,Men 18-24,30 days,0.02,12025.08,7.7,San Francisco,French,695,9313,8,Tech Enthusiasts,2024-02-05
Alpha Innovations,Social Media,Women 25-34,15 days,0.08,9897.92,3.98,New York,English,997,15003,1,Health & Wellness,2024-02-17
Alpha Innovations,Display,Men 25-34,45 days,0.09,5814.02,2.25,Washington,French,1859,3506,1,Outdoor Adventurers,2024-02-09
DataTech Solutions,Search,Women 35-44,45 days,0.04,16363.81,3.5,Nueva Orleans,English,958,10744,4,Foodies,2024-02-26
NexGen Systems,Influencer,All Ages,45 days,0.07,6932.4,4.36,Washington,Mandarin,938,18772,10,Health & Wellness,2024-02-21
NexGen Systems,Social Media,Men 18-24,15 days,0.07,5271.55,5.42,San Francisco,Spanish,239,14778,5,Tech Enthusiasts,2024-02-05
DataTech Solutions,Search,All Ages,15 days,0.08,5301.28,2.1,Nueva Orleans,French,1810,18720,1,Foodies,2024-02-25
Alpha Innovations,Email,Men 25-34,60 days,0.09,9905.39,7.43,Seattle,Mandarin,1399,1716,6,Outdoor Adventurers,2024-02-09
Alpha Innovations,Search,Men 25-34,60 days,0.03,6389.95,6.46,Los Angeles,English,439,17703,1,Foodies,2024-02-20
TechCorp,Social Media,Women 25-34,30 days,0.07,15070.14,6.21,San Francisco,French,619,13915,8,Foodies,2024-02-22
Alpha Innovations,Social Media,Women 35-44,15 days,0.13,8700.08,5.53,San Francisco,Spanish,1343,19390,9,Health & Wellness,2024-02-02
Innovate Industries,Display,Women 25-34,45 days,0.1,10986.69,7.93,New York,Spanish,1437,1541,1,Foodies,2024-02-17
NexGen Systems,Email,Men 18-24,45 days,0.15,11706.01,2.38,Washington,English,1942,15496,1,Foodies,2024-02-16
NexGen Systems,Social Media,Men 25-34,45 days,0.12,5674.42,5.17,Miami,German,670,5048,5,Outdoor Adventurers,2024-02-01
TechCorp,Social Media,Women 35-44,15 days,0.12,7553.08,2.92,Los Angeles,Spanish,1191,8918,6,Outdoor Adventurers,2024-02-07
