Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Search,All Ages,45 days,0.11,10309.75,4.27,Chicago,German,332,11849,9,Health & Wellness,2023-07-06
Innovate Industries,Display,Men 25-34,45 days,0.13,17217.52,6.9,Boston,German,722,10582,2,Outdoor Adventurers,2023-07-21
Alpha Innovations,Display,Men 25-34,60 days,0.14,15599.71,2.03,Los Angeles,English,1227,7795,4,Outdoor Adventurers,2023-07-10
NexGen Systems,Display,Women 35-44,60 days,0.15,9852.9,6.5,New York,Mandarin,912,17625,1,Outdoor Adventurers,2023-07-02
Alpha Innovations,Email,All Ages,30 days,0.03,16132.44,4.24,Seattle,Mandarin,1425,9128,10,Health & Wellness,2023-07-13
TechCorp,Search,All Ages,30 days,0.07,14469.22,3.03,Seattle,German,130,17395,8,Tech Enthusiasts,2023-07-28
DataTech Solutions,Social Media,Women 35-44,15 days,0.09,7852.12,7.73,Los Angeles,Mandarin,1679,4180,1,Foodies,2023-07-23
Alpha Innovations,Social Media,Men 25-34,30 days,0.01,7036.05,3.46,New York,Mandarin,1290,8783,7,Fashionistas,2023-07-06
TechCorp,Search,All Ages,15 days,0.09,7136.09,3.02,Nueva Orleans,Mandarin,769,8083,5,Tech Enthusiasts,2023-07-30
DataTech Solutions,Search,Men 18-24,45 days,0.1,5433.26,5.18,Los Angeles,Mandarin,1330,19121,3,Outdoor Adventurers,2023-07-10
Innovate Industries,Influencer,Women 25-34,60 days,0.02,16882.57,6.08,Nueva Orleans,Mandarin,1613,12071,9,Fashionistas,2023-07-16
Innovate Industries,Display,All Ages,30 days,0.08,19898.56,4.07,Washington,Spanish,399,15990,6,Foodies,2023-07-28
TechCorp,Email,Women 25-34,45 days,0.11,9127.41,5.39,Nueva Orleans,French,1783,3144,1,Fashionistas,2023-07-03
DataTech Solutions,Email,Women 35-44,30 days,0.1,17391.23,3.97,Las Vegas,German,1089,11938,8,Outdoor Adventurers,2023-07-14
Alpha Innovations,Email,Women 35-44,60 days,0.1,11808.94,4.74,Washington,English,1406,1999,3,Fashionistas,2023-07-14
Innovate Industries,Display,Men 25-34,15 days,0.09,7889.01,4.65,Nueva Orleans,German,164,11288,8,Health & Wellness,2023-07-25
NexGen Systems,Search,Women 35-44,60 days,0.14,10277.04,3.58,Seattle,Mandarin,524,6764,5,Foodies,2023-07-15
Alpha Innovations,Search,All Ages,45 days,0.14,13058.58,5.74,Miami,German,1744,14737,9,Outdoor Adventurers,2023-07-12
DataTech Solutions,Search,Women 35-44,30 days,0.15,15515.04,6.55,Miami,Mandarin,769,18910,10,Tech Enthusiasts,2023-07-20
Alpha Innovations,Display,Men 18-24,30 days,0.04,5161.91,5.69,San Francisco,German,479,19410,3,Foodies,2023-07-28
DataTech Solutions,Search,Women 35-44,45 days,0.14,9107.75,4.65,Washington,Spanish,1240,4818,6,Outdoor Adventurers,2023-07-06
TechCorp,Email,All Ages,45 days,0.08,18313.02,4.7,Las Vegas,Spanish,594,4915,1,Health & Wellness,2023-07-01
TechCorp,Search,All Ages,45 days,0.08,17316.54,3.94,Los Angeles,Spanish,187,1792,9,Foodies,2023-07-25
Alpha Innovations,Influencer,Men 18-24,15 days,0.12,10327.59,5.78,Boston,German,680,5088,10,Tech Enthusiasts,2023-07-15
Innovate Industries,Social Media,Men 18-24,30 days,0.01,15432.55,2.28,Miami,English,154,18115,3,Health & Wellness,2023-07-27
NexGen Systems,Display,Men 18-24,30 days,0.08,18754.51,4.24,Washington,English,1824,10371,3,Tech Enthusiasts,2023-07-21
TechCorp,Email,Men 25-34,15 days,0.08,8742.75,4.99,San Francisco,German,1934,14955,8,Health & Wellness,2023-07-04
NexGen Systems,Search,Women 25-34,60 days,0.02,16646.56,2.57,San Francisco,Spanish,307,8335,5,Fashionistas,2023-07-04
Innovate Industries,Social Media,Women 35-44,60 days,0.11,13960.25,4.01,Las Vegas,German,1999,14733,9,Outdoor Adventurers,2023-07-30
DataTech Solutions,Influencer,Men 18-24,15 days,0.14,9374.25,6.83,Washington,Spanish,851,19539,8,Fashionistas,2023-07-18
TechCorp,Social Media,All Ages,60 days,0.13,10576.51,3.48,Chicago,English,1898,5763,4,Outdoor Adventurers,2023-07-20
Alpha Innovations,Social Media,Women 35-44,15 days,0.1,15972.93,5.08,Nueva Orleans,German,1651,9511,10,Health & Wellness,2023-07-21
TechCorp,Display,Men 25-34,45 days,0.02,6295.08,6.65,New York,Mandarin,1566,16118,3,Fashionistas,2023-07-14
NexGen Systems,Influencer,Women 35-44,60 days,0.04,17467.6,2.72,Boston,Mandarin,673,19067,2,Tech Enthusiasts,2023-07-05
NexGen Systems,Influencer,Women 25-34,60 days,0.03,18577.38,5.26,Seattle,English,299,3423,1,Tech Enthusiasts,2023-07-17
TechCorp,Search,Women 25-34,15 days,0.13,10095.99,5.01,Miami,German,1445,6933,4,Outdoor Adventurers,2023-07-16
Innovate Industries,Email,Women 25-34,30 days,0.04,13981.59,7.56,Washington,English,1510,18961,5,Fashionistas,2023-07-30
TechCorp,Influencer,Men 18-24,30 days,0.09,17447.5,7.42,Nueva Orleans,English,350,19816,6,Outdoor Adventurers,2023-07-18
