Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Social Media,Men 25-34,45 days,0.05,12222.35,7.48,Los Angeles,Spanish,1750,5428,7,Health & Wellness,2023-01-06
TechCorp,Email,Men 25-34,30 days,0.02,8722.19,7.88,Los Angeles,Spanish,326,15076,7,Foodies,2023-01-03
NexGen Systems,Influencer,Men 18-24,45 days,0.02,11124.43,7.21,Las Vegas,French,1947,7495,9,Foodies,2023-01-25
Innovate Industries,Search,Women 35-44,15 days,0.09,6758.7,6.62,Nueva Orleans,German,1939,12982,5,Fashionistas,2023-01-23
TechCorp,Social Media,Women 25-34,60 days,0.07,5842.82,4.39,Miami,Spanish,154,1147,7,Outdoor Adventurers,2023-01-26
NexGen Systems,Email,Men 18-24,45 days,0.09,6961.46,7.23,Seattle,German,448,8870,8,Tech Enthusiasts,2023-01-04
TechCorp,Influencer,Women 25-34,60 days,0.05,11604.45,5.11,Las Vegas,English,474,12438,4,Outdoor Adventurers,2023-01-18
Innovate Industries,Search,Men 18-24,60 days,0.06,12601.35,2.88,Washington,German,1402,11538,10,Health & Wellness,2023-01-11
Alpha Innovations,Search,All Ages,45 days,0.15,13951.43,2.7,San Francisco,German,1547,18250,7,Health & Wellness,2023-01-17
TechCorp,Influencer,Women 35-44,45 days,0.13,16987.08,5.52,Los Angeles,German,1877,18049,1,Outdoor Adventurers,2023-01-13
DataTech Solutions,Search,Women 25-34,45 days,0.14,7805.6,2.02,New York,Spanish,312,19495,9,Fashionistas,2023-01-15
NexGen Systems,Email,All Ages,60 days,0.14,13248.61,3.4,Las Vegas,English,1861,8736,7,Health & Wellness,2023-01-23
Alpha Innovations,Display,Men 18-24,60 days,0.09,13250.06,4.58,Boston,French,1691,4525,9,Foodies,2023-01-12
NexGen Systems,Social Media,All Ages,45 days,0.03,9864.18,3.53,Los Angeles,German,805,13547,3,Outdoor Adventurers,2023-01-28
Alpha Innovations,Search,Women 25-34,45 days,0.02,6223.18,6.92,Los Angeles,French,1807,8680,1,Foodies,2023-01-16
TechCorp,Influencer,Women 25-34,15 days,0.07,14446.39,5.72,Las Vegas,English,882,15383,2,Foodies,2023-01-07
DataTech Solutions,Search,Men 18-24,15 days,0.15,19060.88,5.71,Boston,English,560,1748,3,Tech Enthusiasts,2023-01-08
DataTech Solutions,Search,Women 25-34,15 days,0.12,17458.09,2.54,Miami,French,1640,12878,9,Tech Enthusiasts,2023-01-23
NexGen Systems,Display,Women 35-44,30 days,0.1,13179.08,6.68,Nueva Orleans,Mandarin,1897,7206,9,Tech Enthusiasts,2023-01-15
Innovate Industries,Email,Women 35-44,15 days,0.1,17814.6,7.25,Chicago,English,1592,11491,5,Fashionistas,2023-01-02
Alpha Innovations,Display,Men 25-34,15 days,0.11,15142.3,3.77,Seattle,Mandarin,648,15998,4,Health & Wellness,2023-01-06
Innovate Industries,Search,Women 35-44,45 days,0.14,13378.63,6.7,Los Angeles,German,459,7259,9,Outdoor Adventurers,2023-01-17
DataTech Solutions,Display,Women 35-44,45 days,0.05,6626.48,5.1,Chicago,Mandarin,663,14309,8,Health & Wellness,2023-01-10
DataTech Solutions,Search,Women 25-34,45 days,0.04,9685.57,6.49,Miami,Spanish,940,1963,8,Foodies,2023-01-03
DataTech Solutions,Search,All Ages,15 days,0.02,11092.34,6.41,Las Vegas,French,731,13119,10,Outdoor Adventurers,2023-01-16
DataTech Solutions,Influencer,Women 25-34,30 days,0.08,8348.43,3.88,Boston,German,1421,8917,8,Health & Wellness,2023-01-27
Innovate Industries,Search,Men 18-24,60 days,0.07,14628.4,6.1,Los Angeles,Spanish,1422,8296,8,Tech Enthusiasts,2023-01-13
DataTech Solutions,Social Media,Men 18-24,60 days,0.07,16827.88,3.91,Nueva Orleans,English,711,19899,8,Health & Wellness,2023-01-29
TechCorp,Display,All Ages,60 days,0.1,15051.99,7.56,Washington,English,1921,10472,2,Outdoor Adventurers,2023-01-19
DataTech Solutions,Search,Women 35-44,45 days,0.05,5059.59,6.45,San Francisco,Spanish,631,16969,1,Foodies,2023-01-21
TechCorp,Influencer,Men 25-34,60 days,0.03,8303.83,4.89,Boston,Spanish,955,9291,6,Fashionistas,2023-01-19
DataTech Solutions,Email,All Ages,30 days,0.03,9309.95,7.91,Las Vegas,Mandarin,1468,3600,6,Foodies,2023-01-10
Innovate Industries,Email,All Ages,30 days,0.14,19842.52,7.68,San Francisco,Spanish,510,3572,10,Tech Enthusiasts,2023-01-16
NexGen Systems,Email,Women 25-34,60 days,0.12,6632.89,5.44,San Francisco,German,1850,6585,6,Foodies,2023-01-17
TechCorp,Social Media,Women 35-44,30 days,0.11,6375.52,3.13,New York,German,790,8833,7,Foodies,2023-01-07
DataTech Solutions,Influencer,Men 18-24,60 days,0.05,13838.74,5.29,Las Vegas,Mandarin,1550,10965,10,Outdoor Adventurers,2023-01-22
Innovate Industries,Influencer,Women 35-44,15 days,0.09,9051.21,6.61,Los Angeles,Mandarin,534,18485,7,Outdoor Adventurers,2023-01-25
