Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Display,Women 35-44,60 days,0.06,5005.48,7.82,Las Vegas,Mandarin,1076,9105,4,Tech Enthusiasts,2022-07-18
Alpha Innovations,Influencer,Men 25-34,15 days,0.01,8449.71,4.18,Los Angeles,Mandarin,1121,11164,1,Foodies,2022-07-20
TechCorp,Influencer,Women 25-34,60 days,0.11,14880.53,3.96,Seattle,French,451,17397,8,Fashionistas,2022-07-27
NexGen Systems,Search,Women 35-44,30 days,0.14,8384.58,5.34,Los Angeles,Spanish,335,8495,7,Tech Enthusiasts,2022-07-02
Alpha Innovations,Search,Men 18-24,15 days,0.08,8872.29,5.66,San Francisco,Spanish,1174,16290,1,Outdoor Adventurers,2022-07-30
DataTech Solutions,Display,Men 18-24,45 days,0.02,14623.24,3.62,Los Angeles,French,449,7593,3,Outdoor Adventurers,2022-07-17
Innovate Industries,Social Media,All Ages,15 days,0.02,19891.29,5.42,New York,Mandarin,1079,7337,2,Health & Wellness,2022-07-23
Innovate Industries,Influencer,Women 25-34,15 days,0.11,6756.45,3.07,New York,French,877,12753,5,Health & Wellness,2022-07-20
NexGen Systems,Social Media,All Ages,15 days,0.09,7014.49,4.51,New York,French,437,6652,7,Fashionistas,2022-07-25
Alpha Innovations,Social Media,Women 25-34,45 days,0.03,11083.51,2.82,Chicago,Mandarin,1601,9288,6,Tech Enthusiasts,2022-07-18
Innovate Industries,Influencer,Men 18-24,30 days,0.11,18047.16,2.04,Las Vegas,English,1524,15537,10,Health & Wellness,2022-07-11
Innovate Industries,Search,Women 35-44,45 days,0.09,5177.25,6.74,Washington,French,602,12469,8,Foodies,2022-07-23
TechCorp,Social Media,Women 35-44,30 days,0.14,9227.73,6.05,Los Angeles,German,1743,12743,10,Health & Wellness,2022-07-21
DataTech Solutions,Display,Men 25-34,60 days,0.03,11225.0,2.02,Los Angeles,French,1263,18352,1,Outdoor Adventurers,2022-07-19
DataTech Solutions,Social Media,Men 25-34,60 days,0.11,19738.46,2.09,San Francisco,French,1183,1880,1,Health & Wellness,2022-07-11
NexGen Systems,Email,Women 35-44,60 days,0.02,15799.58,3.66,Chicago,Mandarin,1198,8988,3,Health & Wellness,2022-07-09
DataTech Solutions,Search,All Ages,45 days,0.03,6664.66,5.38,Nueva Orleans,Mandarin,1559,19634,2,Tech Enthusiasts,2022-07-24
Innovate Industries,Search,Women 35-44,15 days,0.14,19980.09,7.64,Los Angeles,French,1974,17969,2,Fashionistas,2022-07-09
DataTech Solutions,Email,Men 25-34,15 days,0.04,6190.97,3.36,Boston,German,1713,2101,10,Health & Wellness,2022-07-19
DataTech Solutions,Search,Men 18-24,60 days,0.11,15230.14,6.5,Boston,English,1328,16158,2,Fashionistas,2022-07-11
Alpha Innovations,Influencer,Women 25-34,60 days,0.04,11978.57,3.98,Los Angeles,German,611,9987,10,Health & Wellness,2022-07-15
Innovate Industries,Display,Women 25-34,45 days,0.02,15954.52,2.39,San Francisco,English,1616,10244,4,Outdoor Adventurers,2022-07-05
TechCorp,Email,Women 35-44,45 days,0.09,9636.93,5.38,Chicago,Mandarin,984,17751,4,Fashionistas,2022-07-07
Alpha Innovations,Display,All Ages,30 days,0.08,9615.42,4.76,Miami,Mandarin,1003,5362,6,Tech Enthusiasts,2022-07-06
Innovate Industries,Search,Women 25-34,45 days,0.06,19185.78,6.28,Miami,Spanish,1551,7078,8,Fashionistas,2022-07-12
Alpha Innovations,Display,All Ages,45 days,0.1,8531.74,6.32,Chicago,English,295,5931,2,Tech Enthusiasts,2022-07-15
NexGen Systems,Display,Men 25-34,15 days,0.07,8981.78,3.03,San Francisco,Spanish,1648,13502,10,Health & Wellness,2022-07-21
Alpha Innovations,Social Media,Men 18-24,45 days,0.03,16228.75,3.7,Los Angeles,English,558,18326,4,Outdoor Adventurers,2022-07-30
Innovate Industries,Search,Women 35-44,60 days,0.13,10981.92,2.75,Los Angeles,Spanish,1847,13540,5,Fashionistas,2022-07-13
Innovate Industries,Email,Men 25-34,15 days,0.06,19026.59,2.47,New York,French,302,16948,1,Outdoor Adventurers,2022-07-12
DataTech Solutions,Influencer,Women 35-44,30 days,0.01,17351.84,7.59,Seattle,German,1541,18434,4,Health & Wellness,2022-07-29
TechCorp,Social Media,Men 25-34,60 days,0.08,16568.74,7.04,Nueva Orleans,Spanish,1921,5867,9,Tech Enthusiasts,2022-07-18
Innovate Industries,Display,Women 25-34,15 days,0.11,17547.25,6.54,Miami,English,1877,15623,7,Fashionistas,2022-07-27
DataTech Solutions,Display,Women 25-34,15 days,0.12,17304.59,7.89,San Francisco,Spanish,1394,7334,3,Fashionistas,2022-07-06
TechCorp,Social Media,Men 25-34,60 days,0.12,13617.98,3.34,Miami,Mandarin,1861,19610,4,Health & Wellness,2022-07-19
NexGen Systems,Social Media,Men 18-24,15 days,0.07,16701.03,2.07,Los Angeles,Mandarin,1107,12163,7,Outdoor Adventurers,2022-07-03
TechCorp,Social Media,Women 35-44,15 days,0.1,15678.94,7.17,Boston,English,615,1161,1,Health & Wellness,2022-07-19
TechCorp,Email,Women 25-34,60 days,0.13,13980.61,5.13,Los Angeles,German,1996,8779,9,Health & Wellness,2022-07-30
DataTech Solutions,Search,Women 25-34,60 days,0.04,6196.3,2.97,Boston,English,872,13447,1,Health & Wellness,2022-07-24
Alpha Innovations,Social Media,Men 18-24,30 days,0.05,16232.7,7.31,Seattle,Spanish,1043,3721,7,Foodies,2022-07-11
