Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Social Media,Men 18-24,30 days,0.13,13732.01,3.63,Las Vegas,German,1398,6765,9,Foodies,2023-03-09
TechCorp,Social Media,All Ages,30 days,0.14,18381.52,3.76,Boston,Spanish,1691,6780,3,Tech Enthusiasts,2023-03-02
Innovate Industries,Email,Women 35-44,15 days,0.15,19281.19,4.72,Miami,English,1416,2897,3,Foodies,2023-03-17
Innovate Industries,Display,Men 18-24,15 days,0.15,10623.17,2.61,Las Vegas,English,1630,9742,6,Fashionistas,2023-03-08
Innovate Industries,Display,Men 18-24,45 days,0.13,17847.57,7.47,Seattle,French,810,13109,10,Foodies,2023-03-22
Alpha Innovations,Email,Women 35-44,45 days,0.06,18567.6,3.74,Seattle,English,1244,3961,10,Foodies,2023-03-22
TechCorp,Influencer,Men 25-34,15 days,0.05,5767.65,5.07,Boston,Mandarin,1747,16801,4,Outdoor Adventurers,2023-03-27
TechCorp,Display,Women 25-34,45 days,0.04,19125.01,6.65,Las Vegas,Spanish,1848,17179,5,Outdoor Adventurers,2023-03-22
TechCorp,Email,All Ages,30 days,0.06,9156.74,7.9,Miami,French,937,13373,9,Health & Wellness,2023-03-08
DataTech Solutions,Influencer,All Ages,45 days,0.07,15787.04,2.81,Seattle,Mandarin,1477,3690,5,Fashionistas,2023-03-01
Alpha Innovations,Influencer,All Ages,60 days,0.06,13952.36,5.85,Washington,Spanish,1833,7248,2,Tech Enthusiasts,2023-03-09
NexGen Systems,Social Media,Men 18-24,60 days,0.08,19549.55,5.22,Los Angeles,English,608,16345,2,Health & Wellness,2023-03-24
TechCorp,Display,Women 25-34,15 days,0.13,6472.27,4.62,Nueva Orleans,French,695,8224,2,Health & Wellness,2023-03-04
TechCorp,Social Media,Women 35-44,45 days,0.03,5775.22,6.19,Seattle,Mandarin,1707,3215,9,Foodies,2023-03-14
Innovate Industries,Search,Men 25-34,30 days,0.11,5176.84,6.44,Los Angeles,French,265,6429,1,Tech Enthusiasts,2023-03-14
Alpha Innovations,Display,Men 25-34,30 days,0.06,10357.7,4.8,Nueva Orleans,German,267,8931,5,Outdoor Adventurers,2023-03-28
Innovate Industries,Influencer,Men 25-34,15 days,0.11,6024.56,2.65,New York,German,1563,8521,2,Health & Wellness,2023-03-06
Innovate Industries,Email,All Ages,15 days,0.09,18046.53,3.98,Los Angeles,Mandarin,1286,7533,4,Foodies,2023-03-06
TechCorp,Influencer,Men 18-24,30 days,0.13,13907.51,5.7,Washington,Spanish,1509,17683,7,Foodies,2023-03-11
TechCorp,Display,All Ages,30 days,0.1,14393.59,6.54,New York,English,1224,14751,5,Foodies,2023-03-10
NexGen Systems,Social Media,All Ages,60 days,0.04,5363.72,4.28,Boston,Mandarin,336,14967,5,Tech Enthusiasts,2023-03-06
TechCorp,Social Media,Men 18-24,30 days,0.07,18633.79,5.84,Las Vegas,Spanish,350,16544,8,Health & Wellness,2023-03-02
NexGen Systems,Social Media,Men 18-24,60 days,0.05,17301.42,2.24,Las Vegas,German,382,11856,7,Health & Wellness,2023-03-24
Alpha Innovations,Email,All Ages,60 days,0.14,13651.01,6.86,Chicago,Spanish,342,8497,2,Health & Wellness,2023-03-22
NexGen Systems,Display,Women 35-44,15 days,0.08,15494.19,2.64,Nueva Orleans,Spanish,1066,17796,1,Foodies,2023-03-10
Alpha Innovations,Influencer,Women 25-34,60 days,0.11,10551.01,6.96,Boston,French,579,11760,5,Foodies,2023-03-14
Innovate Industries,Search,Men 25-34,45 days,0.03,9967.49,3.61,Boston,French,463,11215,2,Health & Wellness,2023-03-10
DataTech Solutions,Influencer,Women 25-34,15 days,0.11,10386.56,2.87,New York,French,1699,17049,1,Tech Enthusiasts,2023-03-17
Alpha Innovations,Influencer,Men 25-34,30 days,0.08,12500.28,5.32,Seattle,French,491,17956,3,Tech Enthusiasts,2023-03-11
Innovate Industries,Search,Men 18-24,60 days,0.04,15945.63,4.73,Miami,Mandarin,1749,6808,1,Outdoor Adventurers,2023-03-08
DataTech Solutions,Display,Women 35-44,45 days,0.04,18970.9,3.26,Chicago,French,665,3990,10,Tech Enthusiasts,2023-03-11
Alpha Innovations,Display,Men 25-34,30 days,0.07,8899.29,5.47,Washington,German,1757,5883,4,Fashionistas,2023-03-12
TechCorp,Email,Women 25-34,15 days,0.12,5744.58,4.34,Las Vegas,German,1948,14488,5,Fashionistas,2023-03-06
Innovate Industries,Email,Women 25-34,60 days,0.04,10062.39,2.85,Nueva Orleans,French,995,6110,1,Outdoor Adventurers,2023-03-24
NexGen Systems,Social Media,All Ages,15 days,0.04,5711.37,7.47,Los Angeles,Mandarin,413,7692,7,Tech Enthusiasts,2023-03-27
Innovate Industries,Influencer,Men 25-34,60 days,0.08,9036.76,7.6,Las Vegas,English,1804,5968,2,Outdoor Adventurers,2023-03-01
Innovate Industries,Social Media,Men 18-24,60 days,0.01,6456.29,6.93,Los Angeles,Mandarin,396,15654,10,Outdoor Adventurers,2023-03-13
NexGen Systems,Social Media,Women 25-34,30 days,0.03,14703.01,2.02,San Francisco,Spanish,1921,4042,7,Outdoor Adventurers,2023-03-30
Innovate Industries,Search,Women 25-34,15 days,0.12,12306.48,7.99,Seattle,Spanish,1410,2634,4,Fashionistas,2023-03-26
NexGen Systems,Search,Women 35-44,15 days,0.11,15824.65,3.74,Boston,English,1470,1582,10,Fashionistas,2023-03-03
Innovate Industries,Search,Men 25-34,30 days,0.07,8855.62,7.45,Nueva Orleans,Spanish,1574,13951,2,Tech Enthusiasts,2023-03-30
NexGen Systems,Display,All Ages,30 days,0.06,15947.27,6.45,Nueva Orleans,Mandarin,695,12876,6,Fashionistas,2023-03-11
Alpha Innovations,Search,Women 25-34,30 days,0.13,7143.75,7.73,Los Angeles,Mandarin,721,17874,8,Tech Enthusiasts,2023-03-18
Innovate Industries,Social Media,Women 35-44,30 days,0.09,18385.58,7.34,Washington,German,544,7204,5,Fashionistas,2023-03-17
Alpha Innovations,Email,All Ages,60 days,0.08,8920.0,4.16,Miami,French,963,10158,4,Health & Wellness,2023-03-19
NexGen Systems,Influencer,Women 35-44,60 days,0.13,6753.82,7.46,Nueva Orleans,Mandarin,694,7859,2,Health & Wellness,2023-03-25
Innovate Industries,Search,All Ages,60 days,0.01,6076.72,5.69,Washington,English,872,10727,7,Foodies,2023-03-24
Innovate Industries,Influencer,Women 35-44,45 days,0.08,6835.61,5.68,San Francisco,French,1553,10408,9,Fashionistas,2023-03-08
TechCorp,Display,Women 35-44,45 days,0.06,6563.74,6.86,Las Vegas,Spanish,1109,14840,1,Fashionistas,2023-03-20
DataTech Solutions,Social Media,Women 25-34,15 days,0.06,16211.81,6.98,Washington,English,793,12492,9,Tech Enthusiasts,2023-03-12
Alpha Innovations,Search,Women 25-34,60 days,0.12,6483.02,4.02,Seattle,Mandarin,1362,11879,1,Tech Enthusiasts,2023-03-28
Innovate Industries,Search,Women 35-44,30 days,0.03,8848.0,5.12,Chicago,Spanish,1563,16103,4,Foodies,2023-03-02
NexGen Systems,Search,Men 18-24,45 days,0.15,12117.58,7.71,San Francisco,German,450,19769,10,Health & Wellness,2023-03-02
TechCorp,Display,Men 18-24,30 days,0.05,17430.89,2.31,New York,French,545,13424,6,Outdoor Adventurers,2023-03-07
DataTech Solutions,Email,Women 25-34,30 days,0.06,17493.14,5.04,Nueva Orleans,Spanish,794,13293,6,Foodies,2023-03-16
TechCorp,Email,Men 25-34,30 days,0.11,15184.63,5.41,Las Vegas,French,1545,10146,5,Health & Wellness,2023-03-18
NexGen Systems,Social Media,Women 25-34,30 days,0.02,16456.37,5.78,Las Vegas,German,1436,15929,2,Fashionistas,2023-03-12
NexGen Systems,Social Media,All Ages,15 days,0.14,19158.81,3.89,Boston,German,442,7121,3,Fashionistas,2023-03-08
NexGen Systems,Display,Men 18-24,60 days,0.06,7465.19,7.29,Nueva Orleans,English,968,6964,2,Fashionistas,2023-03-09
NexGen Systems,Social Media,Women 35-44,15 days,0.14,15186.65,2.59,New York,German,1453,8134,9,Fashionistas,2023-03-02
Innovate Industries,Search,Men 18-24,15 days,0.07,8492.02,4.34,New York,German,1097,9838,3,Fashionistas,2023-03-26
TechCorp,Social Media,Men 18-24,60 days,0.1,11778.82,6.2,Los Angeles,German,333,3558,1,Foodies,2023-03-07
NexGen Systems,Social Media,Men 18-24,60 days,0.09,17396.25,5.06,Nueva Orleans,Spanish,175,12639,9,Health & Wellness,2023-03-17
Alpha Innovations,Search,Men 25-34,60 days,0.03,9978.99,3.17,Boston,German,310,18440,9,Outdoor Adventurers,2023-03-02
NexGen Systems,Search,Women 35-44,15 days,0.09,12433.39,4.9,Boston,Spanish,1768,14425,8,Foodies,2023-03-13
NexGen Systems,Search,Women 25-34,45 days,0.13,5599.31,4.72,Los Angeles,French,1564,1015,3,Health & Wellness,2023-03-12
DataTech Solutions,Search,All Ages,30 days,0.14,18990.02,7.36,Las Vegas,German,279,11273,8,Health & Wellness,2023-03-30
Alpha Innovations,Display,All Ages,30 days,0.03,10381.54,4.46,New York,Spanish,980,4190,10,Health & Wellness,2023-03-02
NexGen Systems,Social Media,Men 25-34,30 days,0.02,14197.87,5.45,Boston,Mandarin,427,9036,2,Health & Wellness,2023-03-12
TechCorp,Search,Women 25-34,30 days,0.01,9043.36,3.7,Miami,English,1087,11945,9,Foodies,2023-03-24
Innovate Industries,Search,Men 18-24,15 days,0.14,14120.09,2.72,Miami,French,1926,9455,1,Foodies,2023-03-06
Innovate Industries,Influencer,Men 25-34,45 days,0.1,19389.89,5.64,Los Angeles,English,1170,6134,8,Outdoor Adventurers,2023-03-21
DataTech Solutions,Display,Men 25-34,15 days,0.09,14439.59,5.64,Los Angeles,English,1236,15565,1,Foodies,2023-03-21
NexGen Systems,Email,Men 18-24,60 days,0.04,9636.41,4.25,New York,German,1232,2638,9,Outdoor Adventurers,2023-03-06
Alpha Innovations,Social Media,All Ages,60 days,0.12,5308.43,5.12,Miami,Spanish,1564,6310,1,Health & Wellness,2023-03-13
TechCorp,Display,Women 25-34,60 days,0.04,7007.5,2.2,Chicago,German,466,1716,9,Foodies,2023-03-02
