Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,Men 25-34,15 days,0.07,16603.86,2.42,Chicago,Mandarin,1479,11798,10,Tech Enthusiasts,2023-08-29
DataTech Solutions,Display,Women 35-44,45 days,0.08,18872.84,4.53,New York,German,228,4733,6,Fashionistas,2023-08-04
DataTech Solutions,Search,Women 35-44,60 days,0.07,19437.99,4.63,Nueva Orleans,German,1109,2962,1,Fashionistas,2023-08-25
Innovate Industries,Display,Women 35-44,60 days,0.1,6853.31,7.2,Chicago,Spanish,1312,9542,9,Fashionistas,2023-08-16
TechCorp,Search,Women 35-44,60 days,0.1,18394.77,6.02,San Francisco,German,1642,8493,1,Fashionistas,2023-08-10
TechCorp,Display,Men 18-24,15 days,0.03,8876.86,7.17,New York,English,1273,10471,8,Outdoor Adventurers,2023-08-17
Alpha Innovations,Display,Men 18-24,60 days,0.14,15286.52,5.5,New York,French,470,18428,6,Outdoor Adventurers,2023-08-25
NexGen Systems,Email,Women 25-34,30 days,0.02,12815.74,2.88,Boston,Mandarin,221,1463,6,Foodies,2023-08-30
TechCorp,Search,All Ages,15 days,0.12,5806.75,4.28,Washington,Spanish,1763,10010,9,Fashionistas,2023-08-24
Alpha Innovations,Social Media,Men 18-24,15 days,0.04,18340.71,5.0,Miami,Spanish,1479,15320,5,Fashionistas,2023-08-06
NexGen Systems,Search,Men 25-34,30 days,0.09,11018.83,3.92,Nueva Orleans,English,377,11102,1,Tech Enthusiasts,2023-08-26
DataTech Solutions,Search,All Ages,30 days,0.08,13688.68,5.47,Miami,Spanish,1112,8370,3,Health & Wellness,2023-08-16
Alpha Innovations,Influencer,Men 18-24,45 days,0.02,14494.69,5.23,Miami,French,1374,5400,8,Health & Wellness,2023-08-18
Innovate Industries,Search,Men 18-24,30 days,0.04,8119.44,6.71,New York,German,286,6222,8,Health & Wellness,2023-08-01
DataTech Solutions,Influencer,Women 25-34,60 days,0.06,9831.92,2.98,New York,English,715,10634,5,Fashionistas,2023-08-23
DataTech Solutions,Search,Women 25-34,60 days,0.02,17769.17,4.84,Seattle,Mandarin,1127,7852,4,Fashionistas,2023-08-14
DataTech Solutions,Influencer,Men 25-34,15 days,0.1,5798.15,3.78,Washington,French,915,10683,2,Fashionistas,2023-08-19
NexGen Systems,Display,Men 18-24,45 days,0.14,11367.61,5.42,Washington,German,1034,5123,10,Fashionistas,2023-08-09
Alpha Innovations,Display,Men 25-34,60 days,0.06,19682.8,3.44,Las Vegas,Mandarin,998,16427,1,Fashionistas,2023-08-04
DataTech Solutions,Search,Women 35-44,45 days,0.06,19998.77,7.64,Nueva Orleans,German,555,16565,8,Foodies,2023-08-20
NexGen Systems,Social Media,Women 25-34,60 days,0.09,7349.61,5.6,Washington,Spanish,1239,7022,8,Health & Wellness,2023-08-15
Alpha Innovations,Social Media,Women 25-34,15 days,0.06,13952.28,3.08,Miami,Mandarin,664,4697,8,Outdoor Adventurers,2023-08-17
DataTech Solutions,Display,Men 25-34,45 days,0.13,7419.51,5.46,Nueva Orleans,Mandarin,1908,19823,6,Foodies,2023-08-27
TechCorp,Social Media,All Ages,15 days,0.05,10800.59,4.46,New York,English,1112,8654,2,Fashionistas,2023-08-18
Innovate Industries,Influencer,Men 18-24,15 days,0.06,16059.36,4.44,Nueva Orleans,Mandarin,1030,9020,4,Fashionistas,2023-08-17
Innovate Industries,Email,Men 25-34,45 days,0.12,8224.67,2.46,San Francisco,English,604,11428,9,Outdoor Adventurers,2023-08-07
NexGen Systems,Influencer,Men 25-34,45 days,0.1,17870.26,2.33,Seattle,Mandarin,1081,12470,9,Foodies,2023-08-18
TechCorp,Display,Women 35-44,30 days,0.07,15188.64,6.5,Seattle,Spanish,322,13686,7,Tech Enthusiasts,2023-08-11
TechCorp,Social Media,All Ages,45 days,0.07,19395.19,3.09,Seattle,German,890,11546,2,Health & Wellness,2023-08-22
DataTech Solutions,Search,Men 18-24,45 days,0.05,9971.46,3.84,Chicago,English,1870,8000,10,Tech Enthusiasts,2023-08-29
TechCorp,Search,Women 25-34,30 days,0.12,14887.63,4.71,Chicago,French,1329,16855,2,Tech Enthusiasts,2023-08-13
Innovate Industries,Search,Men 25-34,60 days,0.06,18297.38,3.09,San Francisco,Mandarin,935,6303,3,Tech Enthusiasts,2023-08-02
TechCorp,Display,Women 35-44,60 days,0.11,13225.18,6.12,Chicago,German,1094,9960,8,Fashionistas,2023-08-05
NexGen Systems,Display,Men 18-24,45 days,0.08,9146.79,5.43,Boston,French,836,6277,2,Outdoor Adventurers,2023-08-08
Alpha Innovations,Email,Men 25-34,45 days,0.06,14393.66,6.02,New York,Mandarin,1352,8452,4,Foodies,2023-08-30
