Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Display,Women 35-44,60 days,0.01,9198.41,3.43,Boston,Mandarin,1042,6519,5,Outdoor Adventurers,2023-12-19
DataTech Solutions,Social Media,Men 18-24,30 days,0.02,13096.16,7.64,Boston,Mandarin,1076,1640,10,Foodies,2023-12-17
Innovate Industries,Search,Men 25-34,60 days,0.09,14295.05,4.52,New York,Spanish,1626,10813,1,Health & Wellness,2023-12-03
Innovate Industries,Display,Women 25-34,45 days,0.13,19825.08,2.05,Miami,Spanish,527,7422,9,Tech Enthusiasts,2023-12-20
Alpha Innovations,Email,Men 18-24,60 days,0.13,10098.96,6.31,Miami,English,1965,14582,6,Health & Wellness,2023-12-30
Alpha Innovations,Influencer,Women 35-44,45 days,0.05,12409.93,7.99,Washington,German,1738,13060,10,Outdoor Adventurers,2023-12-16
Innovate Industries,Influencer,Men 25-34,30 days,0.12,9968.4,5.75,Washington,Mandarin,405,17030,7,Fashionistas,2023-12-19
Alpha Innovations,Influencer,All Ages,15 days,0.02,6609.4,6.59,Las Vegas,Spanish,1842,18833,4,Foodies,2023-12-14
Alpha Innovations,Search,Women 35-44,15 days,0.01,17021.98,6.87,New York,Mandarin,1928,7203,6,Foodies,2023-12-26
DataTech Solutions,Email,Women 35-44,45 days,0.09,11994.71,2.25,Boston,French,1420,13757,5,Tech Enthusiasts,2023-12-13
DataTech Solutions,Display,All Ages,15 days,0.15,18440.14,4.0,Chicago,German,1632,13963,7,Outdoor Adventurers,2023-12-18
NexGen Systems,Social Media,All Ages,15 days,0.07,11669.13,2.11,Seattle,Spanish,1783,9913,5,Foodies,2023-12-10
Alpha Innovations,Influencer,Men 25-34,45 days,0.09,18105.06,4.14,New York,German,731,3315,9,Fashionistas,2023-12-18
TechCorp,Email,Men 18-24,60 days,0.04,15582.71,7.57,Los Angeles,Spanish,874,12933,3,Health & Wellness,2023-12-03
TechCorp,Email,Women 35-44,60 days,0.08,14300.97,4.8,Washington,Spanish,614,12074,2,Outdoor Adventurers,2023-12-26
Innovate Industries,Social Media,Women 35-44,45 days,0.04,8875.04,4.72,Los Angeles,Spanish,325,8396,9,Tech Enthusiasts,2023-12-29
Alpha Innovations,Social Media,Men 25-34,15 days,0.08,7302.21,6.95,Las Vegas,English,1122,19822,1,Fashionistas,2023-12-01
Innovate Industries,Display,Women 35-44,45 days,0.04,5795.33,4.56,Seattle,Spanish,1251,13658,2,Outdoor Adventurers,2023-12-22
DataTech Solutions,Social Media,Women 35-44,15 days,0.04,5442.96,4.32,New York,French,172,19821,7,Health & Wellness,2023-12-10
Alpha Innovations,Search,Women 35-44,45 days,0.01,11590.97,5.64,Los Angeles,French,1563,8514,3,Tech Enthusiasts,2023-12-30
NexGen Systems,Display,Men 25-34,30 days,0.14,13638.43,6.64,Chicago,Mandarin,1956,18159,10,Health & Wellness,2023-12-27
DataTech Solutions,Influencer,Women 35-44,45 days,0.14,5238.4,4.07,Miami,Mandarin,1285,5836,1,Foodies,2023-12-24
NexGen Systems,Search,Men 25-34,15 days,0.09,19046.96,3.92,Nueva Orleans,Mandarin,1658,8293,6,Fashionistas,2023-12-13
NexGen Systems,Social Media,Women 35-44,60 days,0.1,13145.03,2.27,Chicago,German,679,18955,6,Fashionistas,2023-12-12
NexGen Systems,Influencer,All Ages,60 days,0.12,16643.72,3.03,Chicago,English,221,10386,6,Foodies,2023-12-28
DataTech Solutions,Social Media,Women 35-44,15 days,0.1,5644.26,7.2,Las Vegas,French,1603,11903,1,Foodies,2023-12-18
DataTech Solutions,Email,All Ages,60 days,0.03,7993.21,3.68,Nueva Orleans,Spanish,366,8726,10,Tech Enthusiasts,2023-12-30
Innovate Industries,Email,Women 25-34,60 days,0.14,8387.28,2.87,Chicago,Spanish,922,11415,8,Health & Wellness,2023-12-10
TechCorp,Email,Men 18-24,60 days,0.07,7149.31,2.31,Miami,Spanish,206,3057,5,Health & Wellness,2023-12-28
Innovate Industries,Influencer,All Ages,15 days,0.09,7765.8,5.58,Boston,English,1578,5750,5,Tech Enthusiasts,2023-12-13
Innovate Industries,Display,Women 25-34,60 days,0.07,9202.97,7.01,Miami,French,357,18022,6,Foodies,2023-12-07
