Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,Men 25-34,60 days,0.05,19719.29,6.47,Los Angeles,Spanish,325,19498,2,Foodies,2023-05-08
Alpha Innovations,Search,All Ages,30 days,0.1,6603.69,6.53,Nueva Orleans,German,1885,9402,3,Outdoor Adventurers,2023-05-12
NexGen Systems,Search,Men 18-24,30 days,0.15,10736.01,4.45,Boston,English,151,13054,5,Outdoor Adventurers,2023-05-17
Innovate Industries,Influencer,Men 18-24,45 days,0.04,9519.25,4.32,Chicago,French,1605,15025,2,Tech Enthusiasts,2023-05-11
DataTech Solutions,Display,Women 25-34,60 days,0.15,7571.73,6.74,San Francisco,English,683,9172,4,Foodies,2023-05-01
Innovate Industries,Display,Women 25-34,60 days,0.12,5090.09,6.34,Miami,French,576,5534,7,Outdoor Adventurers,2023-05-10
Alpha Innovations,Influencer,Women 35-44,45 days,0.07,10197.68,6.29,Los Angeles,Mandarin,1914,15151,3,Outdoor Adventurers,2023-05-08
Alpha Innovations,Search,All Ages,45 days,0.1,18776.54,5.16,Las Vegas,Spanish,1724,5978,8,Foodies,2023-05-09
TechCorp,Influencer,Men 18-24,45 days,0.08,7537.26,5.91,Boston,English,857,7813,2,Fashionistas,2023-05-04
Innovate Industries,Influencer,Men 18-24,15 days,0.05,16745.2,3.07,Chicago,English,809,15188,6,Foodies,2023-05-25
DataTech Solutions,Email,Men 25-34,60 days,0.12,16127.05,3.36,Boston,Spanish,1320,2733,1,Fashionistas,2023-05-16
NexGen Systems,Influencer,Women 25-34,60 days,0.13,8757.01,5.42,Los Angeles,Mandarin,1455,4866,2,Foodies,2023-05-15
Alpha Innovations,Display,All Ages,45 days,0.05,6740.46,2.7,Chicago,French,880,15689,4,Health & Wellness,2023-05-21
TechCorp,Social Media,Women 35-44,30 days,0.09,12322.75,3.19,Nueva Orleans,Spanish,1587,8439,8,Health & Wellness,2023-05-22
DataTech Solutions,Search,Men 18-24,30 days,0.05,16731.88,3.61,Boston,French,942,1196,5,Fashionistas,2023-05-19
Alpha Innovations,Social Media,Men 18-24,45 days,0.02,19550.72,4.34,Nueva Orleans,French,1777,13914,4,Health & Wellness,2023-05-04
TechCorp,Social Media,Men 18-24,30 days,0.11,19643.05,5.62,Washington,French,1343,3632,2,Outdoor Adventurers,2023-05-23
Innovate Industries,Social Media,Women 35-44,60 days,0.12,14960.69,5.3,Washington,French,1811,14202,3,Fashionistas,2023-05-29
TechCorp,Social Media,All Ages,60 days,0.03,13629.47,2.65,New York,Spanish,278,18493,7,Fashionistas,2023-05-17
DataTech Solutions,Display,Men 18-24,15 days,0.04,13034.27,7.79,Washington,Spanish,776,13540,9,Tech Enthusiasts,2023-05-01
NexGen Systems,Email,Women 25-34,15 days,0.06,13118.77,5.9,Las Vegas,Spanish,1744,3163,10,Health & Wellness,2023-05-19
Alpha Innovations,Search,Men 18-24,60 days,0.07,8320.96,6.43,Chicago,English,1202,14578,9,Foodies,2023-05-30
Innovate Industries,Search,Men 18-24,60 days,0.03,9641.24,2.79,Las Vegas,French,960,18610,1,Foodies,2023-05-06
DataTech Solutions,Display,Women 35-44,30 days,0.04,18535.9,3.62,Seattle,German,1093,19255,1,Fashionistas,2023-05-29
Innovate Industries,Influencer,All Ages,45 days,0.13,15337.91,4.84,Chicago,German,807,18600,10,Fashionistas,2023-05-07
TechCorp,Display,Women 35-44,30 days,0.06,17092.81,3.21,New York,French,317,17999,8,Outdoor Adventurers,2023-05-09
DataTech Solutions,Influencer,All Ages,60 days,0.08,9775.63,6.58,New York,German,790,14737,2,Fashionistas,2023-05-08
DataTech Solutions,Social Media,Men 18-24,60 days,0.1,15580.66,2.84,Los Angeles,English,1856,8146,10,Foodies,2023-05-27
DataTech Solutions,Email,All Ages,60 days,0.08,18770.92,3.15,Chicago,Spanish,174,7977,8,Foodies,2023-05-30
TechCorp,Display,Women 25-34,45 days,0.13,10047.96,4.57,Seattle,English,749,7286,3,Outdoor Adventurers,2023-05-27
Innovate Industries,Social Media,Women 35-44,15 days,0.06,12396.64,3.86,Los Angeles,Spanish,1098,8033,9,Fashionistas,2023-05-12
DataTech Solutions,Email,Men 25-34,15 days,0.1,12208.11,6.57,Los Angeles,Spanish,516,18427,6,Health & Wellness,2023-05-22
DataTech Solutions,Email,Men 25-34,30 days,0.09,13563.96,2.67,Seattle,French,1842,13235,3,Outdoor Adventurers,2023-05-28
Alpha Innovations,Email,All Ages,60 days,0.08,17433.17,5.71,Nueva Orleans,Mandarin,406,19341,3,Health & Wellness,2023-05-28
Innovate Industries,Search,Men 18-24,30 days,0.07,17584.09,4.46,New York,French,1123,3339,5,Foodies,2023-05-28
DataTech Solutions,Influencer,All Ages,60 days,0.13,19551.17,4.55,Washington,German,1335,3062,7,Foodies,2023-05-25
DataTech Solutions,Search,Men 25-34,15 days,0.07,17399.41,7.72,Washington,German,228,12552,7,Foodies,2023-05-13
TechCorp,Social Media,Men 18-24,15 days,0.11,6640.36,5.92,Los Angeles,French,1519,19548,3,Tech Enthusiasts,2023-05-03
Innovate Industries,Social Media,Women 25-34,45 days,0.07,6556.52,5.32,Seattle,Mandarin,646,19912,10,Tech Enthusiasts,2023-05-09
NexGen Systems,Search,Men 18-24,45 days,0.04,5633.5,2.05,Miami,French,1003,8093,7,Outdoor Adventurers,2023-05-12
NexGen Systems,Email,Women 35-44,30 days,0.06,15716.16,5.21,Boston,German,795,8431,1,Health & Wellness,2023-05-29
Innovate Industries,Search,Women 35-44,30 days,0.02,11003.37,6.44,Seattle,English,485,5143,3,Health & Wellness,2023-05-21
Innovate Industries,Email,Women 25-34,45 days,0.15,13353.28,6.66,San Francisco,Mandarin,1291,13327,3,Tech Enthusiasts,2023-05-29
NexGen Systems,Social Media,Women 35-44,30 days,0.08,13433.75,3.78,Seattle,English,182,12444,2,Tech Enthusiasts,2023-05-19
Innovate Industries,Social Media,All Ages,30 days,0.12,12753.01,7.05,San Francisco,Mandarin,1844,15913,2,Foodies,2023-05-27
TechCorp,Influencer,Men 18-24,30 days,0.02,6723.82,5.95,Las Vegas,Mandarin,343,12987,8,Health & Wellness,2023-05-21
Alpha Innovations,Display,Women 25-34,45 days,0.14,7505.81,3.39,San Francisco,German,1637,19088,9,Outdoor Adventurers,2023-05-20
Innovate Industries,Display,Men 18-24,45 days,0.03,7468.12,4.95,San Francisco,French,622,5931,1,Fashionistas,2023-05-03
DataTech Solutions,Influencer,All Ages,30 days,0.1,10712.75,4.67,Nueva Orleans,English,249,14581,7,Fashionistas,2023-05-21
DataTech Solutions,Display,Men 18-24,45 days,0.08,6848.82,7.34,Seattle,German,1420,15722,1,Foodies,2023-05-29
Alpha Innovations,Search,Men 25-34,15 days,0.14,13811.75,2.41,Boston,German,682,8177,2,Tech Enthusiasts,2023-05-11
DataTech Solutions,Influencer,Men 18-24,45 days,0.03,13302.59,3.91,Washington,Spanish,1679,19852,2,Outdoor Adventurers,2023-05-23
DataTech Solutions,Display,Men 25-34,60 days,0.08,10349.27,5.76,Los Angeles,German,1258,4195,8,Tech Enthusiasts,2023-05-18
NexGen Systems,Email,Women 25-34,60 days,0.02,19863.23,2.73,Los Angeles,Spanish,181,2185,10,Tech Enthusiasts,2023-05-29
TechCorp,Display,Men 25-34,60 days,0.12,18350.02,7.46,Washington,Spanish,1984,18292,5,Tech Enthusiasts,2023-05-04
TechCorp,Display,Women 35-44,60 days,0.14,14551.92,4.47,Nueva Orleans,German,391,2066,1,Foodies,2023-05-01
NexGen Systems,Search,Men 18-24,30 days,0.03,14265.66,2.04,Seattle,French,1728,4602,7,Tech Enthusiasts,2023-05-10
TechCorp,Display,Women 25-34,60 days,0.15,16851.81,2.93,Boston,Mandarin,1050,7627,10,Tech Enthusiasts,2023-05-14
DataTech Solutions,Search,Women 35-44,60 days,0.13,15797.62,6.02,San Francisco,French,1990,3112,6,Fashionistas,2023-05-17
TechCorp,Email,Women 25-34,60 days,0.13,17427.1,6.06,Boston,English,882,18039,3,Outdoor Adventurers,2023-05-24
DataTech Solutions,Influencer,Women 25-34,45 days,0.08,13683.16,3.33,Chicago,German,1383,6789,8,Outdoor Adventurers,2023-05-24
DataTech Solutions,Social Media,Women 35-44,45 days,0.08,16996.35,6.23,Seattle,Mandarin,1496,13915,8,Outdoor Adventurers,2023-05-07
Alpha Innovations,Social Media,All Ages,45 days,0.11,5973.7,7.78,Washington,Spanish,1998,17651,4,Foodies,2023-05-11
NexGen Systems,Email,All Ages,60 days,0.08,8422.81,3.42,New York,German,1650,8043,3,Tech Enthusiasts,2023-05-05
DataTech Solutions,Display,Women 25-34,60 days,0.08,12478.75,6.95,San Francisco,English,1274,8812,3,Health & Wellness,2023-05-13
DataTech Solutions,Influencer,Women 35-44,60 days,0.02,13244.26,6.04,Las Vegas,English,1883,16606,1,Health & Wellness,2023-05-12
DataTech Solutions,Display,Women 35-44,30 days,0.1,14710.8,7.8,Los Angeles,English,1725,11470,9,Outdoor Adventurers,2023-05-21
Alpha Innovations,Display,Men 18-24,45 days,0.1,17221.47,4.57,Nueva Orleans,Mandarin,468,16193,1,Outdoor Adventurers,2023-05-16
Alpha Innovations,Email,Women 35-44,30 days,0.14,5919.56,5.26,Las Vegas,English,1477,2452,5,Foodies,2023-05-27
Innovate Industries,Search,Women 25-34,15 days,0.09,11510.51,3.89,Chicago,German,195,3804,2,Health & Wellness,2023-05-11
Innovate Industries,Email,Men 25-34,45 days,0.12,15255.9,3.0,San Francisco,Spanish,1387,12421,5,Foodies,2023-05-25
DataTech Solutions,Influencer,Men 18-24,30 days,0.05,14678.3,5.59,Los Angeles,Mandarin,776,4051,9,Health & Wellness,2023-05-19
Innovate Industries,Influencer,Women 25-34,30 days,0.08,18853.14,6.51,Chicago,English,938,7922,9,Fashionistas,2023-05-03
Innovate Industries,Email,Men 25-34,30 days,0.04,19729.22,4.06,Las Vegas,English,164,1787,6,Health & Wellness,2023-05-28
