Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Search,Men 18-24,30 days,0.12,17286.81,2.73,Los Angeles,French,1634,17889,4,Fashionistas,2022-12-07
NexGen Systems,Display,Women 35-44,60 days,0.01,6331.84,3.03,Washington,German,507,2316,3,Foodies,2022-12-13
Alpha Innovations,Social Media,Men 18-24,30 days,0.02,10259.92,4.55,Chicago,Spanish,695,13894,5,Fashionistas,2022-12-22
TechCorp,Influencer,Men 25-34,45 days,0.12,16070.54,6.21,Nueva Orleans,French,415,12781,6,Health & Wellness,2022-12-24
TechCorp,Search,Women 35-44,15 days,0.13,16080.97,6.22,San Francisco,English,1567,12046,4,Health & Wellness,2022-12-04
Alpha Innovations,Social Media,Women 25-34,60 days,0.11,12504.35,4.47,Las Vegas,Spanish,1949,14143,8,Tech Enthusiasts,2022-12-25
Alpha Innovations,Display,Men 18-24,30 days,0.06,5564.68,3.22,Boston,English,199,14411,9,Health & Wellness,2022-12-20
TechCorp,Search,Women 25-34,60 days,0.06,17294.33,5.14,Nueva Orleans,Mandarin,1021,19497,4,Outdoor Adventurers,2022-12-04
TechCorp,Email,Women 35-44,30 days,0.05,13780.93,2.67,Nueva Orleans,German,858,16383,5,Foodies,2022-12-10
Innovate Industries,Influencer,Men 18-24,30 days,0.13,14961.34,3.52,New York,Spanish,1693,10689,7,Fashionistas,2022-12-30
DataTech Solutions,Search,All Ages,30 days,0.11,16568.07,6.43,Las Vegas,English,510,14157,10,Tech Enthusiasts,2022-12-09
DataTech Solutions,Influencer,Women 25-34,15 days,0.02,7762.96,7.03,Nueva Orleans,French,675,9367,7,Health & Wellness,2022-12-06
TechCorp,Email,Women 35-44,30 days,0.09,13329.07,4.8,Washington,Spanish,621,8493,5,Foodies,2022-12-20
NexGen Systems,Email,All Ages,45 days,0.14,11263.99,7.7,Chicago,Mandarin,1517,19599,8,Foodies,2022-12-29
