Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Men 25-34,60 days,0.03,11294.54,2.93,New York,Spanish,1078,10809,7,Foodies,2023-05-13
DataTech Solutions,Influencer,Men 25-34,15 days,0.07,14751.42,3.62,New York,French,1717,15432,5,Fashionistas,2023-05-06
TechCorp,Search,Women 35-44,45 days,0.11,12002.16,6.96,Los Angeles,German,695,16840,10,Foodies,2023-05-12
TechCorp,Email,Women 25-34,60 days,0.09,16133.99,2.47,Washington,Spanish,1652,1696,9,Foodies,2023-05-24
Innovate Industries,Search,All Ages,30 days,0.08,13332.41,4.11,Boston,Spanish,1823,13411,2,Health & Wellness,2023-05-16
TechCorp,Influencer,Men 25-34,45 days,0.09,17027.84,4.7,San Francisco,English,544,10306,1,Foodies,2023-05-14
NexGen Systems,Influencer,Men 18-24,30 days,0.01,19414.86,7.73,San Francisco,French,652,16199,6,Foodies,2023-05-22
Innovate Industries,Display,Women 35-44,15 days,0.14,13058.23,3.06,San Francisco,Mandarin,1579,4081,2,Tech Enthusiasts,2023-05-27
NexGen Systems,Social Media,Women 25-34,15 days,0.05,18930.7,7.29,San Francisco,German,258,5732,8,Fashionistas,2023-05-28
TechCorp,Influencer,Women 35-44,30 days,0.05,17187.12,5.09,Chicago,Spanish,1036,1845,3,Tech Enthusiasts,2023-05-28
NexGen Systems,Influencer,Women 25-34,45 days,0.13,17240.59,4.02,Nueva Orleans,German,1652,10909,2,Health & Wellness,2023-05-16
NexGen Systems,Display,Women 25-34,30 days,0.11,18374.16,4.97,Nueva Orleans,Spanish,201,3797,9,Health & Wellness,2023-05-06
TechCorp,Email,Men 25-34,45 days,0.12,6774.74,2.4,Seattle,English,1396,6089,4,Outdoor Adventurers,2023-05-27
DataTech Solutions,Email,Women 35-44,45 days,0.14,9364.26,5.9,New York,French,125,13178,4,Outdoor Adventurers,2023-05-13
TechCorp,Search,Women 35-44,15 days,0.05,14639.28,7.38,Boston,English,276,19819,5,Health & Wellness,2023-05-03
TechCorp,Influencer,Women 25-34,45 days,0.09,17955.48,2.45,New York,English,300,16305,3,Tech Enthusiasts,2023-05-05
DataTech Solutions,Display,Women 25-34,15 days,0.1,12247.62,2.51,New York,French,746,13762,10,Fashionistas,2023-05-03
DataTech Solutions,Social Media,Women 25-34,45 days,0.12,10912.11,3.97,Las Vegas,French,1992,15874,9,Fashionistas,2023-05-28
DataTech Solutions,Display,Men 18-24,30 days,0.14,12091.4,2.28,Chicago,Mandarin,1056,13033,6,Health & Wellness,2023-05-18
Alpha Innovations,Email,Men 18-24,15 days,0.03,17654.15,2.03,San Francisco,French,1134,9009,3,Health & Wellness,2023-05-30
Innovate Industries,Social Media,Men 25-34,60 days,0.15,8606.93,7.41,San Francisco,English,1844,16618,5,Outdoor Adventurers,2023-05-05
TechCorp,Search,Women 25-34,60 days,0.02,11351.34,7.01,New York,English,1949,19875,6,Health & Wellness,2023-05-28
Alpha Innovations,Display,Men 25-34,15 days,0.04,12605.86,7.12,Seattle,German,1442,1802,8,Fashionistas,2023-05-06
DataTech Solutions,Display,Men 18-24,45 days,0.12,12051.86,3.48,Boston,French,998,2425,1,Health & Wellness,2023-05-19
Innovate Industries,Search,Men 18-24,60 days,0.1,15023.03,7.79,Nueva Orleans,French,724,16493,5,Fashionistas,2023-05-30
DataTech Solutions,Email,Women 35-44,45 days,0.1,14022.21,3.14,Nueva Orleans,Spanish,1445,6173,10,Fashionistas,2023-05-18
DataTech Solutions,Influencer,All Ages,30 days,0.07,7764.25,5.99,Los Angeles,Spanish,1548,7541,3,Health & Wellness,2023-05-10
Alpha Innovations,Display,Women 35-44,15 days,0.02,5493.31,6.7,Washington,French,1457,12119,4,Tech Enthusiasts,2023-05-26
NexGen Systems,Influencer,Men 18-24,60 days,0.03,15607.71,6.05,Boston,English,149,13764,4,Health & Wellness,2023-05-17
Alpha Innovations,Search,All Ages,60 days,0.05,17345.57,5.64,New York,German,210,6695,5,Outdoor Adventurers,2023-05-04
NexGen Systems,Display,All Ages,15 days,0.14,14116.15,4.94,New York,German,253,9567,9,Foodies,2023-05-28
TechCorp,Social Media,Women 35-44,45 days,0.04,6341.44,6.01,Miami,Mandarin,1722,13590,10,Health & Wellness,2023-05-18
Alpha Innovations,Search,Men 25-34,15 days,0.04,5024.94,5.76,Seattle,French,1148,2997,9,Health & Wellness,2023-05-25
DataTech Solutions,Email,Women 25-34,30 days,0.11,6840.13,5.65,Miami,English,491,11565,9,Health & Wellness,2023-05-10
NexGen Systems,Search,Women 25-34,15 days,0.14,17483.67,7.13,Los Angeles,French,1837,8336,5,Tech Enthusiasts,2023-05-26
NexGen Systems,Search,Women 25-34,30 days,0.11,18442.6,2.82,Washington,German,871,9670,6,Tech Enthusiasts,2023-05-29
