Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Influencer,All Ages,15 days,0.14,10999.83,5.45,Nueva Orleans,Mandarin,1183,16271,8,Fashionistas,2023-12-05
Innovate Industries,Influencer,Women 25-34,45 days,0.13,13010.41,7.63,Boston,English,658,10559,7,Outdoor Adventurers,2023-12-26
Innovate Industries,Email,Men 25-34,15 days,0.13,15360.53,3.14,Nueva Orleans,English,659,10445,5,Health & Wellness,2023-12-02
NexGen Systems,Display,All Ages,60 days,0.1,16856.78,3.05,Las Vegas,Mandarin,1334,7466,9,Health & Wellness,2023-12-12
Innovate Industries,Search,All Ages,45 days,0.08,15048.57,7.83,Nueva Orleans,German,135,16387,3,Foodies,2023-12-25
NexGen Systems,Search,Men 25-34,15 days,0.06,6804.34,3.34,Nueva Orleans,English,1206,5145,6,Foodies,2023-12-20
DataTech Solutions,Social Media,Women 35-44,30 days,0.15,11787.7,2.85,Chicago,German,1302,16952,1,Tech Enthusiasts,2023-12-06
Alpha Innovations,Social Media,Women 25-34,30 days,0.09,12517.77,7.89,Boston,German,1907,15384,9,Tech Enthusiasts,2023-12-27
Alpha Innovations,Social Media,Men 18-24,15 days,0.15,18198.06,4.81,Las Vegas,English,1873,11911,5,Health & Wellness,2023-12-07
DataTech Solutions,Display,Men 25-34,15 days,0.09,18430.65,7.04,Las Vegas,Spanish,1858,10171,4,Fashionistas,2023-12-24
DataTech Solutions,Influencer,All Ages,30 days,0.12,12972.18,2.94,Nueva Orleans,Mandarin,1323,15983,1,Fashionistas,2023-12-08
TechCorp,Search,All Ages,15 days,0.12,13236.86,4.05,San Francisco,Spanish,1175,16238,7,Health & Wellness,2023-12-29
TechCorp,Email,Men 25-34,45 days,0.06,6610.11,2.96,New York,French,1076,4323,3,Outdoor Adventurers,2023-12-03
TechCorp,Influencer,Men 18-24,45 days,0.11,9627.32,2.48,New York,Mandarin,1950,5061,10,Foodies,2023-12-24
DataTech Solutions,Influencer,Women 25-34,45 days,0.12,9254.48,7.8,Nueva Orleans,French,1405,3760,5,Foodies,2023-12-07
DataTech Solutions,Display,Women 25-34,45 days,0.09,16343.23,5.71,Las Vegas,French,1586,6403,2,Fashionistas,2023-12-16
TechCorp,Search,Women 35-44,30 days,0.14,19470.47,4.74,Boston,Mandarin,567,14634,9,Fashionistas,2023-12-09
DataTech Solutions,Influencer,Men 18-24,30 days,0.04,10057.4,2.09,Chicago,English,171,7410,9,Tech Enthusiasts,2023-12-10
Alpha Innovations,Social Media,Men 18-24,15 days,0.06,17881.39,7.66,Seattle,Mandarin,1305,4033,10,Health & Wellness,2023-12-07
Innovate Industries,Influencer,Men 25-34,45 days,0.06,5384.36,6.19,Miami,Spanish,394,18992,5,Tech Enthusiasts,2023-12-19
TechCorp,Email,Men 25-34,30 days,0.04,5215.51,3.82,Miami,Mandarin,885,16635,9,Tech Enthusiasts,2023-12-07
NexGen Systems,Email,Women 25-34,60 days,0.08,9612.29,3.16,Chicago,Mandarin,1930,6035,8,Tech Enthusiasts,2023-12-26
NexGen Systems,Email,Men 25-34,30 days,0.15,9019.03,5.66,Seattle,French,1388,9469,10,Outdoor Adventurers,2023-12-16
NexGen Systems,Search,Men 18-24,45 days,0.08,8317.88,7.35,Nueva Orleans,German,442,5675,10,Health & Wellness,2023-12-22
TechCorp,Influencer,Women 25-34,30 days,0.15,15257.04,5.13,Boston,French,1078,15655,1,Fashionistas,2023-12-12
Innovate Industries,Search,Men 18-24,60 days,0.1,16023.63,2.78,New York,French,369,18080,5,Health & Wellness,2023-12-07
TechCorp,Search,Women 25-34,45 days,0.06,9845.97,7.84,Nueva Orleans,English,616,7693,9,Foodies,2023-12-01
Alpha Innovations,Influencer,Women 25-34,15 days,0.15,6638.78,6.48,Washington,Spanish,107,9619,2,Health & Wellness,2023-12-11
Innovate Industries,Influencer,All Ages,30 days,0.14,17534.29,3.36,Nueva Orleans,Spanish,1122,7415,5,Foodies,2023-12-22
Alpha Innovations,Display,All Ages,30 days,0.11,8245.69,3.04,Las Vegas,English,627,9069,10,Outdoor Adventurers,2023-12-27
Innovate Industries,Search,Women 25-34,60 days,0.12,7592.75,3.14,Los Angeles,Mandarin,704,3070,2,Fashionistas,2023-12-30
DataTech Solutions,Email,Women 35-44,30 days,0.05,16716.77,7.12,Seattle,Mandarin,647,5332,9,Outdoor Adventurers,2023-12-25
Innovate Industries,Social Media,All Ages,60 days,0.15,8449.61,6.61,Miami,German,1479,9176,5,Tech Enthusiasts,2023-12-26
NexGen Systems,Email,Men 18-24,15 days,0.07,16106.85,7.59,Las Vegas,German,695,2831,8,Health & Wellness,2023-12-26
Alpha Innovations,Search,All Ages,60 days,0.07,5658.48,2.03,Las Vegas,Spanish,991,18599,6,Fashionistas,2023-12-19
DataTech Solutions,Influencer,Women 25-34,30 days,0.12,9247.64,6.03,Seattle,English,1588,11998,5,Outdoor Adventurers,2023-12-06
Alpha Innovations,Social Media,Women 35-44,30 days,0.07,8413.12,2.61,San Francisco,Mandarin,1667,3354,5,Health & Wellness,2023-12-27
DataTech Solutions,Display,All Ages,60 days,0.1,8501.63,2.5,Los Angeles,Spanish,1364,6224,9,Tech Enthusiasts,2023-12-03
Innovate Industries,Display,All Ages,45 days,0.13,8418.02,5.9,Las Vegas,Mandarin,717,17701,4,Outdoor Adventurers,2023-12-01
DataTech Solutions,Social Media,Men 25-34,45 days,0.13,9490.29,5.92,Seattle,French,432,14548,4,Outdoor Adventurers,2023-12-10
TechCorp,Email,Men 18-24,30 days,0.14,5650.33,6.99,Nueva Orleans,German,295,8508,6,Tech Enthusiasts,2023-12-15
Alpha Innovations,Email,All Ages,60 days,0.11,5923.06,2.95,Miami,Mandarin,492,3852,4,Tech Enthusiasts,2023-12-10
