Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Men 25-34,45 days,0.04,13399.25,5.85,Los Angeles,French,557,16815,2,Fashionistas,2023-10-28
Innovate Industries,Email,Men 18-24,15 days,0.14,11844.88,6.48,Washington,Mandarin,1548,12732,1,Outdoor Adventurers,2023-10-10
TechCorp,Email,Women 35-44,60 days,0.09,13724.28,2.29,Boston,Spanish,1651,2378,2,Health & Wellness,2023-10-13
NexGen Systems,Influencer,Men 25-34,45 days,0.07,5426.03,6.66,Boston,English,1186,5369,9,Health & Wellness,2023-10-11
TechCorp,Display,All Ages,45 days,0.09,15325.34,3.99,Seattle,English,1636,1858,7,Outdoor Adventurers,2023-10-18
Alpha Innovations,Search,Men 18-24,60 days,0.11,11438.17,2.62,Miami,Mandarin,100,4993,8,Tech Enthusiasts,2023-10-16
DataTech Solutions,Display,Women 25-34,15 days,0.13,5371.73,6.98,Las Vegas,German,1259,5265,1,Health & Wellness,2023-10-14
Innovate Industries,Search,Women 25-34,45 days,0.03,16526.3,6.75,New York,Mandarin,237,6425,7,Fashionistas,2023-10-01
Innovate Industries,Influencer,All Ages,15 days,0.06,18637.06,7.61,Los Angeles,German,1732,11974,6,Outdoor Adventurers,2023-10-11
DataTech Solutions,Influencer,All Ages,30 days,0.14,12787.23,2.22,Boston,Mandarin,181,9902,2,Outdoor Adventurers,2023-10-10
Alpha Innovations,Display,Women 35-44,15 days,0.11,6827.88,4.73,San Francisco,Mandarin,919,5310,10,Tech Enthusiasts,2023-10-22
TechCorp,Display,All Ages,45 days,0.13,18685.76,7.63,Seattle,German,1682,4791,9,Tech Enthusiasts,2023-10-22
Alpha Innovations,Influencer,Women 25-34,30 days,0.02,5957.39,3.1,Boston,German,1887,6340,8,Outdoor Adventurers,2023-10-06
Innovate Industries,Influencer,Men 18-24,45 days,0.15,6839.81,5.17,Boston,Spanish,1907,14144,1,Health & Wellness,2023-10-01
Innovate Industries,Display,Women 35-44,30 days,0.08,11199.12,5.76,Las Vegas,German,760,3595,10,Fashionistas,2023-10-09
Innovate Industries,Influencer,Women 35-44,30 days,0.07,12162.35,4.72,San Francisco,German,1765,10632,9,Tech Enthusiasts,2023-10-21
DataTech Solutions,Display,All Ages,45 days,0.13,15199.13,4.05,Miami,English,357,1940,9,Health & Wellness,2023-10-13
Innovate Industries,Influencer,Women 35-44,60 days,0.01,6667.71,3.47,Miami,English,105,9269,7,Fashionistas,2023-10-23
NexGen Systems,Email,Women 35-44,15 days,0.14,12211.44,7.36,Chicago,Spanish,162,12464,8,Tech Enthusiasts,2023-10-27
Innovate Industries,Social Media,Women 35-44,60 days,0.02,10420.96,4.06,Las Vegas,English,705,18845,2,Fashionistas,2023-10-04
Alpha Innovations,Display,Men 18-24,30 days,0.04,10676.48,5.95,Las Vegas,German,631,6331,7,Outdoor Adventurers,2023-10-14
TechCorp,Display,All Ages,60 days,0.01,17893.47,2.06,Seattle,French,1075,5641,3,Tech Enthusiasts,2023-10-26
TechCorp,Email,Men 18-24,30 days,0.06,13020.73,5.3,Washington,French,963,19688,5,Foodies,2023-10-16
DataTech Solutions,Email,Men 25-34,45 days,0.13,9941.73,2.55,Chicago,Spanish,684,12349,7,Tech Enthusiasts,2023-10-07
Alpha Innovations,Influencer,Men 18-24,45 days,0.09,7563.1,5.75,Washington,English,900,10393,8,Health & Wellness,2023-10-28
DataTech Solutions,Influencer,All Ages,15 days,0.12,6138.28,5.63,Washington,German,1533,14396,7,Outdoor Adventurers,2023-10-10
Innovate Industries,Social Media,Women 25-34,15 days,0.04,5083.99,6.61,Nueva Orleans,French,342,2571,6,Outdoor Adventurers,2023-10-19
NexGen Systems,Social Media,All Ages,60 days,0.12,10812.52,3.09,New York,Spanish,738,13392,4,Outdoor Adventurers,2023-10-13
Alpha Innovations,Influencer,Men 25-34,60 days,0.07,16051.57,5.32,Washington,English,1144,9453,6,Fashionistas,2023-10-14
Innovate Industries,Search,Men 25-34,60 days,0.03,16530.33,4.58,Washington,English,1106,5325,2,Fashionistas,2023-10-21
Innovate Industries,Search,Men 18-24,15 days,0.14,12986.79,3.35,Washington,Spanish,751,1086,9,Fashionistas,2023-10-06
DataTech Solutions,Influencer,Men 25-34,30 days,0.11,8971.56,3.25,Washington,English,1261,19605,8,Fashionistas,2023-10-14
Innovate Industries,Social Media,Women 25-34,15 days,0.07,16157.42,2.44,New York,English,1607,12681,8,Tech Enthusiasts,2023-10-01
Alpha Innovations,Display,All Ages,15 days,0.07,19701.44,6.41,Boston,Spanish,447,1234,5,Tech Enthusiasts,2023-10-23
Innovate Industries,Social Media,Women 35-44,45 days,0.1,19240.34,4.76,Los Angeles,Spanish,776,6777,5,Health & Wellness,2023-10-29
Innovate Industries,Influencer,Women 35-44,15 days,0.07,6222.54,6.37,Chicago,Mandarin,803,1336,5,Outdoor Adventurers,2023-10-25
DataTech Solutions,Influencer,Women 25-34,30 days,0.1,11699.91,5.0,Los Angeles,French,224,17385,5,Fashionistas,2023-10-25
NexGen Systems,Influencer,Men 18-24,15 days,0.05,9692.78,2.89,Las Vegas,German,334,9949,10,Health & Wellness,2023-10-18
Alpha Innovations,Influencer,Men 18-24,15 days,0.1,17340.5,5.4,Boston,French,584,13270,3,Health & Wellness,2023-10-10
Alpha Innovations,Social Media,Women 35-44,60 days,0.09,19083.37,7.97,New York,German,109,8762,9,Health & Wellness,2023-10-28
NexGen Systems,Influencer,Women 35-44,60 days,0.11,10355.91,3.55,Los Angeles,German,565,8356,8,Health & Wellness,2023-10-18
Alpha Innovations,Email,Women 35-44,15 days,0.11,18064.28,4.13,Los Angeles,Spanish,331,2408,5,Tech Enthusiasts,2023-10-28
NexGen Systems,Search,All Ages,45 days,0.04,9435.73,7.54,Chicago,English,1546,13405,1,Fashionistas,2023-10-15
NexGen Systems,Social Media,Women 25-34,60 days,0.11,16801.83,4.82,Washington,Spanish,986,3503,10,Foodies,2023-10-21
DataTech Solutions,Display,Men 18-24,60 days,0.06,6634.64,6.16,Miami,Mandarin,292,11406,10,Health & Wellness,2023-10-15
Innovate Industries,Email,Men 25-34,45 days,0.06,5483.32,4.53,San Francisco,English,1486,3595,1,Foodies,2023-10-03
TechCorp,Search,All Ages,45 days,0.07,14541.66,6.14,New York,English,1727,14477,3,Foodies,2023-10-09
DataTech Solutions,Influencer,Women 35-44,60 days,0.14,17129.71,7.2,Nueva Orleans,Spanish,1466,16595,8,Tech Enthusiasts,2023-10-06
DataTech Solutions,Social Media,Women 25-34,45 days,0.11,14761.61,6.05,Washington,English,161,10759,9,Fashionistas,2023-10-15
TechCorp,Display,Men 18-24,15 days,0.02,8031.4,7.46,New York,English,1144,11805,2,Tech Enthusiasts,2023-10-13
TechCorp,Search,Men 18-24,45 days,0.13,8106.2,6.35,Washington,French,1536,19978,1,Outdoor Adventurers,2023-10-26
Alpha Innovations,Email,Men 25-34,45 days,0.04,17416.82,7.03,Las Vegas,Spanish,626,13405,8,Foodies,2023-10-26
NexGen Systems,Social Media,Men 18-24,30 days,0.09,11387.06,4.45,Seattle,French,1876,5336,7,Tech Enthusiasts,2023-10-17
TechCorp,Social Media,All Ages,15 days,0.03,19227.67,2.74,Seattle,English,1962,13732,8,Fashionistas,2023-10-15
Alpha Innovations,Search,Women 35-44,15 days,0.1,14324.33,2.99,Nueva Orleans,German,904,6833,10,Outdoor Adventurers,2023-10-06
TechCorp,Email,All Ages,15 days,0.06,10884.62,3.18,Los Angeles,French,282,5009,3,Health & Wellness,2023-10-05
Innovate Industries,Influencer,Women 25-34,30 days,0.02,13613.84,3.95,Washington,French,365,7843,10,Fashionistas,2023-10-15
TechCorp,Email,All Ages,45 days,0.09,17851.23,6.35,Chicago,French,979,4596,1,Health & Wellness,2023-10-14
Alpha Innovations,Display,Men 18-24,15 days,0.04,17084.14,7.54,New York,Mandarin,853,8879,3,Tech Enthusiasts,2023-10-15
TechCorp,Search,Women 35-44,30 days,0.11,8116.89,4.28,Washington,Mandarin,509,2089,2,Tech Enthusiasts,2023-10-19
NexGen Systems,Social Media,Men 25-34,15 days,0.11,10650.57,7.76,Las Vegas,German,1257,3386,3,Outdoor Adventurers,2023-10-23
Innovate Industries,Influencer,Women 35-44,15 days,0.06,16480.13,4.64,Las Vegas,Spanish,1670,8750,8,Health & Wellness,2023-10-26
NexGen Systems,Social Media,All Ages,30 days,0.05,8312.77,7.63,Nueva Orleans,Mandarin,1512,1100,9,Outdoor Adventurers,2023-10-16
TechCorp,Influencer,All Ages,30 days,0.04,14235.26,6.47,Miami,Spanish,1906,8318,10,Outdoor Adventurers,2023-10-21
Innovate Industries,Influencer,Men 18-24,15 days,0.11,10101.31,6.67,New York,Mandarin,1476,17783,7,Fashionistas,2023-10-14
Innovate Industries,Email,Women 25-34,30 days,0.02,7743.51,3.94,Miami,Mandarin,1691,12120,3,Tech Enthusiasts,2023-10-02
Alpha Innovations,Social Media,Women 35-44,45 days,0.01,5018.36,5.03,New York,English,844,13293,1,Outdoor Adventurers,2023-10-25
Innovate Industries,Display,Men 25-34,45 days,0.05,11844.4,4.07,Boston,French,711,19617,2,Foodies,2023-10-22
TechCorp,Social Media,Women 25-34,30 days,0.03,10481.57,7.49,Seattle,Spanish,1769,15735,5,Outdoor Adventurers,2023-10-28
Innovate Industries,Search,All Ages,60 days,0.03,17083.27,6.03,New York,Spanish,1183,12582,6,Foodies,2023-10-05
DataTech Solutions,Email,Women 35-44,45 days,0.08,15025.96,3.46,Seattle,English,1557,16962,2,Fashionistas,2023-10-29
Alpha Innovations,Email,Women 35-44,30 days,0.14,13708.82,2.27,New York,English,637,3769,1,Foodies,2023-10-09
Innovate Industries,Influencer,All Ages,30 days,0.06,12275.62,4.59,Chicago,Spanish,1772,7779,6,Fashionistas,2023-10-06
NexGen Systems,Email,Men 18-24,15 days,0.04,18455.38,2.14,Chicago,English,1106,14469,1,Tech Enthusiasts,2023-10-22
TechCorp,Display,Men 18-24,15 days,0.05,10014.78,4.29,Las Vegas,Mandarin,1626,6738,8,Fashionistas,2023-10-09
DataTech Solutions,Display,All Ages,30 days,0.12,13141.89,2.26,Las Vegas,German,1477,19290,4,Fashionistas,2023-10-29
TechCorp,Display,Men 18-24,60 days,0.11,10250.2,5.57,Seattle,French,435,5448,2,Foodies,2023-10-26
Innovate Industries,Influencer,All Ages,15 days,0.12,17332.65,7.87,Nueva Orleans,German,227,7012,8,Outdoor Adventurers,2023-10-03
Innovate Industries,Display,Men 25-34,30 days,0.12,18997.72,7.17,Los Angeles,Spanish,1071,19679,1,Fashionistas,2023-10-28
Alpha Innovations,Search,Women 35-44,30 days,0.06,12125.05,3.34,Nueva Orleans,English,924,14525,10,Tech Enthusiasts,2023-10-14
DataTech Solutions,Display,All Ages,15 days,0.08,19865.78,2.97,Nueva Orleans,German,1321,7191,5,Health & Wellness,2023-10-15
Innovate Industries,Search,Women 25-34,60 days,0.01,10274.02,3.83,San Francisco,English,1468,3897,4,Foodies,2023-10-04
Innovate Industries,Influencer,Women 35-44,30 days,0.03,9924.78,3.04,Los Angeles,German,690,1434,6,Foodies,2023-10-02
DataTech Solutions,Influencer,Men 18-24,45 days,0.12,15833.35,3.42,New York,French,574,9577,8,Foodies,2023-10-20
NexGen Systems,Search,Men 18-24,15 days,0.07,11017.4,6.34,Nueva Orleans,French,726,16932,3,Outdoor Adventurers,2023-10-28
TechCorp,Social Media,Men 25-34,60 days,0.03,15545.59,6.6,Boston,German,1609,9963,7,Foodies,2023-10-25
Innovate Industries,Display,Men 25-34,15 days,0.1,18407.02,5.31,Los Angeles,German,1300,16281,10,Outdoor Adventurers,2023-10-08
Alpha Innovations,Email,All Ages,60 days,0.13,6277.87,7.71,New York,German,793,2173,3,Health & Wellness,2023-10-19
Alpha Innovations,Display,Women 35-44,30 days,0.03,18147.86,5.52,Seattle,Mandarin,1760,1655,7,Fashionistas,2023-10-10
DataTech Solutions,Display,Men 25-34,45 days,0.1,7040.58,3.57,New York,Spanish,1627,6069,2,Tech Enthusiasts,2023-10-27
TechCorp,Influencer,Men 25-34,60 days,0.08,6000.33,7.98,Chicago,French,482,17443,1,Foodies,2023-10-07
Innovate Industries,Social Media,Women 35-44,15 days,0.03,13117.72,5.41,Miami,French,127,4815,1,Tech Enthusiasts,2023-10-16
NexGen Systems,Display,All Ages,45 days,0.02,7931.07,3.85,Washington,Spanish,116,6540,9,Outdoor Adventurers,2023-10-13
Innovate Industries,Email,All Ages,45 days,0.13,16370.81,3.43,Los Angeles,English,609,19599,8,Fashionistas,2023-10-10
Alpha Innovations,Display,Women 35-44,45 days,0.04,12059.05,6.93,Las Vegas,German,150,6255,7,Fashionistas,2023-10-04
Alpha Innovations,Search,Men 18-24,60 days,0.05,10866.94,5.81,Washington,French,192,9461,4,Foodies,2023-10-22
