Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Social Media,Women 35-44,15 days,0.03,17043.49,4.13,San Francisco,Mandarin,1928,7344,9,Outdoor Adventurers,2022-12-03
Innovate Industries,Influencer,Women 35-44,30 days,0.14,8598.63,4.8,Seattle,French,823,14147,3,Foodies,2022-12-25
Innovate Industries,Influencer,Men 18-24,15 days,0.05,9089.52,3.17,Las Vegas,English,1763,6399,6,Fashionistas,2022-12-28
Innovate Industries,Social Media,Women 25-34,45 days,0.06,12455.42,6.94,Washington,German,1518,17194,1,Health & Wellness,2022-12-08
Alpha Innovations,Search,All Ages,15 days,0.01,11216.96,6.19,New York,Mandarin,726,15883,4,Fashionistas,2022-12-01
TechCorp,Influencer,All Ages,45 days,0.13,16918.54,2.63,San Francisco,Mandarin,368,16377,10,Fashionistas,2022-12-16
TechCorp,Display,Women 25-34,30 days,0.12,18143.27,4.69,Miami,German,722,10740,3,Tech Enthusiasts,2022-12-08
Innovate Industries,Email,All Ages,60 days,0.1,12954.44,2.01,Los Angeles,French,991,14238,8,Outdoor Adventurers,2022-12-11
Alpha Innovations,Search,Women 25-34,60 days,0.06,12011.42,7.92,Los Angeles,French,1730,7060,8,Outdoor Adventurers,2022-12-16
Innovate Industries,Display,Women 25-34,15 days,0.13,11260.26,3.39,Miami,Mandarin,226,4734,3,Fashionistas,2022-12-20
NexGen Systems,Email,Women 35-44,60 days,0.02,14906.57,7.22,New York,French,1305,15757,6,Fashionistas,2022-12-02
DataTech Solutions,Display,Men 25-34,30 days,0.05,11002.65,2.94,San Francisco,English,738,14354,5,Health & Wellness,2022-12-30
DataTech Solutions,Display,Men 25-34,45 days,0.09,8888.31,5.52,Las Vegas,Mandarin,1009,5122,4,Outdoor Adventurers,2022-12-02
DataTech Solutions,Display,All Ages,30 days,0.06,13685.52,3.97,Nueva Orleans,Spanish,1503,14403,7,Fashionistas,2022-12-28
Innovate Industries,Display,All Ages,15 days,0.03,14060.87,3.96,Las Vegas,Spanish,1207,13241,6,Tech Enthusiasts,2022-12-06
Innovate Industries,Search,Women 35-44,60 days,0.09,15443.32,7.37,Seattle,Mandarin,966,13018,8,Tech Enthusiasts,2022-12-22
Alpha Innovations,Email,Men 25-34,45 days,0.08,13212.27,4.85,Boston,English,374,3022,3,Fashionistas,2022-12-05
DataTech Solutions,Email,Women 25-34,15 days,0.12,9563.43,4.2,Boston,German,867,19697,4,Health & Wellness,2022-12-15
