Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Display,All Ages,45 days,0.13,7128.12,2.37,Boston,Spanish,521,19930,7,Outdoor Adventurers,2022-05-12
DataTech Solutions,Social Media,Men 25-34,15 days,0.08,9976.01,7.86,Las Vegas,English,1918,10997,6,Health & Wellness,2022-05-13
Alpha Innovations,Social Media,Men 18-24,45 days,0.07,15610.55,3.02,Chicago,German,443,10315,4,Health & Wellness,2022-05-14
Alpha Innovations,Email,All Ages,15 days,0.02,19194.58,2.85,Seattle,English,1902,12656,7,Tech Enthusiasts,2022-05-13
NexGen Systems,Social Media,Men 25-34,15 days,0.03,5527.08,3.41,Boston,French,1622,15291,2,Health & Wellness,2022-05-09
Innovate Industries,Influencer,Men 25-34,15 days,0.04,8843.51,3.65,Las Vegas,Mandarin,302,2862,2,Fashionistas,2022-05-23
NexGen Systems,Email,Women 35-44,30 days,0.04,12677.86,5.56,New York,French,1442,3224,3,Health & Wellness,2022-05-03
Innovate Industries,Display,All Ages,60 days,0.09,18204.92,5.47,Nueva Orleans,English,1624,1866,10,Tech Enthusiasts,2022-05-22
TechCorp,Influencer,Women 25-34,15 days,0.04,9963.75,6.99,Miami,French,1661,15048,2,Health & Wellness,2022-05-10
Alpha Innovations,Social Media,Men 18-24,15 days,0.08,9937.66,5.15,Nueva Orleans,Mandarin,500,7533,3,Foodies,2022-05-23
DataTech Solutions,Email,Men 25-34,45 days,0.14,11124.08,6.11,Miami,German,1653,3558,9,Outdoor Adventurers,2022-05-08
DataTech Solutions,Display,Women 35-44,15 days,0.06,11186.19,4.19,New York,French,416,7051,6,Fashionistas,2022-05-14
Alpha Innovations,Influencer,Women 25-34,15 days,0.11,12136.64,4.27,Chicago,Mandarin,1562,9116,4,Outdoor Adventurers,2022-05-13
TechCorp,Search,Women 25-34,60 days,0.11,8436.8,7.49,Boston,Mandarin,1477,11354,3,Outdoor Adventurers,2022-05-12
Innovate Industries,Search,All Ages,15 days,0.14,5072.87,4.55,Miami,German,1412,13335,7,Fashionistas,2022-05-12
Innovate Industries,Social Media,Men 25-34,60 days,0.04,6547.48,2.82,Nueva Orleans,Mandarin,626,5322,1,Tech Enthusiasts,2022-05-27
TechCorp,Social Media,Women 35-44,45 days,0.13,6897.69,6.92,Miami,English,901,2180,2,Foodies,2022-05-16
DataTech Solutions,Social Media,Women 25-34,30 days,0.03,12017.28,7.67,Miami,English,886,5225,9,Foodies,2022-05-22
NexGen Systems,Email,All Ages,15 days,0.01,14474.85,2.24,Chicago,German,456,7399,2,Health & Wellness,2022-05-04
Alpha Innovations,Email,Men 18-24,45 days,0.14,16531.52,4.44,Las Vegas,Mandarin,887,3468,8,Foodies,2022-05-28
TechCorp,Social Media,Men 25-34,30 days,0.03,13850.15,7.89,San Francisco,Spanish,288,1193,8,Outdoor Adventurers,2022-05-18
DataTech Solutions,Display,Women 25-34,15 days,0.09,13163.7,5.7,Washington,Spanish,989,6626,9,Fashionistas,2022-05-20
TechCorp,Email,Women 35-44,30 days,0.11,11628.86,4.23,Nueva Orleans,Mandarin,1868,13596,8,Health & Wellness,2022-05-11
DataTech Solutions,Email,Men 25-34,15 days,0.11,12346.6,7.13,Las Vegas,French,210,16004,5,Fashionistas,2022-05-04
TechCorp,Social Media,Women 35-44,45 days,0.11,12346.04,3.35,Los Angeles,French,1361,3214,7,Foodies,2022-05-01
Innovate Industries,Email,Women 25-34,60 days,0.1,18980.23,2.21,Las Vegas,Mandarin,1486,13636,10,Foodies,2022-05-07
DataTech Solutions,Influencer,Women 35-44,60 days,0.06,9917.02,7.19,Chicago,Mandarin,728,12665,7,Health & Wellness,2022-05-01
DataTech Solutions,Display,Women 35-44,15 days,0.02,19078.88,7.09,Los Angeles,Mandarin,140,1231,6,Outdoor Adventurers,2022-05-27
DataTech Solutions,Search,Men 18-24,45 days,0.12,5574.55,3.35,San Francisco,Mandarin,779,12502,8,Foodies,2022-05-07
DataTech Solutions,Influencer,Women 25-34,45 days,0.04,19652.3,2.44,Washington,French,455,6628,3,Fashionistas,2022-05-14
DataTech Solutions,Display,All Ages,15 days,0.05,16830.41,7.7,Chicago,German,1059,10373,2,Tech Enthusiasts,2022-05-14
Alpha Innovations,Influencer,Women 25-34,15 days,0.12,15261.88,5.01,Boston,Mandarin,997,1816,8,Health & Wellness,2022-05-18
DataTech Solutions,Social Media,Women 25-34,15 days,0.06,7145.89,6.37,Boston,French,572,5142,3,Outdoor Adventurers,2022-05-07
Alpha Innovations,Search,Men 18-24,15 days,0.12,9637.12,6.31,New York,German,737,1687,8,Health & Wellness,2022-05-28
Innovate Industries,Social Media,Women 25-34,15 days,0.02,8904.25,6.91,Los Angeles,Spanish,647,3155,10,Outdoor Adventurers,2022-05-20
DataTech Solutions,Email,Women 25-34,15 days,0.13,15889.64,4.66,San Francisco,Spanish,809,10282,3,Tech Enthusiasts,2022-05-14
TechCorp,Email,All Ages,60 days,0.14,15765.34,3.18,Las Vegas,Spanish,1199,6139,5,Foodies,2022-05-23
TechCorp,Influencer,Men 18-24,30 days,0.11,8467.04,7.3,Las Vegas,German,1601,9583,6,Tech Enthusiasts,2022-05-15
Alpha Innovations,Email,Men 25-34,45 days,0.08,19942.13,7.43,Nueva Orleans,French,773,5430,7,Outdoor Adventurers,2022-05-28
NexGen Systems,Influencer,Men 18-24,45 days,0.02,18224.18,4.38,Washington,Spanish,453,8355,2,Tech Enthusiasts,2022-05-26
DataTech Solutions,Email,Men 18-24,45 days,0.12,16830.94,5.53,Nueva Orleans,Mandarin,1531,11201,7,Tech Enthusiasts,2022-05-10
TechCorp,Influencer,Women 35-44,30 days,0.13,11319.73,3.27,Miami,English,1038,15561,5,Tech Enthusiasts,2022-05-01
DataTech Solutions,Display,Women 25-34,15 days,0.11,15132.24,3.04,Chicago,German,1580,1337,2,Foodies,2022-05-14
Innovate Industries,Email,Women 35-44,60 days,0.09,9824.89,4.77,San Francisco,Spanish,741,13745,2,Outdoor Adventurers,2022-05-16
TechCorp,Influencer,Men 18-24,45 days,0.1,7921.91,2.34,Nueva Orleans,German,295,1702,5,Health & Wellness,2022-05-18
NexGen Systems,Influencer,Women 35-44,15 days,0.13,7278.38,6.83,Seattle,English,481,14829,3,Fashionistas,2022-05-20
Innovate Industries,Social Media,Women 35-44,45 days,0.08,17932.98,7.69,Seattle,Mandarin,431,11960,8,Foodies,2022-05-30
TechCorp,Search,All Ages,15 days,0.01,11728.51,6.76,Seattle,French,646,8150,2,Fashionistas,2022-05-07
TechCorp,Email,Women 25-34,30 days,0.13,10552.2,5.85,Washington,German,107,2266,9,Health & Wellness,2022-05-02
NexGen Systems,Social Media,All Ages,60 days,0.02,12280.7,4.0,San Francisco,Mandarin,1479,7554,10,Outdoor Adventurers,2022-05-13
Alpha Innovations,Influencer,Men 18-24,15 days,0.05,9477.27,5.72,Boston,English,1843,7574,1,Foodies,2022-05-09
Alpha Innovations,Display,Men 25-34,15 days,0.12,18220.25,5.26,Nueva Orleans,Spanish,366,7314,2,Outdoor Adventurers,2022-05-29
NexGen Systems,Search,All Ages,15 days,0.08,19224.08,2.1,San Francisco,Spanish,1607,4067,9,Health & Wellness,2022-05-12
TechCorp,Influencer,Men 18-24,45 days,0.1,18032.15,2.21,Chicago,French,1116,11690,9,Fashionistas,2022-05-03
Alpha Innovations,Influencer,All Ages,60 days,0.05,8700.68,2.47,New York,French,1520,13734,7,Health & Wellness,2022-05-01
Alpha Innovations,Search,All Ages,15 days,0.15,10112.51,7.93,Los Angeles,German,762,11816,8,Outdoor Adventurers,2022-05-23
NexGen Systems,Email,Women 35-44,30 days,0.04,9492.6,3.38,New York,English,683,1478,3,Fashionistas,2022-05-10
TechCorp,Influencer,Women 35-44,15 days,0.07,14498.9,3.21,Seattle,Mandarin,1975,10938,10,Outdoor Adventurers,2022-05-30
NexGen Systems,Search,Women 25-34,15 days,0.07,15473.81,6.76,Chicago,German,126,10436,9,Outdoor Adventurers,2022-05-11
NexGen Systems,Search,Women 35-44,30 days,0.14,16324.55,4.26,Boston,Spanish,1890,14779,9,Foodies,2022-05-25
TechCorp,Display,Women 35-44,45 days,0.01,13279.76,6.63,Washington,Mandarin,591,5545,8,Outdoor Adventurers,2022-05-20
DataTech Solutions,Influencer,All Ages,15 days,0.02,12456.98,7.59,Washington,Spanish,588,11664,1,Outdoor Adventurers,2022-05-29
Alpha Innovations,Search,All Ages,45 days,0.06,6022.71,6.39,Las Vegas,Mandarin,1094,13137,9,Health & Wellness,2022-05-13
Alpha Innovations,Email,Women 25-34,30 days,0.12,10390.94,2.01,Seattle,French,837,17807,9,Fashionistas,2022-05-02
Alpha Innovations,Social Media,Women 25-34,30 days,0.12,15779.61,7.52,Miami,Spanish,858,11906,9,Tech Enthusiasts,2022-05-22
Innovate Industries,Search,Women 25-34,15 days,0.03,8178.29,5.98,Seattle,English,1475,14349,7,Outdoor Adventurers,2022-05-10
TechCorp,Email,Men 25-34,15 days,0.13,15182.75,7.95,Nueva Orleans,Mandarin,947,15590,2,Tech Enthusiasts,2022-05-20
DataTech Solutions,Social Media,All Ages,60 days,0.1,11810.72,4.56,Las Vegas,Spanish,524,11644,8,Health & Wellness,2022-05-23
Alpha Innovations,Email,Men 18-24,30 days,0.07,9390.04,7.66,Seattle,French,161,10248,6,Outdoor Adventurers,2022-05-08
NexGen Systems,Search,Women 25-34,45 days,0.12,15553.81,3.37,Chicago,German,418,1843,1,Fashionistas,2022-05-02
Innovate Industries,Social Media,Women 35-44,60 days,0.13,11581.54,7.46,Miami,German,1034,19085,9,Fashionistas,2022-05-07
Alpha Innovations,Email,All Ages,60 days,0.14,17236.79,4.9,Las Vegas,English,390,7525,6,Tech Enthusiasts,2022-05-14
Innovate Industries,Search,All Ages,15 days,0.11,12730.21,6.2,Boston,French,809,4765,9,Tech Enthusiasts,2022-05-09
NexGen Systems,Influencer,Men 25-34,30 days,0.09,17155.89,5.2,Boston,Spanish,1191,13926,7,Foodies,2022-05-14
DataTech Solutions,Search,All Ages,15 days,0.12,7042.49,3.74,New York,Spanish,1221,14471,2,Health & Wellness,2022-05-25
NexGen Systems,Display,Men 18-24,60 days,0.14,11126.45,7.38,Los Angeles,German,1166,19008,6,Fashionistas,2022-05-30
Innovate Industries,Email,Men 18-24,15 days,0.07,18708.66,4.32,Chicago,Mandarin,1521,19660,10,Fashionistas,2022-05-21
Alpha Innovations,Influencer,Men 25-34,30 days,0.12,17723.93,3.3,Los Angeles,Spanish,423,4769,10,Health & Wellness,2022-05-29
TechCorp,Email,Men 25-34,45 days,0.02,18244.57,6.71,Nueva Orleans,English,1725,16462,5,Fashionistas,2022-05-12
Alpha Innovations,Email,Women 35-44,45 days,0.11,19178.42,5.77,Miami,French,383,14727,6,Tech Enthusiasts,2022-05-18
Innovate Industries,Display,All Ages,60 days,0.05,13293.46,2.35,Los Angeles,German,911,16202,7,Outdoor Adventurers,2022-05-10
TechCorp,Display,Men 25-34,30 days,0.09,8671.38,4.48,Chicago,Spanish,439,2459,9,Health & Wellness,2022-05-25
NexGen Systems,Email,All Ages,45 days,0.09,14989.69,7.32,San Francisco,French,1865,15113,6,Foodies,2022-05-30
Innovate Industries,Display,Men 25-34,30 days,0.12,5924.78,4.81,Las Vegas,English,1491,16998,6,Outdoor Adventurers,2022-05-21
TechCorp,Display,Women 25-34,15 days,0.06,9838.84,5.47,Chicago,German,826,11347,10,Fashionistas,2022-05-15
TechCorp,Search,Men 18-24,60 days,0.06,6084.2,7.23,Boston,German,1232,19751,5,Outdoor Adventurers,2022-05-19
TechCorp,Display,Women 35-44,60 days,0.13,13771.64,4.67,Las Vegas,French,278,1476,3,Outdoor Adventurers,2022-05-22
DataTech Solutions,Influencer,Men 25-34,30 days,0.06,11131.39,4.82,Washington,French,384,2912,1,Tech Enthusiasts,2022-05-10
NexGen Systems,Search,Men 25-34,60 days,0.14,8681.01,7.32,Chicago,Spanish,160,13049,10,Health & Wellness,2022-05-22
DataTech Solutions,Email,Men 25-34,30 days,0.06,19667.07,3.74,Chicago,Spanish,253,12262,4,Outdoor Adventurers,2022-05-22
Alpha Innovations,Email,Women 25-34,30 days,0.11,8535.46,4.69,Washington,French,331,6499,8,Health & Wellness,2022-05-30
NexGen Systems,Social Media,All Ages,60 days,0.09,18661.65,7.42,New York,French,282,18741,8,Outdoor Adventurers,2022-05-18
Innovate Industries,Social Media,Men 25-34,30 days,0.04,9202.52,2.45,New York,English,633,12993,5,Foodies,2022-05-30
Alpha Innovations,Email,All Ages,30 days,0.07,5127.01,5.67,Las Vegas,Mandarin,956,10415,7,Tech Enthusiasts,2022-05-08
DataTech Solutions,Search,Men 18-24,45 days,0.07,19896.97,2.75,Seattle,French,1304,12365,3,Fashionistas,2022-05-12
Innovate Industries,Social Media,Men 18-24,30 days,0.02,8526.8,5.77,Boston,French,1946,11810,5,Tech Enthusiasts,2022-05-12
