Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Social Media,Women 35-44,15 days,0.07,17238.8,4.86,Miami,Mandarin,1497,15110,6,Outdoor Adventurers,2022-08-06
NexGen Systems,Display,All Ages,45 days,0.1,19016.61,3.32,Los Angeles,French,1742,15282,1,Tech Enthusiasts,2022-08-07
Innovate Industries,Social Media,Men 18-24,30 days,0.07,13686.05,5.07,San Francisco,English,1158,2655,1,Outdoor Adventurers,2022-08-30
DataTech Solutions,Influencer,Women 25-34,60 days,0.09,14326.32,3.39,San Francisco,Mandarin,1550,16400,6,Outdoor Adventurers,2022-08-10
Innovate Industries,Influencer,Men 25-34,30 days,0.14,18210.9,6.97,Washington,English,477,12180,8,Fashionistas,2022-08-27
TechCorp,Display,Men 18-24,15 days,0.1,18287.3,5.26,San Francisco,French,1315,7112,5,Health & Wellness,2022-08-06
Innovate Industries,Search,Women 35-44,30 days,0.06,12992.0,7.02,Boston,Spanish,1500,7767,10,Health & Wellness,2022-08-05
TechCorp,Search,Women 35-44,60 days,0.04,19300.65,2.75,Seattle,German,791,18649,5,Health & Wellness,2022-08-26
Innovate Industries,Email,Women 35-44,30 days,0.06,12905.79,4.86,Chicago,German,1213,18703,1,Foodies,2022-08-20
TechCorp,Display,Women 35-44,45 days,0.03,10237.25,5.16,Chicago,Spanish,215,4296,1,Outdoor Adventurers,2022-08-15
TechCorp,Social Media,Men 18-24,45 days,0.01,16411.22,7.15,New York,Spanish,1961,4217,10,Outdoor Adventurers,2022-08-01
DataTech Solutions,Influencer,Women 25-34,30 days,0.04,15336.08,2.85,Boston,German,566,2152,5,Foodies,2022-08-13
TechCorp,Influencer,All Ages,60 days,0.04,13531.59,3.83,New York,Mandarin,1868,9672,1,Outdoor Adventurers,2022-08-15
Innovate Industries,Social Media,All Ages,45 days,0.03,12971.32,4.15,Miami,Mandarin,1162,5553,2,Health & Wellness,2022-08-12
Alpha Innovations,Email,Men 18-24,15 days,0.12,18864.56,6.37,Washington,French,1689,6885,9,Health & Wellness,2022-08-04
NexGen Systems,Influencer,Men 18-24,60 days,0.12,19845.17,7.23,Washington,French,1330,3647,6,Tech Enthusiasts,2022-08-02
Alpha Innovations,Social Media,All Ages,15 days,0.09,5820.14,7.7,New York,French,337,2906,10,Foodies,2022-08-08
DataTech Solutions,Social Media,Men 18-24,30 days,0.09,9765.68,5.65,New York,English,1070,5736,7,Fashionistas,2022-08-01
DataTech Solutions,Influencer,All Ages,15 days,0.02,6284.49,7.44,Seattle,English,136,10056,6,Foodies,2022-08-19
TechCorp,Influencer,Women 35-44,15 days,0.04,9476.91,2.76,Miami,French,1460,19976,7,Health & Wellness,2022-08-27
Innovate Industries,Social Media,All Ages,60 days,0.05,12023.93,5.11,Seattle,German,1296,19689,8,Outdoor Adventurers,2022-08-01
NexGen Systems,Search,Women 25-34,15 days,0.07,10821.91,4.15,Miami,French,1307,15993,5,Health & Wellness,2022-08-16
Alpha Innovations,Email,Men 18-24,45 days,0.12,8930.13,7.0,Boston,Mandarin,1281,17709,6,Fashionistas,2022-08-19
TechCorp,Display,Men 25-34,60 days,0.05,5964.98,2.24,Seattle,German,475,12620,9,Outdoor Adventurers,2022-08-09
TechCorp,Email,Women 25-34,60 days,0.11,6127.2,2.81,Seattle,English,343,12650,5,Foodies,2022-08-22
DataTech Solutions,Email,Women 25-34,60 days,0.06,13406.71,2.82,Chicago,German,1176,16553,9,Fashionistas,2022-08-18
Alpha Innovations,Display,All Ages,60 days,0.08,11174.5,5.26,Miami,Spanish,1634,10670,1,Fashionistas,2022-08-14
Alpha Innovations,Search,Women 25-34,60 days,0.05,18436.41,4.29,Nueva Orleans,German,802,12198,6,Outdoor Adventurers,2022-08-10
Alpha Innovations,Search,Men 25-34,60 days,0.06,6368.31,3.46,San Francisco,French,889,13666,9,Outdoor Adventurers,2022-08-18
NexGen Systems,Email,Men 18-24,15 days,0.09,11922.88,5.04,Miami,Spanish,1085,5986,8,Foodies,2022-08-21
TechCorp,Influencer,Men 18-24,45 days,0.14,5024.47,6.19,San Francisco,German,1196,8961,10,Health & Wellness,2022-08-17
Alpha Innovations,Search,Men 18-24,30 days,0.02,9628.59,3.88,Seattle,English,1652,9025,6,Health & Wellness,2022-08-04
NexGen Systems,Display,Women 25-34,30 days,0.04,7687.72,3.42,Chicago,French,1053,1785,1,Tech Enthusiasts,2022-08-29
Innovate Industries,Social Media,Men 25-34,30 days,0.14,13433.0,5.28,Seattle,Mandarin,709,14372,3,Outdoor Adventurers,2022-08-17
TechCorp,Email,Women 25-34,30 days,0.04,11084.77,7.05,New York,English,597,12327,5,Outdoor Adventurers,2022-08-11
NexGen Systems,Display,All Ages,60 days,0.06,18224.37,3.27,Seattle,English,1090,18265,9,Outdoor Adventurers,2022-08-17
TechCorp,Search,Women 35-44,30 days,0.04,11603.35,4.16,Seattle,Mandarin,280,19974,7,Tech Enthusiasts,2022-08-03
DataTech Solutions,Email,Women 25-34,30 days,0.09,15834.03,7.69,Chicago,French,254,17953,9,Outdoor Adventurers,2022-08-04
Innovate Industries,Email,All Ages,60 days,0.09,13552.69,7.95,Boston,English,1320,7472,4,Fashionistas,2022-08-19
DataTech Solutions,Social Media,Women 25-34,45 days,0.03,17788.58,6.68,Boston,Mandarin,416,7960,6,Tech Enthusiasts,2022-08-30
TechCorp,Email,Women 25-34,60 days,0.07,12647.27,5.48,Washington,German,779,4658,5,Outdoor Adventurers,2022-08-02
