Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Social Media,Men 18-24,30 days,0.01,16996.03,4.85,Nueva Orleans,English,1513,12691,9,Tech Enthusiasts,2022-12-02
Alpha Innovations,Social Media,Men 25-34,15 days,0.05,11004.49,5.58,Chicago,English,1443,15169,1,Health & Wellness,2022-12-28
Alpha Innovations,Influencer,Women 35-44,15 days,0.11,9169.25,5.92,Boston,Spanish,1537,1816,1,Tech Enthusiasts,2022-12-11
Alpha Innovations,Email,All Ages,30 days,0.14,11215.47,4.46,Boston,English,1320,18877,2,Tech Enthusiasts,2022-12-20
DataTech Solutions,Search,All Ages,15 days,0.11,15203.97,7.89,Chicago,Mandarin,923,9580,10,Outdoor Adventurers,2022-12-02
DataTech Solutions,Social Media,Women 35-44,45 days,0.09,8399.16,6.58,Boston,German,891,16056,1,Health & Wellness,2022-12-15
NexGen Systems,Display,Men 18-24,45 days,0.05,19216.11,5.73,Los Angeles,English,663,18455,3,Outdoor Adventurers,2022-12-27
Innovate Industries,Social Media,Women 35-44,15 days,0.06,7721.87,5.05,Boston,Spanish,792,16967,1,Fashionistas,2022-12-19
DataTech Solutions,Search,Men 25-34,15 days,0.1,14239.51,2.81,Washington,German,1330,7029,7,Health & Wellness,2022-12-24
NexGen Systems,Influencer,Men 18-24,15 days,0.05,13325.1,7.78,Washington,French,1269,15577,3,Tech Enthusiasts,2022-12-30
Innovate Industries,Search,All Ages,60 days,0.09,5207.46,2.22,New York,French,1670,18434,1,Tech Enthusiasts,2022-12-21
TechCorp,Influencer,Women 35-44,30 days,0.09,8686.81,6.38,Miami,French,1064,12772,6,Foodies,2022-12-25
NexGen Systems,Social Media,Women 25-34,60 days,0.04,17031.77,3.08,Seattle,French,1526,15055,7,Tech Enthusiasts,2022-12-22
Innovate Industries,Influencer,Women 35-44,15 days,0.05,6340.57,5.48,Washington,English,628,11764,10,Foodies,2022-12-28
TechCorp,Search,Men 25-34,45 days,0.14,13583.52,2.93,Miami,Mandarin,1357,5996,7,Tech Enthusiasts,2022-12-28
NexGen Systems,Influencer,All Ages,15 days,0.14,5345.44,3.85,Las Vegas,English,782,7485,5,Fashionistas,2022-12-08
TechCorp,Influencer,Women 25-34,45 days,0.07,18458.64,5.68,Miami,Spanish,408,7815,7,Outdoor Adventurers,2022-12-22
