Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,All Ages,60 days,0.11,10383.55,5.56,Los Angeles,Spanish,1907,1505,3,Outdoor Adventurers,2022-09-02
Alpha Innovations,Social Media,All Ages,45 days,0.02,19412.25,2.73,San Francisco,French,1521,18032,3,Foodies,2022-09-07
DataTech Solutions,Social Media,All Ages,15 days,0.05,18946.84,7.83,Los Angeles,German,1438,6968,4,Fashionistas,2022-09-19
Alpha Innovations,Display,All Ages,30 days,0.15,11804.69,7.56,Nueva Orleans,German,461,16114,10,Foodies,2022-09-28
TechCorp,Social Media,All Ages,30 days,0.02,6747.15,2.47,Los Angeles,French,640,5106,2,Tech Enthusiasts,2022-09-22
Innovate Industries,Influencer,Women 35-44,60 days,0.02,11565.43,7.82,San Francisco,English,297,13040,2,Health & Wellness,2022-09-12
Innovate Industries,Email,Men 25-34,15 days,0.09,13175.37,7.99,Las Vegas,Mandarin,1973,11000,3,Foodies,2022-09-04
TechCorp,Social Media,Men 25-34,15 days,0.08,12618.68,5.88,Nueva Orleans,English,978,7733,9,Outdoor Adventurers,2022-09-25
NexGen Systems,Search,Men 25-34,45 days,0.07,6152.11,4.74,Chicago,English,1766,2757,9,Health & Wellness,2022-09-23
NexGen Systems,Display,Men 18-24,60 days,0.09,6575.43,6.36,Las Vegas,French,1896,1437,2,Foodies,2022-09-12
Alpha Innovations,Search,Women 25-34,45 days,0.06,14111.61,2.94,Nueva Orleans,French,447,17425,10,Foodies,2022-09-07
Alpha Innovations,Influencer,Women 25-34,60 days,0.08,17355.62,5.82,San Francisco,Spanish,661,8702,4,Health & Wellness,2022-09-04
Alpha Innovations,Search,Women 35-44,15 days,0.08,17663.38,6.21,Las Vegas,German,758,12826,6,Foodies,2022-09-24
Innovate Industries,Social Media,Men 25-34,45 days,0.11,17839.16,4.01,Washington,Spanish,1576,4398,3,Outdoor Adventurers,2022-09-05
Innovate Industries,Email,All Ages,45 days,0.07,18952.95,5.39,San Francisco,English,1976,9220,6,Health & Wellness,2022-09-12
NexGen Systems,Influencer,Men 18-24,15 days,0.14,18847.63,6.16,New York,Spanish,476,12812,4,Fashionistas,2022-09-21
TechCorp,Email,Women 35-44,15 days,0.13,5920.08,2.17,Miami,French,1690,11420,4,Fashionistas,2022-09-15
DataTech Solutions,Search,Men 18-24,15 days,0.06,7394.12,4.47,Boston,French,1403,3423,4,Foodies,2022-09-02
DataTech Solutions,Influencer,Women 25-34,60 days,0.04,16458.38,3.63,Seattle,German,393,8194,8,Foodies,2022-09-13
DataTech Solutions,Social Media,Women 25-34,60 days,0.13,17455.37,6.94,Boston,French,796,13554,7,Fashionistas,2022-09-18
Innovate Industries,Email,Men 25-34,15 days,0.01,12102.68,6.19,Los Angeles,English,1451,12654,7,Tech Enthusiasts,2022-09-15
NexGen Systems,Influencer,Women 35-44,30 days,0.11,5370.63,5.8,Nueva Orleans,German,117,15538,5,Tech Enthusiasts,2022-09-22
Innovate Industries,Influencer,All Ages,30 days,0.08,10079.58,7.01,Miami,Spanish,614,16128,7,Fashionistas,2022-09-20
Alpha Innovations,Email,All Ages,30 days,0.02,13268.42,3.71,Chicago,Mandarin,229,8486,10,Tech Enthusiasts,2022-09-05
Innovate Industries,Influencer,Men 25-34,30 days,0.08,15142.2,2.08,Los Angeles,English,661,10169,7,Health & Wellness,2022-09-02
DataTech Solutions,Email,Men 25-34,45 days,0.02,14505.1,7.12,Seattle,French,1057,1671,2,Foodies,2022-09-02
DataTech Solutions,Display,All Ages,60 days,0.05,16317.35,4.14,Washington,German,1483,9950,8,Health & Wellness,2022-09-05
DataTech Solutions,Social Media,Men 18-24,45 days,0.15,9691.15,3.37,New York,French,1112,13326,3,Fashionistas,2022-09-09
Alpha Innovations,Influencer,All Ages,45 days,0.05,7594.63,3.21,Las Vegas,German,961,18561,1,Fashionistas,2022-09-01
Innovate Industries,Email,Men 18-24,45 days,0.05,7192.38,3.06,Miami,Mandarin,541,12098,6,Health & Wellness,2022-09-08
NexGen Systems,Email,Men 18-24,30 days,0.04,13366.6,4.6,Las Vegas,Mandarin,1404,15858,1,Foodies,2022-09-22
NexGen Systems,Display,Women 35-44,15 days,0.13,12845.27,3.42,Miami,German,512,4946,1,Outdoor Adventurers,2022-09-01
DataTech Solutions,Social Media,Men 18-24,60 days,0.05,18687.52,6.2,Las Vegas,German,940,4357,9,Health & Wellness,2022-09-05
DataTech Solutions,Email,Women 25-34,15 days,0.1,6430.42,3.27,Boston,French,1789,14751,1,Outdoor Adventurers,2022-09-02
Innovate Industries,Social Media,All Ages,45 days,0.13,9912.19,7.47,New York,Mandarin,1620,1809,6,Tech Enthusiasts,2022-09-23
DataTech Solutions,Display,Women 25-34,15 days,0.08,17556.53,5.48,Chicago,Spanish,1850,7144,8,Outdoor Adventurers,2022-09-20
DataTech Solutions,Social Media,Women 25-34,30 days,0.11,9726.53,2.06,Los Angeles,Spanish,886,18452,6,Foodies,2022-09-16
Alpha Innovations,Display,Women 35-44,15 days,0.15,5926.65,7.51,New York,French,906,19139,1,Fashionistas,2022-09-17
Alpha Innovations,Search,All Ages,30 days,0.11,7302.68,7.79,Miami,German,1949,4985,2,Fashionistas,2022-09-04
Alpha Innovations,Social Media,Men 25-34,45 days,0.07,18091.3,5.21,Chicago,French,1120,12835,10,Fashionistas,2022-09-24
DataTech Solutions,Social Media,Women 25-34,60 days,0.12,8114.25,4.34,Boston,Spanish,1195,15152,2,Tech Enthusiasts,2022-09-14
Innovate Industries,Search,Women 35-44,45 days,0.09,9318.95,4.8,Washington,Mandarin,1517,14021,1,Tech Enthusiasts,2022-09-20
Innovate Industries,Search,Men 25-34,60 days,0.1,10704.96,5.99,San Francisco,Mandarin,1816,5496,10,Foodies,2022-09-11
DataTech Solutions,Search,All Ages,15 days,0.02,7663.52,6.39,Boston,Mandarin,1681,4174,10,Foodies,2022-09-08
