Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Women 35-44,30 days,0.07,7206.17,2.99,Las Vegas,French,229,11294,4,Outdoor Adventurers,2023-07-24
TechCorp,Email,Men 25-34,15 days,0.05,10386.37,4.81,Miami,German,1218,7138,4,Health & Wellness,2023-07-02
NexGen Systems,Email,Men 25-34,45 days,0.13,18373.72,2.12,Seattle,French,667,11988,9,Fashionistas,2023-07-24
Alpha Innovations,Influencer,Men 18-24,60 days,0.06,9106.58,6.81,San Francisco,Spanish,1111,7083,4,Outdoor Adventurers,2023-07-20
Innovate Industries,Display,Men 25-34,15 days,0.15,11973.54,7.19,Las Vegas,Mandarin,1494,15543,8,Outdoor Adventurers,2023-07-08
TechCorp,Influencer,Men 25-34,30 days,0.1,14065.98,5.9,Los Angeles,French,1039,2307,9,Tech Enthusiasts,2023-07-28
DataTech Solutions,Social Media,Men 18-24,45 days,0.12,7312.97,2.78,San Francisco,Spanish,1700,2085,6,Outdoor Adventurers,2023-07-20
Alpha Innovations,Display,All Ages,60 days,0.09,11027.32,6.91,Los Angeles,English,1534,4040,7,Foodies,2023-07-06
Innovate Industries,Social Media,Men 25-34,60 days,0.14,7553.26,5.04,San Francisco,Mandarin,1228,14181,2,Tech Enthusiasts,2023-07-30
Alpha Innovations,Email,All Ages,45 days,0.09,9534.29,2.68,Miami,German,1787,3201,2,Foodies,2023-07-28
Innovate Industries,Influencer,Women 25-34,60 days,0.03,13275.0,4.44,Las Vegas,French,623,5174,7,Health & Wellness,2023-07-01
TechCorp,Email,Women 35-44,45 days,0.11,6528.3,2.75,Boston,German,890,7299,6,Fashionistas,2023-07-14
Alpha Innovations,Display,Women 25-34,30 days,0.14,12838.72,7.91,Nueva Orleans,German,236,1286,4,Health & Wellness,2023-07-23
TechCorp,Display,Men 18-24,60 days,0.04,11231.77,2.24,Washington,Spanish,1001,10305,9,Tech Enthusiasts,2023-07-23
NexGen Systems,Email,All Ages,30 days,0.13,12833.76,4.58,Miami,Spanish,534,14712,10,Foodies,2023-07-11
DataTech Solutions,Influencer,Women 35-44,45 days,0.06,7106.3,7.62,Boston,German,325,14620,6,Health & Wellness,2023-07-03
DataTech Solutions,Search,All Ages,60 days,0.08,9648.35,7.76,Seattle,Spanish,410,16021,3,Outdoor Adventurers,2023-07-09
