Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Search,Women 35-44,60 days,0.05,10309.25,2.78,Nueva Orleans,German,1053,6094,5,Tech Enthusiasts,2022-11-11
Alpha Innovations,Email,Women 25-34,15 days,0.04,18982.78,4.64,New York,French,850,17994,6,Foodies,2022-11-11
TechCorp,Search,Men 18-24,45 days,0.09,10936.67,6.09,Washington,Mandarin,630,8952,3,Fashionistas,2022-11-29
Alpha Innovations,Influencer,All Ages,30 days,0.15,17548.37,5.69,Washington,French,1976,14635,6,Outdoor Adventurers,2022-11-22
DataTech Solutions,Email,Men 25-34,60 days,0.05,5788.97,4.22,New York,Spanish,366,9965,10,Fashionistas,2022-11-24
DataTech Solutions,Influencer,All Ages,15 days,0.08,10804.04,3.9,Washington,Mandarin,1261,14252,1,Health & Wellness,2022-11-03
Innovate Industries,Social Media,Men 25-34,60 days,0.15,14060.79,6.67,Chicago,Spanish,509,9790,5,Fashionistas,2022-11-20
DataTech Solutions,Influencer,Women 35-44,45 days,0.1,5806.82,6.77,Seattle,Spanish,254,5862,6,Health & Wellness,2022-11-16
NexGen Systems,Email,Men 25-34,30 days,0.13,11478.05,2.0,Las Vegas,French,768,11416,9,Health & Wellness,2022-11-03
Innovate Industries,Display,Men 25-34,15 days,0.12,14336.1,6.72,San Francisco,French,1061,11816,10,Fashionistas,2022-11-12
DataTech Solutions,Influencer,Men 25-34,30 days,0.08,14955.19,6.94,Las Vegas,French,593,19114,1,Fashionistas,2022-11-12
NexGen Systems,Email,Women 25-34,60 days,0.13,16077.73,6.36,Seattle,Spanish,449,8313,5,Health & Wellness,2022-11-20
DataTech Solutions,Display,Men 18-24,15 days,0.13,12380.06,6.11,New York,French,1845,6912,6,Foodies,2022-11-16
Alpha Innovations,Social Media,Men 18-24,45 days,0.03,15727.05,4.3,Washington,English,875,15359,10,Tech Enthusiasts,2022-11-29
NexGen Systems,Search,All Ages,45 days,0.13,10821.41,5.07,Los Angeles,Spanish,989,2363,6,Outdoor Adventurers,2022-11-25
TechCorp,Influencer,All Ages,45 days,0.12,8818.06,2.18,Seattle,German,1416,18406,10,Foodies,2022-11-21
Alpha Innovations,Influencer,All Ages,30 days,0.01,6920.6,4.46,Los Angeles,Spanish,1248,13302,10,Health & Wellness,2022-11-26
Alpha Innovations,Email,Women 25-34,30 days,0.04,6375.61,2.06,Los Angeles,French,912,3947,4,Outdoor Adventurers,2022-11-10
NexGen Systems,Social Media,All Ages,60 days,0.13,17035.33,4.28,Las Vegas,Spanish,134,10080,5,Foodies,2022-11-20
Innovate Industries,Email,All Ages,45 days,0.02,13492.82,4.34,San Francisco,Mandarin,1607,4299,9,Foodies,2022-11-16
TechCorp,Display,Men 18-24,30 days,0.09,11350.64,7.53,Miami,English,1693,6604,7,Foodies,2022-11-26
Alpha Innovations,Email,Women 35-44,45 days,0.1,7066.78,2.48,Washington,French,1414,17773,7,Health & Wellness,2022-11-01
Innovate Industries,Search,All Ages,60 days,0.09,16053.45,6.44,San Francisco,French,1589,7755,2,Health & Wellness,2022-11-09
NexGen Systems,Social Media,Men 25-34,60 days,0.05,8338.27,3.46,New York,English,787,5743,3,Fashionistas,2022-11-08
Innovate Industries,Search,All Ages,15 days,0.09,16977.15,6.91,Las Vegas,German,898,10460,5,Fashionistas,2022-11-16
Innovate Industries,Social Media,Men 18-24,45 days,0.03,17667.23,6.28,Boston,Mandarin,933,6796,8,Foodies,2022-11-07
DataTech Solutions,Social Media,Women 35-44,30 days,0.13,18327.04,3.67,Boston,Spanish,1615,14204,4,Health & Wellness,2022-11-12
Alpha Innovations,Influencer,Women 25-34,45 days,0.09,16472.38,6.33,Los Angeles,Mandarin,1868,6608,2,Foodies,2022-11-04
Alpha Innovations,Email,Men 18-24,15 days,0.07,17331.17,6.22,Las Vegas,Mandarin,479,13427,5,Foodies,2022-11-07
NexGen Systems,Search,All Ages,15 days,0.04,7452.62,2.53,Chicago,Spanish,1968,15781,6,Outdoor Adventurers,2022-11-15
Alpha Innovations,Social Media,Women 35-44,15 days,0.03,16387.5,3.28,San Francisco,English,1707,8060,9,Foodies,2022-11-18
NexGen Systems,Influencer,Men 25-34,45 days,0.14,11286.57,7.26,San Francisco,French,900,15999,9,Outdoor Adventurers,2022-11-06
TechCorp,Search,All Ages,15 days,0.13,14455.27,5.12,Seattle,English,472,16987,10,Health & Wellness,2022-11-19
TechCorp,Search,Women 25-34,30 days,0.15,11527.45,7.53,Los Angeles,French,134,15388,1,Health & Wellness,2022-11-20
NexGen Systems,Influencer,Women 25-34,15 days,0.03,8846.6,7.54,Nueva Orleans,German,1609,1550,2,Fashionistas,2022-11-26
Alpha Innovations,Search,Men 25-34,15 days,0.06,15759.24,4.88,Boston,Mandarin,1890,1412,9,Tech Enthusiasts,2022-11-11
NexGen Systems,Social Media,Women 35-44,15 days,0.03,14505.37,7.22,Seattle,German,1614,2757,8,Foodies,2022-11-15
Innovate Industries,Influencer,Men 18-24,45 days,0.13,16329.06,2.81,Nueva Orleans,French,733,7182,10,Tech Enthusiasts,2022-11-22
NexGen Systems,Email,All Ages,60 days,0.12,9698.75,7.42,Los Angeles,Spanish,717,7928,5,Tech Enthusiasts,2022-11-22
TechCorp,Email,All Ages,15 days,0.04,11784.1,4.07,Miami,English,1228,5944,1,Outdoor Adventurers,2022-11-07
NexGen Systems,Social Media,Men 18-24,15 days,0.07,5766.79,3.58,Washington,German,1573,14184,10,Tech Enthusiasts,2022-11-01
NexGen Systems,Social Media,All Ages,15 days,0.11,16577.52,6.03,Miami,Spanish,1762,14359,8,Foodies,2022-11-07
NexGen Systems,Social Media,Men 18-24,15 days,0.12,7794.3,5.22,New York,Spanish,301,1262,9,Tech Enthusiasts,2022-11-05
Alpha Innovations,Search,Women 35-44,15 days,0.14,19513.1,5.99,Seattle,Mandarin,503,3419,7,Health & Wellness,2022-11-04
TechCorp,Social Media,Women 25-34,60 days,0.15,17589.5,4.66,Washington,English,270,3899,2,Tech Enthusiasts,2022-11-24
Alpha Innovations,Email,Men 18-24,60 days,0.06,15607.93,4.74,Los Angeles,German,319,3899,8,Fashionistas,2022-11-20
Innovate Industries,Social Media,Women 25-34,60 days,0.13,7375.12,7.65,Los Angeles,French,1447,7385,9,Foodies,2022-11-06
DataTech Solutions,Email,Women 35-44,15 days,0.05,10911.67,7.13,San Francisco,German,1386,2762,4,Tech Enthusiasts,2022-11-28
TechCorp,Social Media,All Ages,60 days,0.14,12442.53,6.41,New York,English,289,5781,4,Fashionistas,2022-11-12
TechCorp,Display,Men 18-24,60 days,0.07,8005.47,2.67,Nueva Orleans,French,1710,7772,5,Fashionistas,2022-11-11
TechCorp,Display,Women 35-44,15 days,0.12,9691.22,4.3,New York,English,500,7921,2,Outdoor Adventurers,2022-11-16
Alpha Innovations,Email,All Ages,60 days,0.03,7226.81,3.41,New York,Mandarin,593,7002,8,Fashionistas,2022-11-09
Alpha Innovations,Social Media,Women 25-34,15 days,0.04,9412.02,4.72,Seattle,Spanish,1552,15540,3,Foodies,2022-11-28
Innovate Industries,Search,All Ages,45 days,0.14,15650.81,4.44,Los Angeles,German,258,14844,5,Health & Wellness,2022-11-22
