Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Display,Men 18-24,45 days,0.04,6026.28,5.96,Washington,French,890,5450,5,Outdoor Adventurers,2022-08-11
Alpha Innovations,Search,Women 35-44,60 days,0.12,16111.43,7.02,Los Angeles,French,425,3362,6,Outdoor Adventurers,2022-08-19
Alpha Innovations,Display,Men 25-34,45 days,0.13,13304.77,2.09,Miami,French,775,1120,5,Foodies,2022-08-16
Alpha Innovations,Display,Men 25-34,15 days,0.03,14746.37,4.05,Nueva Orleans,English,345,18362,6,Outdoor Adventurers,2022-08-12
NexGen Systems,Social Media,Men 25-34,60 days,0.04,8440.69,5.59,Las Vegas,English,1214,18591,8,Tech Enthusiasts,2022-08-10
DataTech Solutions,Search,Women 35-44,15 days,0.07,17025.82,3.18,San Francisco,Mandarin,1603,1598,5,Fashionistas,2022-08-03
Alpha Innovations,Search,Men 18-24,45 days,0.1,10721.24,2.6,Washington,Mandarin,310,6581,2,Health & Wellness,2022-08-09
Alpha Innovations,Social Media,All Ages,15 days,0.06,13592.57,6.5,Seattle,Spanish,991,1594,5,Outdoor Adventurers,2022-08-08
Innovate Industries,Social Media,Men 25-34,60 days,0.07,9795.35,5.59,Los Angeles,English,378,18588,5,Outdoor Adventurers,2022-08-01
TechCorp,Influencer,Women 25-34,30 days,0.03,16483.07,7.58,San Francisco,Spanish,1995,2565,6,Fashionistas,2022-08-01
NexGen Systems,Search,All Ages,60 days,0.11,18855.7,5.39,Miami,Spanish,113,7953,2,Foodies,2022-08-25
DataTech Solutions,Social Media,Men 25-34,30 days,0.06,7342.3,7.17,Washington,English,433,5335,2,Tech Enthusiasts,2022-08-27
DataTech Solutions,Influencer,Men 18-24,60 days,0.12,7270.64,6.91,Miami,English,1273,3648,5,Health & Wellness,2022-08-03
Alpha Innovations,Social Media,Women 35-44,15 days,0.12,18328.5,2.87,Nueva Orleans,Mandarin,309,10016,4,Foodies,2022-08-27
TechCorp,Social Media,Men 25-34,15 days,0.09,16271.61,3.84,Los Angeles,German,292,6162,4,Health & Wellness,2022-08-09
Alpha Innovations,Search,All Ages,30 days,0.08,5343.43,3.95,Los Angeles,French,1059,7430,5,Foodies,2022-08-10
DataTech Solutions,Display,All Ages,60 days,0.11,7943.04,3.4,Boston,Mandarin,1477,14929,2,Fashionistas,2022-08-23
Alpha Innovations,Influencer,Men 25-34,45 days,0.09,15898.92,2.12,Seattle,Spanish,642,5551,1,Fashionistas,2022-08-04
Innovate Industries,Influencer,Men 25-34,15 days,0.04,17627.62,2.86,Miami,Mandarin,137,3973,7,Fashionistas,2022-08-22
Alpha Innovations,Influencer,All Ages,45 days,0.02,12409.48,7.84,New York,English,869,8594,5,Fashionistas,2022-08-23
Alpha Innovations,Influencer,Men 25-34,45 days,0.01,10602.53,4.9,Boston,French,1948,7548,8,Health & Wellness,2022-08-10
NexGen Systems,Display,Women 35-44,60 days,0.14,15592.16,7.61,Las Vegas,Mandarin,1164,12119,6,Foodies,2022-08-26
