Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Search,All Ages,60 days,0.02,17390.11,6.67,New York,Spanish,1915,14039,6,Foodies,2023-03-05
Innovate Industries,Display,Women 25-34,30 days,0.07,9522.87,3.72,San Francisco,Spanish,876,17648,2,Fashionistas,2023-03-09
Innovate Industries,Influencer,Men 18-24,60 days,0.09,17144.88,4.29,Seattle,English,577,7998,9,Fashionistas,2023-03-12
Innovate Industries,Search,Women 25-34,30 days,0.08,12185.34,5.42,Miami,Spanish,1421,5294,7,Fashionistas,2023-03-15
TechCorp,Display,Women 25-34,45 days,0.07,15522.32,5.93,Washington,Mandarin,754,18287,5,Health & Wellness,2023-03-17
TechCorp,Influencer,Men 25-34,60 days,0.03,15973.4,4.48,Seattle,English,1673,13517,6,Foodies,2023-03-16
Innovate Industries,Social Media,Women 35-44,60 days,0.04,8691.36,2.58,San Francisco,Spanish,865,17774,3,Fashionistas,2023-03-14
Alpha Innovations,Display,Men 18-24,60 days,0.05,13479.85,2.63,Las Vegas,French,1309,7270,5,Outdoor Adventurers,2023-03-23
DataTech Solutions,Display,Men 18-24,30 days,0.12,18090.0,5.59,Miami,German,1847,3363,10,Tech Enthusiasts,2023-03-04
NexGen Systems,Email,All Ages,15 days,0.13,7408.3,3.32,Las Vegas,Spanish,1717,9871,5,Fashionistas,2023-03-08
Innovate Industries,Email,Men 18-24,45 days,0.07,17059.94,7.78,Miami,French,550,18868,7,Fashionistas,2023-03-15
Alpha Innovations,Display,Women 25-34,45 days,0.04,8334.56,7.22,San Francisco,Spanish,262,19786,4,Tech Enthusiasts,2023-03-01
Innovate Industries,Display,All Ages,30 days,0.12,7269.47,6.99,Miami,German,302,7567,7,Health & Wellness,2023-03-03
Innovate Industries,Search,All Ages,45 days,0.09,19645.92,2.99,Nueva Orleans,English,256,8985,9,Fashionistas,2023-03-30
Alpha Innovations,Email,Men 25-34,45 days,0.04,12383.43,5.31,Washington,Spanish,274,8181,7,Outdoor Adventurers,2023-03-16
DataTech Solutions,Influencer,Women 25-34,15 days,0.11,9671.37,3.45,Las Vegas,English,336,3064,7,Foodies,2023-03-26
Alpha Innovations,Email,Men 25-34,30 days,0.04,19321.61,4.73,Seattle,English,686,8936,7,Tech Enthusiasts,2023-03-13
NexGen Systems,Display,All Ages,30 days,0.07,16586.88,4.33,Las Vegas,German,1180,12993,9,Foodies,2023-03-17
NexGen Systems,Search,All Ages,45 days,0.09,11353.01,2.91,Boston,Spanish,129,12145,9,Health & Wellness,2023-03-18
DataTech Solutions,Social Media,All Ages,60 days,0.11,8159.25,5.36,San Francisco,Mandarin,1421,19553,10,Health & Wellness,2023-03-07
NexGen Systems,Display,All Ages,45 days,0.1,10183.49,4.57,Miami,French,737,16889,5,Outdoor Adventurers,2023-03-06
TechCorp,Email,Women 25-34,60 days,0.06,11838.32,6.38,Miami,English,846,7833,2,Outdoor Adventurers,2023-03-23
NexGen Systems,Search,Men 25-34,30 days,0.13,14029.38,4.12,Los Angeles,Mandarin,823,17467,9,Fashionistas,2023-03-17
Innovate Industries,Display,Women 35-44,45 days,0.04,9648.73,5.16,Seattle,Spanish,763,6453,2,Foodies,2023-03-21
DataTech Solutions,Influencer,Men 18-24,15 days,0.12,9600.71,6.22,Chicago,Spanish,860,17242,6,Tech Enthusiasts,2023-03-14
NexGen Systems,Display,Women 35-44,45 days,0.06,16367.38,7.51,New York,French,897,14190,3,Tech Enthusiasts,2023-03-20
