Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Women 35-44,30 days,0.03,16647.18,2.51,Nueva Orleans,Mandarin,1806,6053,7,Outdoor Adventurers,2023-03-17
TechCorp,Search,Women 25-34,30 days,0.08,6311.13,3.69,San Francisco,English,1867,15620,4,Fashionistas,2023-03-28
DataTech Solutions,Social Media,Women 25-34,45 days,0.1,17823.43,4.86,Las Vegas,English,1853,17214,6,Foodies,2023-03-16
Alpha Innovations,Display,Men 25-34,30 days,0.12,19955.87,4.54,San Francisco,French,1789,5377,1,Health & Wellness,2023-03-05
NexGen Systems,Social Media,Women 25-34,15 days,0.11,16535.59,2.62,Washington,Mandarin,882,14574,3,Outdoor Adventurers,2023-03-17
DataTech Solutions,Email,Men 18-24,60 days,0.05,5940.01,5.41,Washington,Mandarin,1289,14394,3,Fashionistas,2023-03-06
TechCorp,Social Media,Men 25-34,15 days,0.13,16495.96,7.73,Boston,French,1987,14611,2,Tech Enthusiasts,2023-03-23
Alpha Innovations,Influencer,Women 35-44,15 days,0.09,9676.27,4.34,Chicago,Mandarin,1576,6714,1,Outdoor Adventurers,2023-03-13
Innovate Industries,Search,Men 18-24,30 days,0.08,13835.79,7.3,San Francisco,Spanish,1417,9710,10,Foodies,2023-03-21
Alpha Innovations,Search,Men 25-34,30 days,0.14,5099.79,6.76,Seattle,German,1394,1894,7,Fashionistas,2023-03-15
NexGen Systems,Search,All Ages,15 days,0.03,6978.88,5.28,Las Vegas,English,152,7394,10,Tech Enthusiasts,2023-03-30
Alpha Innovations,Social Media,Men 25-34,15 days,0.04,9377.75,7.26,San Francisco,French,844,8608,1,Outdoor Adventurers,2023-03-23
Alpha Innovations,Email,Men 18-24,60 days,0.08,8975.46,4.35,Nueva Orleans,French,200,18460,1,Fashionistas,2023-03-25
NexGen Systems,Display,All Ages,60 days,0.01,8826.83,5.98,Nueva Orleans,Mandarin,478,19895,6,Health & Wellness,2023-03-08
NexGen Systems,Email,All Ages,45 days,0.09,9636.14,5.07,Chicago,English,1173,18895,7,Foodies,2023-03-08
TechCorp,Influencer,Women 25-34,30 days,0.04,12904.78,6.02,Chicago,English,212,4687,5,Tech Enthusiasts,2023-03-08
NexGen Systems,Email,Women 25-34,60 days,0.07,11858.33,7.77,Nueva Orleans,Mandarin,1942,19018,10,Fashionistas,2023-03-09
TechCorp,Search,Women 25-34,45 days,0.11,18166.86,4.19,Boston,French,114,5815,4,Fashionistas,2023-03-09
Alpha Innovations,Email,Women 25-34,30 days,0.11,5705.16,4.2,San Francisco,French,509,19837,5,Health & Wellness,2023-03-24
TechCorp,Display,Men 25-34,30 days,0.06,9093.02,5.41,Chicago,Mandarin,528,2587,5,Foodies,2023-03-28
NexGen Systems,Email,Men 18-24,60 days,0.12,13425.55,7.95,New York,Spanish,1987,15434,5,Outdoor Adventurers,2023-03-21
NexGen Systems,Influencer,Women 25-34,15 days,0.07,5336.63,2.12,Seattle,French,1788,9846,7,Fashionistas,2023-03-30
Innovate Industries,Email,Women 25-34,60 days,0.05,10155.02,2.23,New York,French,1082,6526,7,Tech Enthusiasts,2023-03-07
TechCorp,Display,Men 25-34,60 days,0.05,10231.3,6.43,Nueva Orleans,English,527,1925,7,Fashionistas,2023-03-25
Alpha Innovations,Social Media,Men 25-34,60 days,0.1,10256.39,2.51,Las Vegas,English,1368,15449,5,Fashionistas,2023-03-01
Alpha Innovations,Social Media,Men 25-34,15 days,0.11,12758.5,5.96,Miami,Spanish,130,4085,8,Health & Wellness,2023-03-19
DataTech Solutions,Social Media,Women 25-34,15 days,0.14,6286.6,7.35,Miami,German,565,16622,9,Outdoor Adventurers,2023-03-17
Alpha Innovations,Search,All Ages,15 days,0.09,5303.71,7.19,Chicago,French,1846,2608,5,Fashionistas,2023-03-02
Alpha Innovations,Social Media,Women 25-34,15 days,0.08,18743.99,5.78,Las Vegas,English,197,2938,6,Outdoor Adventurers,2023-03-18
TechCorp,Display,Men 18-24,15 days,0.09,12615.06,2.39,Boston,German,561,16099,6,Fashionistas,2023-03-14
DataTech Solutions,Email,Women 35-44,30 days,0.03,5707.5,5.8,Miami,Spanish,724,12879,7,Health & Wellness,2023-03-01
DataTech Solutions,Display,Men 18-24,60 days,0.09,15247.87,7.32,Boston,Mandarin,747,4541,7,Fashionistas,2023-03-18
Alpha Innovations,Search,Men 25-34,45 days,0.07,15098.24,3.58,Washington,English,1911,2857,10,Health & Wellness,2023-03-11
DataTech Solutions,Display,All Ages,45 days,0.15,7521.13,4.24,San Francisco,German,135,8814,3,Foodies,2023-03-12
Alpha Innovations,Display,Men 25-34,30 days,0.05,5331.61,7.39,Chicago,English,1994,18380,4,Health & Wellness,2023-03-17
TechCorp,Search,Women 35-44,30 days,0.03,5427.25,6.64,Boston,German,912,15080,9,Foodies,2023-03-02
DataTech Solutions,Email,Women 35-44,30 days,0.04,9251.77,2.37,Boston,German,1445,16436,8,Fashionistas,2023-03-21
