Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Search,Women 25-34,30 days,0.04,16708.32,3.75,Los Angeles,Spanish,763,12760,9,Foodies,2021-01-27
TechCorp,Email,Men 18-24,45 days,0.06,12526.3,7.27,San Francisco,English,935,9864,2,Foodies,2021-01-23
Alpha Innovations,Influencer,Men 18-24,45 days,0.09,10404.48,6.67,Chicago,English,1148,18307,9,Health & Wellness,2021-01-24
DataTech Solutions,Display,Men 25-34,30 days,0.03,13305.76,7.63,New York,French,640,4637,9,Health & Wellness,2021-01-11
Alpha Innovations,Social Media,Men 18-24,45 days,0.09,17570.53,6.84,Washington,Mandarin,1364,4366,9,Outdoor Adventurers,2021-01-04
TechCorp,Display,Women 35-44,30 days,0.14,11861.5,3.23,Los Angeles,English,548,10752,9,Outdoor Adventurers,2021-01-15
TechCorp,Social Media,Men 25-34,45 days,0.11,16028.72,5.9,San Francisco,English,1258,4287,5,Fashionistas,2021-01-16
DataTech Solutions,Display,Women 25-34,15 days,0.11,9036.16,7.23,San Francisco,French,393,14612,10,Foodies,2021-01-11
NexGen Systems,Search,Women 25-34,60 days,0.08,12073.87,6.39,Boston,Mandarin,1018,8121,2,Fashionistas,2021-01-30
DataTech Solutions,Search,Men 25-34,30 days,0.02,8757.38,4.51,Washington,Spanish,1343,10861,7,Fashionistas,2021-01-14
DataTech Solutions,Display,All Ages,30 days,0.07,19241.38,7.65,Miami,English,1865,10428,1,Foodies,2021-01-28
NexGen Systems,Social Media,Women 25-34,30 days,0.14,14947.11,4.57,Seattle,German,841,19776,4,Health & Wellness,2021-01-15
NexGen Systems,Display,Men 25-34,15 days,0.15,13898.33,5.67,Nueva Orleans,French,361,10479,7,Foodies,2021-01-21
DataTech Solutions,Social Media,All Ages,45 days,0.07,9727.04,2.76,Las Vegas,Spanish,818,19375,3,Health & Wellness,2021-01-27
NexGen Systems,Email,Men 25-34,15 days,0.02,13422.75,2.61,Nueva Orleans,German,808,7012,10,Tech Enthusiasts,2021-01-14
DataTech Solutions,Social Media,Women 35-44,60 days,0.02,5572.07,3.29,Seattle,Mandarin,1287,3765,1,Foodies,2021-01-14
DataTech Solutions,Display,Women 35-44,15 days,0.05,13723.18,5.1,Washington,English,1853,2237,10,Fashionistas,2021-01-14
Alpha Innovations,Social Media,Women 25-34,15 days,0.11,16320.36,4.12,New York,French,932,19950,3,Foodies,2021-01-18
NexGen Systems,Social Media,Men 18-24,30 days,0.04,19052.52,4.24,Miami,Mandarin,960,9113,8,Tech Enthusiasts,2021-01-02
Alpha Innovations,Search,All Ages,45 days,0.06,8770.69,4.25,Las Vegas,English,772,17104,5,Tech Enthusiasts,2021-01-12
TechCorp,Search,Women 25-34,60 days,0.04,5062.9,7.28,Nueva Orleans,Spanish,1007,1613,5,Health & Wellness,2021-01-30
NexGen Systems,Email,Men 25-34,30 days,0.02,13347.68,5.34,New York,French,311,6075,10,Outdoor Adventurers,2021-01-30
NexGen Systems,Search,Men 18-24,45 days,0.12,18863.78,5.38,Boston,German,1019,2847,2,Foodies,2021-01-05
DataTech Solutions,Email,Men 25-34,15 days,0.08,6227.37,7.32,Washington,Spanish,108,8674,2,Foodies,2021-01-22
Alpha Innovations,Email,Men 25-34,30 days,0.1,10491.63,3.39,Chicago,German,267,14309,3,Tech Enthusiasts,2021-01-02
TechCorp,Social Media,All Ages,45 days,0.08,15003.94,4.78,Las Vegas,Spanish,666,15428,10,Tech Enthusiasts,2021-01-19
Innovate Industries,Email,Men 25-34,15 days,0.12,13831.6,4.07,Miami,French,1114,2552,9,Foodies,2021-01-04
NexGen Systems,Social Media,Women 25-34,30 days,0.03,9666.27,3.79,Seattle,Mandarin,1950,18820,5,Foodies,2021-01-06
TechCorp,Search,Women 25-34,60 days,0.1,6794.94,7.57,San Francisco,English,1142,18738,5,Tech Enthusiasts,2021-01-29
DataTech Solutions,Search,Men 18-24,60 days,0.07,18889.86,5.58,New York,Mandarin,243,6211,10,Foodies,2021-01-06
Alpha Innovations,Social Media,All Ages,15 days,0.02,9734.99,4.56,Washington,German,1015,6199,7,Foodies,2021-01-05
NexGen Systems,Influencer,All Ages,45 days,0.15,9117.56,3.44,Boston,German,1893,16231,9,Foodies,2021-01-04
NexGen Systems,Social Media,Men 25-34,60 days,0.09,19349.14,3.61,Las Vegas,German,1725,5464,3,Outdoor Adventurers,2021-01-10
Alpha Innovations,Display,Men 18-24,45 days,0.08,7156.68,3.63,Los Angeles,German,270,19556,6,Foodies,2021-01-03
NexGen Systems,Search,Men 18-24,15 days,0.07,19151.7,3.2,Boston,Spanish,1137,7987,7,Fashionistas,2021-01-26
Alpha Innovations,Email,All Ages,30 days,0.02,9469.1,2.78,Nueva Orleans,English,1694,3581,8,Outdoor Adventurers,2021-01-27
NexGen Systems,Social Media,Women 25-34,30 days,0.15,6796.04,7.85,San Francisco,German,1552,8444,8,Tech Enthusiasts,2021-01-15
