Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Search,All Ages,45 days,0.01,13085.46,4.76,Las Vegas,English,1085,13614,6,Health & Wellness,2023-06-15
NexGen Systems,Display,Women 35-44,60 days,0.1,12627.54,3.3,San Francisco,Spanish,1186,1473,10,Health & Wellness,2023-06-18
TechCorp,Social Media,Men 25-34,60 days,0.06,12052.09,3.43,Washington,French,157,17637,10,Fashionistas,2023-06-11
TechCorp,Search,Men 18-24,45 days,0.09,11149.05,7.0,San Francisco,Mandarin,1375,8946,8,Fashionistas,2023-06-11
TechCorp,Search,Men 25-34,60 days,0.04,14664.38,6.91,Nueva Orleans,German,1975,17156,3,Outdoor Adventurers,2023-06-18
Alpha Innovations,Email,Women 35-44,45 days,0.11,16108.31,2.38,New York,German,1029,4881,10,Fashionistas,2023-06-21
TechCorp,Search,Women 25-34,30 days,0.01,10303.33,2.64,Las Vegas,German,333,14606,10,Tech Enthusiasts,2023-06-23
DataTech Solutions,Email,Men 25-34,60 days,0.13,14772.18,3.36,Las Vegas,English,1117,19345,4,Health & Wellness,2023-06-05
TechCorp,Display,Women 35-44,60 days,0.05,17402.64,6.57,Miami,Spanish,911,4895,5,Foodies,2023-06-29
TechCorp,Email,Men 18-24,60 days,0.13,11034.01,3.78,New York,German,1092,17350,2,Health & Wellness,2023-06-05
Alpha Innovations,Influencer,All Ages,45 days,0.05,14253.41,7.59,Seattle,Mandarin,793,8597,7,Fashionistas,2023-06-23
NexGen Systems,Influencer,Women 35-44,45 days,0.05,13516.11,3.07,Boston,English,1402,15518,5,Tech Enthusiasts,2023-06-02
Alpha Innovations,Display,Men 25-34,15 days,0.05,11229.56,5.41,Seattle,Mandarin,1547,18398,2,Outdoor Adventurers,2023-06-13
NexGen Systems,Display,All Ages,60 days,0.04,10429.28,2.53,Seattle,English,1759,8656,5,Foodies,2023-06-25
Innovate Industries,Social Media,Men 25-34,15 days,0.08,6756.12,6.5,Seattle,French,908,6643,5,Foodies,2023-06-18
NexGen Systems,Display,Women 35-44,45 days,0.1,11423.82,7.03,Washington,Mandarin,1954,18313,2,Health & Wellness,2023-06-01
Innovate Industries,Search,Women 35-44,30 days,0.1,14313.52,6.65,Los Angeles,Mandarin,959,15097,7,Outdoor Adventurers,2023-06-05
TechCorp,Email,Men 25-34,60 days,0.14,18920.82,2.72,Miami,Mandarin,913,9473,4,Foodies,2023-06-29
TechCorp,Display,Men 18-24,60 days,0.05,13773.52,7.82,New York,Mandarin,328,19392,1,Outdoor Adventurers,2023-06-20
TechCorp,Display,All Ages,60 days,0.09,18332.71,4.73,New York,Mandarin,1154,8286,10,Health & Wellness,2023-06-21
NexGen Systems,Email,Men 25-34,15 days,0.13,12129.16,5.2,Chicago,German,1163,6347,6,Outdoor Adventurers,2023-06-24
DataTech Solutions,Search,Women 35-44,60 days,0.08,13054.0,5.19,Nueva Orleans,Spanish,1683,1824,8,Outdoor Adventurers,2023-06-09
TechCorp,Social Media,Men 18-24,45 days,0.05,7868.06,5.23,Las Vegas,French,1002,6727,2,Outdoor Adventurers,2023-06-12
NexGen Systems,Social Media,All Ages,45 days,0.14,6578.92,5.63,Miami,English,1946,19575,7,Health & Wellness,2023-06-24
TechCorp,Email,Men 25-34,30 days,0.15,19568.98,6.14,Los Angeles,German,861,10936,6,Tech Enthusiasts,2023-06-08
DataTech Solutions,Email,Men 25-34,30 days,0.04,10323.91,6.24,Seattle,Mandarin,1925,16187,5,Health & Wellness,2023-06-20
TechCorp,Influencer,Men 25-34,15 days,0.15,11514.36,5.89,Chicago,French,1736,18347,3,Outdoor Adventurers,2023-06-07
DataTech Solutions,Display,Women 35-44,15 days,0.14,15844.48,5.74,Nueva Orleans,Spanish,480,15134,6,Tech Enthusiasts,2023-06-14
DataTech Solutions,Email,Men 25-34,60 days,0.03,17267.08,3.92,San Francisco,French,1190,4464,9,Fashionistas,2023-06-11
DataTech Solutions,Influencer,Men 18-24,60 days,0.09,7250.71,2.71,New York,Spanish,1505,8376,2,Outdoor Adventurers,2023-06-02
Innovate Industries,Search,All Ages,15 days,0.14,7071.27,2.23,Miami,French,999,19870,8,Fashionistas,2023-06-15
TechCorp,Social Media,Men 18-24,30 days,0.02,13071.76,7.37,Miami,Spanish,1697,13704,9,Outdoor Adventurers,2023-06-28
Alpha Innovations,Display,Women 25-34,60 days,0.07,17137.01,3.35,Chicago,English,1193,7418,10,Fashionistas,2023-06-24
Innovate Industries,Display,Women 35-44,15 days,0.15,19376.5,2.71,New York,Spanish,849,17891,3,Outdoor Adventurers,2023-06-05
Alpha Innovations,Display,All Ages,60 days,0.1,12898.14,3.32,Los Angeles,French,804,10016,1,Tech Enthusiasts,2023-06-12
DataTech Solutions,Social Media,Men 25-34,45 days,0.14,19292.26,2.11,Washington,German,1988,19634,5,Tech Enthusiasts,2023-06-16
Innovate Industries,Social Media,Women 25-34,15 days,0.04,13323.99,5.8,Washington,Spanish,1313,4750,10,Health & Wellness,2023-06-25
NexGen Systems,Display,Men 25-34,30 days,0.08,9224.85,2.81,Nueva Orleans,French,383,7977,2,Tech Enthusiasts,2023-06-02
TechCorp,Display,Women 35-44,60 days,0.02,13432.14,2.8,Miami,English,471,7969,10,Fashionistas,2023-06-22
TechCorp,Display,Men 25-34,30 days,0.08,5956.52,6.43,Los Angeles,Spanish,508,9668,3,Outdoor Adventurers,2023-06-08
NexGen Systems,Display,Men 18-24,15 days,0.03,16498.79,7.92,Chicago,Spanish,373,5896,4,Tech Enthusiasts,2023-06-05
Alpha Innovations,Social Media,Men 25-34,15 days,0.12,17888.1,5.07,Seattle,English,113,5933,4,Health & Wellness,2023-06-05
DataTech Solutions,Influencer,Men 25-34,30 days,0.09,5795.84,5.14,San Francisco,Spanish,1647,17404,10,Foodies,2023-06-15
Alpha Innovations,Email,Women 25-34,45 days,0.1,13837.89,3.86,Boston,Mandarin,551,19363,4,Fashionistas,2023-06-10
Alpha Innovations,Search,All Ages,30 days,0.11,9574.27,6.7,Chicago,Spanish,1040,2240,3,Tech Enthusiasts,2023-06-09
Innovate Industries,Search,Women 35-44,15 days,0.14,12924.15,5.35,Chicago,German,121,19642,6,Foodies,2023-06-14
Alpha Innovations,Email,Women 35-44,60 days,0.15,17572.03,6.03,Boston,French,1722,12819,9,Tech Enthusiasts,2023-06-07
DataTech Solutions,Social Media,Women 25-34,60 days,0.12,17968.34,6.07,San Francisco,Mandarin,693,14686,9,Fashionistas,2023-06-10
Innovate Industries,Email,Women 25-34,45 days,0.08,5659.01,3.1,Las Vegas,Spanish,1011,12001,7,Health & Wellness,2023-06-22
TechCorp,Display,Men 18-24,45 days,0.13,17906.39,3.29,Boston,English,530,10632,8,Fashionistas,2023-06-12
TechCorp,Display,Women 35-44,45 days,0.06,10956.63,2.79,San Francisco,French,287,18592,10,Health & Wellness,2023-06-19
NexGen Systems,Search,Men 25-34,15 days,0.04,10332.45,6.65,Las Vegas,English,1204,3297,2,Health & Wellness,2023-06-15
Innovate Industries,Social Media,Women 25-34,60 days,0.06,15838.18,7.44,Nueva Orleans,English,1584,2884,3,Outdoor Adventurers,2023-06-01
NexGen Systems,Display,Men 25-34,15 days,0.02,19951.86,5.37,Washington,Spanish,1789,14441,5,Tech Enthusiasts,2023-06-12
Alpha Innovations,Email,Women 25-34,30 days,0.04,11970.87,6.89,New York,Spanish,720,4233,3,Health & Wellness,2023-06-19
Innovate Industries,Social Media,Men 25-34,30 days,0.07,11293.55,4.23,Los Angeles,English,1688,7531,2,Fashionistas,2023-06-20
NexGen Systems,Social Media,Men 25-34,45 days,0.05,5887.66,6.84,Nueva Orleans,German,421,4720,3,Foodies,2023-06-03
DataTech Solutions,Email,Women 25-34,15 days,0.15,12726.5,4.79,Chicago,French,909,16873,1,Health & Wellness,2023-06-16
TechCorp,Search,Women 35-44,45 days,0.03,7611.68,2.1,San Francisco,English,1149,3546,8,Outdoor Adventurers,2023-06-09
