Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,All Ages,60 days,0.07,6832.43,7.94,Nueva Orleans,French,973,10078,7,Health & Wellness,2022-04-01
TechCorp,Influencer,Men 25-34,45 days,0.12,9694.68,7.21,Las Vegas,German,126,16380,9,Foodies,2022-04-25
Alpha Innovations,Email,Women 25-34,60 days,0.02,7154.64,3.46,New York,French,804,10148,2,Tech Enthusiasts,2022-04-08
NexGen Systems,Social Media,Men 18-24,45 days,0.11,18551.58,6.36,Washington,English,1217,5106,1,Fashionistas,2022-04-19
Innovate Industries,Email,All Ages,45 days,0.07,19743.99,5.22,Chicago,Spanish,1912,15706,10,Fashionistas,2022-04-28
NexGen Systems,Social Media,All Ages,15 days,0.09,11010.84,2.1,Los Angeles,Spanish,432,13699,4,Tech Enthusiasts,2022-04-08
DataTech Solutions,Email,All Ages,30 days,0.05,14896.86,5.94,New York,English,113,18668,2,Foodies,2022-04-17
DataTech Solutions,Display,Men 18-24,15 days,0.04,18110.05,3.3,Los Angeles,Spanish,747,2583,1,Outdoor Adventurers,2022-04-03
NexGen Systems,Email,All Ages,30 days,0.09,9962.96,2.68,Chicago,Mandarin,192,19338,4,Outdoor Adventurers,2022-04-01
TechCorp,Influencer,Women 25-34,30 days,0.15,5484.99,3.39,Miami,Mandarin,890,7088,10,Health & Wellness,2022-04-12
DataTech Solutions,Search,Men 25-34,45 days,0.09,15262.4,4.65,San Francisco,French,267,9610,2,Tech Enthusiasts,2022-04-04
NexGen Systems,Display,Women 25-34,60 days,0.07,18551.26,3.4,San Francisco,French,359,5789,3,Tech Enthusiasts,2022-04-23
Innovate Industries,Search,Women 25-34,45 days,0.12,12520.37,7.82,Seattle,English,1082,4094,5,Outdoor Adventurers,2022-04-12
DataTech Solutions,Email,Men 18-24,15 days,0.09,10207.4,3.7,Nueva Orleans,French,1395,14399,2,Health & Wellness,2022-04-05
NexGen Systems,Search,Men 25-34,45 days,0.01,10816.34,4.46,Las Vegas,Spanish,1836,8052,9,Outdoor Adventurers,2022-04-25
TechCorp,Social Media,Women 25-34,60 days,0.15,16884.66,5.07,San Francisco,German,355,13317,5,Foodies,2022-04-04
Innovate Industries,Email,Women 25-34,15 days,0.06,14945.37,6.0,Miami,Mandarin,812,18378,1,Health & Wellness,2022-04-20
DataTech Solutions,Email,Women 25-34,30 days,0.08,6517.49,2.94,Boston,Mandarin,731,19529,6,Fashionistas,2022-04-28
TechCorp,Search,Men 25-34,15 days,0.13,5833.18,5.92,San Francisco,English,650,7979,8,Outdoor Adventurers,2022-04-29
TechCorp,Search,Women 25-34,45 days,0.11,5407.23,6.35,Miami,English,183,7135,9,Foodies,2022-04-15
DataTech Solutions,Social Media,Men 25-34,60 days,0.01,12293.41,3.59,Washington,French,227,5655,2,Outdoor Adventurers,2022-04-09
NexGen Systems,Social Media,Men 18-24,15 days,0.09,13878.71,2.81,Washington,French,785,9791,3,Tech Enthusiasts,2022-04-29
Alpha Innovations,Search,Women 35-44,45 days,0.1,12734.46,7.38,San Francisco,English,1544,9705,6,Tech Enthusiasts,2022-04-06
Alpha Innovations,Email,All Ages,60 days,0.14,5900.58,5.04,Las Vegas,Spanish,871,16589,9,Health & Wellness,2022-04-04
TechCorp,Email,Men 18-24,45 days,0.04,6728.74,5.07,Boston,German,1693,9841,7,Outdoor Adventurers,2022-04-05
Innovate Industries,Display,Men 18-24,60 days,0.06,11505.45,6.93,Nueva Orleans,English,602,14974,2,Health & Wellness,2022-04-25
TechCorp,Social Media,All Ages,30 days,0.14,9693.02,6.68,Seattle,Spanish,295,7636,2,Fashionistas,2022-04-20
DataTech Solutions,Display,Women 25-34,15 days,0.07,14514.37,3.85,Washington,German,1635,17435,1,Health & Wellness,2022-04-09
NexGen Systems,Search,Men 25-34,60 days,0.04,11665.09,5.01,Seattle,Spanish,540,1211,10,Tech Enthusiasts,2022-04-05
TechCorp,Social Media,Women 25-34,30 days,0.04,7285.49,5.19,San Francisco,English,1875,13047,6,Health & Wellness,2022-04-12
NexGen Systems,Influencer,Men 18-24,60 days,0.14,13809.17,4.51,Seattle,English,446,2449,10,Health & Wellness,2022-04-23
NexGen Systems,Influencer,All Ages,45 days,0.06,17578.07,2.21,Nueva Orleans,Spanish,854,4782,5,Fashionistas,2022-04-18
NexGen Systems,Social Media,Men 18-24,45 days,0.09,19946.47,4.06,Los Angeles,German,617,4064,5,Outdoor Adventurers,2022-04-17
TechCorp,Display,Men 25-34,60 days,0.02,14294.99,7.03,Seattle,French,100,14783,5,Health & Wellness,2022-04-21
DataTech Solutions,Email,All Ages,30 days,0.12,17222.38,6.22,Chicago,Spanish,1134,17150,1,Health & Wellness,2022-04-25
NexGen Systems,Social Media,Women 35-44,30 days,0.11,11152.63,6.65,Las Vegas,Mandarin,1683,15982,3,Tech Enthusiasts,2022-04-16
