Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Influencer,Women 25-34,60 days,0.11,7157.98,2.14,Boston,French,1049,14095,2,Fashionistas,2023-02-12
NexGen Systems,Social Media,All Ages,15 days,0.03,12353.99,5.21,Los Angeles,French,1092,9791,5,Fashionistas,2023-02-10
DataTech Solutions,Search,Women 25-34,60 days,0.05,15494.71,7.66,Boston,Spanish,1684,17607,9,Health & Wellness,2023-02-24
Alpha Innovations,Influencer,Men 18-24,30 days,0.02,18108.41,2.76,Chicago,Spanish,195,19481,1,Outdoor Adventurers,2023-02-26
Alpha Innovations,Social Media,All Ages,45 days,0.14,16386.15,7.12,Washington,English,392,4734,4,Outdoor Adventurers,2023-02-01
DataTech Solutions,Email,Men 25-34,15 days,0.05,7393.83,5.69,Seattle,Spanish,1609,14538,8,Outdoor Adventurers,2023-02-03
NexGen Systems,Search,All Ages,45 days,0.07,12841.31,4.76,Miami,French,1460,5363,2,Health & Wellness,2023-02-22
TechCorp,Social Media,Men 25-34,30 days,0.13,6297.24,4.11,Las Vegas,French,1211,6102,4,Outdoor Adventurers,2023-02-24
Alpha Innovations,Search,Men 18-24,30 days,0.02,9289.57,2.26,Miami,Mandarin,836,15318,10,Health & Wellness,2023-02-16
Innovate Industries,Display,Women 35-44,15 days,0.15,13088.48,6.8,Seattle,French,1507,17713,2,Foodies,2023-02-18
DataTech Solutions,Influencer,Women 35-44,30 days,0.15,14772.37,3.31,Boston,German,1095,10751,4,Fashionistas,2023-02-20
DataTech Solutions,Email,Men 25-34,60 days,0.02,6937.11,4.54,New York,German,1742,10628,4,Tech Enthusiasts,2023-02-27
DataTech Solutions,Social Media,Women 25-34,60 days,0.14,17786.18,2.62,Los Angeles,Spanish,1486,7359,6,Fashionistas,2023-02-19
Innovate Industries,Influencer,All Ages,15 days,0.11,8988.81,7.43,Nueva Orleans,Mandarin,1813,8469,2,Foodies,2023-02-13
TechCorp,Influencer,Men 25-34,15 days,0.13,12194.73,4.42,Chicago,French,1220,15019,3,Tech Enthusiasts,2023-02-26
NexGen Systems,Display,Women 35-44,30 days,0.03,9637.84,2.79,Seattle,English,1335,4538,5,Foodies,2023-02-22
TechCorp,Email,Women 35-44,15 days,0.1,11985.67,5.23,Boston,Spanish,911,7066,3,Fashionistas,2023-02-05
Alpha Innovations,Social Media,Men 25-34,60 days,0.13,10642.5,4.62,Washington,Spanish,1393,18047,6,Tech Enthusiasts,2023-02-15
DataTech Solutions,Influencer,Men 25-34,60 days,0.15,18781.22,7.16,Boston,German,938,3630,10,Outdoor Adventurers,2023-02-06
Alpha Innovations,Influencer,Women 25-34,15 days,0.04,18835.68,6.95,Boston,Mandarin,720,7366,8,Fashionistas,2023-02-24
Innovate Industries,Display,Men 18-24,45 days,0.06,15918.21,3.5,Los Angeles,French,1322,18296,10,Outdoor Adventurers,2023-02-11
TechCorp,Display,Men 18-24,15 days,0.12,6067.23,3.18,San Francisco,German,624,14224,2,Fashionistas,2023-02-23
NexGen Systems,Influencer,Men 25-34,45 days,0.14,17559.99,6.6,Las Vegas,English,1707,19567,4,Tech Enthusiasts,2023-02-10
Alpha Innovations,Email,Women 25-34,30 days,0.01,11446.49,5.21,Boston,German,1244,1250,2,Foodies,2023-02-11
Alpha Innovations,Email,Women 35-44,45 days,0.14,14266.58,5.29,Nueva Orleans,French,1123,8827,2,Fashionistas,2023-02-18
TechCorp,Search,Men 25-34,15 days,0.04,13179.33,4.01,Nueva Orleans,French,688,4419,5,Outdoor Adventurers,2023-02-27
NexGen Systems,Social Media,Men 25-34,15 days,0.11,13225.22,3.86,Chicago,German,1142,18724,4,Tech Enthusiasts,2023-02-10
TechCorp,Email,Men 25-34,15 days,0.02,19156.88,4.44,Chicago,Mandarin,1394,14278,1,Foodies,2023-02-26
DataTech Solutions,Display,Men 18-24,45 days,0.11,11713.29,3.31,Chicago,Mandarin,906,2428,1,Foodies,2023-02-24
DataTech Solutions,Social Media,Men 18-24,30 days,0.1,13343.16,6.73,Boston,Spanish,1590,18015,10,Health & Wellness,2023-02-22
Alpha Innovations,Influencer,All Ages,60 days,0.08,6311.84,3.89,Los Angeles,German,1688,15301,9,Outdoor Adventurers,2023-02-20
Alpha Innovations,Social Media,All Ages,15 days,0.04,5607.21,7.11,Chicago,German,588,7089,5,Health & Wellness,2023-02-15
TechCorp,Social Media,Women 25-34,60 days,0.03,15272.05,3.01,Las Vegas,German,500,16191,8,Foodies,2023-02-24
TechCorp,Search,Women 25-34,15 days,0.06,11976.51,2.66,Nueva Orleans,French,246,15800,3,Fashionistas,2023-02-04
Innovate Industries,Email,Women 25-34,15 days,0.11,6301.74,5.41,Washington,English,1267,5166,8,Health & Wellness,2023-02-05
Alpha Innovations,Influencer,Women 35-44,60 days,0.06,15539.6,6.7,Los Angeles,French,1791,16135,7,Foodies,2023-02-12
Alpha Innovations,Email,Women 25-34,30 days,0.01,9751.63,5.21,Seattle,Mandarin,1725,17326,4,Tech Enthusiasts,2023-02-02
Innovate Industries,Display,Women 25-34,45 days,0.07,16062.93,3.86,Nueva Orleans,English,1737,11258,2,Foodies,2023-02-23
TechCorp,Display,Men 18-24,45 days,0.07,18404.52,6.25,Los Angeles,German,1643,11752,2,Foodies,2023-02-27
DataTech Solutions,Social Media,Women 35-44,15 days,0.12,9377.92,5.95,Nueva Orleans,Mandarin,886,17536,9,Outdoor Adventurers,2023-02-18
Innovate Industries,Display,All Ages,45 days,0.1,13060.41,7.52,Nueva Orleans,Spanish,1540,13590,8,Health & Wellness,2023-02-17
NexGen Systems,Social Media,Women 25-34,15 days,0.13,10835.77,6.4,Chicago,French,1362,1007,5,Tech Enthusiasts,2023-02-21
Alpha Innovations,Influencer,Men 25-34,60 days,0.04,15978.91,3.64,Seattle,Spanish,1818,18267,6,Outdoor Adventurers,2023-02-24
Innovate Industries,Email,Men 25-34,60 days,0.04,8481.77,7.12,New York,French,113,9588,9,Fashionistas,2023-02-18
TechCorp,Influencer,All Ages,30 days,0.1,14515.49,5.29,Chicago,German,1589,14732,5,Outdoor Adventurers,2023-02-10
TechCorp,Influencer,Women 35-44,15 days,0.14,12854.22,3.44,New York,French,772,18993,2,Fashionistas,2023-02-27
Innovate Industries,Email,Women 35-44,60 days,0.09,12073.62,2.31,Las Vegas,Mandarin,570,15159,2,Outdoor Adventurers,2023-02-03
NexGen Systems,Email,Men 25-34,15 days,0.04,18451.32,7.96,New York,Spanish,1702,5710,8,Outdoor Adventurers,2023-02-08
Alpha Innovations,Search,Women 25-34,30 days,0.12,7339.02,6.09,Seattle,French,230,9081,8,Tech Enthusiasts,2023-02-06
Alpha Innovations,Social Media,Women 35-44,45 days,0.11,5862.44,5.96,Boston,English,291,16300,10,Tech Enthusiasts,2023-02-02
Innovate Industries,Influencer,Women 25-34,60 days,0.1,15964.98,2.77,Seattle,Mandarin,500,5360,9,Health & Wellness,2023-02-19
Alpha Innovations,Influencer,Women 25-34,60 days,0.09,16905.91,3.78,Nueva Orleans,German,1244,18708,2,Health & Wellness,2023-02-24
DataTech Solutions,Search,All Ages,15 days,0.08,11761.46,6.92,Washington,Spanish,662,17742,4,Health & Wellness,2023-02-26
DataTech Solutions,Email,Women 35-44,45 days,0.08,6924.3,5.69,New York,Spanish,1678,5741,8,Foodies,2023-02-03
TechCorp,Influencer,Women 35-44,60 days,0.08,14309.36,3.51,Las Vegas,Spanish,338,15727,9,Tech Enthusiasts,2023-02-13
Innovate Industries,Email,Men 25-34,15 days,0.13,14494.25,2.14,Los Angeles,Mandarin,1964,6134,8,Tech Enthusiasts,2023-02-19
TechCorp,Social Media,Women 25-34,60 days,0.06,8187.72,6.92,Washington,Mandarin,783,3254,3,Foodies,2023-02-07
NexGen Systems,Email,Women 35-44,30 days,0.08,14537.29,7.72,San Francisco,Spanish,382,6751,1,Fashionistas,2023-02-14
Innovate Industries,Social Media,Men 18-24,30 days,0.14,16274.07,4.77,Seattle,German,1842,19331,4,Fashionistas,2023-02-25
TechCorp,Display,Men 18-24,30 days,0.1,6679.7,4.86,San Francisco,Mandarin,430,9811,1,Outdoor Adventurers,2023-02-01
DataTech Solutions,Social Media,All Ages,60 days,0.11,16281.13,3.69,San Francisco,Spanish,1384,15271,4,Tech Enthusiasts,2023-02-04
TechCorp,Influencer,Women 35-44,15 days,0.07,5001.99,4.33,Miami,Mandarin,1876,16305,10,Health & Wellness,2023-02-15
Innovate Industries,Display,Men 18-24,15 days,0.14,13293.13,6.17,Chicago,Mandarin,1195,8820,9,Outdoor Adventurers,2023-02-07
Innovate Industries,Display,Men 18-24,15 days,0.13,16805.67,6.78,Seattle,Spanish,1709,12277,1,Foodies,2023-02-06
Alpha Innovations,Search,Women 25-34,30 days,0.03,16139.99,2.36,Los Angeles,Spanish,1579,9545,1,Health & Wellness,2023-02-16
TechCorp,Email,Women 35-44,15 days,0.03,8422.07,3.13,Los Angeles,German,1510,10956,9,Foodies,2023-02-02
