Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,Women 35-44,15 days,0.13,9899.44,6.14,New York,German,1179,12537,1,Fashionistas,2024-03-17
Innovate Industries,Social Media,Women 35-44,15 days,0.03,10805.25,7.3,Boston,Spanish,1223,8782,1,Fashionistas,2024-03-05
DataTech Solutions,Social Media,All Ages,30 days,0.07,16696.07,7.18,Las Vegas,Spanish,494,11343,6,Tech Enthusiasts,2024-03-11
NexGen Systems,Search,Women 35-44,60 days,0.15,17257.5,3.38,Los Angeles,German,716,4663,6,Outdoor Adventurers,2024-03-04
Innovate Industries,Search,Men 25-34,30 days,0.09,17635.33,3.91,Seattle,English,1612,1243,5,Health & Wellness,2024-03-10
DataTech Solutions,Email,Men 18-24,45 days,0.02,6508.06,3.48,Nueva Orleans,German,1483,17313,3,Health & Wellness,2024-03-05
NexGen Systems,Display,All Ages,30 days,0.09,5984.67,2.16,Miami,Spanish,567,9283,9,Outdoor Adventurers,2024-03-11
NexGen Systems,Influencer,Women 35-44,60 days,0.07,8920.16,3.24,Boston,French,849,4174,2,Tech Enthusiasts,2024-03-25
TechCorp,Social Media,Men 18-24,15 days,0.1,6833.54,5.05,New York,Mandarin,1326,5401,5,Health & Wellness,2024-03-24
TechCorp,Social Media,Men 25-34,30 days,0.06,18829.13,5.38,New York,Spanish,1054,5415,6,Fashionistas,2024-03-07
Alpha Innovations,Email,Men 18-24,15 days,0.04,14480.24,2.9,Seattle,English,949,17761,1,Outdoor Adventurers,2024-03-28
TechCorp,Search,Women 35-44,60 days,0.11,14879.74,7.76,Washington,French,1666,2734,4,Outdoor Adventurers,2024-03-05
TechCorp,Email,All Ages,15 days,0.12,11458.21,7.86,Los Angeles,Spanish,143,5974,8,Fashionistas,2024-03-19
DataTech Solutions,Influencer,Women 25-34,60 days,0.14,15630.26,6.03,Seattle,German,1436,19565,6,Foodies,2024-03-09
DataTech Solutions,Search,All Ages,45 days,0.08,13092.57,6.2,Chicago,Spanish,1150,10311,10,Outdoor Adventurers,2024-03-23
