Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Search,Women 25-34,30 days,0.12,7975.46,4.5,Boston,English,1097,4166,7,Outdoor Adventurers,2022-11-12
Alpha Innovations,Email,Women 35-44,45 days,0.05,17667.72,3.01,Boston,Spanish,1476,10829,4,Foodies,2022-11-17
NexGen Systems,Display,Men 25-34,30 days,0.14,15885.15,2.4,Las Vegas,English,1039,12489,1,Tech Enthusiasts,2022-11-27
Innovate Industries,Display,Men 18-24,45 days,0.07,18248.03,3.11,Miami,Spanish,119,10962,10,Health & Wellness,2022-11-07
DataTech Solutions,Search,All Ages,45 days,0.08,10123.65,7.77,Chicago,French,101,10316,2,Fashionistas,2022-11-28
Innovate Industries,Search,Women 35-44,60 days,0.02,14854.49,3.86,Washington,Spanish,1267,3686,10,Health & Wellness,2022-11-15
NexGen Systems,Email,Women 25-34,60 days,0.13,10314.94,7.64,Nueva Orleans,English,1924,13949,9,Foodies,2022-11-16
DataTech Solutions,Social Media,Men 18-24,45 days,0.07,17381.21,7.43,Nueva Orleans,German,1464,12001,3,Outdoor Adventurers,2022-11-09
Alpha Innovations,Email,All Ages,30 days,0.03,8933.04,4.14,New York,French,1915,19208,10,Fashionistas,2022-11-22
Alpha Innovations,Display,Men 18-24,15 days,0.05,16024.61,3.21,Las Vegas,German,1152,12573,2,Health & Wellness,2022-11-18
NexGen Systems,Display,Women 25-34,30 days,0.09,5046.77,5.21,New York,German,1866,18338,8,Health & Wellness,2022-11-26
NexGen Systems,Email,Men 18-24,15 days,0.05,18546.87,7.66,Boston,French,1199,17083,10,Outdoor Adventurers,2022-11-11
TechCorp,Social Media,Men 25-34,30 days,0.02,5865.11,7.1,Nueva Orleans,French,1620,6745,4,Outdoor Adventurers,2022-11-14
NexGen Systems,Email,Men 18-24,30 days,0.06,5934.62,6.33,Nueva Orleans,Mandarin,1010,6037,2,Health & Wellness,2022-11-11
TechCorp,Social Media,Men 18-24,60 days,0.12,12508.32,7.58,Seattle,Mandarin,403,7867,4,Outdoor Adventurers,2022-11-29
DataTech Solutions,Search,Women 35-44,45 days,0.03,11808.85,6.98,Nueva Orleans,English,1201,15958,5,Outdoor Adventurers,2022-11-02
Innovate Industries,Email,Men 25-34,30 days,0.04,8543.4,5.12,Seattle,German,1806,1020,1,Health & Wellness,2022-11-16
Alpha Innovations,Influencer,Women 35-44,15 days,0.13,15829.08,7.95,Los Angeles,Spanish,1809,7399,7,Tech Enthusiasts,2022-11-26
Alpha Innovations,Email,Men 18-24,15 days,0.01,7692.91,3.73,Las Vegas,French,994,8553,4,Outdoor Adventurers,2022-11-08
NexGen Systems,Display,Women 35-44,45 days,0.06,8273.06,3.19,Chicago,German,963,16405,2,Foodies,2022-11-22
NexGen Systems,Influencer,Men 25-34,45 days,0.15,15695.35,3.88,Boston,French,1087,19900,5,Outdoor Adventurers,2022-11-12
TechCorp,Social Media,Women 25-34,60 days,0.1,17904.32,4.65,New York,Spanish,1239,15367,6,Foodies,2022-11-16
TechCorp,Email,Women 25-34,15 days,0.14,14887.47,4.67,New York,Spanish,1862,10179,6,Outdoor Adventurers,2022-11-25
Innovate Industries,Display,Men 25-34,30 days,0.11,10482.48,2.36,San Francisco,English,1547,1878,8,Foodies,2022-11-19
Alpha Innovations,Display,Men 25-34,60 days,0.13,13625.97,4.38,Los Angeles,French,1363,5831,3,Tech Enthusiasts,2022-11-12
NexGen Systems,Display,Men 25-34,15 days,0.07,12303.05,6.34,San Francisco,English,1086,8860,10,Fashionistas,2022-11-26
Alpha Innovations,Social Media,Women 25-34,45 days,0.14,7973.8,4.01,Chicago,Spanish,1279,1076,3,Foodies,2022-11-28
NexGen Systems,Influencer,All Ages,15 days,0.15,6116.06,6.24,Los Angeles,Mandarin,615,15547,4,Fashionistas,2022-11-05
NexGen Systems,Email,Women 25-34,30 days,0.13,15476.71,5.98,Los Angeles,French,898,4857,9,Health & Wellness,2022-11-29
DataTech Solutions,Display,All Ages,60 days,0.07,19129.5,2.41,Washington,Mandarin,577,17156,2,Tech Enthusiasts,2022-11-08
DataTech Solutions,Search,Women 25-34,30 days,0.07,19570.15,6.7,Las Vegas,French,522,5514,8,Foodies,2022-11-26
Innovate Industries,Search,Men 18-24,45 days,0.04,6066.13,2.35,Chicago,English,1018,2912,3,Foodies,2022-11-19
NexGen Systems,Influencer,Men 18-24,45 days,0.13,10810.15,4.09,Nueva Orleans,French,1384,1428,5,Outdoor Adventurers,2022-11-15
TechCorp,Email,Women 25-34,45 days,0.11,7936.75,2.03,Las Vegas,Mandarin,919,9862,9,Foodies,2022-11-15
