Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,Men 18-24,45 days,0.07,11128.64,3.26,Boston,Mandarin,1617,3484,7,Health & Wellness,2022-05-04
DataTech Solutions,Social Media,Men 18-24,45 days,0.13,17119.66,4.89,Miami,Spanish,1897,19570,3,Fashionistas,2022-05-08
TechCorp,Search,Men 18-24,30 days,0.12,19468.44,5.38,Chicago,French,1059,17611,9,Outdoor Adventurers,2022-05-01
DataTech Solutions,Social Media,All Ages,15 days,0.07,19212.29,3.87,Miami,German,1520,15119,4,Health & Wellness,2022-05-06
Alpha Innovations,Display,Women 35-44,30 days,0.06,5663.26,6.15,New York,Spanish,555,18479,9,Foodies,2022-05-27
Alpha Innovations,Influencer,Women 25-34,30 days,0.08,16189.32,3.1,Seattle,English,935,17903,2,Fashionistas,2022-05-28
DataTech Solutions,Search,All Ages,15 days,0.06,19261.46,6.06,New York,French,797,1943,8,Health & Wellness,2022-05-14
TechCorp,Social Media,Women 35-44,60 days,0.06,12305.57,3.1,Seattle,Spanish,226,6487,7,Foodies,2022-05-24
Alpha Innovations,Email,Men 25-34,45 days,0.12,15200.41,7.54,Los Angeles,Spanish,1740,8998,7,Outdoor Adventurers,2022-05-19
Alpha Innovations,Social Media,All Ages,45 days,0.07,11786.2,4.23,Chicago,German,808,12867,4,Tech Enthusiasts,2022-05-27
Alpha Innovations,Email,Men 25-34,45 days,0.13,19841.35,6.74,New York,English,841,8982,9,Health & Wellness,2022-05-07
Alpha Innovations,Social Media,All Ages,15 days,0.08,18803.65,7.32,New York,Mandarin,1009,11656,9,Fashionistas,2022-05-17
TechCorp,Search,Women 35-44,60 days,0.08,8433.17,5.76,Chicago,French,1245,1189,6,Tech Enthusiasts,2022-05-25
NexGen Systems,Influencer,Women 35-44,60 days,0.1,15802.88,6.36,Los Angeles,Spanish,1270,7032,2,Outdoor Adventurers,2022-05-07
Innovate Industries,Social Media,Men 18-24,15 days,0.13,13522.6,6.19,Los Angeles,French,1559,3193,3,Foodies,2022-05-15
Alpha Innovations,Influencer,Men 18-24,60 days,0.02,18300.96,4.52,Chicago,German,372,15486,9,Outdoor Adventurers,2022-05-07
NexGen Systems,Social Media,All Ages,60 days,0.11,11623.92,3.03,San Francisco,German,1687,8097,2,Foodies,2022-05-18
Innovate Industries,Search,All Ages,60 days,0.03,9501.93,2.56,Las Vegas,German,752,18474,4,Health & Wellness,2022-05-27
Innovate Industries,Social Media,Women 35-44,30 days,0.05,10793.72,4.76,Chicago,English,885,10304,8,Outdoor Adventurers,2022-05-19
Alpha Innovations,Social Media,Men 18-24,15 days,0.07,12567.34,5.02,Las Vegas,French,1339,6197,4,Foodies,2022-05-20
TechCorp,Influencer,Men 18-24,45 days,0.15,6296.1,5.31,Washington,German,1642,4577,8,Fashionistas,2022-05-26
Alpha Innovations,Display,All Ages,15 days,0.08,5369.04,6.79,Chicago,French,674,4717,9,Foodies,2022-05-03
TechCorp,Display,All Ages,45 days,0.1,14108.76,6.39,Chicago,Mandarin,1691,13509,4,Tech Enthusiasts,2022-05-28
TechCorp,Social Media,All Ages,45 days,0.13,7818.11,4.48,Chicago,Mandarin,894,16816,10,Fashionistas,2022-05-06
NexGen Systems,Email,Men 18-24,15 days,0.07,7945.24,5.09,Miami,Mandarin,1091,13891,4,Tech Enthusiasts,2022-05-19
Innovate Industries,Search,Women 35-44,15 days,0.09,16600.19,7.08,New York,French,735,15145,10,Health & Wellness,2022-05-05
DataTech Solutions,Email,Women 25-34,15 days,0.12,7788.58,6.75,Boston,German,109,16244,4,Outdoor Adventurers,2022-05-22
Innovate Industries,Search,Women 25-34,60 days,0.1,19866.79,7.93,New York,Mandarin,1728,17531,2,Tech Enthusiasts,2022-05-27
Innovate Industries,Email,Women 35-44,15 days,0.08,15115.25,3.14,Washington,Mandarin,1440,17969,7,Fashionistas,2022-05-30
Alpha Innovations,Email,Men 25-34,15 days,0.05,15912.03,7.91,Los Angeles,French,1345,17459,6,Foodies,2022-05-18
NexGen Systems,Social Media,Men 25-34,60 days,0.03,15165.35,5.94,Washington,Mandarin,1060,9671,5,Fashionistas,2022-05-13
Alpha Innovations,Display,Men 18-24,45 days,0.15,11644.02,6.84,Boston,Spanish,1486,12256,3,Health & Wellness,2022-05-23
NexGen Systems,Display,Men 18-24,15 days,0.11,14812.96,7.26,Boston,Spanish,572,11370,9,Tech Enthusiasts,2022-05-06
NexGen Systems,Display,Women 25-34,15 days,0.1,18654.01,6.68,Los Angeles,German,461,16605,10,Outdoor Adventurers,2022-05-12
Alpha Innovations,Display,Women 25-34,60 days,0.06,9096.16,4.85,Chicago,Spanish,555,15536,3,Outdoor Adventurers,2022-05-07
NexGen Systems,Display,Women 25-34,15 days,0.03,15609.76,3.79,Miami,French,1858,1005,10,Foodies,2022-05-12
TechCorp,Influencer,Men 18-24,15 days,0.03,17571.75,6.51,Las Vegas,French,222,2955,8,Fashionistas,2022-05-15
Alpha Innovations,Display,Men 25-34,60 days,0.07,13269.33,7.47,Las Vegas,German,1698,10294,2,Foodies,2022-05-28
