Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Display,Women 35-44,45 days,0.05,13648.71,3.41,Chicago,Spanish,737,1533,6,Health & Wellness,2022-10-27
DataTech Solutions,Search,Men 25-34,60 days,0.09,12048.99,7.88,Los Angeles,Mandarin,1583,2825,4,Outdoor Adventurers,2022-10-27
TechCorp,Social Media,All Ages,30 days,0.04,16508.36,4.55,New York,English,682,4268,5,Outdoor Adventurers,2022-10-08
NexGen Systems,Display,All Ages,45 days,0.14,18982.46,3.18,Los Angeles,Spanish,1569,7275,8,Tech Enthusiasts,2022-10-04
Innovate Industries,Influencer,Women 25-34,30 days,0.04,13800.41,6.94,Boston,German,763,15894,8,Outdoor Adventurers,2022-10-29
TechCorp,Email,Men 25-34,15 days,0.03,13545.88,3.05,Washington,Mandarin,1157,6190,2,Health & Wellness,2022-10-10
TechCorp,Email,Women 25-34,45 days,0.06,16843.64,4.51,Boston,German,1570,7134,9,Foodies,2022-10-14
NexGen Systems,Influencer,Women 25-34,30 days,0.1,8737.99,5.12,Chicago,French,1405,10269,1,Outdoor Adventurers,2022-10-16
DataTech Solutions,Email,Men 18-24,15 days,0.14,8602.9,3.46,Los Angeles,German,1094,8977,2,Outdoor Adventurers,2022-10-04
DataTech Solutions,Social Media,Men 18-24,60 days,0.14,8856.53,2.01,San Francisco,German,347,6313,2,Outdoor Adventurers,2022-10-06
DataTech Solutions,Influencer,Men 18-24,30 days,0.12,14837.32,3.23,New York,Mandarin,130,10501,9,Foodies,2022-10-02
NexGen Systems,Social Media,Men 25-34,15 days,0.03,5796.84,4.65,Los Angeles,Mandarin,1893,18545,2,Fashionistas,2022-10-10
DataTech Solutions,Social Media,Women 25-34,60 days,0.08,9446.63,3.56,Las Vegas,French,1554,6737,7,Health & Wellness,2022-10-01
NexGen Systems,Influencer,Men 25-34,45 days,0.06,17178.71,5.26,Seattle,English,1857,2957,10,Outdoor Adventurers,2022-10-10
DataTech Solutions,Email,Men 18-24,15 days,0.05,5724.29,5.24,Chicago,German,232,7590,5,Health & Wellness,2022-10-30
NexGen Systems,Email,Women 35-44,45 days,0.08,19643.55,2.88,Chicago,German,1360,12523,3,Health & Wellness,2022-10-20
DataTech Solutions,Social Media,Women 25-34,60 days,0.01,17813.48,6.14,Miami,English,516,12076,2,Outdoor Adventurers,2022-10-03
TechCorp,Email,All Ages,30 days,0.05,11031.96,4.79,Miami,German,1300,6918,9,Tech Enthusiasts,2022-10-03
DataTech Solutions,Display,Women 25-34,30 days,0.07,9289.51,2.31,Miami,German,1943,9125,9,Fashionistas,2022-10-18
NexGen Systems,Email,Women 25-34,45 days,0.06,8730.12,5.43,Los Angeles,English,1240,18553,8,Outdoor Adventurers,2022-10-14
NexGen Systems,Search,Women 25-34,15 days,0.14,9319.72,2.29,Las Vegas,German,156,10615,5,Outdoor Adventurers,2022-10-26
TechCorp,Search,Women 35-44,45 days,0.11,17786.24,3.46,Chicago,German,1020,6572,7,Outdoor Adventurers,2022-10-01
Alpha Innovations,Social Media,Men 25-34,15 days,0.08,13610.39,2.32,Washington,Spanish,452,13862,4,Foodies,2022-10-13
NexGen Systems,Social Media,Women 35-44,45 days,0.14,5812.29,5.64,Nueva Orleans,Spanish,1345,14058,5,Outdoor Adventurers,2022-10-01
TechCorp,Email,Men 25-34,15 days,0.06,12209.94,5.15,Washington,Mandarin,1602,11719,4,Health & Wellness,2022-10-02
DataTech Solutions,Display,All Ages,30 days,0.15,17501.97,7.81,Washington,Mandarin,444,19106,5,Outdoor Adventurers,2022-10-22
Alpha Innovations,Influencer,Women 25-34,45 days,0.03,18629.06,2.56,Miami,German,443,6337,7,Fashionistas,2022-10-11
TechCorp,Email,Men 25-34,45 days,0.08,14394.22,6.61,Washington,English,144,4570,1,Foodies,2022-10-13
Innovate Industries,Social Media,Women 25-34,45 days,0.02,17999.51,3.36,Las Vegas,French,323,13745,3,Foodies,2022-10-27
NexGen Systems,Search,Women 35-44,60 days,0.08,5458.18,5.12,Washington,Spanish,1447,19831,5,Foodies,2022-10-04
DataTech Solutions,Social Media,Men 25-34,60 days,0.03,19487.15,6.89,Seattle,French,1783,7428,7,Fashionistas,2022-10-30
DataTech Solutions,Email,Men 25-34,45 days,0.1,18976.04,5.93,Los Angeles,German,136,7899,10,Health & Wellness,2022-10-08
Alpha Innovations,Social Media,Women 25-34,15 days,0.13,15852.9,7.04,Washington,French,1714,11589,10,Fashionistas,2022-10-02
Alpha Innovations,Influencer,All Ages,60 days,0.05,18915.53,6.36,Washington,Spanish,1839,9899,5,Foodies,2022-10-25
Alpha Innovations,Display,Men 18-24,30 days,0.13,12039.99,5.28,Los Angeles,German,1617,18617,3,Health & Wellness,2022-10-18
DataTech Solutions,Display,Men 25-34,60 days,0.03,9581.17,4.06,Seattle,French,583,3626,1,Fashionistas,2022-10-14
DataTech Solutions,Influencer,All Ages,15 days,0.13,13996.71,3.31,Los Angeles,German,287,14511,9,Outdoor Adventurers,2022-10-24
TechCorp,Display,All Ages,60 days,0.14,14324.63,5.17,Washington,Spanish,1912,12383,8,Outdoor Adventurers,2022-10-13
Alpha Innovations,Influencer,All Ages,60 days,0.03,14568.4,5.81,New York,Mandarin,1327,13641,10,Fashionistas,2022-10-17
DataTech Solutions,Email,Men 25-34,15 days,0.06,8683.19,5.44,San Francisco,French,1585,12478,7,Fashionistas,2022-10-24
TechCorp,Display,Women 25-34,60 days,0.1,18295.91,4.66,Seattle,Mandarin,1502,3952,2,Tech Enthusiasts,2022-10-24
Innovate Industries,Social Media,Women 35-44,45 days,0.07,17639.03,2.06,San Francisco,Spanish,1270,2083,1,Outdoor Adventurers,2022-10-06
Alpha Innovations,Social Media,Women 35-44,60 days,0.05,16173.73,2.82,Miami,French,1211,16408,6,Tech Enthusiasts,2022-10-17
