Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Email,Men 18-24,45 days,0.04,9103.05,4.32,Miami,English,937,9081,7,Fashionistas,2023-02-13
Alpha Innovations,Social Media,All Ages,30 days,0.13,6149.89,3.35,Los Angeles,Spanish,904,5139,5,Health & Wellness,2023-02-07
Innovate Industries,Email,Men 18-24,30 days,0.13,15277.35,5.02,Seattle,German,1315,18854,1,Fashionistas,2023-02-22
NexGen Systems,Search,Women 35-44,30 days,0.04,14332.56,6.85,Nueva Orleans,Mandarin,1563,13944,1,Health & Wellness,2023-02-09
Innovate Industries,Display,Men 25-34,30 days,0.14,8352.18,2.69,Los Angeles,French,1398,19813,4,Foodies,2023-02-08
DataTech Solutions,Social Media,Women 35-44,30 days,0.04,13067.57,4.79,Los Angeles,Mandarin,1479,15760,3,Outdoor Adventurers,2023-02-13
NexGen Systems,Display,Women 25-34,45 days,0.01,7509.41,2.23,Miami,Mandarin,1191,19712,6,Fashionistas,2023-02-12
DataTech Solutions,Influencer,Men 25-34,60 days,0.08,7618.09,4.88,Nueva Orleans,French,136,8374,3,Foodies,2023-02-19
Alpha Innovations,Influencer,Women 25-34,30 days,0.01,8762.68,2.19,San Francisco,French,764,8052,1,Foodies,2023-02-18
Innovate Industries,Email,Women 35-44,45 days,0.1,8662.64,3.19,Chicago,German,577,18685,10,Fashionistas,2023-02-20
TechCorp,Influencer,Men 25-34,15 days,0.09,5646.26,2.98,Washington,Mandarin,742,6391,6,Foodies,2023-02-14
DataTech Solutions,Email,All Ages,60 days,0.04,6766.58,4.26,Las Vegas,German,1672,3257,8,Health & Wellness,2023-02-14
Alpha Innovations,Search,Men 18-24,60 days,0.05,10334.27,6.83,Miami,German,257,11678,5,Foodies,2023-02-22
Alpha Innovations,Search,Women 25-34,45 days,0.09,15182.36,5.0,New York,Spanish,544,7466,7,Foodies,2023-02-03
TechCorp,Search,Men 18-24,60 days,0.04,10331.51,5.1,New York,French,676,6470,2,Tech Enthusiasts,2023-02-23
DataTech Solutions,Influencer,Men 18-24,15 days,0.02,5428.26,4.71,Miami,French,645,17623,9,Outdoor Adventurers,2023-02-04
