Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,Women 25-34,30 days,0.15,7613.94,3.11,Nueva Orleans,French,878,6119,9,Health & Wellness,2022-01-05
Alpha Innovations,Display,Men 18-24,45 days,0.06,19346.95,2.06,San Francisco,Mandarin,284,15554,10,Tech Enthusiasts,2022-01-09
Innovate Industries,Email,Women 35-44,15 days,0.08,16518.45,7.88,Los Angeles,French,311,12461,1,Tech Enthusiasts,2022-01-26
Innovate Industries,Display,Men 25-34,60 days,0.1,11896.61,4.78,Miami,English,1910,9239,7,Fashionistas,2022-01-05
Alpha Innovations,Email,Women 35-44,15 days,0.09,10838.88,4.04,Washington,Mandarin,1698,2751,9,Outdoor Adventurers,2022-01-04
TechCorp,Search,All Ages,30 days,0.12,8860.27,7.09,Miami,French,909,9455,2,Fashionistas,2022-01-01
Alpha Innovations,Email,Women 25-34,45 days,0.03,8699.13,4.19,Chicago,German,1693,1250,5,Outdoor Adventurers,2022-01-03
DataTech Solutions,Influencer,Women 35-44,30 days,0.13,11823.55,6.8,Los Angeles,Mandarin,1146,17167,2,Health & Wellness,2022-01-06
DataTech Solutions,Search,Men 18-24,60 days,0.11,8283.91,4.78,Washington,Mandarin,881,7191,5,Foodies,2022-01-01
Innovate Industries,Influencer,Men 18-24,45 days,0.02,5714.66,4.21,Miami,Mandarin,556,5585,9,Foodies,2022-01-08
Innovate Industries,Display,Men 18-24,30 days,0.05,19281.35,5.8,Nueva Orleans,French,1052,3000,6,Health & Wellness,2022-01-13
DataTech Solutions,Display,Women 25-34,45 days,0.13,14824.56,6.66,Nueva Orleans,German,1574,10514,3,Tech Enthusiasts,2022-01-04
Alpha Innovations,Display,Women 35-44,15 days,0.13,17079.65,5.46,New York,English,1365,16098,10,Fashionistas,2022-01-19
Innovate Industries,Email,All Ages,60 days,0.08,15675.56,2.76,Seattle,English,747,5611,5,Outdoor Adventurers,2022-01-28
Innovate Industries,Influencer,Men 25-34,60 days,0.14,17605.74,2.4,Chicago,French,570,1218,7,Foodies,2022-01-13
Innovate Industries,Influencer,Women 35-44,30 days,0.06,13676.37,3.52,Miami,English,1602,4521,10,Tech Enthusiasts,2022-01-25
NexGen Systems,Influencer,All Ages,45 days,0.13,18176.82,6.69,New York,Spanish,1727,19404,3,Outdoor Adventurers,2022-01-15
