Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Display,Men 25-34,30 days,0.14,6803.14,5.44,Las Vegas,German,538,1277,4,Health & Wellness,2022-10-18
DataTech Solutions,Social Media,Women 35-44,15 days,0.13,16022.67,3.99,Nueva Orleans,English,825,18512,1,Foodies,2022-10-06
NexGen Systems,Influencer,All Ages,60 days,0.07,12637.54,3.02,New York,English,1876,17692,8,Foodies,2022-10-10
Innovate Industries,Influencer,Women 25-34,30 days,0.06,7587.77,7.42,Chicago,Spanish,205,5748,6,Outdoor Adventurers,2022-10-07
Innovate Industries,Influencer,Men 25-34,45 days,0.04,17659.33,7.87,Chicago,English,163,3101,1,Outdoor Adventurers,2022-10-08
Alpha Innovations,Display,Men 18-24,15 days,0.15,6911.16,4.86,Boston,Mandarin,1424,15062,10,Foodies,2022-10-24
Alpha Innovations,Display,Men 25-34,30 days,0.04,17352.65,2.13,Las Vegas,French,755,18006,3,Outdoor Adventurers,2022-10-25
DataTech Solutions,Email,Women 25-34,60 days,0.06,8388.78,2.36,Nueva Orleans,Mandarin,939,16360,8,Health & Wellness,2022-10-12
NexGen Systems,Influencer,Women 25-34,15 days,0.03,9263.01,4.31,New York,English,339,3932,8,Fashionistas,2022-10-20
DataTech Solutions,Search,Men 25-34,45 days,0.1,11916.98,4.08,Nueva Orleans,German,1257,9720,1,Foodies,2022-10-23
NexGen Systems,Influencer,Men 18-24,45 days,0.01,19830.43,2.92,Miami,French,919,8173,10,Tech Enthusiasts,2022-10-17
TechCorp,Search,Women 25-34,15 days,0.07,19830.43,3.56,Chicago,English,1700,16023,8,Health & Wellness,2022-10-19
Innovate Industries,Influencer,All Ages,45 days,0.08,12097.97,4.24,Las Vegas,French,516,5369,10,Foodies,2022-10-10
DataTech Solutions,Display,All Ages,15 days,0.09,5622.11,3.2,Miami,Mandarin,145,8826,8,Tech Enthusiasts,2022-10-30
NexGen Systems,Email,Men 18-24,15 days,0.05,10390.18,6.93,Chicago,English,1567,12287,7,Health & Wellness,2022-10-17
NexGen Systems,Social Media,Women 35-44,30 days,0.05,15412.44,3.48,Washington,Mandarin,667,14915,10,Outdoor Adventurers,2022-10-14
Alpha Innovations,Social Media,Men 25-34,60 days,0.12,7025.82,2.64,Boston,Spanish,169,8712,9,Foodies,2022-10-01
TechCorp,Influencer,Men 18-24,30 days,0.02,6824.34,7.55,San Francisco,French,1931,1163,4,Tech Enthusiasts,2022-10-14
Innovate Industries,Display,Women 35-44,60 days,0.04,10298.39,2.9,Seattle,French,729,8973,10,Foodies,2022-10-10
NexGen Systems,Social Media,Women 25-34,15 days,0.1,8490.35,3.43,New York,English,1339,14893,4,Tech Enthusiasts,2022-10-19
DataTech Solutions,Social Media,Men 18-24,60 days,0.15,17476.67,2.48,San Francisco,English,1648,16996,4,Foodies,2022-10-11
Innovate Industries,Email,Women 35-44,45 days,0.05,5523.19,2.49,Los Angeles,Spanish,674,19954,6,Tech Enthusiasts,2022-10-01
TechCorp,Email,Men 18-24,15 days,0.06,13787.52,2.18,San Francisco,French,1781,11776,6,Outdoor Adventurers,2022-10-11
TechCorp,Influencer,Men 25-34,15 days,0.05,5397.17,4.83,Boston,French,1023,4596,1,Health & Wellness,2022-10-24
Alpha Innovations,Search,All Ages,60 days,0.14,7570.69,5.87,Nueva Orleans,English,1910,5375,6,Health & Wellness,2022-10-19
