Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,All Ages,45 days,0.04,11037.91,6.43,Chicago,Mandarin,906,5822,8,Foodies,2022-08-24
Alpha Innovations,Influencer,Women 35-44,45 days,0.09,12237.38,4.98,Seattle,Mandarin,1021,6601,10,Foodies,2022-08-10
NexGen Systems,Social Media,Men 25-34,60 days,0.08,15766.75,5.23,San Francisco,German,108,1677,1,Tech Enthusiasts,2022-08-06
NexGen Systems,Social Media,Women 35-44,60 days,0.15,16256.98,6.34,Washington,Mandarin,1498,2180,6,Tech Enthusiasts,2022-08-13
Innovate Industries,Search,Men 18-24,15 days,0.07,11590.86,4.92,San Francisco,Spanish,604,8657,6,Health & Wellness,2022-08-07
NexGen Systems,Social Media,All Ages,15 days,0.07,12426.75,2.84,Miami,German,502,5420,9,Outdoor Adventurers,2022-08-11
Innovate Industries,Email,Women 35-44,45 days,0.14,19345.49,6.56,Washington,German,1718,18678,4,Fashionistas,2022-08-12
NexGen Systems,Influencer,Men 18-24,15 days,0.03,15730.62,5.84,Seattle,Mandarin,700,19459,4,Tech Enthusiasts,2022-08-25
Alpha Innovations,Search,Women 25-34,15 days,0.04,10723.18,5.33,Washington,English,852,16251,10,Health & Wellness,2022-08-06
Alpha Innovations,Display,All Ages,30 days,0.09,15751.2,2.48,Washington,Mandarin,640,1421,9,Health & Wellness,2022-08-27
Innovate Industries,Influencer,Men 18-24,60 days,0.1,13779.58,3.11,Boston,German,1788,17375,10,Health & Wellness,2022-08-19
Alpha Innovations,Social Media,Women 25-34,30 days,0.07,18148.8,3.14,San Francisco,Spanish,1151,10371,10,Foodies,2022-08-18
DataTech Solutions,Search,Men 25-34,15 days,0.03,15378.43,2.41,Nueva Orleans,Spanish,1344,16431,5,Outdoor Adventurers,2022-08-29
Innovate Industries,Social Media,Women 25-34,15 days,0.15,15339.83,6.37,Las Vegas,German,1450,6528,9,Foodies,2022-08-18
DataTech Solutions,Influencer,Women 35-44,30 days,0.14,5664.03,5.26,Las Vegas,French,280,19355,1,Tech Enthusiasts,2022-08-07
TechCorp,Influencer,Women 35-44,15 days,0.07,15081.85,2.46,Washington,English,1594,2854,9,Outdoor Adventurers,2022-08-27
Alpha Innovations,Social Media,Men 18-24,30 days,0.14,11136.32,4.22,Las Vegas,English,437,10487,1,Outdoor Adventurers,2022-08-08
TechCorp,Social Media,Women 35-44,60 days,0.02,15370.16,5.32,Seattle,English,591,13088,7,Foodies,2022-08-11
TechCorp,Email,Men 18-24,15 days,0.01,16900.6,6.51,Nueva Orleans,French,1162,11926,5,Fashionistas,2022-08-18
NexGen Systems,Search,Men 18-24,30 days,0.02,16396.32,3.41,Washington,Spanish,827,10799,3,Fashionistas,2022-08-05
DataTech Solutions,Search,Men 18-24,45 days,0.13,6060.55,7.06,Seattle,Spanish,517,14370,1,Fashionistas,2022-08-05
Innovate Industries,Influencer,Men 25-34,45 days,0.03,15652.59,6.85,Las Vegas,Spanish,861,19879,5,Fashionistas,2022-08-17
DataTech Solutions,Social Media,Men 18-24,60 days,0.01,16960.5,3.54,Los Angeles,Spanish,1702,2751,10,Tech Enthusiasts,2022-08-23
DataTech Solutions,Social Media,Women 35-44,45 days,0.02,15961.41,5.79,Chicago,German,925,15580,9,Foodies,2022-08-03
NexGen Systems,Social Media,Women 35-44,15 days,0.08,9604.27,7.35,Boston,French,233,4515,7,Foodies,2022-08-08
Innovate Industries,Display,Men 18-24,60 days,0.07,8348.06,2.76,Nueva Orleans,Mandarin,1880,9146,3,Tech Enthusiasts,2022-08-24
Alpha Innovations,Display,Women 25-34,15 days,0.05,17831.99,4.4,Washington,English,1511,7428,9,Outdoor Adventurers,2022-08-06
DataTech Solutions,Email,All Ages,45 days,0.12,7539.48,6.95,Seattle,Spanish,533,8549,1,Tech Enthusiasts,2022-08-15
Innovate Industries,Email,Men 25-34,30 days,0.12,12726.7,4.01,Seattle,French,306,6840,4,Tech Enthusiasts,2022-08-19
NexGen Systems,Social Media,All Ages,45 days,0.11,8032.51,5.62,Chicago,Mandarin,1238,13546,6,Foodies,2022-08-21
DataTech Solutions,Social Media,Men 25-34,60 days,0.07,10553.19,5.93,Chicago,French,266,3358,6,Fashionistas,2022-08-13
TechCorp,Display,Men 18-24,60 days,0.07,15961.14,4.22,Los Angeles,Mandarin,1852,5141,2,Health & Wellness,2022-08-18
Alpha Innovations,Search,All Ages,30 days,0.06,12001.27,2.35,Los Angeles,Spanish,1309,3543,10,Tech Enthusiasts,2022-08-08
DataTech Solutions,Social Media,All Ages,45 days,0.13,9881.86,7.07,Nueva Orleans,Mandarin,1944,8232,3,Foodies,2022-08-27
DataTech Solutions,Email,All Ages,30 days,0.13,16666.04,7.44,Seattle,Spanish,1863,8309,10,Tech Enthusiasts,2022-08-17
NexGen Systems,Display,All Ages,60 days,0.09,15430.41,4.58,Miami,German,1600,11611,3,Fashionistas,2022-08-11
NexGen Systems,Influencer,Women 35-44,30 days,0.06,6205.91,5.92,Miami,French,703,13313,3,Foodies,2022-08-25
Alpha Innovations,Email,Men 18-24,60 days,0.04,12989.5,7.56,Nueva Orleans,French,1595,1236,9,Health & Wellness,2022-08-16
DataTech Solutions,Email,All Ages,45 days,0.11,9380.44,4.6,Miami,Spanish,579,16201,7,Tech Enthusiasts,2022-08-29
NexGen Systems,Social Media,Men 25-34,60 days,0.13,16797.93,3.11,San Francisco,English,536,8307,8,Fashionistas,2022-08-04
NexGen Systems,Display,Men 18-24,30 days,0.03,19809.82,6.09,Las Vegas,French,1890,14750,3,Tech Enthusiasts,2022-08-25
NexGen Systems,Search,All Ages,30 days,0.03,18335.22,6.87,Miami,German,1899,11565,10,Fashionistas,2022-08-12
NexGen Systems,Social Media,Men 18-24,60 days,0.14,12243.31,2.83,New York,Spanish,1607,14390,2,Health & Wellness,2022-08-25
TechCorp,Email,Women 25-34,30 days,0.11,8750.32,7.11,Nueva Orleans,Spanish,1634,16770,5,Foodies,2022-08-26
DataTech Solutions,Email,Women 35-44,15 days,0.08,10414.34,5.5,Miami,Spanish,141,11491,5,Outdoor Adventurers,2022-08-13
TechCorp,Search,Women 35-44,45 days,0.04,18846.88,6.89,Los Angeles,Spanish,216,14732,7,Fashionistas,2022-08-12
DataTech Solutions,Email,All Ages,30 days,0.03,6445.45,6.12,New York,Mandarin,623,2875,7,Fashionistas,2022-08-14
Alpha Innovations,Search,Women 35-44,60 days,0.14,19117.41,6.43,San Francisco,Mandarin,377,7826,6,Health & Wellness,2022-08-19
TechCorp,Search,Men 25-34,30 days,0.05,18207.43,6.43,Miami,French,996,14559,10,Fashionistas,2022-08-19
Alpha Innovations,Display,Men 25-34,45 days,0.05,15275.92,3.6,Seattle,French,874,1671,9,Foodies,2022-08-08
DataTech Solutions,Search,Men 18-24,60 days,0.13,9791.24,5.25,Las Vegas,English,1563,4159,5,Outdoor Adventurers,2022-08-16
Alpha Innovations,Email,Women 35-44,45 days,0.14,16978.41,3.77,New York,French,521,14972,3,Fashionistas,2022-08-03
NexGen Systems,Search,Men 18-24,45 days,0.08,5285.51,7.92,Seattle,Mandarin,158,2214,10,Foodies,2022-08-24
TechCorp,Email,Women 35-44,15 days,0.14,8615.31,5.9,Seattle,German,406,2565,7,Tech Enthusiasts,2022-08-04
Innovate Industries,Influencer,All Ages,60 days,0.05,15428.75,4.61,Seattle,French,1421,19005,8,Tech Enthusiasts,2022-08-23
TechCorp,Email,Men 18-24,30 days,0.06,13302.4,6.05,Boston,English,1421,4304,4,Tech Enthusiasts,2022-08-29
NexGen Systems,Display,Women 25-34,60 days,0.14,10479.66,3.19,Boston,Spanish,724,3945,7,Outdoor Adventurers,2022-08-13
NexGen Systems,Influencer,All Ages,30 days,0.1,8050.79,5.69,Washington,English,129,1185,3,Outdoor Adventurers,2022-08-21
TechCorp,Search,All Ages,30 days,0.03,9509.21,6.22,Seattle,French,1369,13550,7,Tech Enthusiasts,2022-08-06
Alpha Innovations,Influencer,Women 25-34,45 days,0.01,5870.33,6.26,Los Angeles,Mandarin,851,5044,3,Outdoor Adventurers,2022-08-01
NexGen Systems,Search,Men 18-24,45 days,0.09,10996.65,2.93,Nueva Orleans,German,208,11461,2,Foodies,2022-08-27
NexGen Systems,Email,Women 25-34,45 days,0.02,18754.85,4.67,Boston,French,1607,19613,2,Foodies,2022-08-27
TechCorp,Email,Women 25-34,30 days,0.1,5018.1,3.95,Chicago,English,617,18154,4,Tech Enthusiasts,2022-08-29
Innovate Industries,Email,Men 18-24,30 days,0.09,7172.28,2.13,San Francisco,German,318,11261,7,Tech Enthusiasts,2022-08-25
TechCorp,Search,Women 25-34,60 days,0.14,19699.7,3.71,Las Vegas,French,1577,7069,5,Foodies,2022-08-27
Innovate Industries,Influencer,Men 25-34,60 days,0.1,17558.77,7.2,Washington,French,591,16679,7,Tech Enthusiasts,2022-08-13
NexGen Systems,Display,Women 35-44,30 days,0.05,19442.19,3.33,New York,English,589,17065,8,Foodies,2022-08-27
TechCorp,Social Media,Women 25-34,45 days,0.07,18029.11,2.38,San Francisco,French,191,13010,2,Health & Wellness,2022-08-09
Alpha Innovations,Email,All Ages,45 days,0.13,6862.66,6.52,Seattle,English,191,11038,9,Health & Wellness,2022-08-24
TechCorp,Email,Men 25-34,60 days,0.11,12741.09,2.64,Boston,English,1628,1427,8,Outdoor Adventurers,2022-08-27
Alpha Innovations,Search,Women 35-44,15 days,0.02,17820.59,3.32,Washington,Spanish,1315,1914,6,Tech Enthusiasts,2022-08-11
NexGen Systems,Influencer,Men 18-24,45 days,0.07,8891.43,2.34,San Francisco,Mandarin,372,13994,7,Foodies,2022-08-21
DataTech Solutions,Search,Men 18-24,30 days,0.03,13701.16,5.92,Nueva Orleans,French,661,6606,8,Tech Enthusiasts,2022-08-07
Innovate Industries,Search,Men 25-34,30 days,0.1,11286.76,5.29,San Francisco,Mandarin,612,15493,10,Foodies,2022-08-13
DataTech Solutions,Social Media,Women 25-34,60 days,0.15,10345.79,5.46,Washington,English,1287,11751,3,Fashionistas,2022-08-06
DataTech Solutions,Influencer,All Ages,60 days,0.03,10639.32,7.29,Las Vegas,Spanish,1787,13419,2,Outdoor Adventurers,2022-08-27
TechCorp,Search,Women 35-44,30 days,0.06,15527.8,7.2,New York,Spanish,920,19414,6,Fashionistas,2022-08-10
Alpha Innovations,Email,Women 25-34,45 days,0.08,12212.07,7.0,Seattle,German,216,9584,4,Fashionistas,2022-08-11
TechCorp,Social Media,Women 35-44,15 days,0.13,13663.32,3.08,Chicago,German,1474,2159,1,Outdoor Adventurers,2022-08-17
TechCorp,Social Media,Women 25-34,30 days,0.14,17986.3,3.77,Chicago,Mandarin,647,3433,1,Foodies,2022-08-19
NexGen Systems,Email,Women 25-34,45 days,0.1,18365.46,7.68,Nueva Orleans,French,400,5794,3,Fashionistas,2022-08-21
Alpha Innovations,Display,Men 25-34,15 days,0.09,16563.91,3.77,Las Vegas,German,347,13651,10,Health & Wellness,2022-08-29
TechCorp,Influencer,Men 18-24,15 days,0.06,5939.57,5.02,New York,Spanish,845,18654,6,Outdoor Adventurers,2022-08-19
Innovate Industries,Influencer,Men 18-24,45 days,0.03,10097.93,6.27,Washington,French,565,15373,6,Foodies,2022-08-23
TechCorp,Influencer,Men 25-34,60 days,0.14,10170.15,5.93,Seattle,English,1385,3838,3,Foodies,2022-08-09
Innovate Industries,Email,Men 18-24,30 days,0.07,13442.16,6.86,Chicago,English,1260,17165,4,Health & Wellness,2022-08-13
Alpha Innovations,Search,Men 25-34,15 days,0.03,9929.1,2.67,Seattle,German,1874,11822,4,Fashionistas,2022-08-03
NexGen Systems,Social Media,Women 25-34,60 days,0.03,19829.25,2.81,Washington,German,1289,17881,10,Health & Wellness,2022-08-19
DataTech Solutions,Influencer,Women 25-34,30 days,0.04,9887.17,2.93,Los Angeles,Spanish,778,18781,6,Outdoor Adventurers,2022-08-20
