Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Social Media,All Ages,60 days,0.13,12821.61,2.17,Chicago,Spanish,118,19510,4,Foodies,2023-02-06
NexGen Systems,Email,Men 25-34,45 days,0.08,11133.78,3.14,Miami,Spanish,1483,12791,8,Tech Enthusiasts,2023-02-23
DataTech Solutions,Display,All Ages,45 days,0.04,17724.28,5.76,Boston,Spanish,1987,7047,6,Outdoor Adventurers,2023-02-15
Innovate Industries,Email,Women 35-44,15 days,0.1,11649.58,3.04,Los Angeles,Spanish,736,14674,8,Fashionistas,2023-02-17
TechCorp,Social Media,Men 18-24,30 days,0.09,10199.28,5.72,San Francisco,French,1212,1928,7,Fashionistas,2023-02-10
NexGen Systems,Social Media,Men 25-34,60 days,0.04,5638.75,4.52,Miami,French,1510,5369,9,Tech Enthusiasts,2023-02-06
NexGen Systems,Social Media,Men 25-34,60 days,0.13,8195.63,7.29,New York,Mandarin,798,8807,1,Tech Enthusiasts,2023-02-01
TechCorp,Influencer,All Ages,30 days,0.02,6480.64,7.96,New York,French,297,11282,2,Foodies,2023-02-02
Innovate Industries,Influencer,Men 18-24,15 days,0.04,18406.26,5.02,Miami,German,1599,9124,8,Tech Enthusiasts,2023-02-19
Innovate Industries,Influencer,Women 35-44,45 days,0.07,19724.63,4.3,Boston,English,217,11931,5,Fashionistas,2023-02-22
Innovate Industries,Social Media,Men 25-34,45 days,0.14,19180.06,4.76,Seattle,French,659,13975,5,Fashionistas,2023-02-21
TechCorp,Influencer,Men 25-34,30 days,0.13,8856.26,2.99,Boston,Spanish,856,19788,8,Health & Wellness,2023-02-20
DataTech Solutions,Search,Men 25-34,45 days,0.07,11607.32,5.41,San Francisco,French,386,10200,6,Foodies,2023-02-12
Innovate Industries,Email,Women 25-34,45 days,0.06,17537.34,4.17,Washington,French,454,19753,5,Tech Enthusiasts,2023-02-26
TechCorp,Search,All Ages,45 days,0.13,5419.12,6.6,Washington,English,591,3510,1,Outdoor Adventurers,2023-02-23
Alpha Innovations,Influencer,Men 25-34,45 days,0.03,12028.0,4.61,New York,Mandarin,1271,4863,6,Fashionistas,2023-02-14
Alpha Innovations,Search,Men 25-34,60 days,0.06,12658.71,2.06,Seattle,French,1896,16809,3,Health & Wellness,2023-02-26
NexGen Systems,Influencer,All Ages,30 days,0.11,19188.19,5.92,San Francisco,Spanish,844,2756,8,Tech Enthusiasts,2023-02-01
Alpha Innovations,Email,All Ages,45 days,0.14,9291.75,7.2,Boston,Spanish,1340,4900,4,Outdoor Adventurers,2023-02-17
DataTech Solutions,Influencer,Women 25-34,45 days,0.04,7325.7,3.17,Las Vegas,German,1301,19483,10,Tech Enthusiasts,2023-02-25
Alpha Innovations,Influencer,Men 18-24,45 days,0.07,19198.7,2.41,San Francisco,German,353,14073,1,Foodies,2023-02-09
Innovate Industries,Influencer,Men 18-24,60 days,0.06,19413.49,6.48,Nueva Orleans,French,1355,9056,8,Health & Wellness,2023-02-04
NexGen Systems,Display,Men 25-34,45 days,0.14,7598.17,7.29,Seattle,English,781,15344,10,Health & Wellness,2023-02-17
Alpha Innovations,Display,All Ages,15 days,0.08,10483.98,2.2,Boston,French,1947,12016,7,Foodies,2023-02-01
TechCorp,Display,Women 35-44,15 days,0.15,13393.0,5.51,Nueva Orleans,English,1437,10016,7,Foodies,2023-02-04
TechCorp,Social Media,Men 18-24,60 days,0.11,19010.72,3.24,Nueva Orleans,English,938,13037,1,Fashionistas,2023-02-19
Innovate Industries,Social Media,Men 25-34,15 days,0.07,7825.44,6.1,Miami,French,1568,18040,7,Health & Wellness,2023-02-27
