Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Email,Women 35-44,15 days,0.12,12047.77,3.16,Washington,Mandarin,298,2274,6,Health & Wellness,2022-10-03
Innovate Industries,Influencer,Men 18-24,45 days,0.09,15318.41,7.54,Washington,French,833,9032,4,Health & Wellness,2022-10-12
Innovate Industries,Email,Men 18-24,15 days,0.03,16347.97,3.35,Los Angeles,German,1486,16305,7,Tech Enthusiasts,2022-10-26
TechCorp,Display,Women 25-34,45 days,0.09,18879.64,5.83,Los Angeles,English,1181,13942,1,Outdoor Adventurers,2022-10-12
NexGen Systems,Influencer,All Ages,30 days,0.14,17017.66,7.77,Washington,Mandarin,1418,17002,1,Fashionistas,2022-10-21
Innovate Industries,Email,Men 25-34,45 days,0.1,6663.73,4.82,Nueva Orleans,Mandarin,328,13247,6,Fashionistas,2022-10-14
TechCorp,Display,Women 35-44,30 days,0.09,16673.59,4.69,San Francisco,Mandarin,1155,12780,8,Fashionistas,2022-10-29
Alpha Innovations,Search,Men 25-34,60 days,0.08,19330.92,7.79,Las Vegas,English,150,3154,3,Tech Enthusiasts,2022-10-07
NexGen Systems,Display,Women 35-44,15 days,0.14,14352.85,4.91,Boston,German,214,13527,8,Foodies,2022-10-13
TechCorp,Display,Women 35-44,45 days,0.01,16778.86,6.3,Miami,German,912,10851,4,Health & Wellness,2022-10-30
Innovate Industries,Email,Women 25-34,60 days,0.05,13064.4,2.53,Nueva Orleans,German,845,6724,8,Tech Enthusiasts,2022-10-12
Innovate Industries,Display,Women 25-34,15 days,0.12,7619.02,3.29,Las Vegas,Spanish,252,13693,3,Outdoor Adventurers,2022-10-23
NexGen Systems,Social Media,Men 18-24,30 days,0.13,5318.91,5.02,Miami,Mandarin,1066,9031,7,Outdoor Adventurers,2022-10-01
TechCorp,Email,Women 25-34,15 days,0.06,5201.54,2.82,Los Angeles,English,854,5629,1,Outdoor Adventurers,2022-10-10
Alpha Innovations,Social Media,Men 25-34,45 days,0.07,16752.95,6.19,Los Angeles,English,1426,16111,9,Tech Enthusiasts,2022-10-06
DataTech Solutions,Email,Women 35-44,30 days,0.09,13176.91,7.09,Los Angeles,German,548,8836,6,Foodies,2022-10-20
NexGen Systems,Influencer,Women 25-34,15 days,0.01,6205.27,5.86,Boston,Spanish,1095,19758,1,Fashionistas,2022-10-22
Innovate Industries,Email,Men 18-24,30 days,0.08,14695.4,5.43,Los Angeles,German,1422,13312,9,Health & Wellness,2022-10-11
TechCorp,Influencer,All Ages,15 days,0.12,19205.71,6.06,Nueva Orleans,Mandarin,1731,10017,7,Fashionistas,2022-10-26
DataTech Solutions,Email,Men 18-24,45 days,0.06,13832.33,5.93,Nueva Orleans,English,340,6207,5,Tech Enthusiasts,2022-10-14
Alpha Innovations,Email,Men 18-24,60 days,0.09,10834.56,3.28,Miami,Mandarin,1100,4337,9,Fashionistas,2022-10-23
DataTech Solutions,Email,Women 25-34,30 days,0.02,10682.89,5.11,Nueva Orleans,German,1158,19629,10,Fashionistas,2022-10-24
NexGen Systems,Social Media,Women 35-44,60 days,0.13,12987.06,7.45,Los Angeles,French,849,5032,5,Outdoor Adventurers,2022-10-22
Alpha Innovations,Email,Women 35-44,15 days,0.11,12543.49,6.04,Las Vegas,Spanish,1216,4954,5,Outdoor Adventurers,2022-10-14
DataTech Solutions,Search,Men 25-34,45 days,0.12,13594.21,3.31,Miami,Spanish,1580,14056,2,Tech Enthusiasts,2022-10-17
Alpha Innovations,Influencer,Men 25-34,60 days,0.13,14362.0,3.01,Miami,French,495,15086,7,Outdoor Adventurers,2022-10-11
Innovate Industries,Influencer,Men 25-34,60 days,0.12,10710.64,6.25,Las Vegas,Mandarin,1236,4786,8,Fashionistas,2022-10-10
NexGen Systems,Influencer,Women 35-44,45 days,0.13,15156.63,5.07,Miami,English,245,17522,2,Fashionistas,2022-10-01
Alpha Innovations,Email,Women 25-34,45 days,0.08,13351.67,4.9,Nueva Orleans,English,267,9475,8,Health & Wellness,2022-10-17
NexGen Systems,Display,Men 18-24,60 days,0.13,15251.69,7.23,New York,Spanish,1041,13215,9,Foodies,2022-10-10
Innovate Industries,Email,Men 25-34,15 days,0.12,19694.1,6.75,Washington,Mandarin,1052,5803,10,Foodies,2022-10-25
DataTech Solutions,Search,Women 25-34,60 days,0.13,17681.6,4.24,San Francisco,Spanish,1723,8549,2,Tech Enthusiasts,2022-10-17
NexGen Systems,Search,Women 35-44,60 days,0.12,11560.34,4.81,Boston,German,1592,9303,6,Fashionistas,2022-10-22
DataTech Solutions,Display,Women 25-34,45 days,0.07,5711.38,5.7,San Francisco,Mandarin,1878,8055,8,Outdoor Adventurers,2022-10-03
NexGen Systems,Email,All Ages,60 days,0.04,13917.49,2.81,Boston,French,1301,7435,1,Foodies,2022-10-11
DataTech Solutions,Email,Men 25-34,15 days,0.09,6167.67,6.99,Seattle,German,1579,17653,8,Tech Enthusiasts,2022-10-28
Innovate Industries,Social Media,Women 35-44,15 days,0.04,6286.33,2.05,Washington,German,1086,4486,8,Outdoor Adventurers,2022-10-26
DataTech Solutions,Social Media,Women 25-34,30 days,0.03,16393.92,7.38,Nueva Orleans,French,679,9115,10,Fashionistas,2022-10-06
TechCorp,Display,Women 25-34,30 days,0.02,6731.18,7.71,Miami,Spanish,973,18011,5,Tech Enthusiasts,2022-10-30
Innovate Industries,Email,Men 18-24,30 days,0.02,7539.27,4.35,Miami,Spanish,749,19066,7,Fashionistas,2022-10-29
DataTech Solutions,Influencer,Women 35-44,45 days,0.08,14009.52,2.87,Miami,Mandarin,662,12955,4,Foodies,2022-10-03
TechCorp,Search,Men 18-24,15 days,0.05,10541.6,6.11,Washington,Mandarin,457,9511,3,Tech Enthusiasts,2022-10-13
NexGen Systems,Search,Men 25-34,60 days,0.03,18066.11,2.69,Washington,German,772,14265,2,Tech Enthusiasts,2022-10-24
DataTech Solutions,Display,Men 25-34,15 days,0.05,19894.74,7.25,Chicago,English,1031,7697,1,Tech Enthusiasts,2022-10-08
DataTech Solutions,Display,Women 25-34,30 days,0.09,19108.4,2.57,Chicago,Mandarin,1792,11755,8,Health & Wellness,2022-10-13
DataTech Solutions,Email,Women 35-44,15 days,0.01,7331.37,7.97,San Francisco,German,740,15475,9,Outdoor Adventurers,2022-10-13
DataTech Solutions,Email,All Ages,30 days,0.14,16010.57,5.6,Washington,Mandarin,948,6553,3,Foodies,2022-10-10
Innovate Industries,Influencer,Men 18-24,30 days,0.14,9350.95,3.28,Seattle,English,1071,6329,4,Fashionistas,2022-10-07
Innovate Industries,Email,Women 35-44,30 days,0.06,13888.54,4.59,San Francisco,German,1676,6590,5,Tech Enthusiasts,2022-10-18
Alpha Innovations,Social Media,Men 25-34,45 days,0.11,14217.87,6.16,Washington,German,1892,16691,5,Tech Enthusiasts,2022-10-18
Innovate Industries,Email,Men 18-24,15 days,0.12,14741.27,5.8,Washington,German,1308,3467,3,Outdoor Adventurers,2022-10-24
DataTech Solutions,Search,Men 25-34,15 days,0.13,16308.86,5.0,Boston,German,1017,1477,4,Foodies,2022-10-19
Alpha Innovations,Email,All Ages,60 days,0.07,7941.88,4.98,Chicago,Mandarin,371,14497,8,Health & Wellness,2022-10-07
DataTech Solutions,Social Media,All Ages,30 days,0.14,7585.14,2.76,New York,English,1165,14000,10,Fashionistas,2022-10-02
NexGen Systems,Display,Women 35-44,15 days,0.02,19631.82,6.47,New York,German,1102,16649,10,Health & Wellness,2022-10-14
TechCorp,Email,Women 25-34,30 days,0.11,5394.15,3.46,San Francisco,French,1329,17124,8,Foodies,2022-10-13
NexGen Systems,Search,Men 18-24,60 days,0.15,14235.66,7.24,San Francisco,Spanish,1869,13621,5,Tech Enthusiasts,2022-10-16
Alpha Innovations,Display,Men 18-24,45 days,0.09,13814.38,6.09,Miami,German,1994,11783,2,Outdoor Adventurers,2022-10-13
Innovate Industries,Social Media,All Ages,45 days,0.13,11988.07,7.93,New York,Mandarin,738,5679,8,Fashionistas,2022-10-18
Alpha Innovations,Influencer,Men 25-34,45 days,0.02,11467.07,2.72,Chicago,German,1614,19074,4,Health & Wellness,2022-10-25
Innovate Industries,Search,Women 25-34,15 days,0.08,5649.89,6.53,Boston,German,464,9487,2,Fashionistas,2022-10-25
TechCorp,Social Media,Men 25-34,15 days,0.11,9320.26,4.76,Boston,Mandarin,943,19927,3,Health & Wellness,2022-10-23
DataTech Solutions,Social Media,Men 25-34,30 days,0.15,9102.83,3.44,Chicago,Mandarin,1924,1290,10,Outdoor Adventurers,2022-10-03
DataTech Solutions,Influencer,Men 25-34,45 days,0.01,18426.95,2.52,New York,English,1966,8640,2,Foodies,2022-10-09
DataTech Solutions,Display,Women 35-44,15 days,0.05,15891.6,6.02,New York,English,1839,11711,5,Foodies,2022-10-04
DataTech Solutions,Influencer,Women 35-44,30 days,0.12,16118.68,6.04,Boston,German,1291,2731,4,Health & Wellness,2022-10-26
TechCorp,Email,Women 35-44,30 days,0.07,12101.9,2.24,Boston,French,420,13886,1,Health & Wellness,2022-10-06
TechCorp,Social Media,Men 18-24,15 days,0.04,7768.6,6.01,San Francisco,Mandarin,801,3282,6,Foodies,2022-10-17
TechCorp,Search,Women 35-44,15 days,0.02,14578.84,4.83,Miami,Spanish,1321,3987,5,Tech Enthusiasts,2022-10-19
DataTech Solutions,Display,Men 25-34,15 days,0.13,9595.41,7.72,Seattle,German,1263,9896,10,Health & Wellness,2022-10-01
TechCorp,Email,Men 25-34,45 days,0.06,18237.0,4.37,Nueva Orleans,English,1423,12436,4,Foodies,2022-10-21
Alpha Innovations,Influencer,All Ages,30 days,0.14,6235.01,2.77,Chicago,Spanish,1827,1143,5,Health & Wellness,2022-10-12
NexGen Systems,Influencer,Women 25-34,30 days,0.12,19828.1,7.57,Chicago,Mandarin,1056,10693,6,Tech Enthusiasts,2022-10-25
Alpha Innovations,Social Media,Men 18-24,45 days,0.08,9474.57,3.12,Boston,Spanish,1001,2756,5,Foodies,2022-10-02
