Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Influencer,All Ages,30 days,0.01,17156.49,5.52,Washington,German,1207,9713,10,Foodies,2023-02-02
DataTech Solutions,Social Media,Women 25-34,30 days,0.02,9449.4,4.11,Washington,English,1647,4531,3,Tech Enthusiasts,2023-02-02
Alpha Innovations,Email,Women 25-34,15 days,0.14,8331.55,2.09,Los Angeles,Spanish,1273,17385,4,Fashionistas,2023-02-12
Alpha Innovations,Email,Men 25-34,30 days,0.04,17224.65,2.19,Boston,Mandarin,1164,7293,6,Foodies,2023-02-23
Alpha Innovations,Email,All Ages,60 days,0.1,12357.64,3.81,Los Angeles,Mandarin,950,7430,1,Outdoor Adventurers,2023-02-25
Alpha Innovations,Email,Women 35-44,30 days,0.09,17643.77,5.51,Los Angeles,English,1512,6447,4,Fashionistas,2023-02-08
DataTech Solutions,Display,Women 25-34,60 days,0.03,14488.08,5.75,Miami,Mandarin,383,13296,8,Foodies,2023-02-07
TechCorp,Search,Women 25-34,30 days,0.1,14380.39,4.81,Nueva Orleans,English,439,9393,6,Tech Enthusiasts,2023-02-09
Innovate Industries,Email,Men 18-24,45 days,0.06,17831.22,3.77,Miami,Mandarin,987,7217,10,Foodies,2023-02-17
NexGen Systems,Search,Men 25-34,45 days,0.13,14467.18,6.01,Las Vegas,Spanish,250,2733,5,Tech Enthusiasts,2023-02-12
NexGen Systems,Display,Women 25-34,60 days,0.03,16964.52,3.33,San Francisco,German,1423,4418,3,Fashionistas,2023-02-19
Innovate Industries,Display,Men 18-24,45 days,0.02,18582.95,2.98,Seattle,Spanish,1027,2333,10,Outdoor Adventurers,2023-02-14
Alpha Innovations,Display,Women 25-34,60 days,0.1,19486.21,6.8,Las Vegas,German,1438,3885,5,Outdoor Adventurers,2023-02-11
DataTech Solutions,Social Media,Women 35-44,30 days,0.09,6022.65,3.29,Miami,English,634,1659,5,Outdoor Adventurers,2023-02-13
NexGen Systems,Display,All Ages,30 days,0.01,9199.66,3.98,San Francisco,English,250,6718,9,Foodies,2023-02-24
Innovate Industries,Email,All Ages,30 days,0.12,19889.5,3.19,Washington,Mandarin,762,18768,5,Foodies,2023-02-16
