Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Email,All Ages,45 days,0.05,6956.83,7.44,New York,German,1973,16948,5,Fashionistas,2023-02-27
NexGen Systems,Influencer,All Ages,30 days,0.02,7641.92,3.92,Boston,Spanish,1160,9209,4,Fashionistas,2023-02-10
Alpha Innovations,Search,Women 25-34,60 days,0.04,13212.84,6.49,Seattle,German,1445,8906,5,Health & Wellness,2023-02-07
Alpha Innovations,Influencer,Women 25-34,30 days,0.04,6574.24,7.64,Miami,French,334,15397,1,Fashionistas,2023-02-23
NexGen Systems,Display,Women 25-34,30 days,0.08,12307.87,6.7,Nueva Orleans,Spanish,924,10385,1,Foodies,2023-02-02
DataTech Solutions,Display,Women 25-34,45 days,0.06,16505.73,5.43,New York,Spanish,557,10199,6,Outdoor Adventurers,2023-02-16
Alpha Innovations,Display,All Ages,30 days,0.1,6459.03,4.44,Los Angeles,French,1045,12459,10,Tech Enthusiasts,2023-02-23
NexGen Systems,Social Media,Men 25-34,45 days,0.13,6894.1,2.77,San Francisco,German,1442,19047,8,Tech Enthusiasts,2023-02-02
Innovate Industries,Email,Men 18-24,30 days,0.09,16715.01,3.55,Boston,Mandarin,1723,10897,5,Tech Enthusiasts,2023-02-03
Innovate Industries,Display,Women 25-34,15 days,0.15,19298.1,3.68,Los Angeles,English,1724,14075,1,Foodies,2023-02-08
Innovate Industries,Influencer,Men 18-24,60 days,0.04,5446.33,7.65,New York,English,722,13881,1,Tech Enthusiasts,2023-02-17
NexGen Systems,Email,Men 25-34,45 days,0.11,12040.68,6.98,Los Angeles,Mandarin,1876,4548,3,Outdoor Adventurers,2023-02-11
Innovate Industries,Influencer,Men 25-34,15 days,0.04,18886.3,3.91,New York,English,165,10573,7,Health & Wellness,2023-02-09
Innovate Industries,Social Media,Women 35-44,15 days,0.07,17621.73,3.56,Nueva Orleans,Mandarin,465,1948,10,Foodies,2023-02-25
Innovate Industries,Email,All Ages,30 days,0.08,6468.32,5.18,Washington,Mandarin,129,1043,7,Fashionistas,2023-02-19
Alpha Innovations,Social Media,All Ages,15 days,0.06,14351.98,5.98,Washington,Mandarin,1679,12429,9,Foodies,2023-02-24
Alpha Innovations,Influencer,Women 35-44,30 days,0.1,12207.35,7.74,New York,German,1946,13567,8,Fashionistas,2023-02-22
Innovate Industries,Influencer,Women 25-34,45 days,0.03,10863.69,4.67,Los Angeles,English,1390,19082,3,Fashionistas,2023-02-21
Innovate Industries,Influencer,Men 25-34,45 days,0.13,16896.85,5.48,Washington,Spanish,1000,10438,3,Foodies,2023-02-13
Innovate Industries,Display,Men 18-24,15 days,0.03,7374.79,3.17,Washington,Mandarin,1002,10142,8,Tech Enthusiasts,2023-02-15
NexGen Systems,Email,All Ages,15 days,0.14,7008.19,3.85,Nueva Orleans,Mandarin,967,5883,6,Health & Wellness,2023-02-17
DataTech Solutions,Influencer,All Ages,45 days,0.09,19586.05,4.16,Seattle,German,198,11089,9,Health & Wellness,2023-02-03
Alpha Innovations,Social Media,Women 35-44,60 days,0.04,19005.52,2.16,Las Vegas,French,964,8877,3,Tech Enthusiasts,2023-02-18
Alpha Innovations,Email,Women 25-34,30 days,0.01,16121.78,5.63,New York,French,168,3215,2,Outdoor Adventurers,2023-02-25
DataTech Solutions,Search,Men 25-34,30 days,0.09,14669.22,4.64,Las Vegas,German,1656,2084,5,Outdoor Adventurers,2023-02-02
DataTech Solutions,Search,All Ages,45 days,0.08,13132.51,3.77,New York,English,1773,19935,6,Fashionistas,2023-02-20
DataTech Solutions,Search,Men 25-34,15 days,0.1,5400.38,6.99,Las Vegas,French,455,7092,4,Fashionistas,2023-02-17
DataTech Solutions,Display,Men 18-24,30 days,0.13,5621.78,2.8,Nueva Orleans,Mandarin,1121,13311,3,Foodies,2023-02-06
TechCorp,Email,All Ages,45 days,0.11,12658.6,4.41,Nueva Orleans,Mandarin,649,19325,10,Fashionistas,2023-02-04
TechCorp,Search,Men 25-34,60 days,0.13,6473.81,4.36,New York,Mandarin,291,11635,9,Foodies,2023-02-03
NexGen Systems,Display,Women 25-34,45 days,0.01,17002.85,6.7,Nueva Orleans,German,1279,13937,8,Health & Wellness,2023-02-05
TechCorp,Influencer,Men 25-34,30 days,0.07,17711.22,2.19,Las Vegas,German,438,4220,9,Tech Enthusiasts,2023-02-22
TechCorp,Influencer,All Ages,30 days,0.05,6361.18,3.32,Boston,French,614,16407,7,Health & Wellness,2023-02-12
DataTech Solutions,Influencer,Men 25-34,60 days,0.13,17668.21,4.74,New York,French,616,16051,5,Tech Enthusiasts,2023-02-21
NexGen Systems,Social Media,Women 35-44,45 days,0.14,11775.78,6.79,Boston,Spanish,1825,2263,5,Foodies,2023-02-26
Innovate Industries,Display,Men 18-24,15 days,0.1,10182.38,6.14,Las Vegas,French,850,1029,2,Tech Enthusiasts,2023-02-02
TechCorp,Email,Men 18-24,15 days,0.07,7694.25,7.55,New York,German,1302,11855,8,Fashionistas,2023-02-16
DataTech Solutions,Social Media,Men 18-24,15 days,0.03,8813.19,5.53,Chicago,Spanish,747,14094,1,Fashionistas,2023-02-05
NexGen Systems,Social Media,Women 35-44,30 days,0.03,11905.44,2.92,New York,French,1631,3138,1,Health & Wellness,2023-02-05
Innovate Industries,Influencer,Men 25-34,45 days,0.01,7571.69,3.83,Miami,English,1080,15236,9,Tech Enthusiasts,2023-02-24
NexGen Systems,Display,Men 18-24,45 days,0.02,6268.9,7.56,Seattle,German,1718,16590,10,Foodies,2023-02-08
TechCorp,Influencer,Men 18-24,60 days,0.09,6531.31,6.88,Nueva Orleans,Spanish,109,3049,7,Fashionistas,2023-02-21
NexGen Systems,Search,Women 35-44,45 days,0.12,19606.11,4.68,Los Angeles,Mandarin,1236,1040,4,Tech Enthusiasts,2023-02-08
DataTech Solutions,Email,Men 18-24,60 days,0.13,17352.41,7.56,San Francisco,Spanish,1169,16853,8,Outdoor Adventurers,2023-02-04
TechCorp,Influencer,Men 25-34,60 days,0.11,11564.96,6.71,Seattle,German,614,1630,3,Health & Wellness,2023-02-04
Innovate Industries,Influencer,Men 25-34,15 days,0.1,6169.6,5.64,Los Angeles,English,1831,10992,9,Health & Wellness,2023-02-12
Innovate Industries,Display,Women 25-34,30 days,0.12,11200.22,4.59,Washington,English,404,13102,9,Health & Wellness,2023-02-05
Alpha Innovations,Influencer,Women 35-44,60 days,0.11,9793.58,3.39,Seattle,Spanish,1266,5196,3,Outdoor Adventurers,2023-02-08
Alpha Innovations,Influencer,Women 35-44,30 days,0.07,15477.22,2.78,Miami,German,536,4975,10,Fashionistas,2023-02-21
Innovate Industries,Search,Women 25-34,45 days,0.12,8565.98,4.19,Miami,German,528,3535,10,Tech Enthusiasts,2023-02-04
TechCorp,Email,Women 25-34,15 days,0.04,6770.7,3.75,Washington,Spanish,1230,16533,1,Tech Enthusiasts,2023-02-13
Alpha Innovations,Email,Women 25-34,30 days,0.04,12659.35,7.05,Los Angeles,Mandarin,827,14465,10,Outdoor Adventurers,2023-02-10
DataTech Solutions,Influencer,All Ages,45 days,0.02,11542.26,5.91,New York,French,179,6698,7,Foodies,2023-02-24
Alpha Innovations,Email,Women 25-34,30 days,0.01,10768.88,2.77,Chicago,French,293,13009,4,Outdoor Adventurers,2023-02-04
Alpha Innovations,Influencer,Women 35-44,45 days,0.13,7080.78,7.91,San Francisco,Mandarin,595,19078,5,Fashionistas,2023-02-06
DataTech Solutions,Social Media,Women 35-44,45 days,0.09,7564.74,6.84,San Francisco,English,1997,12546,1,Health & Wellness,2023-02-07
NexGen Systems,Influencer,Men 18-24,15 days,0.12,5342.05,2.57,Washington,German,1048,18573,6,Foodies,2023-02-01
Alpha Innovations,Display,All Ages,45 days,0.09,8954.22,4.43,Las Vegas,French,703,7813,5,Outdoor Adventurers,2023-02-13
NexGen Systems,Display,Women 25-34,60 days,0.12,10593.12,4.64,Los Angeles,French,885,9297,4,Tech Enthusiasts,2023-02-08
NexGen Systems,Email,Men 18-24,30 days,0.02,15939.58,7.18,Seattle,German,488,8372,5,Foodies,2023-02-11
Alpha Innovations,Search,All Ages,60 days,0.11,8570.46,6.58,Boston,English,146,8789,2,Foodies,2023-02-07
NexGen Systems,Search,Women 35-44,45 days,0.13,8533.28,2.18,Miami,Mandarin,1789,10785,9,Foodies,2023-02-24
NexGen Systems,Display,All Ages,30 days,0.07,9571.5,6.64,Chicago,English,182,3268,6,Outdoor Adventurers,2023-02-05
DataTech Solutions,Email,All Ages,45 days,0.01,5464.11,3.33,Chicago,Spanish,1203,14792,9,Tech Enthusiasts,2023-02-26
NexGen Systems,Social Media,Men 25-34,45 days,0.14,18164.85,6.29,Boston,French,1108,9644,2,Foodies,2023-02-05
NexGen Systems,Search,Men 18-24,45 days,0.1,5476.56,5.32,Las Vegas,French,191,10871,4,Outdoor Adventurers,2023-02-18
TechCorp,Display,Men 18-24,15 days,0.1,19417.38,6.61,San Francisco,Spanish,522,14310,2,Tech Enthusiasts,2023-02-14
DataTech Solutions,Influencer,Women 25-34,15 days,0.05,6159.26,3.58,Las Vegas,English,691,14053,8,Outdoor Adventurers,2023-02-22
DataTech Solutions,Display,Men 18-24,30 days,0.04,7682.4,6.9,Las Vegas,French,177,9298,7,Fashionistas,2023-02-13
Innovate Industries,Display,Men 18-24,15 days,0.12,5391.69,7.34,Las Vegas,Mandarin,893,8391,4,Foodies,2023-02-01
NexGen Systems,Email,All Ages,45 days,0.04,8850.97,3.72,Los Angeles,Mandarin,220,4622,6,Outdoor Adventurers,2023-02-12
NexGen Systems,Social Media,All Ages,15 days,0.1,17830.53,6.04,Washington,English,1190,10252,1,Outdoor Adventurers,2023-02-01
DataTech Solutions,Search,Men 25-34,45 days,0.08,19652.63,5.59,Chicago,English,1404,15119,8,Health & Wellness,2023-02-24
TechCorp,Influencer,Women 35-44,60 days,0.02,7411.52,2.35,Las Vegas,Mandarin,1705,13675,7,Foodies,2023-02-09
NexGen Systems,Email,Women 35-44,30 days,0.05,13803.99,6.21,Los Angeles,English,419,3102,1,Foodies,2023-02-02
Innovate Industries,Email,Women 35-44,30 days,0.09,5121.5,3.69,Washington,Spanish,1458,8616,5,Foodies,2023-02-12
Alpha Innovations,Influencer,Women 35-44,15 days,0.13,13219.07,3.93,Boston,Spanish,444,9552,1,Tech Enthusiasts,2023-02-09
NexGen Systems,Display,All Ages,15 days,0.13,15796.38,7.23,San Francisco,Spanish,1065,5532,6,Fashionistas,2023-02-03
TechCorp,Search,Men 25-34,60 days,0.12,7008.1,5.69,Washington,Mandarin,1415,2801,10,Foodies,2023-02-06
NexGen Systems,Influencer,Women 35-44,30 days,0.05,12336.24,7.77,Washington,English,169,2466,5,Outdoor Adventurers,2023-02-13
Innovate Industries,Social Media,All Ages,30 days,0.14,16327.75,7.78,Seattle,German,887,10373,6,Fashionistas,2023-02-13
Innovate Industries,Display,Women 35-44,15 days,0.09,15099.48,7.46,Los Angeles,Mandarin,257,8702,4,Tech Enthusiasts,2023-02-15
Innovate Industries,Email,Men 25-34,60 days,0.04,7301.48,7.35,Chicago,English,1205,18266,2,Foodies,2023-02-07
NexGen Systems,Influencer,All Ages,15 days,0.12,12992.87,4.96,Miami,English,291,4310,6,Fashionistas,2023-02-16
TechCorp,Influencer,Women 35-44,45 days,0.01,14868.11,3.68,Miami,Spanish,576,9950,10,Outdoor Adventurers,2023-02-01
DataTech Solutions,Display,Women 25-34,30 days,0.02,8403.36,6.68,Miami,English,426,1527,4,Foodies,2023-02-07
Innovate Industries,Search,All Ages,45 days,0.14,8253.5,7.6,New York,Mandarin,1380,12506,9,Outdoor Adventurers,2023-02-23
Innovate Industries,Display,All Ages,45 days,0.07,9705.46,3.2,San Francisco,German,256,15524,8,Tech Enthusiasts,2023-02-15
TechCorp,Email,Men 18-24,45 days,0.11,10105.05,4.9,Boston,Spanish,110,10133,6,Foodies,2023-02-21
NexGen Systems,Influencer,Men 25-34,30 days,0.15,14209.88,3.14,Nueva Orleans,English,1002,3300,7,Tech Enthusiasts,2023-02-15
Alpha Innovations,Display,Men 18-24,15 days,0.06,16018.38,5.78,Chicago,French,511,10473,9,Tech Enthusiasts,2023-02-09
Alpha Innovations,Search,Men 25-34,60 days,0.11,14507.98,5.18,Boston,French,1844,8208,9,Tech Enthusiasts,2023-02-22
