Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Men 18-24,15 days,0.05,19894.43,5.43,Washington,French,555,17778,4,Fashionistas,2024-01-30
Innovate Industries,Search,Men 18-24,15 days,0.07,11042.08,3.4,Miami,English,1429,14163,3,Fashionistas,2024-01-15
NexGen Systems,Influencer,Women 35-44,30 days,0.02,10572.05,3.84,Las Vegas,English,1198,5648,9,Outdoor Adventurers,2024-01-16
Alpha Innovations,Social Media,Women 35-44,30 days,0.11,5618.61,6.95,Miami,Spanish,1804,9108,9,Health & Wellness,2024-01-30
Innovate Industries,Display,Men 25-34,30 days,0.08,13381.88,4.34,Los Angeles,English,635,15040,4,Fashionistas,2024-01-10
DataTech Solutions,Display,Women 35-44,45 days,0.07,5974.77,2.8,Miami,Mandarin,1461,12830,7,Outdoor Adventurers,2024-01-05
Alpha Innovations,Social Media,Women 25-34,45 days,0.1,18889.96,2.58,San Francisco,French,960,12458,6,Fashionistas,2024-01-08
NexGen Systems,Display,Men 25-34,45 days,0.09,13727.69,3.68,Los Angeles,Spanish,1417,14437,9,Health & Wellness,2024-01-22
Innovate Industries,Social Media,Men 25-34,15 days,0.02,5404.73,6.8,San Francisco,Spanish,1115,8463,7,Tech Enthusiasts,2024-01-24
NexGen Systems,Email,All Ages,45 days,0.15,7170.01,6.89,Chicago,French,1673,4294,9,Health & Wellness,2024-01-04
DataTech Solutions,Search,All Ages,15 days,0.08,5259.97,7.47,Miami,Spanish,298,1476,1,Outdoor Adventurers,2024-01-14
DataTech Solutions,Social Media,Men 18-24,30 days,0.03,11975.08,5.97,Washington,Mandarin,383,17830,10,Tech Enthusiasts,2024-01-10
NexGen Systems,Search,Men 18-24,60 days,0.14,15110.77,6.48,Washington,English,320,11142,3,Health & Wellness,2024-01-06
NexGen Systems,Influencer,Women 35-44,30 days,0.04,19184.33,2.24,Las Vegas,German,939,3329,3,Foodies,2024-01-10
Alpha Innovations,Social Media,Women 35-44,45 days,0.05,15800.55,6.5,Miami,German,763,18038,10,Tech Enthusiasts,2024-01-11
NexGen Systems,Display,Women 35-44,60 days,0.02,13462.76,3.49,Miami,Spanish,1784,7228,10,Health & Wellness,2024-01-04
Alpha Innovations,Display,All Ages,30 days,0.03,17478.59,5.81,Chicago,English,286,13689,1,Outdoor Adventurers,2024-01-14
Innovate Industries,Display,Men 18-24,60 days,0.04,10026.33,5.31,Chicago,French,916,11271,4,Foodies,2024-01-23
DataTech Solutions,Influencer,Women 25-34,60 days,0.02,8070.2,7.16,New York,German,525,1839,2,Tech Enthusiasts,2024-01-06
Innovate Industries,Display,All Ages,60 days,0.03,14037.5,3.01,San Francisco,German,536,13961,3,Fashionistas,2024-01-06
NexGen Systems,Influencer,Men 18-24,15 days,0.02,18626.63,2.2,Seattle,Spanish,1290,16977,4,Fashionistas,2024-01-22
NexGen Systems,Display,Men 25-34,45 days,0.13,10111.12,7.53,Washington,German,1494,7140,5,Outdoor Adventurers,2024-01-27
