Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Display,All Ages,30 days,0.13,5157.66,4.08,Miami,English,786,11010,8,Health & Wellness,2022-07-03
NexGen Systems,Influencer,Men 18-24,45 days,0.06,5362.85,2.15,Seattle,French,149,19703,2,Fashionistas,2022-07-25
DataTech Solutions,Social Media,All Ages,60 days,0.06,9684.49,7.88,Boston,Spanish,297,18797,5,Health & Wellness,2022-07-17
Alpha Innovations,Email,Women 25-34,60 days,0.07,6195.05,4.45,Chicago,German,966,8172,8,Foodies,2022-07-01
Innovate Industries,Influencer,Men 18-24,15 days,0.1,17986.98,2.71,Chicago,Mandarin,306,6579,8,Outdoor Adventurers,2022-07-08
DataTech Solutions,Influencer,Men 18-24,30 days,0.05,18773.46,5.31,Boston,Mandarin,1219,19894,2,Foodies,2022-07-12
DataTech Solutions,Display,Women 25-34,15 days,0.09,6182.5,2.13,Miami,Mandarin,1881,12149,4,Outdoor Adventurers,2022-07-04
Alpha Innovations,Search,All Ages,30 days,0.11,16101.6,7.4,Los Angeles,Spanish,1062,18306,7,Tech Enthusiasts,2022-07-04
TechCorp,Social Media,All Ages,15 days,0.07,15026.53,2.24,San Francisco,French,1979,18186,8,Tech Enthusiasts,2022-07-23
Alpha Innovations,Email,Men 25-34,45 days,0.04,15800.6,7.07,New York,English,607,15823,9,Health & Wellness,2022-07-02
Innovate Industries,Email,Women 35-44,60 days,0.05,15047.92,5.87,Nueva Orleans,Mandarin,1066,10331,3,Tech Enthusiasts,2022-07-19
TechCorp,Influencer,Women 25-34,15 days,0.15,18425.52,2.61,New York,French,1943,6981,5,Outdoor Adventurers,2022-07-19
NexGen Systems,Display,Men 25-34,60 days,0.11,16035.8,5.28,Chicago,Spanish,100,14241,2,Tech Enthusiasts,2022-07-17
DataTech Solutions,Influencer,Men 25-34,60 days,0.15,14677.47,2.37,Boston,Mandarin,1060,19277,3,Outdoor Adventurers,2022-07-18
DataTech Solutions,Display,Men 25-34,60 days,0.01,13486.84,6.22,Boston,English,487,5077,10,Fashionistas,2022-07-12
Alpha Innovations,Social Media,All Ages,15 days,0.01,13427.84,2.8,San Francisco,French,225,18175,2,Outdoor Adventurers,2022-07-15
DataTech Solutions,Email,Men 18-24,45 days,0.01,15158.77,6.35,San Francisco,Spanish,763,19605,6,Fashionistas,2022-07-28
TechCorp,Display,Women 35-44,45 days,0.08,8975.98,7.03,Boston,French,627,10932,9,Fashionistas,2022-07-23
TechCorp,Display,Men 18-24,30 days,0.03,18927.74,7.34,Nueva Orleans,English,111,16710,5,Outdoor Adventurers,2022-07-02
NexGen Systems,Influencer,All Ages,60 days,0.03,10983.24,6.34,New York,Spanish,655,15808,9,Outdoor Adventurers,2022-07-04
Innovate Industries,Social Media,All Ages,15 days,0.02,13144.02,2.71,Washington,Spanish,1045,10921,9,Foodies,2022-07-01
TechCorp,Influencer,Women 35-44,45 days,0.12,19762.73,7.08,New York,Mandarin,136,9635,9,Outdoor Adventurers,2022-07-22
Innovate Industries,Email,Women 35-44,30 days,0.02,14566.23,2.41,New York,German,745,15575,8,Fashionistas,2022-07-15
NexGen Systems,Email,Women 35-44,30 days,0.13,13157.74,3.52,Boston,German,382,19561,8,Health & Wellness,2022-07-14
Alpha Innovations,Social Media,All Ages,30 days,0.05,16415.07,3.06,Miami,French,1787,18765,8,Foodies,2022-07-02
TechCorp,Influencer,Women 25-34,45 days,0.02,7341.11,6.98,Las Vegas,English,1176,8073,4,Foodies,2022-07-11
NexGen Systems,Social Media,All Ages,45 days,0.13,9755.1,3.81,Miami,German,251,11661,6,Tech Enthusiasts,2022-07-16
TechCorp,Email,All Ages,15 days,0.07,18698.59,3.19,New York,Mandarin,1845,4929,9,Outdoor Adventurers,2022-07-04
TechCorp,Display,Women 25-34,45 days,0.13,8844.75,4.11,Chicago,French,1483,3654,7,Tech Enthusiasts,2022-07-23
NexGen Systems,Search,Women 35-44,45 days,0.11,15294.0,2.02,Chicago,Spanish,1827,18593,9,Tech Enthusiasts,2022-07-23
NexGen Systems,Search,Men 25-34,60 days,0.05,5980.59,2.89,New York,Spanish,1830,7901,5,Fashionistas,2022-07-13
NexGen Systems,Display,Men 25-34,30 days,0.02,17087.67,5.73,San Francisco,German,1078,18048,7,Fashionistas,2022-07-09
DataTech Solutions,Social Media,Women 25-34,15 days,0.14,12945.84,2.48,Las Vegas,Mandarin,658,2852,7,Tech Enthusiasts,2022-07-28
TechCorp,Search,Women 35-44,60 days,0.12,5073.34,2.5,Chicago,German,920,10398,4,Fashionistas,2022-07-21
Innovate Industries,Influencer,Men 18-24,45 days,0.14,7394.5,2.01,Seattle,Mandarin,280,7275,7,Fashionistas,2022-07-24
DataTech Solutions,Email,Women 25-34,45 days,0.04,7949.9,7.3,Washington,German,1134,19158,2,Tech Enthusiasts,2022-07-06
Alpha Innovations,Email,All Ages,60 days,0.06,15595.85,2.38,Chicago,Mandarin,146,1437,1,Fashionistas,2022-07-29
Alpha Innovations,Display,Men 18-24,60 days,0.11,11863.9,7.27,Las Vegas,Mandarin,1938,8633,6,Foodies,2022-07-05
Innovate Industries,Search,Women 25-34,45 days,0.06,9706.52,3.93,Washington,German,334,11134,3,Outdoor Adventurers,2022-07-14
TechCorp,Display,All Ages,30 days,0.08,12862.29,7.36,Los Angeles,German,587,9201,9,Fashionistas,2022-07-19
Innovate Industries,Email,Women 35-44,60 days,0.15,17603.18,4.14,Los Angeles,French,1848,19369,1,Health & Wellness,2022-07-03
NexGen Systems,Search,Men 18-24,45 days,0.15,12801.79,7.01,New York,German,1127,13251,2,Foodies,2022-07-26
NexGen Systems,Display,Men 25-34,45 days,0.05,19089.54,5.28,Nueva Orleans,French,1615,17707,5,Health & Wellness,2022-07-03
NexGen Systems,Display,All Ages,30 days,0.1,19443.27,2.59,Nueva Orleans,Mandarin,718,7587,6,Health & Wellness,2022-07-07
DataTech Solutions,Influencer,Women 35-44,60 days,0.14,8217.77,3.81,Nueva Orleans,Mandarin,1044,16004,6,Outdoor Adventurers,2022-07-19
NexGen Systems,Display,Women 25-34,45 days,0.15,14021.87,6.33,Boston,Mandarin,631,2405,7,Fashionistas,2022-07-08
DataTech Solutions,Search,Women 35-44,60 days,0.02,6016.47,5.23,San Francisco,English,1582,16741,8,Health & Wellness,2022-07-26
TechCorp,Email,Women 25-34,15 days,0.11,15659.93,7.18,Los Angeles,German,271,5087,1,Fashionistas,2022-07-10
Innovate Industries,Email,Women 25-34,15 days,0.06,18514.99,5.03,San Francisco,Spanish,1005,8972,3,Foodies,2022-07-12
NexGen Systems,Search,Women 35-44,15 days,0.03,17374.81,6.09,Miami,Mandarin,1376,1057,9,Health & Wellness,2022-07-17
TechCorp,Social Media,Women 35-44,30 days,0.02,6057.36,7.08,Miami,Spanish,1537,13409,3,Outdoor Adventurers,2022-07-25
TechCorp,Display,Men 25-34,45 days,0.06,8471.06,6.62,Washington,German,1457,7926,9,Health & Wellness,2022-07-06
Alpha Innovations,Influencer,Women 25-34,15 days,0.06,9245.25,2.4,Los Angeles,German,842,13741,9,Foodies,2022-07-03
TechCorp,Display,Men 18-24,30 days,0.12,18903.12,3.01,Los Angeles,Mandarin,119,15898,5,Tech Enthusiasts,2022-07-13
Innovate Industries,Search,Men 25-34,30 days,0.06,14916.12,4.15,New York,Spanish,1172,16175,8,Fashionistas,2022-07-23
NexGen Systems,Social Media,Men 25-34,60 days,0.1,15151.64,5.72,Washington,Mandarin,376,2149,7,Foodies,2022-07-13
DataTech Solutions,Search,Women 35-44,60 days,0.12,16800.95,2.89,Los Angeles,English,123,16836,10,Foodies,2022-07-17
TechCorp,Email,Men 18-24,30 days,0.04,17938.56,3.8,New York,Spanish,497,5732,3,Fashionistas,2022-07-04
DataTech Solutions,Email,All Ages,60 days,0.03,16177.21,4.59,San Francisco,Spanish,551,12120,5,Health & Wellness,2022-07-05
DataTech Solutions,Email,Women 25-34,15 days,0.04,10297.38,3.34,Los Angeles,English,1655,13203,5,Tech Enthusiasts,2022-07-25
Alpha Innovations,Email,All Ages,60 days,0.02,10610.08,3.17,Las Vegas,Spanish,1272,6127,2,Health & Wellness,2022-07-22
NexGen Systems,Search,Men 18-24,15 days,0.08,16953.04,5.37,Seattle,French,263,15758,3,Outdoor Adventurers,2022-07-28
TechCorp,Influencer,Men 25-34,45 days,0.02,18863.77,3.53,Los Angeles,Spanish,898,16458,6,Foodies,2022-07-25
Innovate Industries,Influencer,Women 35-44,45 days,0.04,17038.55,3.14,Miami,Spanish,1365,10724,7,Foodies,2022-07-23
Innovate Industries,Social Media,Women 35-44,15 days,0.15,13994.89,6.94,San Francisco,Mandarin,1255,8107,2,Health & Wellness,2022-07-02
NexGen Systems,Social Media,Men 25-34,30 days,0.01,15059.89,5.66,Seattle,Mandarin,1496,14001,9,Health & Wellness,2022-07-07
Alpha Innovations,Search,Women 35-44,30 days,0.09,18447.15,3.55,Nueva Orleans,Mandarin,1078,11585,7,Fashionistas,2022-07-14
DataTech Solutions,Email,Men 18-24,60 days,0.07,6254.92,3.36,Los Angeles,Spanish,1833,14394,8,Outdoor Adventurers,2022-07-03
DataTech Solutions,Influencer,Women 25-34,60 days,0.1,15318.34,4.16,Seattle,French,642,3277,10,Health & Wellness,2022-07-05
TechCorp,Email,All Ages,30 days,0.09,18201.93,4.76,Los Angeles,French,193,2701,2,Fashionistas,2022-07-13
Alpha Innovations,Display,Men 18-24,30 days,0.11,6753.87,3.5,San Francisco,German,1903,2825,6,Outdoor Adventurers,2022-07-25
Innovate Industries,Social Media,Women 25-34,30 days,0.09,7588.05,4.49,Seattle,German,1693,13166,9,Foodies,2022-07-01
Innovate Industries,Email,Men 25-34,60 days,0.03,9370.35,4.07,Los Angeles,English,1840,11132,4,Health & Wellness,2022-07-15
DataTech Solutions,Search,Women 35-44,45 days,0.08,5587.87,2.68,Washington,Spanish,913,4945,5,Health & Wellness,2022-07-01
Alpha Innovations,Influencer,Women 25-34,60 days,0.13,6752.37,4.98,Chicago,French,1290,9533,5,Outdoor Adventurers,2022-07-25
TechCorp,Social Media,Women 25-34,60 days,0.1,18284.18,2.38,Las Vegas,Mandarin,561,2150,10,Tech Enthusiasts,2022-07-21
Innovate Industries,Influencer,Women 25-34,45 days,0.04,19249.13,2.19,New York,English,1108,9317,6,Outdoor Adventurers,2022-07-18
TechCorp,Social Media,Women 35-44,30 days,0.08,6894.85,5.16,Nueva Orleans,Mandarin,1680,19025,7,Tech Enthusiasts,2022-07-13
DataTech Solutions,Email,Women 25-34,45 days,0.05,8403.04,7.45,Las Vegas,Mandarin,1023,11671,1,Tech Enthusiasts,2022-07-03
TechCorp,Social Media,Men 25-34,15 days,0.13,10833.07,2.81,Los Angeles,English,727,9180,8,Fashionistas,2022-07-26
Alpha Innovations,Display,Men 25-34,30 days,0.05,9965.07,3.29,Boston,French,1341,5021,10,Outdoor Adventurers,2022-07-29
Alpha Innovations,Display,Men 18-24,30 days,0.12,13528.8,5.65,Washington,Mandarin,1158,11276,3,Outdoor Adventurers,2022-07-04
Alpha Innovations,Social Media,Men 18-24,45 days,0.07,8961.74,5.77,Nueva Orleans,French,1465,2026,9,Tech Enthusiasts,2022-07-06
NexGen Systems,Display,Women 35-44,45 days,0.14,15820.42,4.65,Miami,French,1605,17253,10,Health & Wellness,2022-07-15
DataTech Solutions,Email,Men 18-24,60 days,0.12,5514.93,3.87,Nueva Orleans,Mandarin,1219,9553,2,Foodies,2022-07-18
NexGen Systems,Display,Men 25-34,60 days,0.14,18356.45,2.52,Los Angeles,English,1223,13045,8,Foodies,2022-07-28
NexGen Systems,Display,All Ages,60 days,0.02,5466.66,7.62,Washington,Spanish,1939,10792,1,Fashionistas,2022-07-26
Alpha Innovations,Search,Men 18-24,30 days,0.02,10933.66,3.5,Los Angeles,Spanish,844,9898,3,Fashionistas,2022-07-12
TechCorp,Social Media,Women 25-34,45 days,0.11,8036.25,6.36,New York,German,1775,19423,7,Foodies,2022-07-07
