Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,Women 25-34,30 days,0.14,10285.49,6.81,Las Vegas,Mandarin,1265,19050,5,Tech Enthusiasts,2022-05-09
Innovate Industries,Influencer,Men 25-34,30 days,0.07,5463.97,3.12,Boston,French,1525,9461,1,Tech Enthusiasts,2022-05-18
TechCorp,Social Media,All Ages,30 days,0.12,19238.29,5.46,Los Angeles,Spanish,1362,3601,2,Tech Enthusiasts,2022-05-10
NexGen Systems,Influencer,Men 18-24,15 days,0.11,14130.93,2.74,New York,English,268,2030,8,Fashionistas,2022-05-10
NexGen Systems,Email,Women 25-34,30 days,0.04,17748.75,7.03,Los Angeles,German,1952,9668,1,Outdoor Adventurers,2022-05-15
NexGen Systems,Display,Women 25-34,60 days,0.1,11611.6,3.29,Miami,Spanish,728,18924,9,Health & Wellness,2022-05-26
DataTech Solutions,Display,Men 18-24,30 days,0.08,13460.77,3.75,Washington,German,1416,6246,3,Tech Enthusiasts,2022-05-28
DataTech Solutions,Search,Women 35-44,15 days,0.1,16324.11,2.06,San Francisco,German,561,11613,9,Health & Wellness,2022-05-08
TechCorp,Social Media,Men 18-24,45 days,0.07,17745.33,7.84,Los Angeles,French,1053,1284,10,Foodies,2022-05-03
DataTech Solutions,Influencer,Women 25-34,15 days,0.1,15571.12,4.93,San Francisco,French,625,16482,9,Fashionistas,2022-05-30
NexGen Systems,Display,Men 25-34,45 days,0.08,15672.72,6.0,Washington,Spanish,1407,19324,5,Outdoor Adventurers,2022-05-06
DataTech Solutions,Influencer,Men 18-24,15 days,0.06,19628.35,7.2,Las Vegas,English,627,13314,1,Health & Wellness,2022-05-21
TechCorp,Social Media,All Ages,60 days,0.14,8619.51,2.03,Las Vegas,Mandarin,275,6497,6,Foodies,2022-05-12
TechCorp,Search,Women 35-44,45 days,0.01,17946.16,5.71,Washington,English,1804,11655,10,Foodies,2022-05-10
DataTech Solutions,Display,All Ages,60 days,0.08,12735.52,7.81,Washington,French,1338,8577,9,Fashionistas,2022-05-07
TechCorp,Display,Men 18-24,45 days,0.13,19501.73,6.29,Las Vegas,Mandarin,384,17855,1,Health & Wellness,2022-05-11
