Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Innovate Industries,Influencer,Women 25-34,30 days,0.15,8406.06,7.75,Nueva Orleans,Spanish,1845,14803,9,Outdoor Adventurers,2022-11-14
Innovate Industries,Social Media,Women 25-34,30 days,0.03,8195.12,4.85,Seattle,Mandarin,1588,11391,8,Foodies,2022-11-29
TechCorp,Social Media,Men 18-24,30 days,0.14,17757.6,3.93,New York,Mandarin,1119,9773,3,Outdoor Adventurers,2022-11-14
DataTech Solutions,Email,Men 18-24,30 days,0.09,15640.58,4.41,Washington,Mandarin,1993,11773,2,Health & Wellness,2022-11-05
NexGen Systems,Email,All Ages,60 days,0.03,7314.51,3.5,San Francisco,French,1652,17059,8,Tech Enthusiasts,2022-11-08
TechCorp,Email,Women 25-34,30 days,0.12,12640.88,5.94,New York,Spanish,698,5390,3,Outdoor Adventurers,2022-11-04
Innovate Industries,Email,Women 35-44,45 days,0.1,17412.34,4.85,Los Angeles,English,1274,13646,6,Foodies,2022-11-03
NexGen Systems,Influencer,Women 25-34,60 days,0.11,18431.49,6.68,Miami,Mandarin,1100,2603,2,Tech Enthusiasts,2022-11-14
TechCorp,Email,Men 25-34,15 days,0.04,14114.35,5.48,Nueva Orleans,Mandarin,1480,1186,6,Health & Wellness,2022-11-19
DataTech Solutions,Search,Men 18-24,45 days,0.09,19845.93,3.67,Nueva Orleans,German,1735,9327,2,Foodies,2022-11-02
Innovate Industries,Social Media,Women 35-44,15 days,0.12,9924.22,2.88,Los Angeles,Mandarin,1340,1412,8,Outdoor Adventurers,2022-11-27
DataTech Solutions,Email,Women 35-44,15 days,0.04,11402.94,3.94,Nueva Orleans,Mandarin,1878,3026,1,Tech Enthusiasts,2022-11-08
Alpha Innovations,Search,Men 25-34,15 days,0.14,17835.83,5.55,Boston,French,1485,1452,8,Health & Wellness,2022-11-11
Innovate Industries,Email,Men 18-24,45 days,0.07,5254.08,3.22,Seattle,German,1560,5388,9,Health & Wellness,2022-11-10
Alpha Innovations,Search,Men 18-24,45 days,0.01,8685.95,4.05,Las Vegas,German,1214,17827,3,Tech Enthusiasts,2022-11-04
NexGen Systems,Social Media,All Ages,30 days,0.02,6491.95,6.03,San Francisco,Spanish,446,11040,9,Outdoor Adventurers,2022-11-20
Innovate Industries,Social Media,All Ages,60 days,0.06,8520.14,5.1,Chicago,Mandarin,732,3947,1,Health & Wellness,2022-11-05
NexGen Systems,Display,Men 25-34,15 days,0.09,12298.6,2.65,Washington,English,1920,4041,8,Foodies,2022-11-28
DataTech Solutions,Social Media,Men 25-34,30 days,0.11,17560.75,6.01,Washington,English,610,10600,10,Health & Wellness,2022-11-22
TechCorp,Email,Women 35-44,60 days,0.11,15040.4,7.52,Boston,Spanish,1017,10619,2,Foodies,2022-11-12
Innovate Industries,Influencer,All Ages,45 days,0.05,6488.66,6.88,Chicago,Spanish,308,4425,3,Tech Enthusiasts,2022-11-09
DataTech Solutions,Social Media,Men 18-24,45 days,0.14,8763.0,4.95,Nueva Orleans,English,861,13751,1,Health & Wellness,2022-11-21
NexGen Systems,Display,Men 25-34,45 days,0.14,13928.01,5.08,New York,French,774,16788,5,Outdoor Adventurers,2022-11-08
TechCorp,Display,All Ages,60 days,0.08,19399.81,5.37,Washington,English,1540,17840,1,Fashionistas,2022-11-03
NexGen Systems,Influencer,Women 25-34,15 days,0.08,9334.46,3.05,Miami,Spanish,551,18720,6,Fashionistas,2022-11-20
