Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Social Media,Women 25-34,60 days,0.14,11355.9,3.92,Washington,German,687,15514,1,Tech Enthusiasts,2023-07-03
Alpha Innovations,Display,All Ages,45 days,0.15,18559.79,4.11,Los Angeles,German,1735,18598,6,Fashionistas,2023-07-20
Innovate Industries,Social Media,Men 18-24,60 days,0.06,17098.55,3.98,New York,French,1337,18338,9,Foodies,2023-07-13
Alpha Innovations,Influencer,All Ages,15 days,0.01,5420.16,7.61,Chicago,Spanish,476,18841,2,Health & Wellness,2023-07-07
Alpha Innovations,Search,All Ages,15 days,0.07,12479.59,5.57,Nueva Orleans,Spanish,133,13323,7,Health & Wellness,2023-07-14
Innovate Industries,Search,Women 35-44,15 days,0.05,13374.27,6.03,Miami,English,1599,17717,8,Foodies,2023-07-03
Alpha Innovations,Influencer,Women 25-34,15 days,0.1,16593.92,3.07,Chicago,Spanish,488,9758,8,Foodies,2023-07-18
Innovate Industries,Display,Women 25-34,30 days,0.14,19907.6,7.58,San Francisco,Spanish,961,19305,2,Health & Wellness,2023-07-08
Alpha Innovations,Search,Men 18-24,45 days,0.15,18793.83,6.55,Seattle,English,1272,3082,1,Tech Enthusiasts,2023-07-08
Innovate Industries,Social Media,All Ages,30 days,0.05,16160.25,7.9,Seattle,Mandarin,1444,11916,1,Fashionistas,2023-07-25
NexGen Systems,Display,Women 35-44,60 days,0.1,7007.07,2.48,Washington,English,1595,15027,9,Foodies,2023-07-30
TechCorp,Search,All Ages,60 days,0.11,12765.67,5.61,Miami,Mandarin,1558,6094,6,Foodies,2023-07-06
Innovate Industries,Social Media,All Ages,45 days,0.03,6159.89,3.2,Nueva Orleans,French,1786,5425,5,Health & Wellness,2023-07-12
DataTech Solutions,Search,All Ages,45 days,0.1,8222.09,2.67,Las Vegas,French,162,8548,1,Fashionistas,2023-07-22
Innovate Industries,Email,Men 25-34,15 days,0.14,7809.23,6.47,New York,Spanish,1237,14139,3,Tech Enthusiasts,2023-07-09
Innovate Industries,Email,Men 18-24,45 days,0.12,17838.23,2.26,Miami,Mandarin,1552,11865,3,Foodies,2023-07-24
NexGen Systems,Search,Women 35-44,30 days,0.11,10063.76,3.03,Boston,Spanish,309,16810,10,Tech Enthusiasts,2023-07-27
DataTech Solutions,Influencer,Women 35-44,60 days,0.14,15308.61,4.05,Los Angeles,German,700,8086,8,Tech Enthusiasts,2023-07-24
NexGen Systems,Social Media,Women 35-44,30 days,0.02,16695.83,2.11,Miami,German,1093,1796,2,Tech Enthusiasts,2023-07-25
DataTech Solutions,Display,All Ages,15 days,0.08,7260.76,2.0,Washington,French,1894,6706,8,Fashionistas,2023-07-03
NexGen Systems,Email,All Ages,45 days,0.13,8191.18,5.4,Los Angeles,English,1455,1818,4,Fashionistas,2023-07-15
TechCorp,Search,Women 35-44,45 days,0.11,19235.06,6.28,New York,Mandarin,1157,19862,4,Health & Wellness,2023-07-25
Alpha Innovations,Email,Women 35-44,30 days,0.03,16767.21,7.67,San Francisco,French,1430,5196,4,Tech Enthusiasts,2023-07-26
Alpha Innovations,Influencer,All Ages,45 days,0.03,7691.8,3.7,Seattle,French,913,13181,9,Foodies,2023-07-16
DataTech Solutions,Display,Women 35-44,30 days,0.06,9048.46,5.17,Las Vegas,Spanish,1455,14397,9,Fashionistas,2023-07-23
Innovate Industries,Display,All Ages,60 days,0.11,15010.94,2.09,Nueva Orleans,French,1687,16723,7,Health & Wellness,2023-07-29
NexGen Systems,Search,Men 25-34,30 days,0.12,11609.25,5.55,Boston,French,549,15470,1,Fashionistas,2023-07-15
DataTech Solutions,Influencer,Women 35-44,15 days,0.11,13143.49,3.16,Boston,Mandarin,1102,18793,2,Fashionistas,2023-07-15
Innovate Industries,Search,Women 35-44,30 days,0.02,16617.82,2.05,Chicago,French,1106,14234,9,Fashionistas,2023-07-30
DataTech Solutions,Display,Men 18-24,30 days,0.14,18668.67,4.73,Nueva Orleans,Mandarin,640,19969,6,Foodies,2023-07-21
DataTech Solutions,Influencer,Men 25-34,30 days,0.01,12531.6,5.08,Chicago,German,1012,8885,8,Foodies,2023-07-07
TechCorp,Social Media,Men 18-24,60 days,0.01,7483.15,6.09,Nueva Orleans,French,701,12731,5,Tech Enthusiasts,2023-07-03
