Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Email,All Ages,45 days,0.09,13727.25,4.77,Seattle,Mandarin,210,11935,2,Tech Enthusiasts,2022-03-19
DataTech Solutions,Social Media,Men 25-34,30 days,0.14,14049.56,5.44,Nueva Orleans,Mandarin,830,5686,6,Fashionistas,2022-03-07
NexGen Systems,Display,Women 35-44,45 days,0.12,12090.83,6.89,Miami,Mandarin,646,6380,10,Fashionistas,2022-03-13
DataTech Solutions,Influencer,Men 25-34,45 days,0.13,11693.85,5.5,Nueva Orleans,German,492,18143,6,Health & Wellness,2022-03-13
NexGen Systems,Influencer,Men 18-24,60 days,0.13,15098.28,4.14,Nueva Orleans,French,746,16775,4,Fashionistas,2022-03-04
Innovate Industries,Search,Men 18-24,30 days,0.12,11125.07,6.01,Las Vegas,Spanish,1403,1137,7,Foodies,2022-03-10
Alpha Innovations,Email,All Ages,15 days,0.1,14610.14,5.34,Nueva Orleans,German,433,7027,3,Foodies,2022-03-15
DataTech Solutions,Display,Men 18-24,60 days,0.04,8374.14,2.89,Chicago,Mandarin,1781,13860,1,Foodies,2022-03-23
TechCorp,Search,Women 35-44,45 days,0.09,13088.1,6.58,San Francisco,Mandarin,1774,7980,5,Foodies,2022-03-02
Alpha Innovations,Search,Women 35-44,60 days,0.05,12001.83,3.44,San Francisco,English,360,5904,8,Tech Enthusiasts,2022-03-29
Innovate Industries,Influencer,All Ages,60 days,0.1,8058.78,5.03,Miami,French,977,5420,3,Fashionistas,2022-03-06
DataTech Solutions,Social Media,Women 35-44,15 days,0.08,7366.19,3.63,Seattle,Mandarin,1608,10035,6,Foodies,2022-03-26
TechCorp,Display,Men 18-24,45 days,0.03,19352.63,4.54,New York,German,1782,12456,7,Health & Wellness,2022-03-22
Alpha Innovations,Email,All Ages,45 days,0.14,13197.85,4.38,Las Vegas,Spanish,977,10798,5,Tech Enthusiasts,2022-03-19
NexGen Systems,Influencer,Women 35-44,60 days,0.04,19062.19,6.21,San Francisco,Spanish,815,3105,7,Tech Enthusiasts,2022-03-06
DataTech Solutions,Influencer,Men 25-34,30 days,0.1,15402.96,4.37,San Francisco,English,1017,11307,4,Tech Enthusiasts,2022-03-14
Innovate Industries,Search,Men 25-34,45 days,0.04,14581.69,7.4,New York,Spanish,245,4944,4,Foodies,2022-03-07
Innovate Industries,Influencer,Men 18-24,30 days,0.14,19272.59,3.62,Las Vegas,Mandarin,808,8400,7,Tech Enthusiasts,2022-03-19
Alpha Innovations,Social Media,Women 25-34,15 days,0.08,5085.32,7.51,Washington,English,1926,18849,9,Outdoor Adventurers,2022-03-14
Innovate Industries,Influencer,All Ages,30 days,0.06,10188.69,3.17,Boston,Mandarin,253,16482,5,Foodies,2022-03-25
NexGen Systems,Influencer,Men 18-24,30 days,0.13,7226.61,6.71,Washington,Mandarin,1680,17210,6,Foodies,2022-03-01
NexGen Systems,Email,Men 25-34,60 days,0.1,11222.51,7.7,Los Angeles,English,458,2932,1,Outdoor Adventurers,2022-03-23
DataTech Solutions,Display,Men 25-34,45 days,0.1,18376.6,7.5,Las Vegas,English,806,6601,3,Tech Enthusiasts,2022-03-06
NexGen Systems,Influencer,Men 25-34,30 days,0.03,19081.55,6.06,Boston,Spanish,1357,19171,3,Fashionistas,2022-03-02
Alpha Innovations,Email,Women 25-34,60 days,0.14,11971.53,4.01,Washington,English,734,6399,7,Tech Enthusiasts,2022-03-19
TechCorp,Search,Men 18-24,30 days,0.06,13294.75,5.94,Los Angeles,Spanish,923,9507,1,Tech Enthusiasts,2022-03-28
NexGen Systems,Influencer,Women 35-44,60 days,0.1,16070.19,5.29,Seattle,English,138,5628,5,Foodies,2022-03-11
TechCorp,Search,Women 25-34,45 days,0.01,15344.9,2.69,Nueva Orleans,Spanish,1445,3361,6,Outdoor Adventurers,2022-03-27
TechCorp,Social Media,Men 18-24,60 days,0.11,13208.62,5.53,Chicago,Mandarin,1991,19674,8,Fashionistas,2022-03-11
DataTech Solutions,Email,Men 18-24,60 days,0.04,6594.2,2.13,Miami,German,148,19222,2,Outdoor Adventurers,2022-03-18
Alpha Innovations,Search,Men 25-34,30 days,0.13,9014.1,2.68,Miami,German,1123,16869,1,Health & Wellness,2022-03-18
NexGen Systems,Influencer,Men 25-34,15 days,0.04,19912.54,4.99,Las Vegas,Mandarin,881,6830,2,Health & Wellness,2022-03-23
TechCorp,Influencer,All Ages,60 days,0.08,8619.48,7.25,Seattle,German,1367,2009,3,Health & Wellness,2022-03-08
TechCorp,Email,Women 35-44,30 days,0.11,13307.33,6.95,Los Angeles,Mandarin,1307,17475,10,Health & Wellness,2022-03-20
Alpha Innovations,Display,Men 25-34,30 days,0.12,15195.47,3.78,Miami,Mandarin,1283,3714,3,Foodies,2022-03-12
NexGen Systems,Email,Women 25-34,45 days,0.04,11620.16,6.12,Washington,German,1081,8682,5,Fashionistas,2022-03-16
Alpha Innovations,Search,Men 25-34,15 days,0.06,5466.94,7.5,Boston,French,1692,7953,10,Outdoor Adventurers,2022-03-11
TechCorp,Influencer,All Ages,60 days,0.07,15288.25,2.35,Boston,English,1455,5978,6,Outdoor Adventurers,2022-03-11
TechCorp,Display,Men 25-34,60 days,0.11,9445.43,3.9,Nueva Orleans,German,1381,14005,2,Health & Wellness,2022-03-08
DataTech Solutions,Search,All Ages,60 days,0.09,19122.69,5.49,San Francisco,Mandarin,182,14641,8,Outdoor Adventurers,2022-03-10
DataTech Solutions,Display,Women 35-44,15 days,0.02,12679.82,4.59,Boston,German,1521,14360,1,Health & Wellness,2022-03-14
Innovate Industries,Email,Women 35-44,30 days,0.05,19463.1,6.11,Los Angeles,German,1951,11051,4,Fashionistas,2022-03-19
Alpha Innovations,Search,Men 18-24,30 days,0.09,8761.31,7.52,Boston,Mandarin,1840,1748,3,Outdoor Adventurers,2022-03-14
TechCorp,Search,Men 25-34,15 days,0.02,8605.59,5.71,New York,Spanish,649,13117,10,Tech Enthusiasts,2022-03-01
Innovate Industries,Social Media,Men 18-24,30 days,0.08,15612.25,4.79,Nueva Orleans,English,1626,3458,3,Tech Enthusiasts,2022-03-06
NexGen Systems,Display,Men 25-34,45 days,0.13,19270.21,3.26,Washington,English,385,7700,6,Fashionistas,2022-03-15
Alpha Innovations,Influencer,Men 18-24,15 days,0.14,17791.9,4.29,Seattle,French,1161,7492,3,Outdoor Adventurers,2022-03-21
Alpha Innovations,Email,Men 18-24,45 days,0.01,6093.4,7.98,New York,French,299,18692,6,Foodies,2022-03-20
TechCorp,Influencer,Men 25-34,15 days,0.07,18540.07,2.36,Chicago,English,625,14223,7,Outdoor Adventurers,2022-03-13
Innovate Industries,Search,All Ages,60 days,0.14,13384.3,4.98,Boston,Spanish,1598,6211,4,Outdoor Adventurers,2022-03-26
DataTech Solutions,Display,Men 18-24,15 days,0.05,11336.47,6.55,San Francisco,English,1430,19283,8,Fashionistas,2022-03-13
DataTech Solutions,Search,All Ages,15 days,0.02,19987.83,6.92,Nueva Orleans,Mandarin,654,19982,10,Tech Enthusiasts,2022-03-01
DataTech Solutions,Email,Women 35-44,60 days,0.11,9422.37,5.27,Boston,English,119,11921,7,Foodies,2022-03-19
NexGen Systems,Display,Men 18-24,60 days,0.13,17131.71,7.51,Los Angeles,Spanish,1047,19200,5,Health & Wellness,2022-03-11
DataTech Solutions,Influencer,Women 25-34,15 days,0.03,5276.66,2.77,San Francisco,Spanish,502,14222,6,Health & Wellness,2022-03-30
Innovate Industries,Search,Men 18-24,15 days,0.04,12924.75,2.18,Washington,Mandarin,166,1782,2,Health & Wellness,2022-03-06
DataTech Solutions,Social Media,All Ages,30 days,0.07,10881.91,2.56,Las Vegas,Spanish,964,3254,4,Health & Wellness,2022-03-14
Innovate Industries,Social Media,Women 25-34,45 days,0.08,17186.57,4.95,New York,French,870,9010,5,Outdoor Adventurers,2022-03-20
Alpha Innovations,Email,Men 25-34,15 days,0.06,5554.69,5.52,Las Vegas,German,951,3833,4,Tech Enthusiasts,2022-03-03
DataTech Solutions,Influencer,Men 25-34,60 days,0.06,19665.72,2.76,Las Vegas,English,716,19851,5,Foodies,2022-03-29
Alpha Innovations,Social Media,Men 25-34,30 days,0.13,14136.73,4.55,Washington,French,1159,9196,6,Outdoor Adventurers,2022-03-23
NexGen Systems,Influencer,All Ages,45 days,0.02,6880.95,3.2,Washington,French,1894,8789,1,Health & Wellness,2022-03-18
Innovate Industries,Social Media,All Ages,45 days,0.14,12984.95,3.46,Miami,Spanish,1097,5444,5,Fashionistas,2022-03-20
TechCorp,Influencer,All Ages,30 days,0.08,15524.97,2.56,New York,German,1187,11564,7,Foodies,2022-03-23
Innovate Industries,Search,All Ages,45 days,0.05,18333.47,4.48,San Francisco,Spanish,1036,11977,3,Foodies,2022-03-22
NexGen Systems,Search,All Ages,30 days,0.08,10244.86,4.25,Chicago,French,1987,5719,7,Fashionistas,2022-03-09
Innovate Industries,Influencer,Men 18-24,60 days,0.07,7068.75,6.74,Seattle,Mandarin,1845,4390,4,Fashionistas,2022-03-15
Alpha Innovations,Email,Women 35-44,15 days,0.13,9334.59,3.66,New York,German,356,14451,5,Tech Enthusiasts,2022-03-08
TechCorp,Social Media,Women 35-44,30 days,0.05,19722.18,3.42,Seattle,Spanish,932,8063,7,Tech Enthusiasts,2022-03-21
Innovate Industries,Email,Women 25-34,30 days,0.14,12705.67,3.47,Seattle,German,282,6211,7,Fashionistas,2022-03-17
DataTech Solutions,Search,All Ages,30 days,0.08,13624.7,6.02,Nueva Orleans,French,708,8947,3,Tech Enthusiasts,2022-03-16
TechCorp,Search,Women 35-44,60 days,0.15,6244.84,7.54,Miami,English,1175,2138,1,Tech Enthusiasts,2022-03-16
