Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Search,Men 25-34,45 days,0.05,16517.5,7.87,Seattle,Mandarin,1745,9070,8,Outdoor Adventurers,2022-06-14
NexGen Systems,Influencer,Women 35-44,30 days,0.06,7132.5,7.63,New York,Mandarin,1360,18343,1,Outdoor Adventurers,2022-06-16
NexGen Systems,Display,Men 18-24,45 days,0.03,18389.86,3.0,Chicago,German,1556,16645,10,Fashionistas,2022-06-11
NexGen Systems,Influencer,Men 18-24,30 days,0.09,9766.36,4.65,Nueva Orleans,German,955,4526,3,Health & Wellness,2022-06-21
TechCorp,Email,Men 25-34,15 days,0.02,16986.18,7.64,Chicago,French,1195,14756,8,Fashionistas,2022-06-11
TechCorp,Social Media,Men 18-24,30 days,0.03,18623.93,3.14,Chicago,French,617,2076,2,Foodies,2022-06-13
TechCorp,Influencer,Men 18-24,45 days,0.04,12165.71,6.88,Chicago,German,1476,14404,7,Health & Wellness,2022-06-23
TechCorp,Influencer,Women 25-34,45 days,0.02,10198.97,7.9,Washington,Mandarin,1765,3166,8,Outdoor Adventurers,2022-06-09
TechCorp,Email,Men 25-34,45 days,0.05,13396.08,6.42,New York,Mandarin,787,16511,2,Health & Wellness,2022-06-23
DataTech Solutions,Influencer,Men 18-24,15 days,0.11,6693.96,6.06,Las Vegas,Spanish,1237,3579,7,Outdoor Adventurers,2022-06-03
NexGen Systems,Social Media,All Ages,60 days,0.04,17305.31,7.31,Los Angeles,Spanish,1490,4421,2,Outdoor Adventurers,2022-06-14
TechCorp,Display,Women 25-34,60 days,0.04,13906.54,6.71,Seattle,Spanish,758,10058,7,Fashionistas,2022-06-01
NexGen Systems,Influencer,Women 35-44,30 days,0.05,17400.48,2.18,San Francisco,German,933,3743,4,Outdoor Adventurers,2022-06-08
TechCorp,Email,Women 25-34,60 days,0.12,11050.2,7.24,Los Angeles,Mandarin,1053,10674,8,Outdoor Adventurers,2022-06-16
TechCorp,Search,All Ages,30 days,0.12,17571.48,6.76,Boston,English,1091,18705,3,Tech Enthusiasts,2022-06-07
Alpha Innovations,Email,All Ages,60 days,0.02,14409.95,3.73,Boston,Mandarin,1913,19621,2,Tech Enthusiasts,2022-06-25
NexGen Systems,Display,Women 35-44,30 days,0.06,14491.88,7.01,Los Angeles,Spanish,1493,10161,6,Outdoor Adventurers,2022-06-10
