Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Men 18-24,15 days,0.04,13938.23,5.07,New York,English,1794,15283,1,Fashionistas,2022-12-15
Innovate Industries,Email,Women 35-44,15 days,0.12,7688.36,7.07,Washington,Mandarin,618,9707,1,Foodies,2022-12-30
TechCorp,Display,Women 35-44,30 days,0.06,19059.66,2.41,San Francisco,Spanish,1598,18228,8,Outdoor Adventurers,2022-12-27
DataTech Solutions,Social Media,Men 18-24,45 days,0.06,14741.25,3.94,San Francisco,French,1799,12458,6,Tech Enthusiasts,2022-12-18
TechCorp,Email,Women 35-44,45 days,0.1,14695.98,3.06,Chicago,Spanish,1859,17115,7,Tech Enthusiasts,2022-12-18
Innovate Industries,Display,Men 18-24,30 days,0.1,12834.24,3.42,Boston,Mandarin,121,12238,1,Foodies,2022-12-22
Innovate Industries,Social Media,Men 25-34,15 days,0.04,8579.42,6.14,New York,Spanish,1078,2834,2,Fashionistas,2022-12-02
DataTech Solutions,Email,All Ages,45 days,0.08,19786.63,4.02,San Francisco,Mandarin,854,8187,7,Foodies,2022-12-15
Innovate Industries,Influencer,Men 25-34,60 days,0.02,13239.52,6.89,Los Angeles,French,1301,1868,2,Outdoor Adventurers,2022-12-01
DataTech Solutions,Social Media,Women 25-34,45 days,0.02,15644.31,7.62,Las Vegas,Spanish,1366,11785,4,Outdoor Adventurers,2022-12-01
NexGen Systems,Search,Men 25-34,30 days,0.09,18509.97,5.09,Miami,French,1233,9311,3,Foodies,2022-12-23
TechCorp,Social Media,Women 35-44,45 days,0.13,14557.71,2.57,Las Vegas,English,849,15111,2,Health & Wellness,2022-12-15
TechCorp,Influencer,All Ages,60 days,0.04,14801.26,2.72,Las Vegas,English,1855,15506,10,Outdoor Adventurers,2022-12-18
NexGen Systems,Email,Women 25-34,60 days,0.07,6978.51,5.77,Miami,German,407,8197,5,Foodies,2022-12-03
Alpha Innovations,Social Media,Women 35-44,30 days,0.05,12221.19,2.48,Las Vegas,French,1193,5169,3,Fashionistas,2022-12-08
TechCorp,Email,Men 18-24,30 days,0.07,17021.18,2.25,Los Angeles,English,1257,10279,1,Tech Enthusiasts,2022-12-06
Alpha Innovations,Social Media,All Ages,15 days,0.05,10291.84,6.71,Seattle,French,757,11252,10,Foodies,2022-12-19
Innovate Industries,Email,Women 25-34,30 days,0.15,18643.9,7.7,Nueva Orleans,Spanish,583,7395,5,Outdoor Adventurers,2022-12-28
Alpha Innovations,Search,Women 25-34,60 days,0.07,14100.02,6.54,Nueva Orleans,French,505,18026,2,Outdoor Adventurers,2022-12-05
DataTech Solutions,Email,Men 18-24,30 days,0.02,6343.57,3.43,Washington,Spanish,1854,14626,7,Health & Wellness,2022-12-29
NexGen Systems,Email,All Ages,30 days,0.14,16915.64,2.62,Las Vegas,English,1129,4286,8,Outdoor Adventurers,2022-12-24
Alpha Innovations,Display,All Ages,30 days,0.04,13668.11,4.31,San Francisco,Spanish,161,14166,2,Foodies,2022-12-18
NexGen Systems,Email,Women 35-44,45 days,0.03,8969.19,2.32,Nueva Orleans,Mandarin,1741,11551,7,Tech Enthusiasts,2022-12-19
NexGen Systems,Social Media,Men 18-24,30 days,0.07,11987.27,4.92,Miami,German,940,12959,1,Foodies,2022-12-29
NexGen Systems,Email,All Ages,45 days,0.09,17187.79,5.69,New York,Spanish,352,9669,8,Outdoor Adventurers,2022-12-01
TechCorp,Social Media,All Ages,45 days,0.14,12088.39,7.19,Miami,Spanish,549,3132,2,Health & Wellness,2022-12-17
DataTech Solutions,Display,All Ages,15 days,0.03,11672.99,7.94,New York,French,383,12873,3,Fashionistas,2022-12-06
NexGen Systems,Influencer,All Ages,30 days,0.08,11668.89,5.45,Miami,French,314,5763,4,Fashionistas,2022-12-23
NexGen Systems,Email,Women 35-44,60 days,0.04,5860.52,2.82,Boston,Spanish,1316,15532,5,Foodies,2022-12-21
DataTech Solutions,Search,Men 18-24,15 days,0.09,16565.54,5.1,New York,French,330,17830,5,Foodies,2022-12-06
Alpha Innovations,Search,All Ages,60 days,0.13,15135.0,4.8,Chicago,German,521,9856,5,Health & Wellness,2022-12-10
Innovate Industries,Display,Women 25-34,45 days,0.07,19268.46,6.16,San Francisco,English,347,6571,8,Fashionistas,2022-12-09
NexGen Systems,Social Media,Men 25-34,30 days,0.13,5682.33,5.64,Seattle,Mandarin,999,19207,8,Fashionistas,2022-12-15
NexGen Systems,Display,Women 25-34,45 days,0.03,5450.58,2.09,Chicago,English,1234,19995,2,Health & Wellness,2022-12-28
DataTech Solutions,Influencer,All Ages,45 days,0.1,8567.03,7.26,Nueva Orleans,Spanish,182,12076,8,Health & Wellness,2022-12-29
Innovate Industries,Email,Men 25-34,60 days,0.1,18182.93,6.17,New York,Mandarin,505,14547,6,Foodies,2022-12-19
Innovate Industries,Social Media,Men 18-24,30 days,0.12,12720.69,4.77,Seattle,Spanish,1847,18929,2,Foodies,2022-12-11
DataTech Solutions,Display,Women 35-44,15 days,0.08,7821.72,2.12,San Francisco,Spanish,440,6703,7,Outdoor Adventurers,2022-12-05
Alpha Innovations,Influencer,All Ages,15 days,0.07,5388.75,7.53,Nueva Orleans,French,1110,17021,9,Health & Wellness,2022-12-12
TechCorp,Email,Women 35-44,45 days,0.13,16991.58,4.49,New York,Mandarin,1784,2540,7,Tech Enthusiasts,2022-12-29
Alpha Innovations,Influencer,Women 35-44,45 days,0.07,6546.33,6.24,Los Angeles,Spanish,1729,16018,4,Fashionistas,2022-12-15
Alpha Innovations,Social Media,All Ages,15 days,0.08,18733.55,3.22,San Francisco,Spanish,627,6348,8,Health & Wellness,2022-12-22
Alpha Innovations,Display,All Ages,30 days,0.12,14713.73,3.51,Los Angeles,Spanish,277,16605,7,Fashionistas,2022-12-29
NexGen Systems,Social Media,Women 35-44,45 days,0.1,5978.4,6.08,New York,German,1610,6974,3,Health & Wellness,2022-12-06
DataTech Solutions,Display,Men 25-34,15 days,0.07,17204.54,7.23,Nueva Orleans,Mandarin,677,13416,4,Tech Enthusiasts,2022-12-04
NexGen Systems,Email,Men 18-24,15 days,0.11,9142.83,5.6,Seattle,German,1829,2536,3,Tech Enthusiasts,2022-12-26
Alpha Innovations,Social Media,Women 35-44,30 days,0.05,8934.98,3.67,Las Vegas,French,474,14885,10,Fashionistas,2022-12-09
Innovate Industries,Search,Men 18-24,45 days,0.01,19838.69,7.47,New York,Spanish,1246,7594,4,Outdoor Adventurers,2022-12-08
NexGen Systems,Social Media,Women 25-34,15 days,0.07,6926.01,2.52,Los Angeles,Mandarin,1759,4870,10,Health & Wellness,2022-12-25
DataTech Solutions,Search,All Ages,30 days,0.03,11326.1,3.17,Chicago,French,438,4062,4,Health & Wellness,2022-12-13
TechCorp,Search,Women 25-34,60 days,0.02,8517.74,6.21,Nueva Orleans,Spanish,804,13850,1,Tech Enthusiasts,2022-12-16
Alpha Innovations,Display,Men 25-34,60 days,0.08,19542.55,4.91,Seattle,German,656,4388,3,Tech Enthusiasts,2022-12-03
NexGen Systems,Search,Women 35-44,60 days,0.13,6955.36,2.54,Nueva Orleans,German,196,14705,2,Fashionistas,2022-12-02
Innovate Industries,Email,Women 25-34,15 days,0.05,11837.66,2.08,New York,English,358,1101,6,Fashionistas,2022-12-21
NexGen Systems,Search,Women 25-34,30 days,0.03,11480.61,3.21,Boston,French,1673,7836,4,Outdoor Adventurers,2022-12-02
NexGen Systems,Influencer,Men 18-24,45 days,0.01,9949.98,6.07,Miami,Mandarin,1644,1913,2,Fashionistas,2022-12-04
NexGen Systems,Display,All Ages,30 days,0.1,18719.76,6.17,San Francisco,Mandarin,1440,4687,10,Outdoor Adventurers,2022-12-09
Innovate Industries,Influencer,Women 25-34,15 days,0.1,8884.95,4.62,Nueva Orleans,Spanish,1681,15029,2,Tech Enthusiasts,2022-12-06
Alpha Innovations,Search,All Ages,60 days,0.05,15623.63,6.47,Las Vegas,Mandarin,768,13899,5,Foodies,2022-12-15
Innovate Industries,Social Media,Men 18-24,30 days,0.06,15127.62,3.06,San Francisco,German,1315,16434,2,Outdoor Adventurers,2022-12-18
Innovate Industries,Email,All Ages,45 days,0.15,15235.71,5.75,Washington,English,1265,9936,3,Foodies,2022-12-05
Innovate Industries,Display,Men 18-24,30 days,0.12,11498.81,7.43,Boston,German,158,17958,9,Foodies,2022-12-20
Alpha Innovations,Social Media,Men 25-34,45 days,0.05,10298.32,7.2,Washington,Spanish,1613,12841,6,Fashionistas,2022-12-27
Innovate Industries,Search,Women 35-44,15 days,0.07,19540.83,6.58,Los Angeles,French,1286,19616,8,Foodies,2022-12-22
Innovate Industries,Search,Women 35-44,30 days,0.02,6384.53,6.09,Seattle,German,1925,11394,2,Tech Enthusiasts,2022-12-25
TechCorp,Email,Men 18-24,45 days,0.1,15780.98,5.81,New York,French,479,16753,4,Tech Enthusiasts,2022-12-22
DataTech Solutions,Search,Men 18-24,45 days,0.06,8977.7,5.0,Boston,French,748,11085,6,Foodies,2022-12-03
Innovate Industries,Email,All Ages,15 days,0.06,11590.25,3.14,Miami,Mandarin,703,9985,5,Outdoor Adventurers,2022-12-08
Alpha Innovations,Email,All Ages,15 days,0.04,6253.58,5.6,Miami,English,858,10278,3,Foodies,2022-12-29
NexGen Systems,Email,Women 35-44,15 days,0.07,11447.04,5.17,Washington,Mandarin,215,10511,1,Outdoor Adventurers,2022-12-11
DataTech Solutions,Display,Women 25-34,15 days,0.12,6649.57,6.27,San Francisco,German,1561,15790,1,Outdoor Adventurers,2022-12-17
NexGen Systems,Influencer,All Ages,30 days,0.03,12236.42,4.91,Boston,Spanish,167,1833,5,Fashionistas,2022-12-29
Alpha Innovations,Influencer,Men 18-24,30 days,0.09,5541.19,4.62,Washington,French,197,19437,1,Health & Wellness,2022-12-07
NexGen Systems,Influencer,Women 25-34,45 days,0.04,10070.13,6.22,Los Angeles,German,764,12324,10,Tech Enthusiasts,2022-12-11
DataTech Solutions,Display,Women 25-34,30 days,0.13,10444.3,4.17,Seattle,English,1428,4855,9,Fashionistas,2022-12-22
NexGen Systems,Social Media,Men 25-34,60 days,0.12,17175.53,3.68,Chicago,Mandarin,1279,8688,9,Fashionistas,2022-12-28
TechCorp,Search,All Ages,45 days,0.12,12600.42,4.2,Boston,Spanish,1786,7542,3,Health & Wellness,2022-12-15
TechCorp,Social Media,Women 25-34,60 days,0.14,13133.87,6.99,Las Vegas,English,1921,1921,2,Tech Enthusiasts,2022-12-24
NexGen Systems,Display,Women 35-44,45 days,0.11,9355.02,3.07,Los Angeles,Spanish,1829,18586,6,Health & Wellness,2022-12-28
Innovate Industries,Influencer,Men 25-34,45 days,0.08,5874.75,2.74,Washington,English,1363,15229,1,Fashionistas,2022-12-27
TechCorp,Influencer,Men 25-34,30 days,0.1,13350.25,5.54,Washington,Mandarin,1110,13341,6,Foodies,2022-12-27
Alpha Innovations,Email,Men 25-34,15 days,0.14,15786.43,6.84,Washington,Mandarin,1274,7380,10,Outdoor Adventurers,2022-12-02
Alpha Innovations,Display,Women 35-44,15 days,0.13,15674.61,3.44,Nueva Orleans,Spanish,1227,15488,2,Health & Wellness,2022-12-21
Innovate Industries,Email,All Ages,30 days,0.06,9190.01,2.88,Washington,German,1932,15985,2,Outdoor Adventurers,2022-12-08
TechCorp,Display,All Ages,45 days,0.03,5204.59,7.17,Chicago,German,1546,4653,9,Outdoor Adventurers,2022-12-07
TechCorp,Search,All Ages,60 days,0.06,16424.61,3.33,Seattle,English,1449,16323,10,Fashionistas,2022-12-23
TechCorp,Influencer,All Ages,30 days,0.13,7231.96,3.14,Miami,Spanish,1583,11905,3,Tech Enthusiasts,2022-12-13
TechCorp,Email,Women 25-34,30 days,0.14,17432.71,2.78,San Francisco,English,1993,6338,5,Fashionistas,2022-12-26
DataTech Solutions,Influencer,Women 35-44,30 days,0.03,13116.81,2.97,Nueva Orleans,Spanish,1113,15830,9,Fashionistas,2022-12-24
DataTech Solutions,Search,All Ages,15 days,0.15,10336.1,3.0,Washington,Mandarin,1796,18622,2,Fashionistas,2022-12-17
NexGen Systems,Display,Women 35-44,15 days,0.11,8398.56,6.44,Nueva Orleans,Spanish,1700,14241,7,Foodies,2022-12-02
TechCorp,Search,Women 25-34,15 days,0.03,15929.02,2.42,Miami,German,280,2911,4,Foodies,2022-12-08
Innovate Industries,Influencer,Men 25-34,45 days,0.11,10013.4,7.59,Washington,German,1989,19864,9,Foodies,2022-12-15
Innovate Industries,Social Media,Women 25-34,15 days,0.07,12011.09,6.11,Las Vegas,French,165,16050,8,Foodies,2022-12-11
Alpha Innovations,Influencer,Women 25-34,15 days,0.13,18225.6,2.19,San Francisco,Spanish,523,6454,2,Foodies,2022-12-22
Alpha Innovations,Email,Men 25-34,60 days,0.12,15003.26,3.06,Chicago,German,420,15029,3,Tech Enthusiasts,2022-12-26
Innovate Industries,Email,Women 25-34,15 days,0.11,9953.75,6.65,Nueva Orleans,Spanish,438,3487,2,Health & Wellness,2022-12-22
TechCorp,Email,All Ages,15 days,0.05,15611.6,4.79,Boston,Spanish,115,5452,10,Outdoor Adventurers,2022-12-20
Innovate Industries,Social Media,All Ages,45 days,0.1,8357.66,5.9,Las Vegas,Mandarin,148,16304,4,Health & Wellness,2022-12-02
DataTech Solutions,Display,Women 35-44,15 days,0.05,7460.45,2.46,Chicago,French,416,11170,2,Fashionistas,2022-12-16
TechCorp,Email,All Ages,45 days,0.07,8777.86,3.44,Washington,Mandarin,242,13195,7,Foodies,2022-12-13
NexGen Systems,Display,Women 25-34,30 days,0.06,5716.21,7.23,Las Vegas,Spanish,1402,10156,3,Outdoor Adventurers,2022-12-10
TechCorp,Social Media,Women 25-34,45 days,0.11,14164.19,6.97,Las Vegas,Spanish,690,19394,6,Tech Enthusiasts,2022-12-27
NexGen Systems,Search,Women 25-34,30 days,0.07,5791.43,5.55,Seattle,Mandarin,492,15448,10,Tech Enthusiasts,2022-12-13
DataTech Solutions,Search,Men 18-24,45 days,0.13,18685.92,6.41,Boston,Mandarin,1358,5959,1,Foodies,2022-12-05
NexGen Systems,Influencer,All Ages,15 days,0.09,17894.66,6.75,Las Vegas,English,645,10313,5,Outdoor Adventurers,2022-12-25
Innovate Industries,Social Media,Women 25-34,45 days,0.01,5368.43,5.33,Chicago,German,1610,13538,9,Health & Wellness,2022-12-18
Alpha Innovations,Display,Women 35-44,45 days,0.13,8150.24,2.35,Washington,Spanish,1334,15279,5,Health & Wellness,2022-12-30
NexGen Systems,Influencer,Men 25-34,30 days,0.07,13788.33,3.94,Las Vegas,German,1709,2380,7,Tech Enthusiasts,2022-12-02
DataTech Solutions,Display,Women 35-44,45 days,0.1,7128.94,4.11,Chicago,Mandarin,801,11445,7,Health & Wellness,2022-12-23
Alpha Innovations,Influencer,Men 18-24,30 days,0.04,7060.92,7.18,Seattle,Spanish,934,14949,2,Tech Enthusiasts,2022-12-17
DataTech Solutions,Email,Women 25-34,60 days,0.14,11024.55,5.64,Chicago,German,1543,3884,8,Outdoor Adventurers,2022-12-14
TechCorp,Email,All Ages,60 days,0.13,10676.85,5.02,Los Angeles,French,1990,4728,7,Health & Wellness,2022-12-22
DataTech Solutions,Search,Men 18-24,60 days,0.11,5177.12,4.54,Miami,English,251,10590,8,Outdoor Adventurers,2022-12-08
DataTech Solutions,Display,Men 25-34,15 days,0.12,12380.06,3.71,Los Angeles,English,689,12304,6,Outdoor Adventurers,2022-12-20
NexGen Systems,Search,All Ages,15 days,0.09,6159.17,4.13,Miami,German,1983,13907,1,Fashionistas,2022-12-11
Innovate Industries,Search,Men 18-24,15 days,0.1,16592.2,4.0,Las Vegas,French,839,8710,1,Foodies,2022-12-26
Innovate Industries,Display,All Ages,45 days,0.11,13351.39,5.66,Nueva Orleans,Mandarin,340,1771,8,Fashionistas,2022-12-07
DataTech Solutions,Display,All Ages,45 days,0.09,17903.8,3.19,Miami,English,349,19776,1,Health & Wellness,2022-12-02
