Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Search,Men 25-34,30 days,0.04,15236.28,6.91,Boston,French,891,15090,7,Foodies,2022-09-12
Alpha Innovations,Email,Men 18-24,45 days,0.01,8294.17,3.92,Miami,English,105,12825,3,Foodies,2022-09-17
Alpha Innovations,Email,Women 25-34,30 days,0.13,6762.62,7.49,Nueva Orleans,German,1556,18904,1,Fashionistas,2022-09-17
TechCorp,Influencer,All Ages,15 days,0.07,17864.93,2.8,Miami,English,959,16421,9,Health & Wellness,2022-09-16
TechCorp,Display,Women 35-44,45 days,0.11,11322.68,4.83,New York,English,1024,16042,10,Health & Wellness,2022-09-27
TechCorp,Search,Women 35-44,15 days,0.11,13902.77,3.62,Chicago,German,862,19341,9,Outdoor Adventurers,2022-09-10
DataTech Solutions,Search,Men 18-24,30 days,0.06,10227.37,3.32,San Francisco,French,1160,16789,8,Foodies,2022-09-03
Alpha Innovations,Social Media,Men 25-34,60 days,0.11,5059.27,2.4,Seattle,Spanish,1020,2922,6,Tech Enthusiasts,2022-09-11
NexGen Systems,Display,Women 35-44,45 days,0.04,8332.98,5.52,Seattle,French,1767,11791,5,Tech Enthusiasts,2022-09-24
Alpha Innovations,Display,Men 25-34,30 days,0.12,15686.34,4.66,Chicago,French,1688,16916,6,Outdoor Adventurers,2022-09-20
DataTech Solutions,Display,Men 18-24,45 days,0.05,17570.49,2.48,Chicago,French,902,14619,4,Tech Enthusiasts,2022-09-11
Innovate Industries,Influencer,All Ages,30 days,0.13,16082.23,2.28,Seattle,German,840,10336,4,Outdoor Adventurers,2022-09-22
TechCorp,Search,Women 25-34,45 days,0.15,17958.01,6.15,New York,German,201,15823,7,Health & Wellness,2022-09-29
DataTech Solutions,Influencer,All Ages,45 days,0.11,15006.18,4.0,Boston,German,1849,1135,6,Foodies,2022-09-12
Innovate Industries,Social Media,Men 18-24,45 days,0.13,16186.79,4.5,Chicago,German,1528,3332,2,Fashionistas,2022-09-24
TechCorp,Email,Women 35-44,15 days,0.1,9468.22,6.54,Las Vegas,Spanish,1514,3163,7,Tech Enthusiasts,2022-09-03
Innovate Industries,Email,All Ages,30 days,0.14,10115.31,7.01,San Francisco,Spanish,1040,1364,3,Outdoor Adventurers,2022-09-11
DataTech Solutions,Email,All Ages,45 days,0.14,7762.37,4.14,Las Vegas,English,1920,9416,4,Tech Enthusiasts,2022-09-03
TechCorp,Search,Men 18-24,60 days,0.03,7701.01,7.33,Miami,English,1517,3545,9,Tech Enthusiasts,2022-09-22
Innovate Industries,Display,All Ages,30 days,0.08,19167.47,2.09,Los Angeles,Mandarin,840,5943,1,Foodies,2022-09-07
Alpha Innovations,Search,Men 25-34,60 days,0.07,13092.58,3.23,Chicago,German,1138,16253,4,Tech Enthusiasts,2022-09-16
TechCorp,Social Media,Men 25-34,60 days,0.08,13080.74,4.06,Miami,English,323,6596,3,Tech Enthusiasts,2022-09-05
NexGen Systems,Influencer,Women 25-34,60 days,0.08,13191.74,2.63,Seattle,German,1943,7119,4,Fashionistas,2022-09-10
NexGen Systems,Email,All Ages,60 days,0.03,12942.56,5.85,Nueva Orleans,Mandarin,1994,11847,6,Tech Enthusiasts,2022-09-20
NexGen Systems,Display,All Ages,15 days,0.03,16915.45,4.45,Nueva Orleans,German,139,3349,1,Tech Enthusiasts,2022-09-06
NexGen Systems,Email,Women 35-44,45 days,0.12,12437.74,3.48,Los Angeles,Spanish,287,3839,2,Health & Wellness,2022-09-26
Innovate Industries,Influencer,All Ages,30 days,0.08,5562.09,2.27,Los Angeles,Spanish,296,7321,4,Foodies,2022-09-14
NexGen Systems,Display,All Ages,60 days,0.12,8865.81,2.41,Seattle,German,959,4069,8,Outdoor Adventurers,2022-09-07
Innovate Industries,Social Media,Women 25-34,45 days,0.1,8752.53,2.77,San Francisco,English,586,4065,10,Fashionistas,2022-09-09
DataTech Solutions,Influencer,Men 25-34,60 days,0.09,9510.5,4.82,Nueva Orleans,German,1078,5891,2,Foodies,2022-09-02
DataTech Solutions,Email,All Ages,45 days,0.13,12369.25,5.41,Las Vegas,Spanish,381,4325,8,Foodies,2022-09-24
Innovate Industries,Influencer,Men 18-24,45 days,0.12,11212.26,4.19,New York,Spanish,1455,2910,9,Health & Wellness,2022-09-09
Alpha Innovations,Email,Women 35-44,45 days,0.13,8398.36,3.93,Chicago,English,1896,6184,10,Health & Wellness,2022-09-06
NexGen Systems,Search,Men 18-24,15 days,0.13,11099.65,7.31,Las Vegas,Spanish,258,18464,3,Outdoor Adventurers,2022-09-24
DataTech Solutions,Search,Men 18-24,45 days,0.09,14264.78,3.61,Miami,Spanish,1565,10753,10,Foodies,2022-09-18
DataTech Solutions,Display,Women 35-44,30 days,0.09,12996.97,4.74,New York,German,1611,17106,2,Foodies,2022-09-06
NexGen Systems,Display,Men 18-24,60 days,0.03,15981.46,4.04,Washington,Mandarin,652,7169,2,Health & Wellness,2022-09-29
NexGen Systems,Email,Women 35-44,45 days,0.08,15309.56,4.9,Boston,Mandarin,346,4463,10,Fashionistas,2022-09-26
Alpha Innovations,Search,Men 18-24,15 days,0.02,13402.27,7.18,Chicago,German,1439,7736,1,Fashionistas,2022-09-29
Innovate Industries,Influencer,Women 25-34,60 days,0.13,11322.15,7.31,Seattle,French,826,9205,7,Fashionistas,2022-09-15
NexGen Systems,Display,All Ages,15 days,0.06,6439.0,4.29,Washington,Spanish,1586,10257,2,Foodies,2022-09-27
TechCorp,Social Media,Women 25-34,30 days,0.13,8480.31,6.1,New York,Mandarin,1991,5449,9,Fashionistas,2022-09-05
NexGen Systems,Email,All Ages,45 days,0.05,9746.11,2.65,Las Vegas,French,439,2115,1,Outdoor Adventurers,2022-09-29
DataTech Solutions,Social Media,All Ages,15 days,0.08,10853.33,4.18,Las Vegas,German,406,15195,10,Outdoor Adventurers,2022-09-14
TechCorp,Email,Women 35-44,30 days,0.12,18044.44,2.31,Boston,Mandarin,1300,16493,1,Health & Wellness,2022-09-08
Alpha Innovations,Email,Women 25-34,45 days,0.06,11832.29,3.95,Chicago,Spanish,312,13083,10,Tech Enthusiasts,2022-09-27
TechCorp,Search,Men 18-24,15 days,0.08,12827.32,6.25,Chicago,Spanish,129,18489,10,Health & Wellness,2022-09-28
Alpha Innovations,Search,All Ages,45 days,0.15,10443.61,5.94,Miami,English,761,3342,6,Health & Wellness,2022-09-16
NexGen Systems,Display,Men 25-34,15 days,0.11,6583.29,5.12,Washington,Mandarin,1272,6754,1,Foodies,2022-09-12
Alpha Innovations,Display,Women 35-44,60 days,0.09,5909.01,6.98,San Francisco,French,1533,14308,7,Health & Wellness,2022-09-07
DataTech Solutions,Search,Women 35-44,60 days,0.14,10812.21,4.96,Chicago,French,204,15232,4,Tech Enthusiasts,2022-09-24
Innovate Industries,Search,Women 35-44,30 days,0.03,15522.8,6.54,Los Angeles,Mandarin,1858,7504,8,Foodies,2022-09-18
Alpha Innovations,Influencer,All Ages,60 days,0.06,13972.99,3.94,Nueva Orleans,German,791,3677,10,Foodies,2022-09-02
NexGen Systems,Search,Women 35-44,30 days,0.1,11489.26,2.65,Chicago,German,480,8724,8,Health & Wellness,2022-09-29
NexGen Systems,Search,Women 25-34,45 days,0.14,7437.43,6.83,Nueva Orleans,French,1821,10860,8,Health & Wellness,2022-09-12
TechCorp,Search,Women 25-34,15 days,0.1,14017.35,4.08,Boston,French,1052,19265,5,Tech Enthusiasts,2022-09-16
Innovate Industries,Display,Women 35-44,15 days,0.15,7744.44,4.77,Miami,Mandarin,1106,2603,6,Tech Enthusiasts,2022-09-05
TechCorp,Email,Women 25-34,15 days,0.04,17082.62,4.18,Boston,German,503,2208,10,Tech Enthusiasts,2022-09-21
Alpha Innovations,Search,Men 18-24,45 days,0.06,18836.26,5.05,Miami,German,744,2908,2,Health & Wellness,2022-09-18
Alpha Innovations,Influencer,All Ages,15 days,0.06,9075.79,3.3,Los Angeles,Mandarin,1540,15253,7,Tech Enthusiasts,2022-09-03
Innovate Industries,Social Media,Men 18-24,60 days,0.08,9859.35,4.65,New York,German,816,13292,4,Outdoor Adventurers,2022-09-14
TechCorp,Influencer,Women 35-44,60 days,0.09,11263.59,3.0,Miami,English,710,12257,3,Outdoor Adventurers,2022-09-10
Alpha Innovations,Display,Men 18-24,45 days,0.05,15884.56,2.52,Miami,French,1817,4264,4,Health & Wellness,2022-09-26
TechCorp,Search,All Ages,45 days,0.14,5232.99,6.8,Los Angeles,English,756,19998,5,Outdoor Adventurers,2022-09-08
TechCorp,Influencer,All Ages,60 days,0.05,6278.71,5.59,San Francisco,German,471,14687,8,Health & Wellness,2022-09-11
NexGen Systems,Email,Women 35-44,15 days,0.08,9160.45,3.0,Miami,Mandarin,541,16329,5,Foodies,2022-09-19
NexGen Systems,Search,All Ages,60 days,0.01,7197.63,3.36,New York,English,829,16043,8,Health & Wellness,2022-09-03
Innovate Industries,Email,Women 35-44,15 days,0.13,14799.09,4.03,Seattle,Spanish,388,9128,9,Fashionistas,2022-09-23
DataTech Solutions,Email,Women 25-34,30 days,0.1,10909.13,3.95,San Francisco,Mandarin,1168,5741,1,Outdoor Adventurers,2022-09-21
DataTech Solutions,Search,All Ages,45 days,0.08,18095.16,6.97,Nueva Orleans,English,233,12560,3,Health & Wellness,2022-09-10
Alpha Innovations,Search,Men 18-24,60 days,0.14,15835.04,2.93,Chicago,German,949,11928,1,Health & Wellness,2022-09-23
TechCorp,Display,All Ages,30 days,0.08,12612.8,2.19,Washington,English,868,12322,9,Foodies,2022-09-15
Alpha Innovations,Search,Women 35-44,60 days,0.04,12558.13,4.99,Nueva Orleans,Spanish,1845,13700,10,Foodies,2022-09-23
DataTech Solutions,Social Media,Men 25-34,60 days,0.05,11995.8,4.4,Seattle,Spanish,1791,11405,1,Tech Enthusiasts,2022-09-14
Alpha Innovations,Email,Women 35-44,15 days,0.02,16869.01,2.71,Los Angeles,English,1267,4632,5,Foodies,2022-09-24
Alpha Innovations,Email,Men 18-24,15 days,0.12,12694.86,5.91,Boston,Spanish,597,10320,8,Foodies,2022-09-17
NexGen Systems,Search,All Ages,15 days,0.09,7718.53,5.01,Seattle,German,786,4632,5,Foodies,2022-09-24
TechCorp,Influencer,Men 18-24,45 days,0.05,14116.8,6.88,San Francisco,Spanish,1896,19387,4,Fashionistas,2022-09-15
Innovate Industries,Email,Men 18-24,15 days,0.06,5185.68,2.73,Boston,Mandarin,334,19286,7,Outdoor Adventurers,2022-09-29
NexGen Systems,Email,Men 18-24,45 days,0.01,13715.16,4.41,Washington,Spanish,444,19749,3,Fashionistas,2022-09-13
Innovate Industries,Email,Men 25-34,15 days,0.15,5178.93,2.45,Los Angeles,Spanish,1437,4631,8,Fashionistas,2022-09-29
NexGen Systems,Social Media,Women 25-34,45 days,0.11,17415.25,3.18,Washington,Spanish,798,16108,1,Foodies,2022-09-26
DataTech Solutions,Influencer,Women 25-34,60 days,0.06,11190.64,5.22,Miami,Spanish,781,18189,6,Fashionistas,2022-09-07
TechCorp,Influencer,Women 25-34,45 days,0.14,6850.62,7.84,Boston,English,1449,13944,8,Outdoor Adventurers,2022-09-05
TechCorp,Influencer,Women 25-34,15 days,0.11,19922.52,2.16,Washington,French,1204,9728,8,Health & Wellness,2022-09-06
DataTech Solutions,Influencer,Men 18-24,15 days,0.03,19327.63,7.02,Chicago,Spanish,1709,3609,8,Health & Wellness,2022-09-11
TechCorp,Search,Women 35-44,45 days,0.1,17933.27,7.02,Washington,English,918,19871,8,Health & Wellness,2022-09-22
DataTech Solutions,Email,Men 25-34,15 days,0.03,11055.62,7.09,Los Angeles,English,1750,9449,7,Foodies,2022-09-27
NexGen Systems,Email,Men 18-24,15 days,0.14,13025.36,3.11,Las Vegas,Spanish,645,11129,8,Fashionistas,2022-09-24
TechCorp,Search,Women 25-34,15 days,0.06,10605.35,7.17,Nueva Orleans,English,1362,8158,2,Outdoor Adventurers,2022-09-21
TechCorp,Email,Women 35-44,30 days,0.02,8716.17,3.9,Miami,English,1239,3158,8,Health & Wellness,2022-09-27
Alpha Innovations,Email,Men 18-24,15 days,0.01,7400.35,4.47,Washington,French,286,1518,1,Foodies,2022-09-22
NexGen Systems,Influencer,Men 18-24,15 days,0.07,16913.53,7.91,Seattle,Mandarin,275,18879,3,Tech Enthusiasts,2022-09-04
Innovate Industries,Display,Women 35-44,15 days,0.08,7853.24,7.08,San Francisco,English,1938,17412,7,Fashionistas,2022-09-08
NexGen Systems,Display,Men 25-34,30 days,0.15,12430.64,5.14,Los Angeles,English,144,11198,5,Outdoor Adventurers,2022-09-05
DataTech Solutions,Social Media,Women 35-44,45 days,0.04,15806.6,3.47,Los Angeles,German,436,18610,6,Health & Wellness,2022-09-22
Innovate Industries,Search,Women 35-44,60 days,0.08,15111.45,3.02,New York,French,847,2354,2,Foodies,2022-09-15
