Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Email,Women 35-44,15 days,0.07,10601.94,4.64,Seattle,Mandarin,1877,6897,2,Outdoor Adventurers,2023-07-14
DataTech Solutions,Search,Women 25-34,15 days,0.06,19934.53,5.83,New York,French,904,6551,1,Fashionistas,2023-07-30
TechCorp,Social Media,Men 18-24,45 days,0.11,17040.12,5.34,Chicago,French,1766,13982,9,Foodies,2023-07-02
Innovate Industries,Email,Women 35-44,60 days,0.05,16937.83,2.7,Miami,Mandarin,882,10928,4,Fashionistas,2023-07-21
Alpha Innovations,Search,Men 25-34,60 days,0.02,13900.58,2.98,Washington,French,618,10982,3,Fashionistas,2023-07-13
DataTech Solutions,Influencer,All Ages,30 days,0.13,6769.42,7.58,Los Angeles,German,1065,11217,8,Outdoor Adventurers,2023-07-08
NexGen Systems,Search,Women 35-44,45 days,0.02,18767.18,4.89,Los Angeles,Spanish,575,8402,8,Tech Enthusiasts,2023-07-30
Innovate Industries,Display,Men 18-24,60 days,0.09,9036.24,7.56,Boston,Mandarin,1968,11547,3,Tech Enthusiasts,2023-07-26
TechCorp,Search,Women 25-34,30 days,0.12,14161.8,6.93,Nueva Orleans,Mandarin,877,4467,8,Tech Enthusiasts,2023-07-16
Innovate Industries,Social Media,Men 25-34,15 days,0.04,8044.8,3.83,Las Vegas,English,152,5515,7,Fashionistas,2023-07-08
DataTech Solutions,Search,Men 18-24,60 days,0.12,8254.45,2.87,Chicago,German,1104,8564,5,Health & Wellness,2023-07-21
Alpha Innovations,Display,Men 18-24,30 days,0.14,9666.55,3.86,Nueva Orleans,Mandarin,1626,19816,10,Outdoor Adventurers,2023-07-17
TechCorp,Search,Men 18-24,30 days,0.02,9065.18,4.81,Boston,French,1856,12046,8,Foodies,2023-07-20
NexGen Systems,Social Media,Men 18-24,15 days,0.05,15372.77,5.41,Miami,German,632,17192,6,Health & Wellness,2023-07-12
Alpha Innovations,Search,Women 25-34,15 days,0.05,10045.69,6.9,Miami,Spanish,1066,17118,3,Foodies,2023-07-12
NexGen Systems,Influencer,Women 35-44,45 days,0.1,7613.16,5.81,Las Vegas,German,659,9978,7,Health & Wellness,2023-07-28
Alpha Innovations,Social Media,Men 18-24,60 days,0.09,17835.6,5.72,San Francisco,French,958,1082,7,Tech Enthusiasts,2023-07-02
TechCorp,Display,Women 25-34,60 days,0.15,9936.92,2.19,New York,Mandarin,476,13968,9,Fashionistas,2023-07-01
Innovate Industries,Email,Men 25-34,15 days,0.11,19299.44,6.32,Las Vegas,English,537,12749,1,Fashionistas,2023-07-28
DataTech Solutions,Social Media,All Ages,30 days,0.11,17726.38,3.73,New York,Spanish,1134,12547,6,Foodies,2023-07-16
TechCorp,Social Media,Women 35-44,30 days,0.11,8254.29,7.58,Nueva Orleans,English,1796,9347,7,Health & Wellness,2023-07-21
TechCorp,Influencer,Women 35-44,30 days,0.08,14319.55,5.32,Nueva Orleans,Mandarin,507,3924,4,Foodies,2023-07-10
DataTech Solutions,Display,Men 18-24,60 days,0.03,15084.53,7.8,Nueva Orleans,Spanish,1728,14990,7,Outdoor Adventurers,2023-07-30
DataTech Solutions,Email,All Ages,45 days,0.05,9711.58,5.14,Miami,French,1991,11760,5,Fashionistas,2023-07-11
Innovate Industries,Display,Men 18-24,60 days,0.05,17602.7,3.56,San Francisco,English,1149,16936,9,Outdoor Adventurers,2023-07-01
DataTech Solutions,Influencer,Women 25-34,60 days,0.1,6918.85,6.05,New York,German,856,16918,4,Health & Wellness,2023-07-17
NexGen Systems,Influencer,Men 25-34,30 days,0.08,16914.13,3.23,Washington,English,860,15095,10,Foodies,2023-07-08
DataTech Solutions,Social Media,Women 35-44,45 days,0.02,5661.94,5.58,Las Vegas,English,1098,1935,10,Health & Wellness,2023-07-27
DataTech Solutions,Email,Women 35-44,15 days,0.12,9621.91,2.3,Boston,German,181,10476,2,Outdoor Adventurers,2023-07-13
Innovate Industries,Influencer,Men 18-24,15 days,0.02,7324.12,5.99,Las Vegas,German,408,18504,9,Fashionistas,2023-07-13
Innovate Industries,Display,Men 18-24,60 days,0.05,18531.31,4.42,Boston,German,258,12597,8,Outdoor Adventurers,2023-07-05
TechCorp,Influencer,Men 25-34,60 days,0.08,12247.5,6.0,Washington,Spanish,430,1863,6,Outdoor Adventurers,2023-07-02
Alpha Innovations,Email,Women 35-44,15 days,0.11,15548.39,3.33,San Francisco,German,1166,4414,6,Foodies,2023-07-02
DataTech Solutions,Email,Men 25-34,15 days,0.06,12340.39,4.59,Chicago,English,1721,1811,2,Tech Enthusiasts,2023-07-29
DataTech Solutions,Display,Men 25-34,60 days,0.1,6055.99,4.3,Los Angeles,French,874,5017,5,Outdoor Adventurers,2023-07-03
TechCorp,Social Media,All Ages,30 days,0.11,12658.58,5.45,Washington,English,908,1556,8,Foodies,2023-07-22
Alpha Innovations,Search,Women 35-44,45 days,0.07,12188.59,7.25,Seattle,Mandarin,911,19921,8,Foodies,2023-07-07
Innovate Industries,Display,Women 35-44,60 days,0.05,16463.65,4.98,Chicago,German,136,11200,7,Outdoor Adventurers,2023-07-09
Alpha Innovations,Email,Women 35-44,45 days,0.15,7477.56,7.37,Nueva Orleans,Mandarin,520,15198,4,Tech Enthusiasts,2023-07-20
Innovate Industries,Display,Men 18-24,30 days,0.04,6719.51,2.55,Chicago,English,956,18407,3,Fashionistas,2023-07-29
Alpha Innovations,Search,Men 25-34,15 days,0.03,17522.7,4.32,Washington,German,427,9121,4,Health & Wellness,2023-07-18
DataTech Solutions,Social Media,Women 35-44,30 days,0.15,13469.58,3.16,Los Angeles,Mandarin,479,18846,1,Outdoor Adventurers,2023-07-14
TechCorp,Display,Women 35-44,30 days,0.09,11284.83,6.27,Las Vegas,Mandarin,1836,15535,10,Health & Wellness,2023-07-09
Alpha Innovations,Display,Men 25-34,60 days,0.13,14603.98,2.08,Chicago,Spanish,913,10989,4,Fashionistas,2023-07-23
TechCorp,Social Media,Men 25-34,45 days,0.06,17669.62,2.57,Los Angeles,English,1488,19538,4,Tech Enthusiasts,2023-07-14
TechCorp,Email,Men 25-34,60 days,0.04,9136.64,7.09,Boston,German,781,18420,6,Tech Enthusiasts,2023-07-07
TechCorp,Social Media,Women 35-44,30 days,0.1,7839.17,4.81,Nueva Orleans,Mandarin,480,16613,8,Tech Enthusiasts,2023-07-12
DataTech Solutions,Search,Women 35-44,15 days,0.15,15419.41,3.95,Miami,Mandarin,167,10630,7,Outdoor Adventurers,2023-07-26
DataTech Solutions,Influencer,Men 18-24,60 days,0.02,17183.53,7.68,Nueva Orleans,Spanish,1997,17945,9,Tech Enthusiasts,2023-07-01
