Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Men 25-34,30 days,0.07,15301.13,6.95,Seattle,English,1054,11249,10,Tech Enthusiasts,2022-07-04
DataTech Solutions,Social Media,Women 35-44,30 days,0.11,10440.24,4.1,Seattle,Spanish,1578,19799,9,Tech Enthusiasts,2022-07-21
DataTech Solutions,Social Media,Women 25-34,45 days,0.1,18833.09,5.76,Miami,Spanish,1008,1241,1,Health & Wellness,2022-07-08
TechCorp,Social Media,Women 35-44,60 days,0.13,9641.44,3.6,Chicago,Mandarin,409,5310,1,Foodies,2022-07-03
Alpha Innovations,Influencer,All Ages,45 days,0.03,17187.37,2.79,Las Vegas,English,834,4932,6,Health & Wellness,2022-07-29
Innovate Industries,Social Media,Men 18-24,45 days,0.04,11016.79,3.97,Chicago,German,1511,13828,6,Fashionistas,2022-07-12
TechCorp,Email,Men 25-34,15 days,0.06,5325.96,4.25,Washington,English,355,11589,4,Tech Enthusiasts,2022-07-01
Alpha Innovations,Email,Men 25-34,15 days,0.02,7367.5,4.49,Chicago,Spanish,1688,7212,2,Tech Enthusiasts,2022-07-06
TechCorp,Social Media,Women 25-34,30 days,0.11,8395.83,6.59,Chicago,French,1562,11768,5,Foodies,2022-07-05
NexGen Systems,Influencer,Women 35-44,60 days,0.02,19009.91,6.61,Los Angeles,Spanish,451,2773,1,Tech Enthusiasts,2022-07-03
Innovate Industries,Influencer,All Ages,45 days,0.12,10966.23,7.86,Boston,German,1352,9886,7,Health & Wellness,2022-07-14
TechCorp,Display,Women 35-44,60 days,0.02,17417.84,3.45,Los Angeles,German,816,10958,1,Foodies,2022-07-21
Alpha Innovations,Search,Men 18-24,45 days,0.04,14615.99,3.92,Chicago,Mandarin,1744,17697,3,Fashionistas,2022-07-21
NexGen Systems,Social Media,Men 25-34,45 days,0.07,7693.64,6.3,Miami,German,1493,9842,10,Tech Enthusiasts,2022-07-13
DataTech Solutions,Display,Men 18-24,30 days,0.07,18838.16,3.11,Nueva Orleans,English,367,2263,10,Fashionistas,2022-07-20
TechCorp,Display,Women 25-34,30 days,0.09,8505.38,3.34,Las Vegas,Spanish,326,3927,10,Fashionistas,2022-07-28
TechCorp,Email,Men 18-24,60 days,0.06,11354.35,3.42,Miami,English,1306,17939,2,Foodies,2022-07-19
NexGen Systems,Social Media,Women 35-44,30 days,0.03,19406.71,7.28,New York,French,774,2139,7,Foodies,2022-07-08
DataTech Solutions,Email,Men 18-24,45 days,0.15,9392.73,4.05,Las Vegas,English,1975,18871,6,Foodies,2022-07-27
DataTech Solutions,Search,Women 25-34,15 days,0.08,14211.45,4.8,Washington,English,1722,11946,3,Outdoor Adventurers,2022-07-05
