Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
TechCorp,Search,Women 25-34,15 days,0.05,7549.59,3.92,Chicago,Mandarin,1752,1390,3,Health & Wellness,2023-04-22
TechCorp,Search,Women 35-44,45 days,0.14,17125.58,6.55,Boston,Mandarin,634,12684,7,Tech Enthusiasts,2023-04-03
Innovate Industries,Search,Men 18-24,30 days,0.14,18498.88,7.25,San Francisco,Spanish,916,16106,8,Tech Enthusiasts,2023-04-05
Innovate Industries,Influencer,Women 35-44,15 days,0.13,12029.48,2.34,Los Angeles,German,1859,12786,5,Tech Enthusiasts,2023-04-21
Alpha Innovations,Email,Men 18-24,30 days,0.05,13500.7,5.09,Los Angeles,Mandarin,1263,13952,3,Outdoor Adventurers,2023-04-22
NexGen Systems,Display,Men 18-24,30 days,0.11,16542.98,2.93,Miami,French,1897,19493,8,Foodies,2023-04-11
Alpha Innovations,Email,All Ages,15 days,0.1,9457.32,2.66,San Francisco,English,908,14477,1,Fashionistas,2023-04-02
Innovate Industries,Search,Women 35-44,30 days,0.07,13220.14,5.85,New York,French,934,8739,6,Foodies,2023-04-27
Alpha Innovations,Search,Men 18-24,30 days,0.02,7329.36,3.26,Seattle,French,750,19841,1,Tech Enthusiasts,2023-04-13
Innovate Industries,Influencer,Women 25-34,15 days,0.15,7545.75,2.02,New York,Mandarin,272,4023,10,Outdoor Adventurers,2023-04-23
Alpha Innovations,Email,Women 35-44,60 days,0.12,19510.39,6.37,Chicago,French,314,6061,3,Fashionistas,2023-04-04
DataTech Solutions,Display,All Ages,60 days,0.03,9772.02,3.09,New York,Spanish,407,11646,1,Health & Wellness,2023-04-26
Alpha Innovations,Display,Men 25-34,15 days,0.1,16301.74,2.58,Boston,Mandarin,1233,18477,4,Outdoor Adventurers,2023-04-22
Innovate Industries,Search,Men 18-24,45 days,0.14,8628.08,7.62,Seattle,English,1672,16714,1,Health & Wellness,2023-04-26
DataTech Solutions,Search,All Ages,45 days,0.08,8325.88,2.81,Seattle,Mandarin,904,1489,2,Health & Wellness,2023-04-18
DataTech Solutions,Search,Women 35-44,60 days,0.14,7470.9,2.88,Nueva Orleans,French,1606,12239,5,Tech Enthusiasts,2023-04-28
TechCorp,Social Media,Women 35-44,30 days,0.03,8425.77,4.88,Los Angeles,English,1850,17441,5,Fashionistas,2023-04-23
DataTech Solutions,Search,Men 18-24,30 days,0.09,10723.65,6.13,San Francisco,Spanish,1144,6140,3,Fashionistas,2023-04-26
TechCorp,Display,Men 18-24,15 days,0.05,9911.45,3.52,Washington,Mandarin,139,12163,7,Fashionistas,2023-04-24
NexGen Systems,Influencer,Men 25-34,60 days,0.08,7491.52,3.17,Las Vegas,Spanish,386,11054,5,Health & Wellness,2023-04-01
DataTech Solutions,Email,Women 35-44,60 days,0.04,19174.52,6.33,Los Angeles,Spanish,1486,14353,6,Tech Enthusiasts,2023-04-03
DataTech Solutions,Influencer,Women 35-44,60 days,0.08,13537.55,4.32,Chicago,Mandarin,1670,9940,3,Outdoor Adventurers,2023-04-16
Innovate Industries,Influencer,Men 18-24,60 days,0.09,10905.71,7.73,Washington,Mandarin,186,11283,10,Fashionistas,2023-04-06
Alpha Innovations,Social Media,Men 25-34,60 days,0.1,12144.74,3.17,Los Angeles,Spanish,1161,2759,1,Foodies,2023-04-14
Alpha Innovations,Social Media,Men 25-34,45 days,0.05,6509.41,2.65,Seattle,Mandarin,1467,13273,10,Fashionistas,2023-04-11
TechCorp,Search,Women 35-44,15 days,0.07,18166.21,7.32,Boston,German,487,4660,9,Health & Wellness,2023-04-20
Innovate Industries,Influencer,Women 35-44,45 days,0.13,13672.38,7.25,Miami,German,660,1832,5,Tech Enthusiasts,2023-04-13
NexGen Systems,Email,Men 18-24,15 days,0.07,10283.75,4.11,New York,Mandarin,304,6606,7,Health & Wellness,2023-04-27
Innovate Industries,Influencer,Men 18-24,15 days,0.08,14327.66,2.4,San Francisco,Mandarin,172,7632,9,Outdoor Adventurers,2023-04-29
NexGen Systems,Search,Women 25-34,45 days,0.08,12963.79,5.03,Los Angeles,English,1872,8332,3,Outdoor Adventurers,2023-04-27
