Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
NexGen Systems,Display,All Ages,30 days,0.11,16713.64,5.63,Las Vegas,French,114,15174,6,Health & Wellness,2023-01-20
Innovate Industries,Display,Men 25-34,60 days,0.05,5214.19,5.49,Las Vegas,Mandarin,1613,1053,5,Foodies,2023-01-29
Alpha Innovations,Email,All Ages,45 days,0.15,6963.45,2.71,Miami,Mandarin,1437,9764,3,Health & Wellness,2023-01-25
NexGen Systems,Display,Women 35-44,45 days,0.13,14681.48,5.58,Chicago,German,927,3663,9,Outdoor Adventurers,2023-01-27
Alpha Innovations,Display,All Ages,30 days,0.09,8935.27,3.08,Chicago,English,1959,5304,8,Health & Wellness,2023-01-02
NexGen Systems,Search,Women 25-34,30 days,0.08,13518.94,7.95,Los Angeles,Spanish,1873,1876,4,Fashionistas,2023-01-22
NexGen Systems,Social Media,Women 25-34,15 days,0.01,6753.66,2.3,Las Vegas,Mandarin,526,18470,10,Foodies,2023-01-11
Innovate Industries,Email,Men 25-34,45 days,0.13,12848.44,6.46,Chicago,Mandarin,1656,16482,4,Foodies,2023-01-20
Innovate Industries,Search,Women 25-34,15 days,0.08,10509.87,5.64,New York,Mandarin,244,14449,2,Fashionistas,2023-01-13
TechCorp,Email,Women 35-44,60 days,0.15,7093.88,3.0,Seattle,Spanish,1871,12918,7,Tech Enthusiasts,2023-01-25
TechCorp,Display,All Ages,45 days,0.09,15288.61,5.52,Miami,German,1946,13733,10,Outdoor Adventurers,2023-01-02
DataTech Solutions,Search,Women 35-44,60 days,0.09,12727.1,5.77,Seattle,Mandarin,1136,11084,2,Foodies,2023-01-29
Alpha Innovations,Email,All Ages,15 days,0.1,15005.28,3.97,Los Angeles,Mandarin,1846,8053,3,Tech Enthusiasts,2023-01-10
Innovate Industries,Email,All Ages,30 days,0.05,18906.18,3.49,New York,Mandarin,515,10981,9,Health & Wellness,2023-01-23
Innovate Industries,Search,Women 35-44,30 days,0.08,18668.05,2.79,Seattle,German,482,3711,5,Tech Enthusiasts,2023-01-21
Innovate Industries,Search,Men 25-34,60 days,0.03,11949.58,4.11,Washington,Spanish,1021,11250,10,Fashionistas,2023-01-22
TechCorp,Display,All Ages,45 days,0.14,9547.48,2.66,Chicago,English,1064,9455,8,Outdoor Adventurers,2023-01-06
Innovate Industries,Influencer,Women 35-44,60 days,0.11,12512.14,2.35,Las Vegas,Spanish,566,5377,5,Health & Wellness,2023-01-09
NexGen Systems,Influencer,Men 25-34,45 days,0.02,7613.47,5.04,New York,French,1665,14752,4,Fashionistas,2023-01-10
DataTech Solutions,Influencer,All Ages,30 days,0.05,8126.66,7.93,Washington,German,174,15897,2,Tech Enthusiasts,2023-01-06
DataTech Solutions,Search,Men 25-34,30 days,0.14,13108.22,7.49,Las Vegas,German,1269,3453,2,Fashionistas,2023-01-12
TechCorp,Email,All Ages,60 days,0.05,9782.53,3.2,Miami,English,592,5281,5,Fashionistas,2023-01-09
Alpha Innovations,Search,Women 35-44,30 days,0.12,18962.82,4.22,San Francisco,Mandarin,1674,17739,3,Health & Wellness,2023-01-16
Innovate Industries,Search,Women 35-44,15 days,0.05,12958.04,4.8,Chicago,Mandarin,310,8251,4,Fashionistas,2023-01-12
Alpha Innovations,Influencer,Men 18-24,30 days,0.06,10814.66,3.87,Boston,German,1718,6301,2,Outdoor Adventurers,2023-01-15
Alpha Innovations,Display,All Ages,45 days,0.12,7539.77,6.99,New York,Spanish,697,14817,6,Outdoor Adventurers,2023-01-30
Innovate Industries,Search,Women 35-44,30 days,0.13,14641.36,2.7,Miami,French,258,2707,7,Tech Enthusiasts,2023-01-18
Innovate Industries,Email,Men 25-34,15 days,0.15,19558.98,2.09,Los Angeles,German,1431,1402,6,Fashionistas,2023-01-10
TechCorp,Influencer,Men 18-24,45 days,0.05,5129.62,5.32,San Francisco,English,638,6737,9,Outdoor Adventurers,2023-01-25
NexGen Systems,Email,Men 18-24,30 days,0.11,15585.32,5.76,Washington,Mandarin,784,11956,6,Tech Enthusiasts,2023-01-04
Alpha Innovations,Display,Men 25-34,15 days,0.02,10769.39,2.51,Boston,German,1145,11265,1,Foodies,2023-01-19
NexGen Systems,Influencer,Men 18-24,30 days,0.03,18572.18,5.36,Nueva Orleans,Mandarin,676,16834,1,Outdoor Adventurers,2023-01-27
TechCorp,Influencer,Women 35-44,45 days,0.07,11285.04,6.53,Boston,French,705,8919,5,Outdoor Adventurers,2023-01-24
NexGen Systems,Email,Men 25-34,60 days,0.08,15576.78,6.32,Chicago,Spanish,232,6707,6,Fashionistas,2023-01-17
Innovate Industries,Social Media,Women 35-44,45 days,0.15,5144.66,5.18,Las Vegas,English,1825,11582,3,Outdoor Adventurers,2023-01-12
Alpha Innovations,Influencer,All Ages,30 days,0.03,8906.77,3.35,San Francisco,German,1797,11599,3,Fashionistas,2023-01-14
Innovate Industries,Search,All Ages,30 days,0.07,5895.57,3.97,San Francisco,English,1961,8483,4,Tech Enthusiasts,2023-01-06
Alpha Innovations,Display,Men 18-24,45 days,0.14,8633.21,5.9,Chicago,French,1645,8586,3,Fashionistas,2023-01-30
TechCorp,Social Media,Women 35-44,60 days,0.03,14138.92,7.52,Miami,German,1644,3775,7,Fashionistas,2023-01-15
DataTech Solutions,Influencer,Women 35-44,60 days,0.12,9571.77,4.13,Seattle,German,964,5304,1,Foodies,2023-01-21
NexGen Systems,Social Media,Women 35-44,15 days,0.02,5656.64,5.02,Miami,French,1558,5743,2,Tech Enthusiasts,2023-01-30
TechCorp,Display,All Ages,45 days,0.05,11710.43,3.08,Los Angeles,French,1098,6413,4,Tech Enthusiasts,2023-01-27
Alpha Innovations,Display,Men 18-24,45 days,0.09,10514.12,3.64,Los Angeles,German,953,14591,6,Outdoor Adventurers,2023-01-04
Innovate Industries,Display,Women 25-34,45 days,0.12,11452.05,6.96,San Francisco,Mandarin,1442,16728,8,Fashionistas,2023-01-13
Alpha Innovations,Search,Women 25-34,45 days,0.08,11918.66,3.14,Boston,English,225,2623,5,Foodies,2023-01-06
Innovate Industries,Search,Men 18-24,15 days,0.12,19647.41,4.35,Las Vegas,English,1115,6496,2,Foodies,2023-01-17
TechCorp,Email,Men 25-34,60 days,0.02,11331.43,6.12,Las Vegas,Spanish,214,16019,9,Fashionistas,2023-01-11
Innovate Industries,Social Media,All Ages,15 days,0.05,17947.34,4.97,Boston,French,1153,3730,9,Tech Enthusiasts,2023-01-01
NexGen Systems,Social Media,Women 35-44,60 days,0.08,11008.65,4.59,Los Angeles,German,356,18367,4,Outdoor Adventurers,2023-01-01
TechCorp,Email,All Ages,45 days,0.12,13374.51,2.19,New York,Spanish,1301,3862,6,Tech Enthusiasts,2023-01-25
Alpha Innovations,Email,Men 25-34,30 days,0.11,6723.11,4.72,Nueva Orleans,English,1740,9869,9,Tech Enthusiasts,2023-01-20
Innovate Industries,Search,Men 25-34,60 days,0.1,6917.97,7.86,San Francisco,English,1475,14087,1,Health & Wellness,2023-01-28
TechCorp,Influencer,Women 25-34,60 days,0.05,9686.23,2.57,Washington,Spanish,1646,17978,2,Fashionistas,2023-01-11
TechCorp,Search,Women 35-44,60 days,0.03,10720.66,3.23,New York,German,1178,2527,9,Health & Wellness,2023-01-02
TechCorp,Social Media,Men 25-34,60 days,0.08,17347.34,7.57,Los Angeles,German,381,12984,3,Outdoor Adventurers,2023-01-16
Innovate Industries,Email,All Ages,30 days,0.09,15088.56,7.9,Washington,German,481,13794,7,Health & Wellness,2023-01-14
NexGen Systems,Influencer,All Ages,15 days,0.07,9057.72,5.25,Washington,English,1863,6105,1,Tech Enthusiasts,2023-01-12
TechCorp,Influencer,Men 18-24,45 days,0.03,13818.01,7.68,Nueva Orleans,Spanish,523,18125,9,Fashionistas,2023-01-07
DataTech Solutions,Social Media,All Ages,30 days,0.02,14954.29,7.35,New York,English,1927,3127,6,Tech Enthusiasts,2023-01-09
