Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
Alpha Innovations,Display,All Ages,45 days,0.07,12528.44,7.89,Los Angeles,German,1889,8566,9,Health & Wellness,2022-01-30
Alpha Innovations,Email,Women 35-44,60 days,0.03,14684.51,5.51,San Francisco,Spanish,1814,17479,2,Tech Enthusiasts,2022-01-28
Alpha Innovations,Display,Women 25-34,60 days,0.07,15165.92,2.73,Chicago,French,702,4181,8,Foodies,2022-01-17
TechCorp,Influencer,All Ages,60 days,0.07,7583.99,6.54,Seattle,French,1512,1460,9,Fashionistas,2022-01-13
NexGen Systems,Social Media,Women 35-44,45 days,0.11,18607.35,2.06,New York,Mandarin,1003,12948,10,Outdoor Adventurers,2022-01-05
Alpha Innovations,Display,Women 35-44,30 days,0.1,11269.4,4.46,Las Vegas,English,363,9639,6,Fashionistas,2022-01-19
Alpha Innovations,Display,Men 25-34,15 days,0.09,9267.99,5.22,Nueva Orleans,German,1664,5612,3,Outdoor Adventurers,2022-01-07
DataTech Solutions,Email,Men 18-24,15 days,0.06,18340.24,6.85,Seattle,Mandarin,1216,6515,8,Health & Wellness,2022-01-22
Innovate Industries,Display,Women 25-34,30 days,0.01,15364.65,7.82,Washington,Spanish,294,17559,10,Tech Enthusiasts,2022-01-23
TechCorp,Social Media,Women 25-34,30 days,0.08,18576.5,4.1,San Francisco,German,1282,3993,10,Fashionistas,2022-01-22
TechCorp,Search,All Ages,45 days,0.1,8177.39,7.7,Washington,French,481,18228,6,Fashionistas,2022-01-13
DataTech Solutions,Email,All Ages,45 days,0.07,19331.76,5.57,Los Angeles,French,1358,11927,8,Health & Wellness,2022-01-26
NexGen Systems,Display,Men 25-34,60 days,0.08,17153.83,2.43,Seattle,French,441,1096,9,Outdoor Adventurers,2022-01-12
Innovate Industries,Social Media,Women 25-34,60 days,0.08,10464.92,6.71,San Francisco,Mandarin,1303,1357,3,Tech Enthusiasts,2022-01-13
TechCorp,Social Media,Women 35-44,60 days,0.12,6437.91,4.95,Chicago,English,1291,4629,5,Health & Wellness,2022-01-24
TechCorp,Social Media,Men 25-34,45 days,0.13,16578.34,4.75,Nueva Orleans,Spanish,224,2196,2,Health & Wellness,2022-01-14
Alpha Innovations,Social Media,Men 18-24,60 days,0.05,5130.1,2.05,Seattle,English,1757,7057,5,Outdoor Adventurers,2022-01-11
NexGen Systems,Email,Men 18-24,30 days,0.08,11626.05,6.86,Nueva Orleans,English,596,4932,9,Tech Enthusiasts,2022-01-10
NexGen Systems,Search,Men 18-24,30 days,0.13,19220.78,2.61,San Francisco,Spanish,1299,17186,9,Health & Wellness,2022-01-20
NexGen Systems,Influencer,Women 35-44,30 days,0.06,5603.85,7.21,Chicago,French,954,5135,9,Fashionistas,2022-01-16
NexGen Systems,Influencer,Women 35-44,60 days,0.05,11265.23,5.46,New York,French,1578,15142,10,Outdoor Adventurers,2022-01-01
Innovate Industries,Display,All Ages,30 days,0.12,13371.92,3.59,New York,French,342,2343,5,Outdoor Adventurers,2022-01-01
TechCorp,Influencer,Men 18-24,60 days,0.12,7623.07,2.9,Seattle,English,871,5955,1,Foodies,2022-01-08
NexGen Systems,Influencer,Men 18-24,45 days,0.06,13589.31,3.42,Los Angeles,Spanish,1405,10870,3,Foodies,2022-01-08
Alpha Innovations,Influencer,Women 35-44,15 days,0.04,5907.81,6.08,Las Vegas,Spanish,369,1400,1,Outdoor Adventurers,2022-01-29
DataTech Solutions,Influencer,Men 18-24,60 days,0.12,18228.27,6.91,Las Vegas,English,1208,13080,2,Fashionistas,2022-01-06
TechCorp,Social Media,Men 18-24,15 days,0.08,18214.63,6.19,Las Vegas,German,933,18605,5,Tech Enthusiasts,2022-01-14
Alpha Innovations,Email,Women 25-34,30 days,0.02,12606.78,7.58,Miami,French,1297,13352,5,Foodies,2022-01-03
NexGen Systems,Email,Women 25-34,15 days,0.09,14486.42,2.42,San Francisco,Spanish,1826,9384,6,Tech Enthusiasts,2022-01-22
