Company,Campaign_Type,Target_Audience,Duration,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
DataTech Solutions,Influencer,Men 18-24,45 days,0.08,8424.09,2.49,Nueva Orleans,Spanish,446,19572,1,Foodies,2023-06-24
DataTech Solutions,Email,All Ages,45 days,0.04,11293.2,2.82,San Francisco,Spanish,1963,17783,6,Outdoor Adventurers,2023-06-05
TechCorp,Social Media,Women 35-44,45 days,0.07,12485.51,6.08,Miami,German,928,17732,6,Fashionistas,2023-06-08
Innovate Industries,Email,Men 25-34,45 days,0.03,19793.09,6.55,San Francisco,Spanish,1693,1362,5,Fashionistas,2023-06-07
DataTech Solutions,Display,Men 25-34,60 days,0.05,5618.9,3.22,San Francisco,French,453,14701,2,Health & Wellness,2023-06-26
DataTech Solutions,Search,Men 18-24,45 days,0.04,13727.13,6.55,Los Angeles,Spanish,186,7351,8,Foodies,2023-06-03
Innovate Industries,Search,Women 35-44,30 days,0.07,9671.08,3.26,Boston,English,1388,9070,6,Outdoor Adventurers,2023-06-16
DataTech Solutions,Social Media,All Ages,60 days,0.13,19905.38,5.5,Washington,German,689,16110,5,Fashionistas,2023-06-26
NexGen Systems,Search,All Ages,15 days,0.07,8556.55,7.67,Boston,Mandarin,218,14036,2,Fashionistas,2023-06-04
Innovate Industries,Email,Women 35-44,15 days,0.03,11556.16,2.37,Miami,Spanish,1634,5339,1,Tech Enthusiasts,2023-06-09
NexGen Systems,Email,Men 18-24,60 days,0.11,10950.29,3.27,Nueva Orleans,English,1557,8661,3,Health & Wellness,2023-06-03
Innovate Industries,Social Media,Men 25-34,60 days,0.12,10114.01,2.21,Nueva Orleans,Mandarin,1446,8479,4,Tech Enthusiasts,2023-06-05
Innovate Industries,Display,Women 35-44,60 days,0.05,6799.93,6.32,Las Vegas,English,171,9562,2,Outdoor Adventurers,2023-06-08
NexGen Systems,Display,All Ages,30 days,0.09,14532.05,3.44,Seattle,Spanish,1475,19405,7,Outdoor Adventurers,2023-06-07
NexGen Systems,Social Media,Women 35-44,30 days,0.15,9176.43,5.01,Los Angeles,French,642,14100,4,Outdoor Adventurers,2023-06-07
DataTech Solutions,Influencer,Women 25-34,15 days,0.08,12474.05,6.81,Washington,Spanish,1236,13760,8,Tech Enthusiasts,2023-06-17
TechCorp,Email,Men 25-34,60 days,0.06,15588.3,5.26,San Francisco,Mandarin,279,8841,6,Fashionistas,2023-06-28
Innovate Industries,Search,Men 18-24,30 days,0.1,19483.37,5.29,Los Angeles,English,209,7278,4,Health & Wellness,2023-06-22
DataTech Solutions,Email,Men 25-34,15 days,0.02,7159.63,4.99,Seattle,French,1125,17866,2,Fashionistas,2023-06-07
DataTech Solutions,Email,Women 25-34,45 days,0.14,12377.7,3.44,Miami,Spanish,1564,19427,7,Foodies,2023-06-07
Innovate Industries,Search,Women 25-34,60 days,0.09,17403.6,7.32,Los Angeles,German,1947,12901,3,Foodies,2023-06-18
TechCorp,Search,Women 35-44,15 days,0.03,18201.36,4.84,Boston,English,1086,16537,7,Tech Enthusiasts,2023-06-01
TechCorp,Influencer,Men 18-24,15 days,0.07,10754.45,2.63,Seattle,French,1792,19603,9,Fashionistas,2023-06-01
Alpha Innovations,Social Media,All Ages,45 days,0.02,11470.44,7.63,Las Vegas,Spanish,401,8273,6,Foodies,2023-06-10
NexGen Systems,Email,Women 35-44,30 days,0.12,6089.79,6.39,Miami,Spanish,1303,4986,5,Foodies,2023-06-13
DataTech Solutions,Search,Women 35-44,15 days,0.14,12846.01,4.29,Boston,Spanish,1721,8291,2,Foodies,2023-06-04
NexGen Systems,Display,Women 35-44,15 days,0.13,19205.32,7.44,Miami,Mandarin,696,8603,3,Outdoor Adventurers,2023-06-04
Innovate Industries,Display,Women 25-34,15 days,0.03,6171.69,7.91,New York,Spanish,1886,17244,3,Fashionistas,2023-06-10
DataTech Solutions,Search,Women 25-34,30 days,0.13,17102.48,4.09,Los Angeles,French,1132,18545,5,Tech Enthusiasts,2023-06-28
DataTech Solutions,Display,Women 25-34,60 days,0.03,9417.39,7.23,New York,Mandarin,864,13657,5,Outdoor Adventurers,2023-06-18
DataTech Solutions,Search,Women 25-34,15 days,0.03,12859.9,5.13,Nueva Orleans,German,1471,6231,7,Health & Wellness,2023-06-07
NexGen Systems,Display,Men 18-24,45 days,0.04,19071.13,3.85,Boston,English,923,19103,2,Outdoor Adventurers,2023-06-09
NexGen Systems,Social Media,Men 25-34,60 days,0.09,13800.95,5.96,Los Angeles,Spanish,1503,8704,7,Foodies,2023-06-05
TechCorp,Influencer,Men 25-34,60 days,0.12,15935.01,5.74,Washington,Mandarin,1062,7679,5,Outdoor Adventurers,2023-06-26
Alpha Innovations,Email,Men 18-24,30 days,0.11,10534.88,4.03,Washington,Mandarin,749,10828,10,Health & Wellness,2023-06-25
